Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,PR_delta_M,ROC_delta_M,dLR
2,0.939904059833658,0.0,0.942482086936017,0.0,0.9149771231634024,0.0,0.9429488435649972,0.0,0.0,0.0,0.9448786660398856,0.0,0.0,0.0,0.9165078445166198,0.0,0.0,0.0,0.4204297269602373,0.0,0.0,0.0,0.4367799276864109,0.0,0.0,0.0,0.2161275951431432,0.0,0.0,0.0,0.3998731455377198,0.0,0.4179926477788004,0.0,0.2229438907471569,0.0,ZFTA,RandomForestClassifier,2,-0.0068162956040137,0.009095068347714563,0.009095068347714563
4,0.939904059833658,0.0,0.942482086936017,0.0,0.9149771231634024,0.0,0.9440476617786028,0.0,0.0,0.0,0.9459694604836296,0.0,0.0,0.0,0.9150880851549904,0.0,0.0,0.0,0.4259247723035922,0.0,0.0,0.0,0.4410818469914859,0.0,0.0,0.0,0.2138333969783034,0.0,0.0,0.0,0.3998731455377198,0.0,0.4179926477788004,0.0,0.2229438907471569,0.0,ZFTA,RandomForestClassifier,4,-0.009110493768853506,0.00767530898608515,0.00767530898608515
8,0.9421760602474558,0.0,0.9444964097928692,0.0,0.9089669612049368,0.0,0.9467891693857032,0.0,0.0,0.0,0.9486798794023952,0.0,0.0,0.0,0.915238473970644,0.0,0.0,0.0,0.4293759081671529,0.0,0.0,0.0,0.4441581842971095,0.0,0.0,0.0,0.2143124661039019,0.0,0.0,0.0,0.3998731455377198,0.0,0.4179926477788004,0.0,0.2229438907471569,0.0,ZFTA,RandomForestClassifier,8,-0.008631424643255003,0.007825697801738696,0.007825697801738696
16,0.9423612473683296,0.0,0.9440284021466157,0.0,0.907486954454819,0.0,0.9476269634098584,0.0,0.0,0.0,0.9491469151707328,0.0,0.0,0.0,0.915105609214761,0.0,0.0,0.0,0.4287456091835547,0.0,0.0,0.0,0.4437638017642714,0.0,0.0,0.0,0.2138894918585755,0.0,0.0,0.0,0.3998731455377198,0.0,0.4179926477788004,0.0,0.2229438907471569,0.0,ZFTA,RandomForestClassifier,16,-0.009054398888581394,0.007692833045855774,0.007692833045855774
all,0.942862531061362,0.0,0.944355925695558,0.0,0.9074127761689053,0.0,0.947949293797702,0.0,0.0,0.0,0.9494607574288,0.0,0.0,0.0,0.9163953983123966,0.0,0.0,0.0,0.4340001776928859,0.0,0.0,0.0,0.4473926611562941,0.0,0.0,0.0,0.2178305688985046,0.0,0.0,0.0,0.3998731455377198,0.0,0.4179926477788004,0.0,0.2229438907471569,0.0,ZFTA,RandomForestClassifier,all,-0.005113321848652291,0.008982622143491326,0.008982622143491326
2,0.6920159621282994,0.0,0.700700024596195,0.0,0.8080994952511824,0.0,0.7135554488695655,0.0,0.0,0.0,0.7118971758797477,0.0,0.0,0.0,0.855400596567327,0.0,0.0,0.0,0.1482444258800307,0.0,0.0,0.0,0.1393889573069745,0.0,0.0,0.0,0.5917940358362761,0.0,0.0,0.0,0.1304286017462729,0.0,0.1414996347933989,0.0,0.5980403518975366,0.0,JRK,RandomForestClassifier,2,-0.006246316061260471,0.0173171197024663,0.0173171197024663
4,0.6977028386168331,0.0,0.7042041133275432,0.0,0.8027474493949056,0.0,0.7224199852335113,0.0,0.0,0.0,0.7221093458246695,0.0,0.0,0.0,0.8494066173019407,0.0,0.0,0.0,0.1600868912118151,0.0,0.0,0.0,0.1514909080583773,0.0,0.0,0.0,0.5950944561011499,0.0,0.0,0.0,0.1304286017462729,0.0,0.1414996347933989,0.0,0.5980403518975366,0.0,JRK,RandomForestClassifier,4,-0.0029458957963867105,0.011323140437079937,0.011323140437079937
8,0.8124372627296406,0.0,0.8146401707447745,0.0,0.8380834768648607,0.0,0.8306522409731327,0.0,0.0,0.0,0.8252625376031663,0.0,0.0,0.0,0.8473231794264632,0.0,0.0,0.0,0.1871099285725093,0.0,0.0,0.0,0.1750304402940128,0.0,0.0,0.0,0.6064865647465187,0.0,0.0,0.0,0.1304286017462729,0.0,0.1414996347933989,0.0,0.5980403518975366,0.0,JRK,RandomForestClassifier,8,0.00844621284898217,0.009239702561602448,0.009239702561602448
16,0.8124372627296406,0.0,0.8146401707447745,0.0,0.8380834768648607,0.0,0.830606265545603,0.0,0.0,0.0,0.8248518701880778,0.0,0.0,0.0,0.8456084724822754,0.0,0.0,0.0,0.1879037930933023,0.0,0.0,0.0,0.1751529988126544,0.0,0.0,0.0,0.6040025724510644,0.0,0.0,0.0,0.1304286017462729,0.0,0.1414996347933989,0.0,0.5980403518975366,0.0,JRK,RandomForestClassifier,16,0.005962220553527797,0.007524995617414709,0.007524995617414709
all,0.8124372627296406,0.0,0.8146401707447745,0.0,0.8380834768648607,0.0,0.826040592349832,0.0,0.0,0.0,0.8219383864988115,0.0,0.0,0.0,0.8377238935571979,0.0,0.0,0.0,0.1858495301372988,0.0,0.0,0.0,0.174043775520813,0.0,0.0,0.0,0.6011702494168596,0.0,0.0,0.0,0.1304286017462729,0.0,0.1414996347933989,0.0,0.5980403518975366,0.0,JRK,RandomForestClassifier,all,0.0031298975193230216,-0.0003595833076628363,-0.0003595833076628363
2,0.7108936853625457,0.0,0.6989667887837961,0.0,0.7556484537186419,0.0,0.743364563882096,0.0,0.0,0.0,0.7072073973277093,0.0,0.0,0.0,0.7569779546164541,0.0,0.0,0.0,0.0915164011736356,0.0,0.0,0.0,0.0464018392378149,0.0,0.0,0.0,0.0271988709761338,0.0,0.0,0.0,0.0474511462148331,0.0,0.0409779035472141,0.0,0.0285580791920578,0.0,SALL3,RandomForestClassifier,2,-0.0013592082159240015,-0.04510209943812615,-0.04510209943812615
4,0.7108936853625457,0.0,0.6989667887837961,0.0,0.7556484537186419,0.0,0.7415860029638318,0.0,0.0,0.0,0.7130171472926635,0.0,0.0,0.0,0.7726101087728956,0.0,0.0,0.0,0.1066259863446388,0.0,0.0,0.0,0.0557005994808868,0.0,0.0,0.0,0.0342042845453813,0.0,0.0,0.0,0.0474511462148331,0.0,0.0409779035472141,0.0,0.0285580791920578,0.0,SALL3,RandomForestClassifier,4,0.005646205353323497,-0.029469945281684673,-0.029469945281684673
8,0.7108936853625457,0.0,0.6989667887837961,0.0,0.7556484537186419,0.0,0.7494852002157418,0.0,0.0,0.0,0.717605068203146,0.0,0.0,0.0,0.782730861289115,0.0,0.0,0.0,0.1202546555174766,0.0,0.0,0.0,0.0607535800629333,0.0,0.0,0.0,0.0362034975787804,0.0,0.0,0.0,0.0474511462148331,0.0,0.0409779035472141,0.0,0.0285580791920578,0.0,SALL3,RandomForestClassifier,8,0.0076454183867225994,-0.019349192765465317,-0.019349192765465317
16,0.7109144719823636,0.0,0.7042524306606558,0.0,0.8020800540545803,0.0,0.760260437034283,0.0,0.0,0.0,0.7287995764145779,0.0,0.0,0.0,0.8135559272865007,0.0,0.0,0.0,0.1261149967898319,0.0,0.0,0.0,0.0657661822303879,0.0,0.0,0.0,0.0419261044328281,0.0,0.0,0.0,0.0474511462148331,0.0,0.0409779035472141,0.0,0.0285580791920578,0.0,SALL3,RandomForestClassifier,16,0.013368025240770298,0.011475873231920453,0.011475873231920453
all,0.7109144719823636,0.0,0.7042524306606558,0.0,0.8020800540545803,0.0,0.7666919269619676,0.0,0.0,0.0,0.7328334939041141,0.0,0.0,0.0,0.8298411135172735,0.0,0.0,0.0,0.1274854622770848,0.0,0.0,0.0,0.0674820414325193,0.0,0.0,0.0,0.0480918459481542,0.0,0.0,0.0,0.0474511462148331,0.0,0.0409779035472141,0.0,0.0285580791920578,0.0,SALL3,RandomForestClassifier,all,0.019533766756096402,0.02776105946269325,0.02776105946269325
2,0.9625299989807296,0.0,0.9556182686930864,0.0,0.9442509650134564,0.0,0.9741702521304296,0.0,0.0,0.0,0.9641725578625302,0.0,0.0,0.0,0.9477373933102652,0.0,0.0,0.0,0.765918353138712,0.0,0.0,0.0,0.6674501770914971,0.0,0.0,0.0,0.6944391133867527,0.0,0.0,0.0,0.5997514425783043,0.0,0.6080042096134133,0.0,0.6057772871372537,0.0,ZNF250,RandomForestClassifier,2,0.08866182624949903,0.0034864282968087856,0.0034864282968087856
4,0.9625299989807296,0.0,0.9556182686930864,0.0,0.9442509650134564,0.0,0.9808028607522216,0.0,0.0,0.0,0.9641352330640433,0.0,0.0,0.0,0.954180672049212,0.0,0.0,0.0,0.7967213793474722,0.0,0.0,0.0,0.7099598289007172,0.0,0.0,0.0,0.7419286721635708,0.0,0.0,0.0,0.5997514425783043,0.0,0.6080042096134133,0.0,0.6057772871372537,0.0,ZNF250,RandomForestClassifier,4,0.13615138502631718,0.009929707035755575,0.009929707035755575
8,0.9625299989807296,0.0,0.9556182686930864,0.0,0.9442509650134564,0.0,0.9818771562973924,0.0,0.0,0.0,0.9706355899454904,0.0,0.0,0.0,0.9510726612841214,0.0,0.0,0.0,0.8165672898360733,0.0,0.0,0.0,0.7502733046177289,0.0,0.0,0.0,0.7799062647866776,0.0,0.0,0.0,0.5997514425783043,0.0,0.6080042096134133,0.0,0.6057772871372537,0.0,ZNF250,RandomForestClassifier,8,0.17412897764942392,0.006821696270664979,0.006821696270664979
16,0.9625299989807296,0.0,0.9556182686930864,0.0,0.9442509650134564,0.0,0.9840202958355084,0.0,0.0,0.0,0.974181082100918,0.0,0.0,0.0,0.9534869388696656,0.0,0.0,0.0,0.8295186812561176,0.0,0.0,0.0,0.7693737686286398,0.0,0.0,0.0,0.787837554222264,0.0,0.0,0.0,0.5997514425783043,0.0,0.6080042096134133,0.0,0.6057772871372537,0.0,ZNF250,RandomForestClassifier,16,0.18206026708501033,0.009235973856209223,0.009235973856209223
all,0.9625299989807296,0.0,0.9556182686930864,0.0,0.9442509650134564,0.0,0.9838997130599424,0.0,0.0,0.0,0.9696161592282267,0.0,0.0,0.0,0.9551382391387928,0.0,0.0,0.0,0.8262173211561737,0.0,0.0,0.0,0.7663731936282757,0.0,0.0,0.0,0.793253785708871,0.0,0.0,0.0,0.5997514425783043,0.0,0.6080042096134133,0.0,0.6057772871372537,0.0,ZNF250,RandomForestClassifier,all,0.1874764985716173,0.01088727412533641,0.01088727412533641
2,0.6761930483417756,0.0,0.6565853694993622,0.0,0.8728938448346548,0.0,0.739125283603119,0.0,0.0,0.0,0.661045146085778,0.0,0.0,0.0,0.8607942238443653,0.0,0.0,0.0,0.1481429415205616,0.0,0.0,0.0,0.0565616934038763,0.0,0.0,0.0,0.1539152331567217,0.0,0.0,0.0,0.0860939565239156,0.0,0.0543840008254752,0.0,0.1628927104081031,0.0,RORB,RandomForestClassifier,2,-0.0089774772513814,-0.012099620990289495,-0.012099620990289495
4,0.6761930483417756,0.0,0.6565853694993622,0.0,0.8728938448346548,0.0,0.7536627326081308,0.0,0.0,0.0,0.6686088468590561,0.0,0.0,0.0,0.8671559573044263,0.0,0.0,0.0,0.1711096584993402,0.0,0.0,0.0,0.0637142621842465,0.0,0.0,0.0,0.1843369304155478,0.0,0.0,0.0,0.0860939565239156,0.0,0.0543840008254752,0.0,0.1628927104081031,0.0,RORB,RandomForestClassifier,4,0.021444220007444698,-0.005737887530228525,-0.005737887530228525
8,0.6761930483417756,0.0,0.6565853694993622,0.0,0.8728938448346548,0.0,0.7452373962354114,0.0,0.0,0.0,0.665959547393176,0.0,0.0,0.0,0.8707243022597997,0.0,0.0,0.0,0.1726678549272094,0.0,0.0,0.0,0.0653523331923039,0.0,0.0,0.0,0.1936928523676425,0.0,0.0,0.0,0.0860939565239156,0.0,0.0543840008254752,0.0,0.1628927104081031,0.0,RORB,RandomForestClassifier,8,0.030800141959539395,-0.0021695425748551322,-0.0021695425748551322
16,0.6761930483417756,0.0,0.6565853694993622,0.0,0.8728938448346548,0.0,0.7437863661567392,0.0,0.0,0.0,0.6773227240114796,0.0,0.0,0.0,0.8818788560122234,0.0,0.0,0.0,0.1750097181424839,0.0,0.0,0.0,0.0652942088368075,0.0,0.0,0.0,0.2131600810639221,0.0,0.0,0.0,0.0860939565239156,0.0,0.0543840008254752,0.0,0.1628927104081031,0.0,RORB,RandomForestClassifier,16,0.05026737065581899,0.008985011177568558,0.008985011177568558
all,0.6761930483417756,0.0,0.6565853694993622,0.0,0.8728938448346548,0.0,0.751193034948476,0.0,0.0,0.0,0.67764611069037,0.0,0.0,0.0,0.8856558007615754,0.0,0.0,0.0,0.1735503071602228,0.0,0.0,0.0,0.0654988866330963,0.0,0.0,0.0,0.2148403652534313,0.0,0.0,0.0,0.0860939565239156,0.0,0.0543840008254752,0.0,0.1628927104081031,0.0,RORB,RandomForestClassifier,all,0.051947654845328206,0.012761955926920532,0.012761955926920532
2,0.7845622832170005,0.0,0.7819615636501527,0.0,0.8395008151750043,0.0,0.8126564481987034,0.0,0.0,0.0,0.8046044844746332,0.0,0.0,0.0,0.8392293859642769,0.0,0.0,0.0,0.1091701714404888,0.0,0.0,0.0,0.0931238330098736,0.0,0.0,0.0,0.2288713475945522,0.0,0.0,0.0,0.0571129347675192,0.0,0.0543474443597623,0.0,0.1888396341975607,0.0,GABPA,RandomForestClassifier,2,0.04003171339699149,-0.0002714292107274252,-0.0002714292107274252
4,0.7845622832170005,0.0,0.7819615636501527,0.0,0.8395008151750043,0.0,0.8272357942950724,0.0,0.0,0.0,0.8222014224206345,0.0,0.0,0.0,0.9002356266649797,0.0,0.0,0.0,0.1243885727217809,0.0,0.0,0.0,0.1041106783666621,0.0,0.0,0.0,0.3693275116479043,0.0,0.0,0.0,0.0571129347675192,0.0,0.0543474443597623,0.0,0.1888396341975607,0.0,GABPA,RandomForestClassifier,4,0.1804878774503436,0.06073481148997539,0.06073481148997539
8,0.7845622832170005,0.0,0.7819615636501527,0.0,0.8395008151750043,0.0,0.8367081771946437,0.0,0.0,0.0,0.829520265056873,0.0,0.0,0.0,0.8899281961720364,0.0,0.0,0.0,0.1437330766858584,0.0,0.0,0.0,0.1230075771728282,0.0,0.0,0.0,0.3655683974892533,0.0,0.0,0.0,0.0571129347675192,0.0,0.0543474443597623,0.0,0.1888396341975607,0.0,GABPA,RandomForestClassifier,8,0.1767287632916926,0.050427380997032145,0.050427380997032145
16,0.7845622832170005,0.0,0.7819615636501527,0.0,0.8395008151750043,0.0,0.8394952251676148,0.0,0.0,0.0,0.830238775773294,0.0,0.0,0.0,0.8838602563497873,0.0,0.0,0.0,0.1538992882583801,0.0,0.0,0.0,0.1318303735289274,0.0,0.0,0.0,0.384651749308546,0.0,0.0,0.0,0.0571129347675192,0.0,0.0543474443597623,0.0,0.1888396341975607,0.0,GABPA,RandomForestClassifier,16,0.1958121151109853,0.044359441174782965,0.044359441174782965
all,0.7845622832170005,0.0,0.7819615636501527,0.0,0.8395008151750043,0.0,0.8385890073577921,0.0,0.0,0.0,0.8286698447923283,0.0,0.0,0.0,0.8791518885343694,0.0,0.0,0.0,0.1496881388389362,0.0,0.0,0.0,0.1275747544292067,0.0,0.0,0.0,0.398063569899581,0.0,0.0,0.0,0.0571129347675192,0.0,0.0543474443597623,0.0,0.1888396341975607,0.0,GABPA,RandomForestClassifier,all,0.20922393570202033,0.03965107335936513,0.03965107335936513
2,0.6705424037460979,0.0,0.7108520761245675,0.0,0.8860693202129241,0.0,0.9844354838709676,0.0,0.0,0.0,0.7085250865051903,0.0,0.0,0.0,0.7692335614786279,0.0,0.0,0.0,0.500926519843447,0.0,0.0,0.0,0.2182865592020975,0.0,0.0,0.0,0.2066706571667379,0.0,0.0,0.0,0.1882569928428164,0.0,0.2124648771408951,0.0,0.3446274814933258,0.0,CAMTA2,RandomForestClassifier,2,-0.13795682432658787,-0.11444567140860418,-0.11444567140860418
4,0.6935470863683663,0.0,0.7373961937716264,0.0,0.883679232887232,0.0,0.9777757544224766,0.0,0.0,0.0,0.7986624134948097,0.0,0.0,0.0,0.8171429396775616,0.0,0.0,0.0,0.5319984333282968,0.0,0.0,0.0,0.2343886500188777,0.0,0.0,0.0,0.2013936737636467,0.0,0.0,0.0,0.1882569928428164,0.0,0.2124648771408951,0.0,0.3446274814933258,0.0,CAMTA2,RandomForestClassifier,4,-0.14323380772967909,-0.06653629320967047,-0.06653629320967047
8,0.6935470863683663,0.0,0.7373961937716264,0.0,0.883679232887232,0.0,0.9908975026014568,0.0,0.0,0.0,0.795454152249135,0.0,0.0,0.0,0.7761701535443386,0.0,0.0,0.0,0.5837950076447536,0.0,0.0,0.0,0.2532047576351913,0.0,0.0,0.0,0.2035708890735769,0.0,0.0,0.0,0.1882569928428164,0.0,0.2124648771408951,0.0,0.3446274814933258,0.0,CAMTA2,RandomForestClassifier,8,-0.14105659241974888,-0.10750907934289344,-0.10750907934289344
16,0.6935470863683663,0.0,0.7373961937716264,0.0,0.883679232887232,0.0,0.988777315296566,0.0,0.0,0.0,0.8093987889273356,0.0,0.0,0.0,0.7626142222400039,0.0,0.0,0.0,0.5743781441494255,0.0,0.0,0.0,0.2737167853260859,0.0,0.0,0.0,0.2113154952692995,0.0,0.0,0.0,0.1882569928428164,0.0,0.2124648771408951,0.0,0.3446274814933258,0.0,CAMTA2,RandomForestClassifier,16,-0.1333119862240263,-0.12106501064722819,-0.12106501064722819
all,0.6935470863683663,0.0,0.7373961937716264,0.0,0.883679232887232,0.0,0.9892299687825182,0.0,0.0,0.0,0.8257623269896194,0.0,0.0,0.0,0.7433011457123638,0.0,0.0,0.0,0.5781183076677139,0.0,0.0,0.0,0.2685058853510782,0.0,0.0,0.0,0.210358429436439,0.0,0.0,0.0,0.1882569928428164,0.0,0.2124648771408951,0.0,0.3446274814933258,0.0,CAMTA2,RandomForestClassifier,all,-0.13426905205688677,-0.14037808717486822,-0.14037808717486822
2,0.9160812818066284,0.0,0.9206274572949694,0.0,0.9536805967990388,0.0,0.918421365151816,0.0,0.0,0.0,0.9219872395920374,0.0,0.0,0.0,0.9526558951931928,0.0,0.0,0.0,0.186059914310666,0.0,0.0,0.0,0.1841488221876363,0.0,0.0,0.0,0.2157117507529863,0.0,0.0,0.0,0.1724249065595365,0.0,0.1774828734624716,0.0,0.2206706163516456,0.0,ZNF775,RandomForestClassifier,2,-0.0049588655986592955,-0.0010247016058460012,-0.0010247016058460012
4,0.9160812818066284,0.0,0.9206274572949694,0.0,0.9536805967990388,0.0,0.9193166346281936,0.0,0.0,0.0,0.922708573409465,0.0,0.0,0.0,0.9526632849096938,0.0,0.0,0.0,0.1891457747886546,0.0,0.0,0.0,0.1844936863613813,0.0,0.0,0.0,0.2143990452571827,0.0,0.0,0.0,0.1724249065595365,0.0,0.1774828734624716,0.0,0.2206706163516456,0.0,ZNF775,RandomForestClassifier,4,-0.0062715710944628855,-0.0010173118893450628,-0.0010173118893450628
8,0.9160812818066284,0.0,0.9206274572949694,0.0,0.9536805967990388,0.0,0.9253297681915597,0.0,0.0,0.0,0.9279353064511342,0.0,0.0,0.0,0.960317964963829,0.0,0.0,0.0,0.2068423037790387,0.0,0.0,0.0,0.2006557335491736,0.0,0.0,0.0,0.2387645722869772,0.0,0.0,0.0,0.1724249065595365,0.0,0.1774828734624716,0.0,0.2206706163516456,0.0,ZNF775,RandomForestClassifier,8,0.018093955935331613,0.006637368164790214,0.006637368164790214
16,0.9160812818066284,0.0,0.9206274572949694,0.0,0.9536805967990388,0.0,0.92812162344699,0.0,0.0,0.0,0.9305987579053346,0.0,0.0,0.0,0.9611902958738088,0.0,0.0,0.0,0.2186822155462936,0.0,0.0,0.0,0.2112783410781369,0.0,0.0,0.0,0.2405884235449702,0.0,0.0,0.0,0.1724249065595365,0.0,0.1774828734624716,0.0,0.2206706163516456,0.0,ZNF775,RandomForestClassifier,16,0.019917807193324616,0.007509699074769949,0.007509699074769949
all,0.9160812818066284,0.0,0.9206274572949694,0.0,0.9536805967990388,0.0,0.9280622177389256,0.0,0.0,0.0,0.930509520625077,0.0,0.0,0.0,0.9614305333304922,0.0,0.0,0.0,0.2184351925889131,0.0,0.0,0.0,0.2103358913405027,0.0,0.0,0.0,0.2414842565965891,0.0,0.0,0.0,0.1724249065595365,0.0,0.1774828734624716,0.0,0.2206706163516456,0.0,ZNF775,RandomForestClassifier,all,0.020813640244943504,0.007749936531453394,0.007749936531453394
2,0.8441442027599724,0.0,0.8372215127871664,0.0,0.8345090142647447,0.0,0.8471302936388774,0.0,0.0,0.0,0.8385516982129059,0.0,0.0,0.0,0.8357386898264896,0.0,0.0,0.0,0.2195411907908398,0.0,0.0,0.0,0.1922568751258036,0.0,0.0,0.0,0.3864325160349905,0.0,0.0,0.0,0.1804497688597017,0.0,0.1719199304877075,0.0,0.3719594326528952,0.0,ZFAT,RandomForestClassifier,2,0.014473083382095298,-0.003869311980127188,-0.003869311980127188
4,0.8441442027599724,0.0,0.8372215127871664,0.0,0.8345090142647447,0.0,0.8482444899621209,0.0,0.0,0.0,0.8395236788296472,0.0,0.0,0.0,0.8313952350483647,0.0,0.0,0.0,0.2250751847411871,0.0,0.0,0.0,0.1944545060642549,0.0,0.0,0.0,0.3787673654488974,0.0,0.0,0.0,0.1804497688597017,0.0,0.1719199304877075,0.0,0.3719594326528952,0.0,ZFAT,RandomForestClassifier,4,0.00680793279600217,-0.00821276675825211,-0.00821276675825211
