Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,PR_delta_M,ROC_delta_M,dLR
16,0.8641282454385053,0.0,0.8793546494443516,0.0,0.6114824978269008,0.0,0.8895836831441882,0.0,0.0,0.0,0.8965468874014352,0.0,0.0,0.0,0.7229680094410852,0.0,0.0,0.0,0.4046164137551388,0.0,0.0,0.0,0.4231882129062611,0.0,0.0,0.0,0.4818407219929416,0.0,0.0,0.0,0.348350246128797,0.0,0.3777779940651796,0.0,0.4498376282788798,0.0,ZNF623,RandomForestClassifier,16,0.03200309371406179,0.11148551161418441,0.11148551161418441
all,0.8641282454385053,0.0,0.8793546494443516,0.0,0.6114824978269008,0.0,0.8871716122247815,0.0,0.0,0.0,0.894901937703813,0.0,0.0,0.0,0.7010205952705747,0.0,0.0,0.0,0.4041352336297477,0.0,0.0,0.0,0.421828752856224,0.0,0.0,0.0,0.4628007749056425,0.0,0.0,0.0,0.348350246128797,0.0,0.3777779940651796,0.0,0.4498376282788798,0.0,ZNF623,RandomForestClassifier,all,0.012963146626762678,0.08953809744367391,0.08953809744367391
2,0.8343042019063295,0.0,0.8468545905260748,0.0,0.9668382323884448,0.0,0.8767544575826074,0.0,0.0,0.0,0.8850630543940508,0.0,0.0,0.0,0.9771915432008984,0.0,0.0,0.0,0.4835762150012398,0.0,0.0,0.0,0.4804367345165086,0.0,0.0,0.0,0.8207172280478433,0.0,0.0,0.0,0.4670087070934821,0.0,0.478078217686141,0.0,0.8211575534181751,0.0,ZBTB47,RandomForestClassifier,2,-0.0004403253703317844,0.023451661579320215,0.023451661579320215
4,0.8371734864598375,0.0,0.8494355367966522,0.0,0.967385650456996,0.0,0.8804733331945463,0.0,0.0,0.0,0.8878950640633813,0.0,0.0,0.0,0.9778547509086606,0.0,0.0,0.0,0.4919322551530596,0.0,0.0,0.0,0.4887871281921268,0.0,0.0,0.0,0.8227546280506244,0.0,0.0,0.0,0.4670087070934821,0.0,0.478078217686141,0.0,0.8211575534181751,0.0,ZBTB47,RandomForestClassifier,4,0.0015970746324492913,0.024114869287082397,0.024114869287082397
8,0.8392361412521159,0.0,0.8519767432277484,0.0,0.9679225219472182,0.0,0.8879611415785092,0.0,0.0,0.0,0.8958115997392699,0.0,0.0,0.0,0.9796694770220624,0.0,0.0,0.0,0.5012859783160317,0.0,0.0,0.0,0.4972903348259962,0.0,0.0,0.0,0.8359747479309216,0.0,0.0,0.0,0.4670087070934821,0.0,0.478078217686141,0.0,0.8211575534181751,0.0,ZBTB47,RandomForestClassifier,8,0.014817194512746545,0.02592959540048423,0.02592959540048423
16,0.8392361412521159,0.0,0.8519767432277484,0.0,0.9679225219472182,0.0,0.897560197807238,0.0,0.0,0.0,0.9056467623409084,0.0,0.0,0.0,0.9804530062731724,0.0,0.0,0.0,0.5107103501391961,0.0,0.0,0.0,0.5074959157348096,0.0,0.0,0.0,0.8398040734837816,0.0,0.0,0.0,0.4670087070934821,0.0,0.478078217686141,0.0,0.8211575534181751,0.0,ZBTB47,RandomForestClassifier,16,0.01864652006560652,0.026713124651594256,0.026713124651594256
all,0.8591555251515853,0.0,0.8668577097971288,0.0,0.9537398816215782,0.0,0.9160059721531596,0.0,0.0,0.0,0.9223999657728288,0.0,0.0,0.0,0.9834795983350418,0.0,0.0,0.0,0.5146942254913995,0.0,0.0,0.0,0.5110867057507107,0.0,0.0,0.0,0.8413695948712862,0.0,0.0,0.0,0.4670087070934821,0.0,0.478078217686141,0.0,0.8211575534181751,0.0,ZBTB47,RandomForestClassifier,all,0.020212041453111063,0.02973971671346365,0.02973971671346365
2,0.7583112055512095,0.0,0.7549678680004489,0.0,0.7362380788241415,0.0,0.7733124629882717,0.0,0.0,0.0,0.7612825365550908,0.0,0.0,0.0,0.7363602204734652,0.0,0.0,0.0,0.0652260955129041,0.0,0.0,0.0,0.0478876584187836,0.0,0.0,0.0,0.044836670323746,0.0,0.0,0.0,0.0440821684514869,0.0,0.0425178145194909,0.0,0.0392114747656773,0.0,ZNF70,RandomForestClassifier,2,0.005625195558068695,0.00012214164932367044,0.00012214164932367044
4,0.7583112055512095,0.0,0.7549678680004489,0.0,0.7362380788241415,0.0,0.7789559065466446,0.0,0.0,0.0,0.7635947386410823,0.0,0.0,0.0,0.7345495675078043,0.0,0.0,0.0,0.0773352751385282,0.0,0.0,0.0,0.0500400695084696,0.0,0.0,0.0,0.0426667303205678,0.0,0.0,0.0,0.0440821684514869,0.0,0.0425178145194909,0.0,0.0392114747656773,0.0,ZNF70,RandomForestClassifier,4,0.003455255554890499,-0.0016885113163371823,-0.0016885113163371823
8,0.7583112055512095,0.0,0.7549678680004489,0.0,0.7362380788241415,0.0,0.7897415850887662,0.0,0.0,0.0,0.76979035065823,0.0,0.0,0.0,0.7455695466961498,0.0,0.0,0.0,0.0846335888425319,0.0,0.0,0.0,0.0593262219880488,0.0,0.0,0.0,0.0516391867433302,0.0,0.0,0.0,0.0440821684514869,0.0,0.0425178145194909,0.0,0.0392114747656773,0.0,ZNF70,RandomForestClassifier,8,0.012427711977652897,0.009331467872008337,0.009331467872008337
16,0.7583112055512095,0.0,0.7549678680004489,0.0,0.7362380788241415,0.0,0.7974543138930672,0.0,0.0,0.0,0.7760499399446618,0.0,0.0,0.0,0.7954767494797086,0.0,0.0,0.0,0.0917081695209199,0.0,0.0,0.0,0.0618372786624724,0.0,0.0,0.0,0.0722116007694188,0.0,0.0,0.0,0.0440821684514869,0.0,0.0425178145194909,0.0,0.0392114747656773,0.0,ZNF70,RandomForestClassifier,16,0.03300012600374149,0.059238670655567094,0.059238670655567094
all,0.7583112055512095,0.0,0.7549678680004489,0.0,0.7362380788241415,0.0,0.7989611447309787,0.0,0.0,0.0,0.7783386913809017,0.0,0.0,0.0,0.8008652217741935,0.0,0.0,0.0,0.0931319170306209,0.0,0.0,0.0,0.063388455998126,0.0,0.0,0.0,0.0748099743697959,0.0,0.0,0.0,0.0440821684514869,0.0,0.0425178145194909,0.0,0.0392114747656773,0.0,ZNF70,RandomForestClassifier,all,0.0355984996041186,0.06462714295005201,0.06462714295005201
2,0.7059410431769854,0.0,0.7216108600871978,0.0,0.8405204486948014,0.0,0.7595281647933925,0.0,0.0,0.0,0.7403561104505219,0.0,0.0,0.0,0.817925660170765,0.0,0.0,0.0,0.3848062261453348,0.0,0.0,0.0,0.353613744295808,0.0,0.0,0.0,0.5675239991323068,0.0,0.0,0.0,0.3312169144629054,0.0,0.3298500125406395,0.0,0.5537582050502995,0.0,GLI4,RandomForestClassifier,2,0.013765794082007288,0.007182028911227878,0.007182028911227878
4,0.7059410431769854,0.0,0.7216108600871978,0.0,0.8405204486948014,0.0,0.75854735388051,0.0,0.0,0.0,0.7474358567842515,0.0,0.0,0.0,0.8229257184125616,0.0,0.0,0.0,0.3979034890919763,0.0,0.0,0.0,0.3748969331004995,0.0,0.0,0.0,0.5867339084475095,0.0,0.0,0.0,0.3312169144629054,0.0,0.3298500125406395,0.0,0.5537582050502995,0.0,GLI4,RandomForestClassifier,4,0.03297570339721001,0.01218208715302449,0.01218208715302449
8,0.7355699563221977,0.0,0.739856546439424,0.0,0.8597076844226491,0.0,0.7746110458863228,0.0,0.0,0.0,0.7518486193684767,0.0,0.0,0.0,0.8441509510885392,0.0,0.0,0.0,0.4094840363311751,0.0,0.0,0.0,0.3947162148018064,0.0,0.0,0.0,0.6508989747750558,0.0,0.0,0.0,0.3312169144629054,0.0,0.3298500125406395,0.0,0.5537582050502995,0.0,GLI4,RandomForestClassifier,8,0.09714076972475627,0.033407319829002136,0.033407319829002136
16,0.773825440677827,0.0,0.7774430968423834,0.0,0.8107436312595371,0.0,0.8234594954064417,0.0,0.0,0.0,0.8214722420398995,0.0,0.0,0.0,0.8522867476615918,0.0,0.0,0.0,0.4210004975207257,0.0,0.0,0.0,0.4013210411739165,0.0,0.0,0.0,0.6561424263629994,0.0,0.0,0.0,0.3312169144629054,0.0,0.3298500125406395,0.0,0.5537582050502995,0.0,GLI4,RandomForestClassifier,16,0.10238422131269986,0.04154311640205477,0.04154311640205477
all,0.773825440677827,0.0,0.7774430968423834,0.0,0.8107436312595371,0.0,0.8243114383297345,0.0,0.0,0.0,0.8281838287752675,0.0,0.0,0.0,0.8568922759729292,0.0,0.0,0.0,0.4216490728724497,0.0,0.0,0.0,0.400529212250453,0.0,0.0,0.0,0.6535915750552118,0.0,0.0,0.0,0.3312169144629054,0.0,0.3298500125406395,0.0,0.5537582050502995,0.0,GLI4,RandomForestClassifier,all,0.09983337000491233,0.046148644713392084,0.046148644713392084
2,0.8594805421604496,0.0,0.8546096110449888,0.0,0.9033785537458432,0.0,0.8711506056922712,0.0,0.0,0.0,0.8644616270708071,0.0,0.0,0.0,0.9204670168474685,0.0,0.0,0.0,0.1280249655879798,0.0,0.0,0.0,0.1181701637815166,0.0,0.0,0.0,0.2748385022204156,0.0,0.0,0.0,0.1075305632938271,0.0,0.1033728913519589,0.0,0.185132070878295,0.0,ZSCAN25,RandomForestClassifier,2,0.08970643134212061,0.017988393530362856,0.017988393530362856
4,0.8595221177401283,0.0,0.8531591825240546,0.0,0.9024786233171056,0.0,0.8720598725219315,0.0,0.0,0.0,0.8648711414739415,0.0,0.0,0.0,0.9209200172920272,0.0,0.0,0.0,0.1305280275345002,0.0,0.0,0.0,0.1194536756878415,0.0,0.0,0.0,0.2732321699567985,0.0,0.0,0.0,0.1075305632938271,0.0,0.1033728913519589,0.0,0.185132070878295,0.0,ZSCAN25,RandomForestClassifier,4,0.0881000990785035,0.018441393974921616,0.018441393974921616
8,0.8595221177401283,0.0,0.8531591825240546,0.0,0.9024786233171056,0.0,0.8744928264580457,0.0,0.0,0.0,0.8667501168180497,0.0,0.0,0.0,0.922055990156511,0.0,0.0,0.0,0.138850728820401,0.0,0.0,0.0,0.1255338717090354,0.0,0.0,0.0,0.2777435350235168,0.0,0.0,0.0,0.1075305632938271,0.0,0.1033728913519589,0.0,0.185132070878295,0.0,ZSCAN25,RandomForestClassifier,8,0.09261146414522178,0.019577366839405363,0.019577366839405363
16,0.8595221177401283,0.0,0.8531591825240546,0.0,0.9024786233171056,0.0,0.8776991978169172,0.0,0.0,0.0,0.8704835702236153,0.0,0.0,0.0,0.92994234628946,0.0,0.0,0.0,0.1513581175468755,0.0,0.0,0.0,0.1378954799619979,0.0,0.0,0.0,0.3623580367708361,0.0,0.0,0.0,0.1075305632938271,0.0,0.1033728913519589,0.0,0.185132070878295,0.0,ZSCAN25,RandomForestClassifier,16,0.1772259658925411,0.027463722972354443,0.027463722972354443
all,0.8595221177401283,0.0,0.8531591825240546,0.0,0.9024786233171056,0.0,0.8741743116374713,0.0,0.0,0.0,0.8665504319435645,0.0,0.0,0.0,0.9334517860800816,0.0,0.0,0.0,0.1472872627976059,0.0,0.0,0.0,0.1337753404216867,0.0,0.0,0.0,0.3978283057386183,0.0,0.0,0.0,0.1075305632938271,0.0,0.1033728913519589,0.0,0.185132070878295,0.0,ZSCAN25,RandomForestClassifier,all,0.21269623486032332,0.030973162762976014,0.030973162762976014
2,0.911841120418347,0.0,0.9079693882320912,0.0,0.7553237796123385,0.0,0.9314435583157678,0.0,0.0,0.0,0.9279749290820972,0.0,0.0,0.0,0.8062546106127403,0.0,0.0,0.0,0.3112960334014555,0.0,0.0,0.0,0.3110479544339645,0.0,0.0,0.0,0.0538323463424838,0.0,0.0,0.0,0.174688125482499,0.0,0.1764968626847651,0.0,0.0369018118785238,0.0,ZNF131,RandomForestClassifier,2,0.01693053446396,0.050930831000401744,0.050930831000401744
4,0.911841120418347,0.0,0.9079693882320912,0.0,0.7553237796123385,0.0,0.9349218351203052,0.0,0.0,0.0,0.9313530388640724,0.0,0.0,0.0,0.8059444436994956,0.0,0.0,0.0,0.3365481029265154,0.0,0.0,0.0,0.3366066684097995,0.0,0.0,0.0,0.0616880446884294,0.0,0.0,0.0,0.174688125482499,0.0,0.1764968626847651,0.0,0.0369018118785238,0.0,ZNF131,RandomForestClassifier,4,0.0247862328099056,0.05062066408715704,0.05062066408715704
8,0.911841120418347,0.0,0.9079693882320912,0.0,0.7553237796123385,0.0,0.9370936064266446,0.0,0.0,0.0,0.9343742811982364,0.0,0.0,0.0,0.8115250022224308,0.0,0.0,0.0,0.3546425846966822,0.0,0.0,0.0,0.3515866051965773,0.0,0.0,0.0,0.0677315083029511,0.0,0.0,0.0,0.174688125482499,0.0,0.1764968626847651,0.0,0.0369018118785238,0.0,ZNF131,RandomForestClassifier,8,0.030829696424427303,0.056201222610092305,0.056201222610092305
16,0.911841120418347,0.0,0.9079693882320912,0.0,0.7553237796123385,0.0,0.9345759602646544,0.0,0.0,0.0,0.9321357665968962,0.0,0.0,0.0,0.8220453837753114,0.0,0.0,0.0,0.3595240587732818,0.0,0.0,0.0,0.3555254552913516,0.0,0.0,0.0,0.0681286158574653,0.0,0.0,0.0,0.174688125482499,0.0,0.1764968626847651,0.0,0.0369018118785238,0.0,ZNF131,RandomForestClassifier,16,0.031226803978941495,0.0667216041629729,0.0667216041629729
all,0.911841120418347,0.0,0.9079693882320912,0.0,0.7553237796123385,0.0,0.9331407841791548,0.0,0.0,0.0,0.9311556487656684,0.0,0.0,0.0,0.8220229757131768,0.0,0.0,0.0,0.3579333103836409,0.0,0.0,0.0,0.3541226048320726,0.0,0.0,0.0,0.068783914527716,0.0,0.0,0.0,0.174688125482499,0.0,0.1764968626847651,0.0,0.0369018118785238,0.0,ZNF131,RandomForestClassifier,all,0.031882102649192195,0.0666991961008383,0.0666991961008383
2,0.8927092424894211,0.0,0.8728629150502106,0.0,0.9438793017500812,0.0,0.9072269247287984,0.0,0.0,0.0,0.8895637018939749,0.0,0.0,0.0,0.9502630593117344,0.0,0.0,0.0,0.386654078408444,0.0,0.0,0.0,0.3773842654091437,0.0,0.0,0.0,0.4267434774576313,0.0,0.0,0.0,0.3125369946128026,0.0,0.3116265801823472,0.0,0.3617171595719241,0.0,KDM2A,RandomForestClassifier,2,0.06502631788570723,0.006383757561653214,0.006383757561653214
4,0.8927092424894211,0.0,0.8728629150502106,0.0,0.9438793017500812,0.0,0.9130922904847786,0.0,0.0,0.0,0.8945282228446916,0.0,0.0,0.0,0.9599498326851678,0.0,0.0,0.0,0.4070654961858772,0.0,0.0,0.0,0.3998483134038401,0.0,0.0,0.0,0.4484532067241399,0.0,0.0,0.0,0.3125369946128026,0.0,0.3116265801823472,0.0,0.3617171595719241,0.0,KDM2A,RandomForestClassifier,4,0.08673604715221583,0.01607053093508659,0.01607053093508659
8,0.8927092424894211,0.0,0.8728629150502106,0.0,0.9438793017500812,0.0,0.9126806269592714,0.0,0.0,0.0,0.894585956645258,0.0,0.0,0.0,0.9603873492007023,0.0,0.0,0.0,0.4272147717358187,0.0,0.0,0.0,0.419142731783597,0.0,0.0,0.0,0.4538298317599106,0.0,0.0,0.0,0.3125369946128026,0.0,0.3116265801823472,0.0,0.3617171595719241,0.0,KDM2A,RandomForestClassifier,8,0.09211267218798652,0.016508047450621177,0.016508047450621177
16,0.8927092424894211,0.0,0.8728629150502106,0.0,0.9438793017500812,0.0,0.9163576671079908,0.0,0.0,0.0,0.8998754954383046,0.0,0.0,0.0,0.9673213936505471,0.0,0.0,0.0,0.4474246735021632,0.0,0.0,0.0,0.4371207359846639,0.0,0.0,0.0,0.4828813969780264,0.0,0.0,0.0,0.3125369946128026,0.0,0.3116265801823472,0.0,0.3617171595719241,0.0,KDM2A,RandomForestClassifier,16,0.12116423740610233,0.023442091900465978,0.023442091900465978
all,0.8927092424894211,0.0,0.8728629150502106,0.0,0.9438793017500812,0.0,0.9171744610020006,0.0,0.0,0.0,0.9014235254423812,0.0,0.0,0.0,0.9672716012557117,0.0,0.0,0.0,0.4598627302147455,0.0,0.0,0.0,0.4480080389273702,0.0,0.0,0.0,0.4838980140468748,0.0,0.0,0.0,0.3125369946128026,0.0,0.3116265801823472,0.0,0.3617171595719241,0.0,KDM2A,RandomForestClassifier,all,0.12218085447495075,0.023392299505630487,0.023392299505630487
2,0.840980673650605,0.0,0.8415683179575285,0.0,0.8441692521140275,0.0,0.8475764967748345,0.0,0.0,0.0,0.8468277952536525,0.0,0.0,0.0,0.8529636467217812,0.0,0.0,0.0,0.0532708327612238,0.0,0.0,0.0,0.0519318344827491,0.0,0.0,0.0,0.076454728989722,0.0,0.0,0.0,0.0489927415773687,0.0,0.049741159004166,0.0,0.0640259706629828,0.0,SP140L,RandomForestClassifier,2,0.012428758326739203,0.008794394607753664,0.008794394607753664
4,0.840980673650605,0.0,0.8415683179575285,0.0,0.8441692521140275,0.0,0.8487478035321064,0.0,0.0,0.0,0.8476663668214145,0.0,0.0,0.0,0.8543051417256772,0.0,0.0,0.0,0.0540546428125834,0.0,0.0,0.0,0.0522922076735823,0.0,0.0,0.0,0.0773886536914479,0.0,0.0,0.0,0.0489927415773687,0.0,0.049741159004166,0.0,0.0640259706629828,0.0,SP140L,RandomForestClassifier,4,0.013362683028465105,0.010135889611649684,0.010135889611649684
8,0.840980673650605,0.0,0.8415683179575285,0.0,0.8441692521140275,0.0,0.853506977020066,0.0,0.0,0.0,0.8524217550101999,0.0,0.0,0.0,0.8591712860902306,0.0,0.0,0.0,0.0565300945692783,0.0,0.0,0.0,0.0555256534711395,0.0,0.0,0.0,0.0791695266487796,0.0,0.0,0.0,0.0489927415773687,0.0,0.049741159004166,0.0,0.0640259706629828,0.0,SP140L,RandomForestClassifier,8,0.015143555985796808,0.015002033976203144,0.015002033976203144
16,0.840980673650605,0.0,0.8415683179575285,0.0,0.8441692521140275,0.0,0.8559722368051577,0.0,0.0,0.0,0.8541095882526842,0.0,0.0,0.0,0.86612222683038,0.0,0.0,0.0,0.0583946247946457,0.0,0.0,0.0,0.0568347458767073,0.0,0.0,0.0,0.0879419035363,0.0,0.0,0.0,0.0489927415773687,0.0,0.049741159004166,0.0,0.0640259706629828,0.0,SP140L,RandomForestClassifier,16,0.02391593287331721,0.02195297471635249,0.02195297471635249
all,0.840980673650605,0.0,0.8415683179575285,0.0,0.8441692521140275,0.0,0.856431117035648,0.0,0.0,0.0,0.8545259560908289,0.0,0.0,0.0,0.8695891223444995,0.0,0.0,0.0,0.0594131047971952,0.0,0.0,0.0,0.0577819947100143,0.0,0.0,0.0,0.0958712070529453,0.0,0.0,0.0,0.0489927415773687,0.0,0.049741159004166,0.0,0.0640259706629828,0.0,SP140L,RandomForestClassifier,all,0.031845236389962506,0.025419870230471986,0.025419870230471986
2,0.8284720898978567,0.0,0.8271460134080403,0.0,0.9395884643412004,0.0,0.8332753906129687,0.0,0.0,0.0,0.8276396733365909,0.0,0.0,0.0,0.940724545581104,0.0,0.0,0.0,0.0800585403620866,0.0,0.0,0.0,0.0688285283025121,0.0,0.0,0.0,0.3868265130499681,0.0,0.0,0.0,0.0676564868892474,0.0,0.0653421636029142,0.0,0.3161270132565205,0.0,ZNF746,RandomForestClassifier,2,0.07069949979344764,0.031071046093823607,0.031071046093823607
4,0.8437551095503592,0.0,0.8388534241893115,0.0,0.9096534994872804,0.0,0.8706724479513838,0.0,0.0,0.0,0.8629593445020891,0.0,0.0,0.0,0.9401501191482649,0.0,0.0,0.0,0.0989266088186546,0.0,0.0,0.0,0.0835235806688674,0.0,0.0,0.0,0.3837645982378858,0.0,0.0,0.0,0.0676564868892474,0.0,0.0653421636029142,0.0,0.3161270132565205,0.0,ZNF746,RandomForestClassifier,4,0.0676375849813653,0.030496619660984492,0.030496619660984492
8,0.8437551095503592,0.0,0.8388534241893115,0.0,0.9096534994872804,0.0,0.884042613502764,0.0,0.0,0.0,0.878712657350646,0.0,0.0,0.0,0.9391992425548096,0.0,0.0,0.0,0.1220130090894377,0.0,0.0,0.0,0.1060644646778324,0.0,0.0,0.0,0.2486113796793636,0.0,0.0,0.0,0.0676564868892474,0.0,0.0653421636029142,0.0,0.3161270132565205,0.0,ZNF746,RandomForestClassifier,8,-0.0675156335771569,0.029545743067529218,0.029545743067529218
16,0.8437551095503592,0.0,0.8388534241893115,0.0,0.9096534994872804,0.0,0.8848257310630209,0.0,0.0,0.0,0.8787783312018567,0.0,0.0,0.0,0.942192747200195,0.0,0.0,0.0,0.1204589708081483,0.0,0.0,0.0,0.1045671492539834,0.0,0.0,0.0,0.2803205497089949,0.0,0.0,0.0,0.0676564868892474,0.0,0.0653421636029142,0.0,0.3161270132565205,0.0,ZNF746,RandomForestClassifier,16,-0.03580646354752559,0.03253924771291461,0.03253924771291461
all,0.8437551095503592,0.0,0.8388534241893115,0.0,0.9096534994872804,0.0,0.884521863571818,0.0,0.0,0.0,0.8778202533112575,0.0,0.0,0.0,0.943879503110812,0.0,0.0,0.0,0.1199658938309132,0.0,0.0,0.0,0.1036453681929061,0.0,0.0,0.0,0.2962553517241945,0.0,0.0,0.0,0.0676564868892474,0.0,0.0653421636029142,0.0,0.3161270132565205,0.0,ZNF746,RandomForestClassifier,all,-0.019871661532326,0.034226003623531676,0.034226003623531676
2,0.7804012183024366,0.0,0.8259197316569713,0.0,0.916904159822624,0.0,0.8330501736003472,0.0,0.0,0.0,0.8413027772565209,0.0,0.0,0.0,0.9193110445198392,0.0,0.0,0.0,0.4376486136777793,0.0,0.0,0.0,0.3302021299209848,0.0,0.0,0.0,0.3816929825035487,0.0,0.0,0.0,0.2995781398968421,0.0,0.3095285263532987,0.0,0.3638799502033926,0.0,ZNF672,RandomForestClassifier,2,0.01781303230015613,0.10646791387730836,0.10646791387730836
4,0.7958142166284332,0.0,0.8348484706323888,0.0,0.8128431306425309,0.0,0.8728386756773514,0.0,0.0,0.0,0.8784051885907299,0.0,0.0,0.0,0.9227101989589426,0.0,0.0,0.0,0.4753320111012367,0.0,0.0,0.0,0.3505806169907556,0.0,0.0,0.0,0.3807949742107684,0.0,0.0,0.0,0.2995781398968421,0.0,0.3095285263532987,0.0,0.3638799502033926,0.0,ZNF672,RandomForestClassifier,4,0.016915024007375823,0.10986706831641169,0.10986706831641169
8,0.7958142166284332,0.0,0.8348484706323888,0.0,0.8128431306425309,0.0,0.8740500031000062,0.0,0.0,0.0,0.879649559016701,0.0,0.0,0.0,0.9285484990423616,0.0,0.0,0.0,0.481463377579367,0.0,0.0,0.0,0.3487408965885664,0.0,0.0,0.0,0.4255876731035346,0.0,0.0,0.0,0.2995781398968421,0.0,0.3095285263532987,0.0,0.3638799502033926,0.0,ZNF672,RandomForestClassifier,8,0.06170772290014204,0.1157053683998307,0.1157053683998307
16,0.7958142166284332,0.0,0.8348484706323888,0.0,0.8128431306425309,0.0,0.8769563364126728,0.0,0.0,0.0,0.876212469506474,0.0,0.0,0.0,0.9296196643858332,0.0,0.0,0.0,0.4861005713425031,0.0,0.0,0.0,0.3527975614301719,0.0,0.0,0.0,0.4329208776314406,0.0,0.0,0.0,0.2995781398968421,0.0,0.3095285263532987,0.0,0.3638799502033926,0.0,ZNF672,RandomForestClassifier,16,0.06904092742804802,0.11677653374330232,0.11677653374330232
all,0.7958142166284332,0.0,0.8348484706323888,0.0,0.8128431306425309,0.0,0.8831328662657325,0.0,0.0,0.0,0.8729201069619066,0.0,0.0,0.0,0.9327626073234384,0.0,0.0,0.0,0.4877237363921576,0.0,0.0,0.0,0.3493529203483744,0.0,0.0,0.0,0.4318356417038363,0.0,0.0,0.0,0.2995781398968421,0.0,0.3095285263532987,0.0,0.3638799502033926,0.0,ZNF672,RandomForestClassifier,all,0.06795569150044373,0.11991947668090752,0.11991947668090752
2,0.6923500472879028,0.0,0.715032700084034,0.0,0.6212004680839404,0.0,0.7061003796758369,0.0,0.0,0.0,0.7152649199848637,0.0,0.0,0.0,0.6441733535382775,0.0,0.0,0.0,0.1044841363973664,0.0,0.0,0.0,0.0939595308462483,0.0,0.0,0.0,0.0822990432806257,0.0,0.0,0.0,0.0804167233408251,0.0,0.096431818264555,0.0,0.0900350065685966,0.0,ZNF845,RandomForestClassifier,2,-0.007735963287970896,0.022972885454337177,0.022972885454337177
4,0.6923500472879028,0.0,0.715032700084034,0.0,0.6212004680839404,0.0,0.7074363712603666,0.0,0.0,0.0,0.7239408055606829,0.0,0.0,0.0,0.6510187746487087,0.0,0.0,0.0,0.1504786890560277,0.0,0.0,0.0,0.1442108502504896,0.0,0.0,0.0,0.1959708690380888,0.0,0.0,0.0,0.0804167233408251,0.0,0.096431818264555,0.0,0.0900350065685966,0.0,ZNF845,RandomForestClassifier,4,0.1059358624694922,0.02981830656476836,0.02981830656476836
8,0.6923500472879028,0.0,0.715032700084034,0.0,0.6212004680839404,0.0,0.7473773690378083,0.0,0.0,0.0,0.7663276024834228,0.0,0.0,0.0,0.6364797735673801,0.0,0.0,0.0,0.1805605599849369,0.0,0.0,0.0,0.1816307729120051,0.0,0.0,0.0,0.2009244129271678,0.0,0.0,0.0,0.0804167233408251,0.0,0.096431818264555,0.0,0.0900350065685966,0.0,ZNF845,RandomForestClassifier,8,0.11088940635857121,0.015279305483439698,0.015279305483439698
16,0.6923500472879028,0.0,0.715032700084034,0.0,0.6212004680839404,0.0,0.7524729480629723,0.0,0.0,0.0,0.7664941733384442,0.0,0.0,0.0,0.6424762049718636,0.0,0.0,0.0,0.1858302179457304,0.0,0.0,0.0,0.1836131934640584,0.0,0.0,0.0,0.2075084918680253,0.0,0.0,0.0,0.0804167233408251,0.0,0.096431818264555,0.0,0.0900350065685966,0.0,ZNF845,RandomForestClassifier,16,0.1174734852994287,0.02127573688792328,0.02127573688792328
all,0.6923500472879028,0.0,0.715032700084034,0.0,0.6212004680839404,0.0,0.7540217029135484,0.0,0.0,0.0,0.7663654884631026,0.0,0.0,0.0,0.6332051445319828,0.0,0.0,0.0,0.1845412396234005,0.0,0.0,0.0,0.1820034366128551,0.0,0.0,0.0,0.2109122300177537,0.0,0.0,0.0,0.0804167233408251,0.0,0.096431818264555,0.0,0.0900350065685966,0.0,ZNF845,RandomForestClassifier,all,0.12087722344915709,0.012004676448042484,0.012004676448042484
2,0.8496894222521882,0.0,0.8625154298769994,0.0,0.5896060274660261,0.0,0.8715199525126414,0.0,0.0,0.0,0.8809931138288195,0.0,0.0,0.0,0.6393451719315859,0.0,0.0,0.0,0.1441688396303994,0.0,0.0,0.0,0.1489889823191034,0.0,0.0,0.0,0.01766713661247,0.0,0.0,0.0,0.0788274769984525,0.0,0.0883444542775033,0.0,0.0120231532266426,0.0,ZNF770,RandomForestClassifier,2,0.005643983385827398,-0.12232869590161,-0.12232869590161
4,0.8757108012242628,0.0,0.880253240258611,0.0,0.7616738678331959,0.0,0.9105480268842848,0.0,0.0,0.0,0.916199874583685,0.0,0.0,0.0,0.7360054591415971,0.0,0.0,0.0,0.1640504128581351,0.0,0.0,0.0,0.1683682015489394,0.0,0.0,0.0,0.0354969438599605,0.0,0.0,0.0,0.0788274769984525,0.0,0.0883444542775033,0.0,0.0120231532266426,0.0,ZNF770,RandomForestClassifier,4,0.0234737906333179,-0.02566840869159881,-0.02566840869159881
