Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,PR_delta_M,ROC_delta_M,dLR
2,0.8102586698012842,0.0,0.8097278225735624,0.0,0.601021391418884,0.0,0.8336145239438434,0.0,0.0,0.0,0.8256036224160355,0.0,0.0,0.0,0.5989525141271113,0.0,0.0,0.0,0.2451121928035817,0.0,0.0,0.0,0.1979867793960211,0.0,0.0,0.0,0.0143182257679028,0.0,0.0,0.0,0.1419478912198414,0.0,0.1302800732582294,0.0,0.0099832662419257,0.0,ZNF845,RandomForestClassifier,2,0.0043349595259771015,-0.0020688772917727416,-0.0020688772917727416
4,0.8102586698012842,0.0,0.8097278225735624,0.0,0.601021391418884,0.0,0.8695600807400925,0.0,0.0,0.0,0.8667831823524905,0.0,0.0,0.0,0.6238906114454724,0.0,0.0,0.0,0.4238050908742031,0.0,0.0,0.0,0.3761820254796277,0.0,0.0,0.0,0.065175357695338,0.0,0.0,0.0,0.1755440261755848,0.0,0.190780096189224,0.0,0.0946346766772825,0.0,ZNF845,RandomForestClassifier,4,-0.029459318981944496,0.02286922002658842,0.02286922002658842
8,0.8102586698012842,0.0,0.8097278225735624,0.0,0.601021391418884,0.0,0.8957463225250476,0.0,0.0,0.0,0.8956243645700788,0.0,0.0,0.0,0.6526651091696553,0.0,0.0,0.0,0.4814736148336538,0.0,0.0,0.0,0.431992289215704,0.0,0.0,0.0,0.083760729361246,0.0,0.0,0.0,0.1766894698955329,0.0,0.1930848889058982,0.0,0.1011699822593324,0.0,ZNF845,RandomForestClassifier,8,-0.017409252898086397,0.051643717750771256,0.051643717750771256
16,0.8102586698012842,0.0,0.8097278225735624,0.0,0.601021391418884,0.0,0.8998354339675863,0.0,0.0,0.0,0.896041016013361,0.0,0.0,0.0,0.6486171230902168,0.0,0.0,0.0,0.4984372491554812,0.0,0.0,0.0,0.4506960398313934,0.0,0.0,0.0,0.0850830761784991,0.0,0.0,0.0,0.1766894698955329,0.0,0.1930848889058982,0.0,0.1011699822593324,0.0,ZNF845,RandomForestClassifier,16,-0.016086906080833296,0.0475957316713328,0.0475957316713328
all,0.8102586698012842,0.0,0.8097278225735624,0.0,0.601021391418884,0.0,0.909709129388483,0.0,0.0,0.0,0.906824094905389,0.0,0.0,0.0,0.6696153519102969,0.0,0.0,0.0,0.5088657227708795,0.0,0.0,0.0,0.4614355919349154,0.0,0.0,0.0,0.0873032739655783,0.0,0.0,0.0,0.1766894698955329,0.0,0.1930848889058982,0.0,0.1011699822593324,0.0,ZNF845,RandomForestClassifier,all,-0.013866708293754096,0.06859396049141286,0.06859396049141286
2,0.8574746840613878,0.0,0.8575325579801927,0.0,0.7403174923270023,0.0,0.8719844183659525,0.0,0.0,0.0,0.8673893156087916,0.0,0.0,0.0,0.7248424616184572,0.0,0.0,0.0,0.1230097667195095,0.0,0.0,0.0,0.1006455073956061,0.0,0.0,0.0,0.0259554350377738,0.0,0.0,0.0,0.1007144468869841,0.0,0.0994679616618915,0.0,0.0268662715927893,0.0,SOX2,RandomForestClassifier,2,-0.0009108365550155005,-0.015475030708545057,-0.015475030708545057
4,0.8574746840613878,0.0,0.8575325579801927,0.0,0.7403174923270023,0.0,0.8837975377916629,0.0,0.0,0.0,0.8773897276353286,0.0,0.0,0.0,0.7123195471084143,0.0,0.0,0.0,0.1527278053221871,0.0,0.0,0.0,0.1170692510770664,0.0,0.0,0.0,0.0255673559965825,0.0,0.0,0.0,0.1021260106837996,0.0,0.0961125006524846,0.0,0.0264148570486467,0.0,SOX2,RandomForestClassifier,4,-0.0008475010520642007,-0.027997945218588005,-0.027997945218588005
8,0.8574746840613878,0.0,0.8575325579801927,0.0,0.7403174923270023,0.0,0.9248683428606344,0.0,0.0,0.0,0.9207347245421832,0.0,0.0,0.0,0.7176794858156844,0.0,0.0,0.0,0.2205061408946643,0.0,0.0,0.0,0.1787701692505728,0.0,0.0,0.0,0.0261547431852075,0.0,0.0,0.0,0.1024311805103894,0.0,0.1028246370292982,0.0,0.0279324395265427,0.0,SOX2,RandomForestClassifier,8,-0.001777696341335202,-0.022638006511317865,-0.022638006511317865
16,0.8574746840613878,0.0,0.8575325579801927,0.0,0.7403174923270023,0.0,0.9387736477112596,0.0,0.0,0.0,0.9327588169299044,0.0,0.0,0.0,0.7260514869468798,0.0,0.0,0.0,0.264440078646483,0.0,0.0,0.0,0.2158434212528276,0.0,0.0,0.0,0.0270776273297866,0.0,0.0,0.0,0.1024311805103894,0.0,0.1028246370292982,0.0,0.0279324395265427,0.0,SOX2,RandomForestClassifier,16,-0.0008548121967561009,-0.01426600538012246,-0.01426600538012246
all,0.8574746840613878,0.0,0.8575325579801927,0.0,0.7403174923270023,0.0,0.93605213582324,0.0,0.0,0.0,0.9295014421565868,0.0,0.0,0.0,0.7334328875254464,0.0,0.0,0.0,0.2456963155911142,0.0,0.0,0.0,0.2071012401675825,0.0,0.0,0.0,0.0275785902216882,0.0,0.0,0.0,0.1024311805103894,0.0,0.1028246370292982,0.0,0.0279324395265427,0.0,SOX2,RandomForestClassifier,all,-0.0003538493048545026,-0.006884604801555838,-0.006884604801555838
2,0.895386671766248,0.0,0.8929888493015906,0.0,0.9524455192141216,0.0,0.9177442769152314,0.0,0.0,0.0,0.8987538433013819,0.0,0.0,0.0,0.955250856261056,0.0,0.0,0.0,0.6100909273115106,0.0,0.0,0.0,0.5559978025944224,0.0,0.0,0.0,0.7645693436460756,0.0,0.0,0.0,0.5229265992537291,0.0,0.4840477749518411,0.0,0.737914703837483,0.0,ZNF814,RandomForestClassifier,2,0.026654639808592617,0.0028053370469344197,0.0028053370469344197
4,0.895386671766248,0.0,0.8929888493015906,0.0,0.9524455192141216,0.0,0.913541280712029,0.0,0.0,0.0,0.9053793222000268,0.0,0.0,0.0,0.9594917008543792,0.0,0.0,0.0,0.6535208581835212,0.0,0.0,0.0,0.635416405019539,0.0,0.0,0.0,0.8291538800170011,0.0,0.0,0.0,0.5618754085949764,0.0,0.5587472402129148,0.0,0.777220929104036,0.0,ZNF814,RandomForestClassifier,4,0.051932950912965126,0.007046181640257609,0.007046181640257609
8,0.895386671766248,0.0,0.8929888493015906,0.0,0.9524455192141216,0.0,0.9148274907271284,0.0,0.0,0.0,0.9072302608041024,0.0,0.0,0.0,0.968961007188829,0.0,0.0,0.0,0.6704073236233605,0.0,0.0,0.0,0.660947700773765,0.0,0.0,0.0,0.8932487984368832,0.0,0.0,0.0,0.5618754085949764,0.0,0.5587472402129148,0.0,0.777220929104036,0.0,ZNF814,RandomForestClassifier,8,0.11602786933284726,0.016515487974707477,0.016515487974707477
16,0.895386671766248,0.0,0.8929888493015906,0.0,0.9524455192141216,0.0,0.926605157947578,0.0,0.0,0.0,0.9205574697008094,0.0,0.0,0.0,0.9921374534231624,0.0,0.0,0.0,0.7801089735539956,0.0,0.0,0.0,0.7641752111090121,0.0,0.0,0.0,0.9421704757295142,0.0,0.0,0.0,0.5618754085949764,0.0,0.5587472402129148,0.0,0.777220929104036,0.0,ZNF814,RandomForestClassifier,16,0.16494954662547823,0.039691934209040824,0.039691934209040824
all,0.895386671766248,0.0,0.8929888493015906,0.0,0.9524455192141216,0.0,0.9502203875681772,0.0,0.0,0.0,0.9404847730728524,0.0,0.0,0.0,0.9943646731152848,0.0,0.0,0.0,0.7992827600208818,0.0,0.0,0.0,0.7847437034163443,0.0,0.0,0.0,0.942346925626638,0.0,0.0,0.0,0.5618754085949764,0.0,0.5587472402129148,0.0,0.777220929104036,0.0,ZNF814,RandomForestClassifier,all,0.16512599652260207,0.041919153901163186,0.041919153901163186
2,0.9793933830638648,0.0,0.9718670497229476,0.0,0.8513305770917908,0.0,0.9888725717691648,0.0,0.0,0.0,0.9827436655855398,0.0,0.0,0.0,0.859245296708813,0.0,0.0,0.0,0.9119847511216788,0.0,0.0,0.0,0.8857358254796645,0.0,0.0,0.0,0.1962129047090856,0.0,0.0,0.0,0.8789230370589337,0.0,0.8757535729402096,0.0,0.208333770700225,0.0,FIZ1,RandomForestClassifier,2,-0.012120865991139401,0.00791471961702217,0.00791471961702217
4,0.9793933830638648,0.0,0.9718670497229476,0.0,0.8513305770917908,0.0,0.990362784341025,0.0,0.0,0.0,0.9842160610581278,0.0,0.0,0.0,0.8589031963175916,0.0,0.0,0.0,0.9191257258992532,0.0,0.0,0.0,0.8804953813914582,0.0,0.0,0.0,0.1949729972077972,0.0,0.0,0.0,0.8789230370589337,0.0,0.8757535729402096,0.0,0.208333770700225,0.0,FIZ1,RandomForestClassifier,4,-0.013360773492427785,0.00757261922580077,0.00757261922580077
8,0.9793933830638648,0.0,0.9718670497229476,0.0,0.8513305770917908,0.0,0.9879466136146998,0.0,0.0,0.0,0.9834400890431028,0.0,0.0,0.0,0.8551270397795437,0.0,0.0,0.0,0.9234644871646416,0.0,0.0,0.0,0.8962411434885489,0.0,0.0,0.0,0.2012153106220869,0.0,0.0,0.0,0.8789230370589337,0.0,0.8757535729402096,0.0,0.208333770700225,0.0,FIZ1,RandomForestClassifier,8,-0.0071184600781381,0.0037964626877529106,0.0037964626877529106
16,0.9793933830638648,0.0,0.9718670497229476,0.0,0.8513305770917908,0.0,0.988056127138174,0.0,0.0,0.0,0.98474057954606,0.0,0.0,0.0,0.8590286360386479,0.0,0.0,0.0,0.9270881638211688,0.0,0.0,0.0,0.9038037554375228,0.0,0.0,0.0,0.2134106049449538,0.0,0.0,0.0,0.8789230370589337,0.0,0.8757535729402096,0.0,0.208333770700225,0.0,FIZ1,RandomForestClassifier,16,0.005076834244728823,0.007698058946857045,0.007698058946857045
all,0.9793933830638648,0.0,0.9718670497229476,0.0,0.8513305770917908,0.0,0.9845095678949152,0.0,0.0,0.0,0.9812595070328732,0.0,0.0,0.0,0.7224140896101833,0.0,0.0,0.0,0.9253245805934668,0.0,0.0,0.0,0.9038987467901848,0.0,0.0,0.0,0.1980636368549212,0.0,0.0,0.0,0.8789230370589337,0.0,0.8757535729402096,0.0,0.208333770700225,0.0,FIZ1,RandomForestClassifier,all,-0.010270133845303786,-0.12891648748160756,-0.12891648748160756
2,0.9479201776998276,0.0,0.948773769478778,0.0,0.7263070180770801,0.0,0.951004716512602,0.0,0.0,0.0,0.9506252989125276,0.0,0.0,0.0,0.7254133991622044,0.0,0.0,0.0,0.4229527358229309,0.0,0.0,0.0,0.4103957185788,0.0,0.0,0.0,0.0935393649868149,0.0,0.0,0.0,0.3831868279106411,0.0,0.3845965153761338,0.0,0.0933948075411909,0.0,YY1,RandomForestClassifier,2,0.00014455744562399953,-0.0008936189148757157,-0.0008936189148757157
4,0.9479201776998276,0.0,0.948773769478778,0.0,0.7263070180770801,0.0,0.9534926447657353,0.0,0.0,0.0,0.9527369828103194,0.0,0.0,0.0,0.7231406245781079,0.0,0.0,0.0,0.4524576943584245,0.0,0.0,0.0,0.4365607185074686,0.0,0.0,0.0,0.0957136648911916,0.0,0.0,0.0,0.3831868279106411,0.0,0.3845965153761338,0.0,0.0933948075411909,0.0,YY1,RandomForestClassifier,4,0.0023188573500007026,-0.0031663934989721865,-0.0031663934989721865
8,0.9479201776998276,0.0,0.948773769478778,0.0,0.7263070180770801,0.0,0.9541834471540862,0.0,0.0,0.0,0.9541802425696704,0.0,0.0,0.0,0.7198229489560721,0.0,0.0,0.0,0.4647396841502962,0.0,0.0,0.0,0.45294877107443,0.0,0.0,0.0,0.0976460210853776,0.0,0.0,0.0,0.3831868279106411,0.0,0.3845965153761338,0.0,0.0933948075411909,0.0,YY1,RandomForestClassifier,8,0.004251213544186699,-0.006484069121007963,-0.006484069121007963
16,0.9479201776998276,0.0,0.948773769478778,0.0,0.7263070180770801,0.0,0.95959715648092,0.0,0.0,0.0,0.9592943162042064,0.0,0.0,0.0,0.7344886701754039,0.0,0.0,0.0,0.4759328166402131,0.0,0.0,0.0,0.4683658104231783,0.0,0.0,0.0,0.0986801923303228,0.0,0.0,0.0,0.3831868279106411,0.0,0.3845965153761338,0.0,0.0933948075411909,0.0,YY1,RandomForestClassifier,16,0.005285384789131903,0.008181652098323777,0.008181652098323777
all,0.9479201776998276,0.0,0.948773769478778,0.0,0.7263070180770801,0.0,0.9592189035440274,0.0,0.0,0.0,0.9588072799937164,0.0,0.0,0.0,0.7286236493109346,0.0,0.0,0.0,0.4780855630562137,0.0,0.0,0.0,0.4698086308599635,0.0,0.0,0.0,0.0993788421230854,0.0,0.0,0.0,0.3831868279106411,0.0,0.3845965153761338,0.0,0.0933948075411909,0.0,YY1,RandomForestClassifier,all,0.005984034581894504,0.0023166312338545048,0.0023166312338545048
2,0.8894676343556238,0.0,0.8858444787908172,0.0,0.7365814817791349,0.0,0.9083576061308626,0.0,0.0,0.0,0.8995673785651849,0.0,0.0,0.0,0.73020466656122,0.0,0.0,0.0,0.6476670269739018,0.0,0.0,0.0,0.623432572094118,0.0,0.0,0.0,0.12568243748096,0.0,0.0,0.0,0.5949072717599487,0.0,0.6013795279620068,0.0,0.1372217442819043,0.0,JRK,RandomForestClassifier,2,-0.01153930680094431,-0.0063768152179148885,-0.0063768152179148885
4,0.8894676343556238,0.0,0.8858444787908172,0.0,0.7365814817791349,0.0,0.9151156171183588,0.0,0.0,0.0,0.9081127218786096,0.0,0.0,0.0,0.7147894623539893,0.0,0.0,0.0,0.6654436862648515,0.0,0.0,0.0,0.6329064430106168,0.0,0.0,0.0,0.1309315261268479,0.0,0.0,0.0,0.5949072717599487,0.0,0.6013795279620068,0.0,0.1372217442819043,0.0,JRK,RandomForestClassifier,4,-0.0062902181550563985,-0.021792019425145526,-0.021792019425145526
8,0.8894676343556238,0.0,0.8858444787908172,0.0,0.7365814817791349,0.0,0.9150594620323474,0.0,0.0,0.0,0.909833740043198,0.0,0.0,0.0,0.7005859246680911,0.0,0.0,0.0,0.676178448035139,0.0,0.0,0.0,0.6407935931069104,0.0,0.0,0.0,0.1320973794903347,0.0,0.0,0.0,0.5982170399630397,0.0,0.6070495649026021,0.0,0.1372314815198109,0.0,JRK,RandomForestClassifier,8,-0.005134102029476201,-0.03599555711104374,-0.03599555711104374
16,0.8894676343556238,0.0,0.8858444787908172,0.0,0.7365814817791349,0.0,0.9187739380742156,0.0,0.0,0.0,0.9138732440268116,0.0,0.0,0.0,0.701758951901132,0.0,0.0,0.0,0.6796772147980781,0.0,0.0,0.0,0.6449989191243873,0.0,0.0,0.0,0.1343693306751832,0.0,0.0,0.0,0.5982170399630397,0.0,0.6070495649026021,0.0,0.1372314815198109,0.0,JRK,RandomForestClassifier,16,-0.002862150844627709,-0.03482252987800283,-0.03482252987800283
all,0.8894676343556238,0.0,0.8858444787908172,0.0,0.7365814817791349,0.0,0.9268032114923328,0.0,0.0,0.0,0.9243586186924628,0.0,0.0,0.0,0.6865446788271183,0.0,0.0,0.0,0.697461668523124,0.0,0.0,0.0,0.6675438961481195,0.0,0.0,0.0,0.1356862608715542,0.0,0.0,0.0,0.5982170399630397,0.0,0.6070495649026021,0.0,0.1372314815198109,0.0,JRK,RandomForestClassifier,all,-0.0015452206482567121,-0.05003680295201651,-0.05003680295201651
2,0.9634098099505788,0.0,0.96390686504318,0.0,0.9134500761819082,0.0,0.966826194006818,0.0,0.0,0.0,0.964877263098283,0.0,0.0,0.0,0.9101506688741772,0.0,0.0,0.0,0.3082889582722335,0.0,0.0,0.0,0.2946853709418948,0.0,0.0,0.0,0.1827634650182051,0.0,0.0,0.0,0.2708447402775549,0.0,0.2783815296083854,0.0,0.1784671470088169,0.0,ZNF775,RandomForestClassifier,2,0.004296318009388178,-0.0032994073077310393,-0.0032994073077310393
4,0.9634098099505788,0.0,0.96390686504318,0.0,0.9134500761819082,0.0,0.9688452479909404,0.0,0.0,0.0,0.9668865791771656,0.0,0.0,0.0,0.9102961031348676,0.0,0.0,0.0,0.3703552438022593,0.0,0.0,0.0,0.3614873664451342,0.0,0.0,0.0,0.1730945077401692,0.0,0.0,0.0,0.2708447402775549,0.0,0.2783815296083854,0.0,0.1784671470088169,0.0,ZNF775,RandomForestClassifier,4,-0.0053726392686477,-0.0031539730470405702,-0.0031539730470405702
8,0.9634098099505788,0.0,0.96390686504318,0.0,0.9134500761819082,0.0,0.9697070183458916,0.0,0.0,0.0,0.9673300763799504,0.0,0.0,0.0,0.9134800781014456,0.0,0.0,0.0,0.3816196842210377,0.0,0.0,0.0,0.3726714106567341,0.0,0.0,0.0,0.172560881826962,0.0,0.0,0.0,0.2708447402775549,0.0,0.2783815296083854,0.0,0.1784671470088169,0.0,ZNF775,RandomForestClassifier,8,-0.005906265181854914,3.0001919537392396e-05,3.0001919537392396e-05
16,0.9634098099505788,0.0,0.96390686504318,0.0,0.9134500761819082,0.0,0.9716851531866868,0.0,0.0,0.0,0.968888329238028,0.0,0.0,0.0,0.9192785679519232,0.0,0.0,0.0,0.3998648733069675,0.0,0.0,0.0,0.3868495142386862,0.0,0.0,0.0,0.1800465816896266,0.0,0.0,0.0,0.2708447402775549,0.0,0.2783815296083854,0.0,0.1784671470088169,0.0,ZNF775,RandomForestClassifier,16,0.001579434680809677,0.005828491770014987,0.005828491770014987
all,0.9634098099505788,0.0,0.96390686504318,0.0,0.9134500761819082,0.0,0.97173650451086,0.0,0.0,0.0,0.9691014271837932,0.0,0.0,0.0,0.9204273088008452,0.0,0.0,0.0,0.4003738623415723,0.0,0.0,0.0,0.388730587072516,0.0,0.0,0.0,0.1793919028479885,0.0,0.0,0.0,0.2708447402775549,0.0,0.2783815296083854,0.0,0.1784671470088169,0.0,ZNF775,RandomForestClassifier,all,0.0009247558391715927,0.006977232618937013,0.006977232618937013
2,0.937968499143509,0.0,0.940326190753255,0.0,0.7014351264215327,0.0,0.9464574680888588,0.0,0.0,0.0,0.9462371433858504,0.0,0.0,0.0,0.6985155430578764,0.0,0.0,0.0,0.4600541339831392,0.0,0.0,0.0,0.4628564231541549,0.0,0.0,0.0,0.0656426361084765,0.0,0.0,0.0,0.3520525446430036,0.0,0.3747929056404558,0.0,0.0449130675509196,0.0,ZNF48,RandomForestClassifier,2,0.020729568557556893,-0.002919583363656275,-0.002919583363656275
4,0.937968499143509,0.0,0.940326190753255,0.0,0.7014351264215327,0.0,0.948273925319814,0.0,0.0,0.0,0.9479126821684828,0.0,0.0,0.0,0.6984066673635201,0.0,0.0,0.0,0.4992180082473882,0.0,0.0,0.0,0.497071783589902,0.0,0.0,0.0,0.0704808188822385,0.0,0.0,0.0,0.3612733792136279,0.0,0.3825559475401476,0.0,0.0459645256206329,0.0,ZNF48,RandomForestClassifier,4,0.024516293261605607,-0.0030284590580126336,-0.0030284590580126336
8,0.937968499143509,0.0,0.940326190753255,0.0,0.7014351264215327,0.0,0.9478053337381582,0.0,0.0,0.0,0.9465555370941098,0.0,0.0,0.0,0.7013530407326101,0.0,0.0,0.0,0.5164080313456343,0.0,0.0,0.0,0.5121691007359122,0.0,0.0,0.0,0.0740076713821113,0.0,0.0,0.0,0.3775459843120285,0.0,0.406993290423122,0.0,0.0569194100017709,0.0,ZNF48,RandomForestClassifier,8,0.0170882613803404,-8.208568892265067e-05,-8.208568892265067e-05
16,0.937968499143509,0.0,0.940326190753255,0.0,0.7014351264215327,0.0,0.9523147475863324,0.0,0.0,0.0,0.9508049716040304,0.0,0.0,0.0,0.6847178647726938,0.0,0.0,0.0,0.5302476759325669,0.0,0.0,0.0,0.5222820625694893,0.0,0.0,0.0,0.0736838777640399,0.0,0.0,0.0,0.3775459843120285,0.0,0.406993290423122,0.0,0.0569194100017709,0.0,ZNF48,RandomForestClassifier,16,0.016764467762268996,-0.01671726164883891,-0.01671726164883891
all,0.937968499143509,0.0,0.940326190753255,0.0,0.7014351264215327,0.0,0.956390532770443,0.0,0.0,0.0,0.9565189140760992,0.0,0.0,0.0,0.683824636232895,0.0,0.0,0.0,0.536417209089186,0.0,0.0,0.0,0.5281502077400745,0.0,0.0,0.0,0.0740364063101612,0.0,0.0,0.0,0.3775459843120285,0.0,0.406993290423122,0.0,0.0569194100017709,0.0,ZNF48,RandomForestClassifier,all,0.017116996308390302,-0.017610490188637695,-0.017610490188637695
2,0.9549841619036348,0.0,0.9569957879149588,0.0,0.7919016126853068,0.0,0.9602746619422684,0.0,0.0,0.0,0.9600216972208458,0.0,0.0,0.0,0.7628934730718708,0.0,0.0,0.0,0.5975073084316985,0.0,0.0,0.0,0.5630213409097755,0.0,0.0,0.0,0.1971516725560421,0.0,0.0,0.0,0.5633154102689979,0.0,0.5589305086564841,0.0,0.1959933758985739,0.0,ZNF732,RandomForestClassifier,2,0.001158296657468194,-0.029008139613435957,-0.029008139613435957
4,0.9549841619036348,0.0,0.9569957879149588,0.0,0.7919016126853068,0.0,0.9612221655823876,0.0,0.0,0.0,0.959575442547633,0.0,0.0,0.0,0.765044880840683,0.0,0.0,0.0,0.628704034007262,0.0,0.0,0.0,0.5912616784732867,0.0,0.0,0.0,0.2173315036300276,0.0,0.0,0.0,0.5633154102689979,0.0,0.5589305086564841,0.0,0.1959933758985739,0.0,ZNF732,RandomForestClassifier,4,0.021338127731453688,-0.026856731844623782,-0.026856731844623782
8,0.9549841619036348,0.0,0.9569957879149588,0.0,0.7919016126853068,0.0,0.9630355534859238,0.0,0.0,0.0,0.9604314417143373,0.0,0.0,0.0,0.7665098224807656,0.0,0.0,0.0,0.631191597303284,0.0,0.0,0.0,0.593527186658663,0.0,0.0,0.0,0.2173590658264268,0.0,0.0,0.0,0.5633154102689979,0.0,0.5589305086564841,0.0,0.1959933758985739,0.0,ZNF732,RandomForestClassifier,8,0.0213656899278529,-0.025391790204541187,-0.025391790204541187
16,0.9549841619036348,0.0,0.9569957879149588,0.0,0.7919016126853068,0.0,0.9655115767438388,0.0,0.0,0.0,0.9627623997792892,0.0,0.0,0.0,0.7895697571777068,0.0,0.0,0.0,0.6436095930148837,0.0,0.0,0.0,0.6052708002979804,0.0,0.0,0.0,0.222611230651777,0.0,0.0,0.0,0.5633154102689979,0.0,0.5589305086564841,0.0,0.1959933758985739,0.0,ZNF732,RandomForestClassifier,16,0.02661785475320308,-0.002331855507599956,-0.002331855507599956
all,0.9549841619036348,0.0,0.9569957879149588,0.0,0.7919016126853068,0.0,0.9666273548397966,0.0,0.0,0.0,0.9651512662717896,0.0,0.0,0.0,0.776007559392006,0.0,0.0,0.0,0.6490392775860075,0.0,0.0,0.0,0.6095540172527342,0.0,0.0,0.0,0.2225533838220505,0.0,0.0,0.0,0.5633154102689979,0.0,0.5589305086564841,0.0,0.1959933758985739,0.0,ZNF732,RandomForestClassifier,all,0.026560007923476597,-0.015894053293300736,-0.015894053293300736
2,0.8660992644316604,0.0,0.8726930025782766,0.0,0.7936707105172212,0.0,0.9067020305494942,0.0,0.0,0.0,0.9051298602637692,0.0,0.0,0.0,0.6882013040017991,0.0,0.0,0.0,0.2610611149431628,0.0,0.0,0.0,0.2173184563494666,0.0,0.0,0.0,0.0510849150717929,0.0,0.0,0.0,0.1838971737221688,0.0,0.1930570864509989,0.0,0.0654079587760535,0.0,ZBED5,RandomForestClassifier,2,-0.014323043704260602,-0.10546940651542203,-0.10546940651542203
4,0.8660992644316604,0.0,0.8726930025782766,0.0,0.7936707105172212,0.0,0.9151448220591152,0.0,0.0,0.0,0.9147564303069528,0.0,0.0,0.0,0.6941541475877524,0.0,0.0,0.0,0.2941057466546847,0.0,0.0,0.0,0.2461718443111171,0.0,0.0,0.0,0.048866136717096,0.0,0.0,0.0,0.193064833934855,0.0,0.2115619003875326,0.0,0.0563881901861471,0.0,ZBED5,RandomForestClassifier,4,-0.007522053469051104,-0.09951656292946875,-0.09951656292946875
8,0.8660992644316604,0.0,0.8726930025782766,0.0,0.7936707105172212,0.0,0.918022451100972,0.0,0.0,0.0,0.9158866598054092,0.0,0.0,0.0,0.6980595001816579,0.0,0.0,0.0,0.2950167353735781,0.0,0.0,0.0,0.2499788656296504,0.0,0.0,0.0,0.0494832659149283,0.0,0.0,0.0,0.193064833934855,0.0,0.2115619003875326,0.0,0.0563881901861471,0.0,ZBED5,RandomForestClassifier,8,-0.006904924271218804,-0.0956112103355633,-0.0956112103355633
16,0.8660992644316604,0.0,0.8726930025782766,0.0,0.7936707105172212,0.0,0.9199810148780004,0.0,0.0,0.0,0.9189911256352852,0.0,0.0,0.0,0.7093626109893727,0.0,0.0,0.0,0.3138357840734067,0.0,0.0,0.0,0.257768042656303,0.0,0.0,0.0,0.0614842553957767,0.0,0.0,0.0,0.193064833934855,0.0,0.2115619003875326,0.0,0.0563881901861471,0.0,ZBED5,RandomForestClassifier,16,0.005096065209629595,-0.08430809952784846,-0.08430809952784846
all,0.8660992644316604,0.0,0.8726930025782766,0.0,0.7936707105172212,0.0,0.9247397341797262,0.0,0.0,0.0,0.9200598902906132,0.0,0.0,0.0,0.7254706129392422,0.0,0.0,0.0,0.315668671555593,0.0,0.0,0.0,0.2584922808256846,0.0,0.0,0.0,0.0641544202844041,0.0,0.0,0.0,0.193064833934855,0.0,0.2115619003875326,0.0,0.0563881901861471,0.0,ZBED5,RandomForestClassifier,all,0.007766230098256999,-0.06820009757797896,-0.06820009757797896
2,0.8178759737499444,0.0,0.8255109983825145,0.0,0.6339861749282594,0.0,0.8360287244594327,0.0,0.0,0.0,0.8344646088040384,0.0,0.0,0.0,0.6532027530215485,0.0,0.0,0.0,0.4862373375067327,0.0,0.0,0.0,0.4692964190505139,0.0,0.0,0.0,0.1006472850594645,0.0,0.0,0.0,0.4208448462772133,0.0,0.4332346310724089,0.0,0.0658793752069418,0.0,ZNF107,RandomForestClassifier,2,0.034767909852522705,0.01921657809328914,0.01921657809328914
4,0.8178759737499444,0.0,0.8255109983825145,0.0,0.6339861749282594,0.0,0.8374736297058002,0.0,0.0,0.0,0.8353800414962036,0.0,0.0,0.0,0.6483001573573304,0.0,0.0,0.0,0.500443363799453,0.0,0.0,0.0,0.4769805758799692,0.0,0.0,0.0,0.1041877132696604,0.0,0.0,0.0,0.4229910660290212,0.0,0.4340780438812532,0.0,0.0660139085171723,0.0,ZNF107,RandomForestClassifier,4,0.038173804752488105,0.014313982429071004,0.014313982429071004
8,0.8178759737499444,0.0,0.8255109983825145,0.0,0.6339861749282594,0.0,0.9447685460853654,0.0,0.0,0.0,0.9491629605463902,0.0,0.0,0.0,0.7671115180178734,0.0,0.0,0.0,0.6708508594276263,0.0,0.0,0.0,0.6561437695027097,0.0,0.0,0.0,0.1730831157986254,0.0,0.0,0.0,0.4229910660290212,0.0,0.4340780438812532,0.0,0.0660139085171723,0.0,ZNF107,RandomForestClassifier,8,0.1070692072814531,0.133125343089614,0.133125343089614
