Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,PR_delta_M,ROC_delta_M,dLR
2,0.8973786140170656,0.0,0.8938568721861047,0.0,0.5949733072046789,0.0,0.9221938459790342,0.0,0.0,0.0,0.9069138768893464,0.0,0.0,0.0,0.6299948561993898,0.0,0.0,0.0,0.5988493067479206,0.0,0.0,0.0,0.5215752974018978,0.0,0.0,0.0,0.0579070921316797,0.0,0.0,0.0,0.4656719652471957,0.0,0.4515333964956631,0.0,0.0554931122679126,0.0,ZNF551,RandomForestClassifier,2,0.002413979863767103,0.03502154899471088,0.03502154899471088
4,0.8973786140170656,0.0,0.8938568721861047,0.0,0.5949733072046789,0.0,0.9192050966680948,0.0,0.0,0.0,0.9083697321180966,0.0,0.0,0.0,0.6043997422672265,0.0,0.0,0.0,0.6625916944812688,0.0,0.0,0.0,0.5749529327678039,0.0,0.0,0.0,0.0585747153394992,0.0,0.0,0.0,0.4836004612393144,0.0,0.4820660502719299,0.0,0.0521103888684318,0.0,ZNF551,RandomForestClassifier,4,0.0064643264710674,0.009426435062547589,0.009426435062547589
8,0.8973786140170656,0.0,0.8938568721861047,0.0,0.5949733072046789,0.0,0.9209472797654968,0.0,0.0,0.0,0.9166878718901744,0.0,0.0,0.0,0.5878393682593817,0.0,0.0,0.0,0.6748730104088725,0.0,0.0,0.0,0.6006547382995552,0.0,0.0,0.0,0.0629238861603696,0.0,0.0,0.0,0.4836004612393144,0.0,0.4820660502719299,0.0,0.0521103888684318,0.0,ZNF551,RandomForestClassifier,8,0.010813497291937806,-0.007133938945297236,-0.007133938945297236
16,0.8973786140170656,0.0,0.8938568721861047,0.0,0.5949733072046789,0.0,0.9418788512535144,0.0,0.0,0.0,0.9304821613693932,0.0,0.0,0.0,0.6020622707374447,0.0,0.0,0.0,0.7315739016591137,0.0,0.0,0.0,0.6574995463861105,0.0,0.0,0.0,0.0633881380544518,0.0,0.0,0.0,0.4836004612393144,0.0,0.4820660502719299,0.0,0.0521103888684318,0.0,ZNF551,RandomForestClassifier,16,0.011277749186020002,0.00708896353276578,0.00708896353276578
all,0.8973786140170656,0.0,0.8938568721861047,0.0,0.5949733072046789,0.0,0.9541169199492052,0.0,0.0,0.0,0.9471105122196808,0.0,0.0,0.0,0.6262416380477922,0.0,0.0,0.0,0.7379338180793276,0.0,0.0,0.0,0.669099857130244,0.0,0.0,0.0,0.065694689477197,0.0,0.0,0.0,0.4836004612393144,0.0,0.4820660502719299,0.0,0.0521103888684318,0.0,ZNF551,RandomForestClassifier,all,0.013584300608765205,0.03126833084311331,0.03126833084311331
2,0.9806099875897516,0.0,0.981028297378411,0.0,0.8729310128745192,0.0,0.9854092926062228,0.0,0.0,0.0,0.984502418163274,0.0,0.0,0.0,0.8725457471324948,0.0,0.0,0.0,0.6466852530676364,0.0,0.0,0.0,0.6344084750315319,0.0,0.0,0.0,0.122137938212035,0.0,0.0,0.0,0.4830328258121554,0.0,0.4765719485674535,0.0,0.0903433585004207,0.0,ZNF18,RandomForestClassifier,2,0.0317945797116143,-0.0003852657420244654,-0.0003852657420244654
4,0.9806099875897516,0.0,0.981028297378411,0.0,0.8729310128745192,0.0,0.9871018860725088,0.0,0.0,0.0,0.985784240618456,0.0,0.0,0.0,0.8704129075671555,0.0,0.0,0.0,0.7100191855364077,0.0,0.0,0.0,0.691936474691786,0.0,0.0,0.0,0.1326933991453187,0.0,0.0,0.0,0.4830328258121554,0.0,0.4765719485674535,0.0,0.0903433585004207,0.0,ZNF18,RandomForestClassifier,4,0.04235004064489799,-0.0025181053073637383,-0.0025181053073637383
8,0.9806099875897516,0.0,0.981028297378411,0.0,0.8729310128745192,0.0,0.9865190593227184,0.0,0.0,0.0,0.9859094622414564,0.0,0.0,0.0,0.8662850809601426,0.0,0.0,0.0,0.7299056136724261,0.0,0.0,0.0,0.716772767687747,0.0,0.0,0.0,0.1447711959669183,0.0,0.0,0.0,0.4830328258121554,0.0,0.4765719485674535,0.0,0.0903433585004207,0.0,ZNF18,RandomForestClassifier,8,0.05442783746649758,-0.006645931914376679,-0.006645931914376679
16,0.9806099875897516,0.0,0.981028297378411,0.0,0.8729310128745192,0.0,0.9873676635463694,0.0,0.0,0.0,0.986887068079762,0.0,0.0,0.0,0.8762414989111574,0.0,0.0,0.0,0.7414110833272922,0.0,0.0,0.0,0.7303097346812909,0.0,0.0,0.0,0.1517590029938685,0.0,0.0,0.0,0.4830328258121554,0.0,0.4765719485674535,0.0,0.0903433585004207,0.0,ZNF18,RandomForestClassifier,16,0.06141564449344779,0.003310486036638194,0.003310486036638194
all,0.9806099875897516,0.0,0.981028297378411,0.0,0.8729310128745192,0.0,0.9874713577907964,0.0,0.0,0.0,0.9866806939559924,0.0,0.0,0.0,0.873695680917902,0.0,0.0,0.0,0.7389003196314762,0.0,0.0,0.0,0.7279559348372275,0.0,0.0,0.0,0.1509725424521256,0.0,0.0,0.0,0.4830328258121554,0.0,0.4765719485674535,0.0,0.0903433585004207,0.0,ZNF18,RandomForestClassifier,all,0.0606291839517049,0.0007646680433827102,0.0007646680433827102
2,0.9520280075799628,0.0,0.95635874535036,0.0,0.9102525241586804,0.0,0.9591599611392422,0.0,0.0,0.0,0.9608714939401805,0.0,0.0,0.0,0.9128217537744108,0.0,0.0,0.0,0.3938661762458229,0.0,0.0,0.0,0.3911519181348874,0.0,0.0,0.0,0.3791539547431226,0.0,0.0,0.0,0.2862459179652824,0.0,0.3068865194003321,0.0,0.2919176678106942,0.0,ZNF780B,RandomForestClassifier,2,0.08723628693242835,0.002569229615730362,0.002569229615730362
4,0.9520280075799628,0.0,0.95635874535036,0.0,0.9102525241586804,0.0,0.9598075326033174,0.0,0.0,0.0,0.9611880931926584,0.0,0.0,0.0,0.9138882973690604,0.0,0.0,0.0,0.4148242716934832,0.0,0.0,0.0,0.4077576087744434,0.0,0.0,0.0,0.396679396541454,0.0,0.0,0.0,0.294952165320538,0.0,0.3128264634232116,0.0,0.3144609222799363,0.0,ZNF780B,RandomForestClassifier,4,0.08221847426151774,0.00363577321038,0.00363577321038
8,0.9520280075799628,0.0,0.95635874535036,0.0,0.9102525241586804,0.0,0.9616430746708012,0.0,0.0,0.0,0.9627210802079698,0.0,0.0,0.0,0.9265394282125224,0.0,0.0,0.0,0.448930057066285,0.0,0.0,0.0,0.4356015602389131,0.0,0.0,0.0,0.4288638945661407,0.0,0.0,0.0,0.294952165320538,0.0,0.3128264634232116,0.0,0.3144609222799363,0.0,ZNF780B,RandomForestClassifier,8,0.11440297228620444,0.016286904053842033,0.016286904053842033
16,0.9520280075799628,0.0,0.95635874535036,0.0,0.9102525241586804,0.0,0.9622097067529104,0.0,0.0,0.0,0.9632061251457906,0.0,0.0,0.0,0.9283366358922384,0.0,0.0,0.0,0.4534067678360612,0.0,0.0,0.0,0.4393762867076183,0.0,0.0,0.0,0.4357890381644639,0.0,0.0,0.0,0.294952165320538,0.0,0.3128264634232116,0.0,0.3144609222799363,0.0,ZNF780B,RandomForestClassifier,16,0.12132811588452763,0.01808411173355795,0.01808411173355795
all,0.9520280075799628,0.0,0.95635874535036,0.0,0.9102525241586804,0.0,0.9626688234674546,0.0,0.0,0.0,0.9632606888775538,0.0,0.0,0.0,0.9285047144517816,0.0,0.0,0.0,0.4554496961378203,0.0,0.0,0.0,0.4426936206950256,0.0,0.0,0.0,0.4383109834426895,0.0,0.0,0.0,0.294952165320538,0.0,0.3128264634232116,0.0,0.3144609222799363,0.0,ZNF780B,RandomForestClassifier,all,0.12385006116275321,0.01825219029310121,0.01825219029310121
2,0.948887199194155,0.0,0.9506703711411648,0.0,0.7915934900908584,0.0,0.9557009964621188,0.0,0.0,0.0,0.9521804557053885,0.0,0.0,0.0,0.7281615743833313,0.0,0.0,0.0,0.5841949556957305,0.0,0.0,0.0,0.5682829996767194,0.0,0.0,0.0,0.0706291355691879,0.0,0.0,0.0,0.5220685904553235,0.0,0.5426132210228918,0.0,0.0750771131722146,0.0,ZSCAN25,RandomForestClassifier,2,-0.004447977603026704,-0.06343191570752715,-0.06343191570752715
4,0.948887199194155,0.0,0.9506703711411648,0.0,0.7915934900908584,0.0,0.9564747484735272,0.0,0.0,0.0,0.9495734251942765,0.0,0.0,0.0,0.733953111978032,0.0,0.0,0.0,0.598182848178335,0.0,0.0,0.0,0.5769298869011988,0.0,0.0,0.0,0.0707344888211493,0.0,0.0,0.0,0.5220685904553235,0.0,0.5426132210228918,0.0,0.0750771131722146,0.0,ZSCAN25,RandomForestClassifier,4,-0.004342624351065305,-0.05764037811282641,-0.05764037811282641
8,0.948887199194155,0.0,0.9506703711411648,0.0,0.7915934900908584,0.0,0.9594678499209272,0.0,0.0,0.0,0.9570626803295836,0.0,0.0,0.0,0.7141139387153721,0.0,0.0,0.0,0.6322274937363757,0.0,0.0,0.0,0.6068224521156375,0.0,0.0,0.0,0.0726133292876491,0.0,0.0,0.0,0.5220685904553235,0.0,0.5426132210228918,0.0,0.0750771131722146,0.0,ZSCAN25,RandomForestClassifier,8,-0.0024637838845655013,-0.07747955137548634,-0.07747955137548634
16,0.948887199194155,0.0,0.9506703711411648,0.0,0.7915934900908584,0.0,0.958029543310406,0.0,0.0,0.0,0.9562671122423628,0.0,0.0,0.0,0.7302804904841185,0.0,0.0,0.0,0.6360181578317916,0.0,0.0,0.0,0.607243449620836,0.0,0.0,0.0,0.0730239375790455,0.0,0.0,0.0,0.5220685904553235,0.0,0.5426132210228918,0.0,0.0750771131722146,0.0,ZSCAN25,RandomForestClassifier,16,-0.0020531755931691015,-0.06131299960673997,-0.06131299960673997
all,0.948887199194155,0.0,0.9506703711411648,0.0,0.7915934900908584,0.0,0.9580374363516104,0.0,0.0,0.0,0.9558892141661692,0.0,0.0,0.0,0.7371646822195571,0.0,0.0,0.0,0.6369016486669355,0.0,0.0,0.0,0.6121304726678302,0.0,0.0,0.0,0.0736884410108404,0.0,0.0,0.0,0.5220685904553235,0.0,0.5426132210228918,0.0,0.0750771131722146,0.0,ZSCAN25,RandomForestClassifier,all,-0.0013886721613741992,-0.05442880787130133,-0.05442880787130133
2,0.7444200281595417,0.0,0.7456753551511461,0.0,0.7411819068627159,0.0,0.7754753803364877,0.0,0.0,0.0,0.7778004798149455,0.0,0.0,0.0,0.7559233448177132,0.0,0.0,0.0,0.1159209137060835,0.0,0.0,0.0,0.1116765853237019,0.0,0.0,0.0,0.0408269719947943,0.0,0.0,0.0,0.0886736626909381,0.0,0.0945378255584192,0.0,0.031202809483718,0.0,ZNF43,RandomForestClassifier,2,0.009624162511076298,0.014741437954997272,0.014741437954997272
4,0.7444200281595417,0.0,0.7456753551511461,0.0,0.7411819068627159,0.0,0.8010026427064838,0.0,0.0,0.0,0.8049963569472544,0.0,0.0,0.0,0.7680596342357667,0.0,0.0,0.0,0.1875653105443692,0.0,0.0,0.0,0.1821343636844748,0.0,0.0,0.0,0.0873716775018427,0.0,0.0,0.0,0.0886736626909381,0.0,0.0945378255584192,0.0,0.031202809483718,0.0,ZNF43,RandomForestClassifier,4,0.0561688680181247,0.02687772737305083,0.02687772737305083
8,0.7444200281595417,0.0,0.7456753551511461,0.0,0.7411819068627159,0.0,0.8290148424667565,0.0,0.0,0.0,0.8310446895796684,0.0,0.0,0.0,0.7972211542494968,0.0,0.0,0.0,0.2195723046383189,0.0,0.0,0.0,0.2166412629434442,0.0,0.0,0.0,0.1240635665682045,0.0,0.0,0.0,0.0886736626909381,0.0,0.0945378255584192,0.0,0.031202809483718,0.0,ZNF43,RandomForestClassifier,8,0.09286075708448649,0.0560392473867809,0.0560392473867809
16,0.7444200281595417,0.0,0.7456753551511461,0.0,0.7411819068627159,0.0,0.8553185750491792,0.0,0.0,0.0,0.8604171179086079,0.0,0.0,0.0,0.8252642254969988,0.0,0.0,0.0,0.2464390212508086,0.0,0.0,0.0,0.2398231671851866,0.0,0.0,0.0,0.1394616865987551,0.0,0.0,0.0,0.0886736626909381,0.0,0.0945378255584192,0.0,0.031202809483718,0.0,ZNF43,RandomForestClassifier,16,0.1082588771150371,0.08408231863428295,0.08408231863428295
all,0.7444200281595417,0.0,0.7456753551511461,0.0,0.7411819068627159,0.0,0.8747174495092751,0.0,0.0,0.0,0.8773327974808788,0.0,0.0,0.0,0.8347081899998283,0.0,0.0,0.0,0.2576822647175633,0.0,0.0,0.0,0.2440959482396105,0.0,0.0,0.0,0.140121915463894,0.0,0.0,0.0,0.0886736626909381,0.0,0.0945378255584192,0.0,0.031202809483718,0.0,ZNF43,RandomForestClassifier,all,0.10891910598017598,0.09352628313711242,0.09352628313711242
2,0.8168663326995388,0.0,0.8126161713403228,0.0,0.8117427070739567,0.0,0.8655871047008996,0.0,0.0,0.0,0.8678497046259271,0.0,0.0,0.0,0.8143850112338562,0.0,0.0,0.0,0.3199773608426104,0.0,0.0,0.0,0.295302719390578,0.0,0.0,0.0,0.075777313911145,0.0,0.0,0.0,0.2317218121450612,0.0,0.2259343961310695,0.0,0.062320402615236,0.0,CAMTA1,RandomForestClassifier,2,0.013456911295909008,0.0026423041598995223,0.0026423041598995223
4,0.8168663326995388,0.0,0.8126161713403228,0.0,0.8117427070739567,0.0,0.8683708460107243,0.0,0.0,0.0,0.869611674328221,0.0,0.0,0.0,0.8146434418148515,0.0,0.0,0.0,0.3480585730146435,0.0,0.0,0.0,0.3221243222221462,0.0,0.0,0.0,0.0739158535842171,0.0,0.0,0.0,0.2317218121450612,0.0,0.2259343961310695,0.0,0.062320402615236,0.0,CAMTA1,RandomForestClassifier,4,0.011595450968981097,0.002900734740894806,0.002900734740894806
8,0.8168663326995388,0.0,0.8126161713403228,0.0,0.8117427070739567,0.0,0.8762074821156537,0.0,0.0,0.0,0.8692524325934045,0.0,0.0,0.0,0.8142392759481323,0.0,0.0,0.0,0.3579130636023249,0.0,0.0,0.0,0.3282547163034516,0.0,0.0,0.0,0.0795272561481069,0.0,0.0,0.0,0.2317218121450612,0.0,0.2259343961310695,0.0,0.062320402615236,0.0,CAMTA1,RandomForestClassifier,8,0.017206853532870908,0.0024965688741755976,0.0024965688741755976
16,0.8168663326995388,0.0,0.8126161713403228,0.0,0.8117427070739567,0.0,0.874287926873829,0.0,0.0,0.0,0.8703748010668919,0.0,0.0,0.0,0.8141034837926329,0.0,0.0,0.0,0.369542422159668,0.0,0.0,0.0,0.3400590926619081,0.0,0.0,0.0,0.0789207935460451,0.0,0.0,0.0,0.2317218121450612,0.0,0.2259343961310695,0.0,0.062320402615236,0.0,CAMTA1,RandomForestClassifier,16,0.016600390930809103,0.002360776718676183,0.002360776718676183
all,0.8168663326995388,0.0,0.8126161713403228,0.0,0.8117427070739567,0.0,0.9108125692619043,0.0,0.0,0.0,0.9052535262224608,0.0,0.0,0.0,0.817779925384364,0.0,0.0,0.0,0.400768481618097,0.0,0.0,0.0,0.3624963018613177,0.0,0.0,0.0,0.0772583516383022,0.0,0.0,0.0,0.2317218121450612,0.0,0.2259343961310695,0.0,0.062320402615236,0.0,CAMTA1,RandomForestClassifier,all,0.014937949023066208,0.006037218310407266,0.006037218310407266
2,0.957357458847492,0.0,0.957285594321152,0.0,0.769074145707482,0.0,0.9598507697680329,0.0,0.0,0.0,0.9588659285868018,0.0,0.0,0.0,0.7657525168098597,0.0,0.0,0.0,0.2830426656185019,0.0,0.0,0.0,0.2640703169386367,0.0,0.0,0.0,0.0369214313676323,0.0,0.0,0.0,0.2635463882270524,0.0,0.2573404832939828,0.0,0.0324134616685908,0.0,MAX,RandomForestClassifier,2,0.004507969699041499,-0.0033216288976223307,-0.0033216288976223307
4,0.957357458847492,0.0,0.957285594321152,0.0,0.769074145707482,0.0,0.9643826401354632,0.0,0.0,0.0,0.9640555740722876,0.0,0.0,0.0,0.7718878837157396,0.0,0.0,0.0,0.3314781938967197,0.0,0.0,0.0,0.3089502486264266,0.0,0.0,0.0,0.0360930700918612,0.0,0.0,0.0,0.2819497542686194,0.0,0.2810254743182154,0.0,0.0244457285601267,0.0,MAX,RandomForestClassifier,4,0.011647341531734499,0.0028137380082575714,0.0028137380082575714
8,0.957357458847492,0.0,0.957285594321152,0.0,0.769074145707482,0.0,0.9661325184811528,0.0,0.0,0.0,0.9656401774026412,0.0,0.0,0.0,0.7723969884240486,0.0,0.0,0.0,0.3469156373831245,0.0,0.0,0.0,0.3213054548416613,0.0,0.0,0.0,0.0362464100082457,0.0,0.0,0.0,0.2819497542686194,0.0,0.2810254743182154,0.0,0.0244457285601267,0.0,MAX,RandomForestClassifier,8,0.011800681448119004,0.0033228427165665764,0.0033228427165665764
16,0.957357458847492,0.0,0.957285594321152,0.0,0.769074145707482,0.0,0.9677413738491032,0.0,0.0,0.0,0.9673925553418588,0.0,0.0,0.0,0.7714444164392309,0.0,0.0,0.0,0.3694425207165824,0.0,0.0,0.0,0.3457635051394984,0.0,0.0,0.0,0.0367537070904916,0.0,0.0,0.0,0.2819497542686194,0.0,0.2810254743182154,0.0,0.0244457285601267,0.0,MAX,RandomForestClassifier,16,0.012307978530364899,0.0023702707317488914,0.0023702707317488914
all,0.957357458847492,0.0,0.957285594321152,0.0,0.769074145707482,0.0,0.9689878769311216,0.0,0.0,0.0,0.9686674468200605,0.0,0.0,0.0,0.7750084316000132,0.0,0.0,0.0,0.3724849241331034,0.0,0.0,0.0,0.3521400829348224,0.0,0.0,0.0,0.036909447427883,0.0,0.0,0.0,0.2819497542686194,0.0,0.2810254743182154,0.0,0.0244457285601267,0.0,MAX,RandomForestClassifier,all,0.0124637188677563,0.005934285892531199,0.005934285892531199
2,0.8337570075182739,0.0,0.8519711729151497,0.0,0.7898473668866416,0.0,0.914772412361784,0.0,0.0,0.0,0.9250459238342182,0.0,0.0,0.0,0.7664846212601129,0.0,0.0,0.0,0.6418714558290461,0.0,0.0,0.0,0.6209608925262424,0.0,0.0,0.0,0.1182370618831431,0.0,0.0,0.0,0.5443099792829168,0.0,0.5804068244840327,0.0,0.1626376477303641,0.0,ZNF606,RandomForestClassifier,2,-0.044400585847220994,-0.023362745626528736,-0.023362745626528736
4,0.8337570075182739,0.0,0.8519711729151497,0.0,0.7898473668866416,0.0,0.9006812273489059,0.0,0.0,0.0,0.900255992446173,0.0,0.0,0.0,0.6813448597137017,0.0,0.0,0.0,0.6692372303606962,0.0,0.0,0.0,0.6260392731286045,0.0,0.0,0.0,0.098805471116635,0.0,0.0,0.0,0.5526098625727494,0.0,0.5892058810640195,0.0,0.1489715387369157,0.0,ZNF606,RandomForestClassifier,4,-0.05016606762028071,-0.10850250717293985,-0.10850250717293985
8,0.8337570075182739,0.0,0.8519711729151497,0.0,0.7898473668866416,0.0,0.9340210288530404,0.0,0.0,0.0,0.9256181883839192,0.0,0.0,0.0,0.7366077611792953,0.0,0.0,0.0,0.7404499343340145,0.0,0.0,0.0,0.6888094912507472,0.0,0.0,0.0,0.0883541869783842,0.0,0.0,0.0,0.5602767735356864,0.0,0.5881345253143023,0.0,0.1162402444741746,0.0,ZNF606,RandomForestClassifier,8,-0.0278860574957904,-0.053239605707346316,-0.053239605707346316
16,0.8337570075182739,0.0,0.8519711729151497,0.0,0.7898473668866416,0.0,0.9413672593390588,0.0,0.0,0.0,0.9351124416147194,0.0,0.0,0.0,0.7067246141770164,0.0,0.0,0.0,0.7587776622758823,0.0,0.0,0.0,0.714373460222397,0.0,0.0,0.0,0.0927191819878393,0.0,0.0,0.0,0.5602767735356864,0.0,0.5881345253143023,0.0,0.1162402444741746,0.0,ZNF606,RandomForestClassifier,16,-0.0235210624863353,-0.08312275270962521,-0.08312275270962521
all,0.8337570075182739,0.0,0.8519711729151497,0.0,0.7898473668866416,0.0,0.940734558266922,0.0,0.0,0.0,0.9330577459285702,0.0,0.0,0.0,0.6866119751840819,0.0,0.0,0.0,0.7601624403392988,0.0,0.0,0.0,0.7142917405644629,0.0,0.0,0.0,0.0818344690346424,0.0,0.0,0.0,0.5602767735356864,0.0,0.5881345253143023,0.0,0.1162402444741746,0.0,ZNF606,RandomForestClassifier,all,-0.0344057754395322,-0.10323539170255969,-0.10323539170255969
2,0.9531147346291512,0.0,0.9522779340183884,0.0,0.952818592138856,0.0,0.967669035288346,0.0,0.0,0.0,0.9548510816657652,0.0,0.0,0.0,0.9711895356186794,0.0,0.0,0.0,0.8730013417244219,0.0,0.0,0.0,0.8463192303517433,0.0,0.0,0.0,0.83331041346138,0.0,0.0,0.0,0.8303657268060802,0.0,0.8420075931188674,0.0,0.8169452138060193,0.0,ZNF436,RandomForestClassifier,2,0.016365199655360763,0.018370943479823376,0.018370943479823376
4,0.9531147346291512,0.0,0.9522779340183884,0.0,0.952818592138856,0.0,0.9664516581791296,0.0,0.0,0.0,0.9553788196322336,0.0,0.0,0.0,0.96907987402092,0.0,0.0,0.0,0.8811211332955329,0.0,0.0,0.0,0.8527749315165564,0.0,0.0,0.0,0.838645947277317,0.0,0.0,0.0,0.8309046044101799,0.0,0.8469350077091472,0.0,0.8452340683762002,0.0,ZNF436,RandomForestClassifier,4,-0.006588121098883182,0.016261281882063994,0.016261281882063994
