Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,PR_delta_M,ROC_delta_M,dLR
4,0.9618419479497964,0.0,0.9616503104470436,0.0,0.9816278876170657,0.0,0.9708139162477344,0.0,0.0,0.0,0.9690700323465792,0.0,0.0,0.0,0.9787825182101976,0.0,0.0,0.0,0.7118350874997963,0.0,0.0,0.0,0.6763895917870847,0.0,0.0,0.0,0.7237666764162725,0.0,0.0,0.0,0.6255100827366316,0.0,0.6185060962391433,0.0,0.7290207032701129,0.0,ZNF286B,RandomForestClassifier,4,-0.0052540268538404655,-0.0028453694068680813,-0.0028453694068680813
8,0.9618419479497964,0.0,0.9616503104470436,0.0,0.9816278876170657,0.0,0.9728542436134194,0.0,0.0,0.0,0.9718135404983176,0.0,0.0,0.0,0.9777078043704476,0.0,0.0,0.0,0.7156593102583956,0.0,0.0,0.0,0.676422519834055,0.0,0.0,0.0,0.730031104328897,0.0,0.0,0.0,0.6255100827366316,0.0,0.6185060962391433,0.0,0.7290207032701129,0.0,ZNF286B,RandomForestClassifier,8,0.0010104010587840273,-0.003920083246618078,-0.003920083246618078
16,0.9618419479497964,0.0,0.9616503104470436,0.0,0.9816278876170657,0.0,0.9775855883006735,0.0,0.0,0.0,0.9749412509012978,0.0,0.0,0.0,0.9783710718002082,0.0,0.0,0.0,0.7305276107469898,0.0,0.0,0.0,0.6925798712293174,0.0,0.0,0.0,0.7298270918855293,0.0,0.0,0.0,0.6255100827366316,0.0,0.6185060962391433,0.0,0.7290207032701129,0.0,ZNF286B,RandomForestClassifier,16,0.0008063886154163757,-0.003256815816857439,-0.003256815816857439
all,0.9618419479497964,0.0,0.9616503104470436,0.0,0.9816278876170657,0.0,0.9782079280804348,0.0,0.0,0.0,0.9733352001882712,0.0,0.0,0.0,0.9804861602497398,0.0,0.0,0.0,0.7319836927361467,0.0,0.0,0.0,0.6920554028492443,0.0,0.0,0.0,0.7286234363812341,0.0,0.0,0.0,0.6255100827366316,0.0,0.6185060962391433,0.0,0.7290207032701129,0.0,ZNF286B,RandomForestClassifier,all,-0.00039726688887886663,-0.0011417273673258732,-0.0011417273673258732
2,0.9431513609272072,0.0,0.9405021785506548,0.0,0.8345578698192803,0.0,0.9580492099339566,0.0,0.0,0.0,0.947987259752234,0.0,0.0,0.0,0.825341904202267,0.0,0.0,0.0,0.3682153402931823,0.0,0.0,0.0,0.2916768470642139,0.0,0.0,0.0,0.0946344531295458,0.0,0.0,0.0,0.2702405428478965,0.0,0.2802806669610874,0.0,0.0976353305601911,0.0,ZBED2,RandomForestClassifier,2,-0.0030008774306452962,-0.009215965617013211,-0.009215965617013211
4,0.9431513609272072,0.0,0.9405021785506548,0.0,0.8345578698192803,0.0,0.9582862398758067,0.0,0.0,0.0,0.9491300068377022,0.0,0.0,0.0,0.8307205755648517,0.0,0.0,0.0,0.4115211162533168,0.0,0.0,0.0,0.3506126401469483,0.0,0.0,0.0,0.0971005920276009,0.0,0.0,0.0,0.2702405428478965,0.0,0.2802806669610874,0.0,0.0976353305601911,0.0,ZBED2,RandomForestClassifier,4,-0.000534738532590201,-0.0038372942544285804,-0.0038372942544285804
8,0.9431513609272072,0.0,0.9405021785506548,0.0,0.8345578698192803,0.0,0.961686881571293,0.0,0.0,0.0,0.9536457888573304,0.0,0.0,0.0,0.8260964155049687,0.0,0.0,0.0,0.435794737175182,0.0,0.0,0.0,0.368514748544103,0.0,0.0,0.0,0.0978486095687618,0.0,0.0,0.0,0.2956705946852499,0.0,0.2947477385904859,0.0,0.0847339390056114,0.0,ZBED2,RandomForestClassifier,8,0.01311467056315041,-0.008461454314311556,-0.008461454314311556
16,0.9431513609272072,0.0,0.9405021785506548,0.0,0.8345578698192803,0.0,0.9618676863477816,0.0,0.0,0.0,0.9531514284145196,0.0,0.0,0.0,0.826313435199986,0.0,0.0,0.0,0.4887197822637755,0.0,0.0,0.0,0.4131494382768578,0.0,0.0,0.0,0.1013852784871866,0.0,0.0,0.0,0.2956705946852499,0.0,0.2947477385904859,0.0,0.0847339390056114,0.0,ZBED2,RandomForestClassifier,16,0.01665133948157521,-0.00824443461929425,-0.00824443461929425
all,0.9431513609272072,0.0,0.9405021785506548,0.0,0.8345578698192803,0.0,0.9636071365748532,0.0,0.0,0.0,0.958164960721888,0.0,0.0,0.0,0.8335199245856747,0.0,0.0,0.0,0.5039604012460972,0.0,0.0,0.0,0.4188156069301806,0.0,0.0,0.0,0.105496894889976,0.0,0.0,0.0,0.2956705946852499,0.0,0.2947477385904859,0.0,0.0847339390056114,0.0,ZBED2,RandomForestClassifier,all,0.02076295588436461,-0.001037945233605564,-0.001037945233605564
2,0.9289675890380366,0.0,0.936440064590542,0.0,0.9295667413768804,0.0,0.9546189153740408,0.0,0.0,0.0,0.9488634063821608,0.0,0.0,0.0,0.950828010420029,0.0,0.0,0.0,0.8224591877736099,0.0,0.0,0.0,0.8047116225279256,0.0,0.0,0.0,0.6264643480250499,0.0,0.0,0.0,0.6537457020260152,0.0,0.6384850530404711,0.0,0.4871027197330708,0.0,ZNF250,RandomForestClassifier,2,0.13936162829197912,0.021261269043148512,0.021261269043148512
4,0.9289675890380366,0.0,0.936440064590542,0.0,0.9295667413768804,0.0,0.9546200288818047,0.0,0.0,0.0,0.9526902852748944,0.0,0.0,0.0,0.9541991080236952,0.0,0.0,0.0,0.8324489743378832,0.0,0.0,0.0,0.8145486555696156,0.0,0.0,0.0,0.6479201698699597,0.0,0.0,0.0,0.6662418768186954,0.0,0.6651616076177767,0.0,0.4950902331841132,0.0,ZNF250,RandomForestClassifier,4,0.1528299366858465,0.024632366646814785,0.024632366646814785
8,0.9289675890380366,0.0,0.936440064590542,0.0,0.9295667413768804,0.0,0.9577364374438908,0.0,0.0,0.0,0.957261293348712,0.0,0.0,0.0,0.951011974850087,0.0,0.0,0.0,0.8525447071188521,0.0,0.0,0.0,0.8391605338620005,0.0,0.0,0.0,0.68714847055388,0.0,0.0,0.0,0.6910420564958577,0.0,0.6842731206622705,0.0,0.5160057448572505,0.0,ZNF250,RandomForestClassifier,8,0.17114272569662947,0.021445233473206593,0.021445233473206593
16,0.9289675890380366,0.0,0.936440064590542,0.0,0.9295667413768804,0.0,0.957942780211232,0.0,0.0,0.0,0.9572129673202614,0.0,0.0,0.0,0.956309823105005,0.0,0.0,0.0,0.8517486400108445,0.0,0.0,0.0,0.8376764711102073,0.0,0.0,0.0,0.6853148312385264,0.0,0.0,0.0,0.6910420564958577,0.0,0.6842731206622705,0.0,0.5160057448572505,0.0,ZNF250,RandomForestClassifier,16,0.16930908638127595,0.026743081728124563,0.026743081728124563
all,0.9289675890380366,0.0,0.936440064590542,0.0,0.9295667413768804,0.0,0.960730076254778,0.0,0.0,0.0,0.958626186851211,0.0,0.0,0.0,0.9577960865789844,0.0,0.0,0.0,0.8519121440628202,0.0,0.0,0.0,0.8383818611560482,0.0,0.0,0.0,0.6930895536330085,0.0,0.0,0.0,0.6910420564958577,0.0,0.6842731206622705,0.0,0.5160057448572505,0.0,ZNF250,RandomForestClassifier,all,0.17708380877575802,0.02822934520210396,0.02822934520210396
2,0.9409335946627926,0.0,0.9496343160850034,0.0,0.8119041789703916,0.0,0.9507912331051128,0.0,0.0,0.0,0.9541984240827612,0.0,0.0,0.0,0.8141087472632411,0.0,0.0,0.0,0.4564059363872762,0.0,0.0,0.0,0.4430424610423569,0.0,0.0,0.0,0.0619001571976108,0.0,0.0,0.0,0.3690158167032201,0.0,0.3903309141509669,0.0,0.0573923677446796,0.0,ZNF746,RandomForestClassifier,2,0.004507789452931198,0.0022045682928495403,0.0022045682928495403
4,0.9409335946627926,0.0,0.9496343160850034,0.0,0.8119041789703916,0.0,0.952153539711954,0.0,0.0,0.0,0.9552303269363108,0.0,0.0,0.0,0.8163020148981256,0.0,0.0,0.0,0.4916248638669139,0.0,0.0,0.0,0.506353891514942,0.0,0.0,0.0,0.0648273533550467,0.0,0.0,0.0,0.3690158167032201,0.0,0.3903309141509669,0.0,0.0573923677446796,0.0,ZNF746,RandomForestClassifier,4,0.007434985610367102,0.004397835927734017,0.004397835927734017
8,0.9409335946627926,0.0,0.9496343160850034,0.0,0.8119041789703916,0.0,0.954962045438398,0.0,0.0,0.0,0.9576352166515294,0.0,0.0,0.0,0.8226453623886982,0.0,0.0,0.0,0.5823472955316911,0.0,0.0,0.0,0.5860621031456295,0.0,0.0,0.0,0.0704953158828456,0.0,0.0,0.0,0.3690158167032201,0.0,0.3903309141509669,0.0,0.0573923677446796,0.0,ZNF746,RandomForestClassifier,8,0.013102948138166003,0.010741183418306655,0.010741183418306655
16,0.9409335946627926,0.0,0.9496343160850034,0.0,0.8119041789703916,0.0,0.956674601751334,0.0,0.0,0.0,0.9576096894726938,0.0,0.0,0.0,0.8240557737851233,0.0,0.0,0.0,0.5878790700218234,0.0,0.0,0.0,0.5983555915696384,0.0,0.0,0.0,0.0713634532414867,0.0,0.0,0.0,0.372231665625073,0.0,0.4199458515111783,0.0,0.0544364226956717,0.0,ZNF746,RandomForestClassifier,16,0.016927030545815,0.012151594814731714,0.012151594814731714
all,0.9409335946627926,0.0,0.9496343160850034,0.0,0.8119041789703916,0.0,0.958398290328898,0.0,0.0,0.0,0.9573229275286274,0.0,0.0,0.0,0.8429906569786442,0.0,0.0,0.0,0.5885354142528187,0.0,0.0,0.0,0.5969007481164743,0.0,0.0,0.0,0.0737739817064119,0.0,0.0,0.0,0.372231665625073,0.0,0.4199458515111783,0.0,0.0544364226956717,0.0,ZNF746,RandomForestClassifier,all,0.019337559010740205,0.031086478008252594,0.031086478008252594
2,0.8945938396457135,0.0,0.886807572596633,0.0,0.8342009596717173,0.0,0.900557829334391,0.0,0.0,0.0,0.8915369762825712,0.0,0.0,0.0,0.8266110255270314,0.0,0.0,0.0,0.5029478148569754,0.0,0.0,0.0,0.4874862189461082,0.0,0.0,0.0,0.381889793558205,0.0,0.0,0.0,0.4721198979674857,0.0,0.4883299174800639,0.0,0.3837492949498577,0.0,ZNF689,RandomForestClassifier,2,-0.001859501391652696,-0.007589934144685895,-0.007589934144685895
4,0.8945938396457135,0.0,0.886807572596633,0.0,0.8342009596717173,0.0,0.9020017540815652,0.0,0.0,0.0,0.892714229824218,0.0,0.0,0.0,0.8299541633425321,0.0,0.0,0.0,0.527018128170147,0.0,0.0,0.0,0.5052046095564013,0.0,0.0,0.0,0.408869841571889,0.0,0.0,0.0,0.4721198979674857,0.0,0.4883299174800639,0.0,0.3837492949498577,0.0,ZNF689,RandomForestClassifier,4,0.02512054662203128,-0.004246796329185121,-0.004246796329185121
8,0.8945938396457135,0.0,0.886807572596633,0.0,0.8342009596717173,0.0,0.9054949575318922,0.0,0.0,0.0,0.8932032965047151,0.0,0.0,0.0,0.8291156121467828,0.0,0.0,0.0,0.5371744365035667,0.0,0.0,0.0,0.515949023007415,0.0,0.0,0.0,0.4377908748797809,0.0,0.0,0.0,0.4721198979674857,0.0,0.4883299174800639,0.0,0.3837492949498577,0.0,ZNF689,RandomForestClassifier,8,0.0540415799299232,-0.005085347524934503,-0.005085347524934503
16,0.8945938396457135,0.0,0.886807572596633,0.0,0.8342009596717173,0.0,0.9077040774340672,0.0,0.0,0.0,0.8994498096835261,0.0,0.0,0.0,0.8311771750811138,0.0,0.0,0.0,0.5373551159176273,0.0,0.0,0.0,0.5175475804602988,0.0,0.0,0.0,0.4311633754639278,0.0,0.0,0.0,0.4721198979674857,0.0,0.4883299174800639,0.0,0.3837492949498577,0.0,ZNF689,RandomForestClassifier,16,0.04741408051407009,-0.0030237845906034844,-0.0030237845906034844
all,0.8945938396457135,0.0,0.886807572596633,0.0,0.8342009596717173,0.0,0.9074883815850352,0.0,0.0,0.0,0.898918870520069,0.0,0.0,0.0,0.8264279426475774,0.0,0.0,0.0,0.5363336300493969,0.0,0.0,0.0,0.5165943322244472,0.0,0.0,0.0,0.4307063411415553,0.0,0.0,0.0,0.4721198979674857,0.0,0.4883299174800639,0.0,0.3837492949498577,0.0,ZNF689,RandomForestClassifier,all,0.046957046191697605,-0.0077730170241399055,-0.0077730170241399055
2,0.9849804604230316,0.0,0.9840838808655622,0.0,0.9614193810682744,0.0,0.9859351030787274,0.0,0.0,0.0,0.9843576265250632,0.0,0.0,0.0,0.9606521020767224,0.0,0.0,0.0,0.6122496274933504,0.0,0.0,0.0,0.6079544843705139,0.0,0.0,0.0,0.4775904641809899,0.0,0.0,0.0,0.5799754390379871,0.0,0.5974437289753682,0.0,0.4755401886029211,0.0,ZIM3,RandomForestClassifier,2,0.0020502755780688053,-0.000767278991552045,-0.000767278991552045
4,0.9849804604230316,0.0,0.9840838808655622,0.0,0.9614193810682744,0.0,0.9862264180012252,0.0,0.0,0.0,0.9844180099818984,0.0,0.0,0.0,0.9606120931579208,0.0,0.0,0.0,0.6175181433993504,0.0,0.0,0.0,0.6109950037294146,0.0,0.0,0.0,0.4796349122226181,0.0,0.0,0.0,0.5799754390379871,0.0,0.5974437289753682,0.0,0.4755401886029211,0.0,ZIM3,RandomForestClassifier,4,0.004094723619697038,-0.0008072879103535602,-0.0008072879103535602
8,0.9849804604230316,0.0,0.9840838808655622,0.0,0.9614193810682744,0.0,0.9866512094361758,0.0,0.0,0.0,0.9849879953851104,0.0,0.0,0.0,0.9596402292012411,0.0,0.0,0.0,0.6532736275039146,0.0,0.0,0.0,0.643527836302517,0.0,0.0,0.0,0.5023971929920805,0.0,0.0,0.0,0.5799754390379871,0.0,0.5974437289753682,0.0,0.4755401886029211,0.0,ZIM3,RandomForestClassifier,8,0.026857004389159445,-0.0017791518670332573,-0.0017791518670332573
16,0.9849804604230316,0.0,0.9840838808655622,0.0,0.9614193810682744,0.0,0.9857442685887512,0.0,0.0,0.0,0.9849318293996612,0.0,0.0,0.0,0.95928222250117,0.0,0.0,0.0,0.6548873890275809,0.0,0.0,0.0,0.6439243289508811,0.0,0.0,0.0,0.5032092093619722,0.0,0.0,0.0,0.5799754390379871,0.0,0.5974437289753682,0.0,0.4755401886029211,0.0,ZIM3,RandomForestClassifier,16,0.027669020759051144,-0.0021371585671043913,-0.0021371585671043913
all,0.9849804604230316,0.0,0.9840838808655622,0.0,0.9614193810682744,0.0,0.9861099614151824,0.0,0.0,0.0,0.9848775110786684,0.0,0.0,0.0,0.9594477961303746,0.0,0.0,0.0,0.6551179581866454,0.0,0.0,0.0,0.6446695916067703,0.0,0.0,0.0,0.5028642234099723,0.0,0.0,0.0,0.5799754390379871,0.0,0.5974437289753682,0.0,0.4755401886029211,0.0,ZIM3,RandomForestClassifier,all,0.0273240348070512,-0.0019715849378998396,-0.0019715849378998396
2,0.9309820618921396,0.0,0.923830812242296,0.0,0.9003797226973266,0.0,0.954832502092634,0.0,0.0,0.0,0.9367074415418836,0.0,0.0,0.0,0.7910010101328613,0.0,0.0,0.0,0.562827670959514,0.0,0.0,0.0,0.5070745926486628,0.0,0.0,0.0,0.0837907424451925,0.0,0.0,0.0,0.4453500916666454,0.0,0.4585955509946702,0.0,0.0753560161624872,0.0,SLC2A4RG,RandomForestClassifier,2,0.008434726282705293,-0.1093787125644653,-0.1093787125644653
4,0.9309820618921396,0.0,0.923830812242296,0.0,0.9003797226973266,0.0,0.95231234180684,0.0,0.0,0.0,0.9387593417697484,0.0,0.0,0.0,0.7989134534148253,0.0,0.0,0.0,0.611914867882115,0.0,0.0,0.0,0.5066366769066605,0.0,0.0,0.0,0.0945987621537997,0.0,0.0,0.0,0.4859579013666781,0.0,0.4679906776052249,0.0,0.1160248143096525,0.0,SLC2A4RG,RandomForestClassifier,4,-0.021426052155852804,-0.10146626928250124,-0.10146626928250124
8,0.9309820618921396,0.0,0.923830812242296,0.0,0.9003797226973266,0.0,0.952779833735252,0.0,0.0,0.0,0.9368211279975044,0.0,0.0,0.0,0.8532922668974351,0.0,0.0,0.0,0.6274153238937461,0.0,0.0,0.0,0.516632073682556,0.0,0.0,0.0,0.105438005164876,0.0,0.0,0.0,0.4859579013666781,0.0,0.4679906776052249,0.0,0.1160248143096525,0.0,SLC2A4RG,RandomForestClassifier,8,-0.010586809144776499,-0.04708745579989149,-0.04708745579989149
16,0.9309820618921396,0.0,0.923830812242296,0.0,0.9003797226973266,0.0,0.9549067345444036,0.0,0.0,0.0,0.942908443874783,0.0,0.0,0.0,0.797604818273945,0.0,0.0,0.0,0.6345000109359156,0.0,0.0,0.0,0.5379696554978819,0.0,0.0,0.0,0.0991545520430123,0.0,0.0,0.0,0.4859579013666781,0.0,0.4679906776052249,0.0,0.1160248143096525,0.0,SLC2A4RG,RandomForestClassifier,16,-0.016870262266640207,-0.10277490442338155,-0.10277490442338155
all,0.9309820618921396,0.0,0.923830812242296,0.0,0.9003797226973266,0.0,0.9539804014867664,0.0,0.0,0.0,0.9412265438503687,0.0,0.0,0.0,0.8205288858310654,0.0,0.0,0.0,0.6408786856299251,0.0,0.0,0.0,0.5508438328488767,0.0,0.0,0.0,0.1009270129567823,0.0,0.0,0.0,0.4859579013666781,0.0,0.4679906776052249,0.0,0.1160248143096525,0.0,SLC2A4RG,RandomForestClassifier,all,-0.0150978013528702,-0.07985083686626115,-0.07985083686626115
2,0.934026751413046,0.0,0.9388322919089254,0.0,0.555414143598616,0.0,0.9403350378967924,0.0,0.0,0.0,0.9445239642107044,0.0,0.0,0.0,0.579112240484429,0.0,0.0,0.0,0.4415659593685936,0.0,0.0,0.0,0.4570475774007228,0.0,0.0,0.0,0.1232780450020746,0.0,0.0,0.0,0.3063941554632082,0.0,0.337031767553695,0.0,0.0844799920626229,0.0,CAMTA2,RandomForestClassifier,2,0.038798052939451697,0.023698096885813036,0.023698096885813036
4,0.934026751413046,0.0,0.9388322919089254,0.0,0.555414143598616,0.0,0.9413984986962042,0.0,0.0,0.0,0.944922685347224,0.0,0.0,0.0,0.6070609861591696,0.0,0.0,0.0,0.4607510708610084,0.0,0.0,0.0,0.4796477766759602,0.0,0.0,0.0,0.1405396595527203,0.0,0.0,0.0,0.3267074495161239,0.0,0.3604517599818002,0.0,0.0694270758959075,0.0,CAMTA2,RandomForestClassifier,4,0.07111258365681279,0.05164684256055363,0.05164684256055363
8,0.934026751413046,0.0,0.9388322919089254,0.0,0.555414143598616,0.0,0.9436107562198576,0.0,0.0,0.0,0.9473606033273644,0.0,0.0,0.0,0.6098540224913495,0.0,0.0,0.0,0.480305927307723,0.0,0.0,0.0,0.4968572654002124,0.0,0.0,0.0,0.1462057779983693,0.0,0.0,0.0,0.3375909283673202,0.0,0.3562874051103905,0.0,0.175042225320691,0.0,CAMTA2,RandomForestClassifier,8,-0.028836447322321684,0.054439878892733495,0.054439878892733495
16,0.934026751413046,0.0,0.9388322919089254,0.0,0.555414143598616,0.0,0.9428082815695472,0.0,0.0,0.0,0.9463412790656024,0.0,0.0,0.0,0.6540960207612457,0.0,0.0,0.0,0.4910168529272705,0.0,0.0,0.0,0.5038702123028536,0.0,0.0,0.0,0.143186680140855,0.0,0.0,0.0,0.3375909283673202,0.0,0.3562874051103905,0.0,0.175042225320691,0.0,CAMTA2,RandomForestClassifier,16,-0.03185554517983599,0.09868187716262977,0.09868187716262977
all,0.934026751413046,0.0,0.9388322919089254,0.0,0.555414143598616,0.0,0.9452836638992697,0.0,0.0,0.0,0.9485722444268676,0.0,0.0,0.0,0.6462554065743944,0.0,0.0,0.0,0.4925436500374616,0.0,0.0,0.0,0.5059656109262411,0.0,0.0,0.0,0.1603957184346867,0.0,0.0,0.0,0.3375909283673202,0.0,0.3562874051103905,0.0,0.175042225320691,0.0,CAMTA2,RandomForestClassifier,all,-0.014646506886004301,0.09084126297577844,0.09084126297577844
2,0.987980052579342,0.0,0.98911640291168,0.0,0.6902609124663805,0.0,0.9905715441165844,0.0,0.0,0.0,0.9907302633201536,0.0,0.0,0.0,0.6934238223022294,0.0,0.0,0.0,0.7658973016828491,0.0,0.0,0.0,0.7609468378876885,0.0,0.0,0.0,0.0505602116616267,0.0,0.0,0.0,0.7451025251762594,0.0,0.7564627799010352,0.0,0.0492816882254152,0.0,LEF1,RandomForestClassifier,2,0.001278523436211501,0.0031629098358488816,0.0031629098358488816
4,0.987980052579342,0.0,0.98911640291168,0.0,0.6902609124663805,0.0,0.990777253620154,0.0,0.0,0.0,0.9907873952894898,0.0,0.0,0.0,0.693596230308665,0.0,0.0,0.0,0.7708026589764501,0.0,0.0,0.0,0.7608025007006998,0.0,0.0,0.0,0.0506747315470863,0.0,0.0,0.0,0.7451025251762594,0.0,0.7564627799010352,0.0,0.0492816882254152,0.0,LEF1,RandomForestClassifier,4,0.001393043321671103,0.0033353178422844687,0.0033353178422844687
8,0.987980052579342,0.0,0.98911640291168,0.0,0.6902609124663805,0.0,0.9911083001897402,0.0,0.0,0.0,0.9913809603746704,0.0,0.0,0.0,0.7037984800963898,0.0,0.0,0.0,0.7748886816239734,0.0,0.0,0.0,0.7655712029540294,0.0,0.0,0.0,0.0517141327640919,0.0,0.0,0.0,0.7451025251762594,0.0,0.7564627799010352,0.0,0.0492816882254152,0.0,LEF1,RandomForestClassifier,8,0.0024324445386766994,0.01353756763000924,0.01353756763000924
16,0.987980052579342,0.0,0.98911640291168,0.0,0.6902609124663805,0.0,0.9917608084503624,0.0,0.0,0.0,0.9911377570370395,0.0,0.0,0.0,0.7020387121627588,0.0,0.0,0.0,0.7798804242083026,0.0,0.0,0.0,0.7694529100471508,0.0,0.0,0.0,0.0525650401697469,0.0,0.0,0.0,0.7451025251762594,0.0,0.7564627799010352,0.0,0.0492816882254152,0.0,LEF1,RandomForestClassifier,16,0.0032833519443317,0.011777799696378266,0.011777799696378266
all,0.987980052579342,0.0,0.98911640291168,0.0,0.6902609124663805,0.0,0.9916432325531588,0.0,0.0,0.0,0.9911792490753654,0.0,0.0,0.0,0.701506890956571,0.0,0.0,0.0,0.7808243931664353,0.0,0.0,0.0,0.772446953048982,0.0,0.0,0.0,0.0539901842575346,0.0,0.0,0.0,0.7451025251762594,0.0,0.7564627799010352,0.0,0.0492816882254152,0.0,LEF1,RandomForestClassifier,all,0.004708496032119404,0.011245978490190489,0.011245978490190489
2,0.8421923700827406,0.0,0.833326728204878,0.0,0.7657881410973085,0.0,0.8816072252866889,0.0,0.0,0.0,0.8714424341986717,0.0,0.0,0.0,0.7827948660987263,0.0,0.0,0.0,0.2639501290686375,0.0,0.0,0.0,0.2160734083242433,0.0,0.0,0.0,0.0799131576793534,0.0,0.0,0.0,0.1414596754846621,0.0,0.1473123222567086,0.0,0.0463541569208558,0.0,ZBTB41,RandomForestClassifier,2,0.033559000758497604,0.017006725001417755,0.017006725001417755
4,0.8421923700827406,0.0,0.833326728204878,0.0,0.7657881410973085,0.0,0.8825665880389026,0.0,0.0,0.0,0.8709045108000504,0.0,0.0,0.0,0.7793275170080618,0.0,0.0,0.0,0.3048977909828482,0.0,0.0,0.0,0.2191597946282131,0.0,0.0,0.0,0.0875547007892819,0.0,0.0,0.0,0.1414596754846621,0.0,0.1473123222567086,0.0,0.0463541569208558,0.0,ZBTB41,RandomForestClassifier,4,0.0412005438684261,0.01353937591075327,0.01353937591075327
8,0.8421923700827406,0.0,0.833326728204878,0.0,0.7657881410973085,0.0,0.8862045525475395,0.0,0.0,0.0,0.8713470414698203,0.0,0.0,0.0,0.8002136237487225,0.0,0.0,0.0,0.3200313148026184,0.0,0.0,0.0,0.2376768421904792,0.0,0.0,0.0,0.0999267519179603,0.0,0.0,0.0,0.1414596754846621,0.0,0.1473123222567086,0.0,0.0463541569208558,0.0,ZBTB41,RandomForestClassifier,8,0.0535725949971045,0.034425482651413986,0.034425482651413986
16,0.8421923700827406,0.0,0.833326728204878,0.0,0.7657881410973085,0.0,0.8874800279430977,0.0,0.0,0.0,0.8681157198545837,0.0,0.0,0.0,0.8019542049650125,0.0,0.0,0.0,0.3281735408018053,0.0,0.0,0.0,0.242545793686305,0.0,0.0,0.0,0.1041999029045105,0.0,0.0,0.0,0.1414596754846621,0.0,0.1473123222567086,0.0,0.0463541569208558,0.0,ZBTB41,RandomForestClassifier,16,0.0578457459836547,0.036166063867703935,0.036166063867703935
all,0.8421923700827406,0.0,0.833326728204878,0.0,0.7657881410973085,0.0,0.887554969879518,0.0,0.0,0.0,0.8679025519932093,0.0,0.0,0.0,0.8034909386258132,0.0,0.0,0.0,0.3295991797910051,0.0,0.0,0.0,0.2397572240828772,0.0,0.0,0.0,0.1064535264338594,0.0,0.0,0.0,0.1414596754846621,0.0,0.1473123222567086,0.0,0.0463541569208558,0.0,ZBTB41,RandomForestClassifier,all,0.0600993695130036,0.037702797528504695,0.037702797528504695
2,0.8756647770092923,0.0,0.8721024260204902,0.0,0.5833882643930102,0.0,0.9187621073577836,0.0,0.0,0.0,0.8973807447800716,0.0,0.0,0.0,0.5503878018862234,0.0,0.0,0.0,0.6596868112059961,0.0,0.0,0.0,0.5649475386659863,0.0,0.0,0.0,0.2056300095853087,0.0,0.0,0.0,0.3831363755809082,0.0,0.3592054272693175,0.0,0.1904837512058533,0.0,ZNF772,RandomForestClassifier,2,0.01514625837945538,-0.03300046250678679,-0.03300046250678679
4,0.8756647770092923,0.0,0.8721024260204902,0.0,0.5833882643930102,0.0,0.9089024766020324,0.0,0.0,0.0,0.8838165422507781,0.0,0.0,0.0,0.5455492770817834,0.0,0.0,0.0,0.6776454279064372,0.0,0.0,0.0,0.5734418167710743,0.0,0.0,0.0,0.1993476614620727,0.0,0.0,0.0,0.3831363755809082,0.0,0.3592054272693175,0.0,0.1904837512058533,0.0,ZNF772,RandomForestClassifier,4,0.008863910256219382,-0.03783898731122681,-0.03783898731122681
8,0.8756647770092923,0.0,0.8721024260204902,0.0,0.5833882643930102,0.0,0.93391212907585,0.0,0.0,0.0,0.9040900011077718,0.0,0.0,0.0,0.6192600896860986,0.0,0.0,0.0,0.7506689456226189,0.0,0.0,0.0,0.6506084618820264,0.0,0.0,0.0,0.2085790951079403,0.0,0.0,0.0,0.3831363755809082,0.0,0.3592054272693175,0.0,0.1904837512058533,0.0,ZNF772,RandomForestClassifier,8,0.018095343902086974,0.03587182529308841,0.03587182529308841
16,0.8756647770092923,0.0,0.8721024260204902,0.0,0.5833882643930102,0.0,0.9414591570420364,0.0,0.0,0.0,0.909798081767861,0.0,0.0,0.0,0.6230606889340224,0.0,0.0,0.0,0.7679900298186176,0.0,0.0,0.0,0.6723406648094264,0.0,0.0,0.0,0.2095176845613006,0.0,0.0,0.0,0.3831363755809082,0.0,0.3592054272693175,0.0,0.1904837512058533,0.0,ZNF772,RandomForestClassifier,16,0.019033933355447286,0.039672424541012274,0.039672424541012274
