Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,PR_delta_H,ROC_delta_H,dLR
4,0.9522684992364292,0.0,0.9648001430238248,0.0,0.8218958796082348,0.0,0.9900754315331576,0.0,0.0,0.0,0.964407392073469,0.0,0.0,0.0,0.8366022280899211,0.0,0.0,0.0,0.9182274045596402,0.0,0.0,0.0,0.8853918744266095,0.0,0.0,0.0,0.5934705760801445,0.0,0.0,0.0,0.7936605488198485,0.0,0.8313495635770726,0.0,0.564859874754483,0.0,ZNF814,RandomForestClassifier,4,0.05404231084953692,-0.0003927509503557358,-0.0003927509503557358
8,0.9522684992364292,0.0,0.9648001430238248,0.0,0.8218958796082348,0.0,0.9980882965431068,0.0,0.0,0.0,0.9947478264142422,0.0,0.0,0.0,0.9358215906888686,0.0,0.0,0.0,0.9550833682426476,0.0,0.0,0.0,0.9450623569128856,0.0,0.0,0.0,0.7448654688620978,0.0,0.0,0.0,0.7936605488198485,0.0,0.8313495635770726,0.0,0.564859874754483,0.0,ZNF814,RandomForestClassifier,8,0.11371279333581308,0.029947683390417423,0.029947683390417423
16,0.9522684992364292,0.0,0.9648001430238248,0.0,0.8218958796082348,0.0,0.9965669397010504,0.0,0.0,0.0,0.9955822575181604,0.0,0.0,0.0,0.9429800399889684,0.0,0.0,0.0,0.9580846794098776,0.0,0.0,0.0,0.9494864870539405,0.0,0.0,0.0,0.7576959517937385,0.0,0.0,0.0,0.7936605488198485,0.0,0.8313495635770726,0.0,0.564859874754483,0.0,ZNF814,RandomForestClassifier,16,0.11813692347686788,0.030782114494335655,0.030782114494335655
all,0.9522684992364292,0.0,0.9648001430238248,0.0,0.8218958796082348,0.0,0.9981956592160672,0.0,0.0,0.0,0.9932697880989122,0.0,0.0,0.0,0.9393646626839194,0.0,0.0,0.0,0.959981098652292,0.0,0.0,0.0,0.9458942415802908,0.0,0.0,0.0,0.7580667646815138,0.0,0.0,0.0,0.7936605488198485,0.0,0.8313495635770726,0.0,0.564859874754483,0.0,ZNF814,RandomForestClassifier,all,0.11454467800321821,0.028469645075087424,0.028469645075087424
2,0.7009091048993827,0.0,0.6970707179530343,0.0,0.5486824026748469,0.0,0.7697722091947345,0.0,0.0,0.0,0.7017543472771652,0.0,0.0,0.0,0.5663665669391792,0.0,0.0,0.0,0.1037225900003857,0.0,0.0,0.0,0.0399354352460927,0.0,0.0,0.0,0.0132224748159878,0.0,0.0,0.0,0.0418732802303773,0.0,0.0352893950603427,0.0,0.0126189819272062,0.0,ZNF292,RandomForestClassifier,2,0.004646040185750003,0.004683629324130911,0.004683629324130911
4,0.7009091048993827,0.0,0.6970707179530343,0.0,0.5486824026748469,0.0,0.7935305506876141,0.0,0.0,0.0,0.7310454338860365,0.0,0.0,0.0,0.5621860250768986,0.0,0.0,0.0,0.1324243444925,0.0,0.0,0.0,0.0483159798837344,0.0,0.0,0.0,0.0134553102060463,0.0,0.0,0.0,0.0418732802303773,0.0,0.0352893950603427,0.0,0.0126189819272062,0.0,ZNF292,RandomForestClassifier,4,0.013026584823391703,0.033974715933002164,0.033974715933002164
8,0.7009091048993827,0.0,0.6970707179530343,0.0,0.5486824026748469,0.0,0.8029907413997742,0.0,0.0,0.0,0.7366005218415959,0.0,0.0,0.0,0.577169913464724,0.0,0.0,0.0,0.1516737979375531,0.0,0.0,0.0,0.0531158604120103,0.0,0.0,0.0,0.0164361394831955,0.0,0.0,0.0,0.0418732802303773,0.0,0.0352893950603427,0.0,0.0126189819272062,0.0,ZNF292,RandomForestClassifier,8,0.017826465351667604,0.03952980388856153,0.03952980388856153
16,0.7009091048993827,0.0,0.6970707179530343,0.0,0.5486824026748469,0.0,0.8220515022862759,0.0,0.0,0.0,0.7340977190472183,0.0,0.0,0.0,0.6435192133239054,0.0,0.0,0.0,0.1724175549621173,0.0,0.0,0.0,0.0530239127309835,0.0,0.0,0.0,0.0236819805759872,0.0,0.0,0.0,0.0418732802303773,0.0,0.0352893950603427,0.0,0.0126189819272062,0.0,ZNF292,RandomForestClassifier,16,0.017734517670640805,0.037027001094184,0.037027001094184
all,0.7009091048993827,0.0,0.6970707179530343,0.0,0.5486824026748469,0.0,0.841724411887481,0.0,0.0,0.0,0.7436474370844205,0.0,0.0,0.0,0.6842080827461517,0.0,0.0,0.0,0.1760390194456436,0.0,0.0,0.0,0.055619030846904,0.0,0.0,0.0,0.0274937106162162,0.0,0.0,0.0,0.0418732802303773,0.0,0.0352893950603427,0.0,0.0126189819272062,0.0,ZNF292,RandomForestClassifier,all,0.0203296357865613,0.04657671913138617,0.04657671913138617
2,0.939904059833658,0.0,0.942482086936017,0.0,0.9149771231634024,0.0,0.9429488435649972,0.0,0.0,0.0,0.9448786660398856,0.0,0.0,0.0,0.9165078445166198,0.0,0.0,0.0,0.4204297269602373,0.0,0.0,0.0,0.4367799276864109,0.0,0.0,0.0,0.2161275951431432,0.0,0.0,0.0,0.3998731455377198,0.0,0.4179926477788004,0.0,0.2229438907471569,0.0,ZFTA,RandomForestClassifier,2,0.018787279907610477,0.0005227403443275325,0.0005227403443275325
4,0.939904059833658,0.0,0.942482086936017,0.0,0.9149771231634024,0.0,0.9440476617786028,0.0,0.0,0.0,0.9459694604836296,0.0,0.0,0.0,0.9150880851549904,0.0,0.0,0.0,0.4259247723035922,0.0,0.0,0.0,0.4410818469914859,0.0,0.0,0.0,0.2138333969783034,0.0,0.0,0.0,0.3998731455377198,0.0,0.4179926477788004,0.0,0.2229438907471569,0.0,ZFTA,RandomForestClassifier,4,0.023089199212685485,0.00161353478807158,0.00161353478807158
8,0.9421760602474558,0.0,0.9444964097928692,0.0,0.9089669612049368,0.0,0.9467891693857032,0.0,0.0,0.0,0.9486798794023952,0.0,0.0,0.0,0.915238473970644,0.0,0.0,0.0,0.4293759081671529,0.0,0.0,0.0,0.4441581842971095,0.0,0.0,0.0,0.2143124661039019,0.0,0.0,0.0,0.3998731455377198,0.0,0.4179926477788004,0.0,0.2229438907471569,0.0,ZFTA,RandomForestClassifier,8,0.026165536518309107,0.004323953706837136,0.004323953706837136
16,0.9423612473683296,0.0,0.9440284021466157,0.0,0.907486954454819,0.0,0.9476269634098584,0.0,0.0,0.0,0.9491469151707328,0.0,0.0,0.0,0.915105609214761,0.0,0.0,0.0,0.4287456091835547,0.0,0.0,0.0,0.4437638017642714,0.0,0.0,0.0,0.2138894918585755,0.0,0.0,0.0,0.3998731455377198,0.0,0.4179926477788004,0.0,0.2229438907471569,0.0,ZFTA,RandomForestClassifier,16,0.025771153985470974,0.004790989475174756,0.004790989475174756
all,0.942862531061362,0.0,0.944355925695558,0.0,0.9074127761689053,0.0,0.947949293797702,0.0,0.0,0.0,0.9494607574288,0.0,0.0,0.0,0.9163953983123966,0.0,0.0,0.0,0.4340001776928859,0.0,0.0,0.0,0.4473926611562941,0.0,0.0,0.0,0.2178305688985046,0.0,0.0,0.0,0.3998731455377198,0.0,0.4179926477788004,0.0,0.2229438907471569,0.0,ZFTA,RandomForestClassifier,all,0.029400013377493706,0.0051048317332419435,0.0051048317332419435
