Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,PR_delta_H,ROC_delta_H,dLR
2,0.85270864173643,0.0,0.8553599684776386,0.0,0.916103093118704,0.0,0.8803864725528848,0.0,0.0,0.0,0.8843730334537894,0.0,0.0,0.0,0.919362230180898,0.0,0.0,0.0,0.2893715489200742,0.0,0.0,0.0,0.2975384754177262,0.0,0.0,0.0,0.2119526747337446,0.0,0.0,0.0,0.2516671571370378,0.0,0.2697078935908337,0.0,0.1256699896038753,0.0,ZNF471,RandomForestClassifier,2,0.02783058182689252,0.02901306497615075,0.02901306497615075
4,0.85270864173643,0.0,0.8553599684776386,0.0,0.916103093118704,0.0,0.8805552524185889,0.0,0.0,0.0,0.8841258571178616,0.0,0.0,0.0,0.9186350138676338,0.0,0.0,0.0,0.3067795966458375,0.0,0.0,0.0,0.307436622144681,0.0,0.0,0.0,0.2111382665324978,0.0,0.0,0.0,0.2516671571370378,0.0,0.2697078935908337,0.0,0.1256699896038753,0.0,ZNF471,RandomForestClassifier,4,0.03772872855384729,0.028765888640223003,0.028765888640223003
8,0.85270864173643,0.0,0.8553599684776386,0.0,0.916103093118704,0.0,0.8824181488335264,0.0,0.0,0.0,0.8861015327205102,0.0,0.0,0.0,0.9157984255179108,0.0,0.0,0.0,0.3086970389741063,0.0,0.0,0.0,0.3083817108184369,0.0,0.0,0.0,0.2152459873790222,0.0,0.0,0.0,0.2516671571370378,0.0,0.2697078935908337,0.0,0.1256699896038753,0.0,ZNF471,RandomForestClassifier,8,0.03867381722760321,0.030741564242871555,0.030741564242871555
16,0.85270864173643,0.0,0.8553599684776386,0.0,0.916103093118704,0.0,0.9073538936770076,0.0,0.0,0.0,0.9086655675298186,0.0,0.0,0.0,0.9278267183614444,0.0,0.0,0.0,0.3688783475613492,0.0,0.0,0.0,0.3657424795651938,0.0,0.0,0.0,0.2726096846038657,0.0,0.0,0.0,0.2516671571370378,0.0,0.2697078935908337,0.0,0.1256699896038753,0.0,ZNF471,RandomForestClassifier,16,0.0960345859743601,0.05330559905218002,0.05330559905218002
all,0.85270864173643,0.0,0.8553599684776386,0.0,0.916103093118704,0.0,0.90355314880265,0.0,0.0,0.0,0.9042902504626892,0.0,0.0,0.0,0.9260259149071974,0.0,0.0,0.0,0.3609889184661063,0.0,0.0,0.0,0.3562827450388357,0.0,0.0,0.0,0.2605293180969468,0.0,0.0,0.0,0.2516671571370378,0.0,0.2697078935908337,0.0,0.1256699896038753,0.0,ZNF471,RandomForestClassifier,all,0.08657485144800203,0.04893028198505056,0.04893028198505056
2,0.8287351238935223,0.0,0.8299445460009576,0.0,0.9229368958813416,0.0,0.8442860540676952,0.0,0.0,0.0,0.8449188895493245,0.0,0.0,0.0,0.936314242353809,0.0,0.0,0.0,0.1862062030495679,0.0,0.0,0.0,0.1955397998174814,0.0,0.0,0.0,0.3642464167172599,0.0,0.0,0.0,0.1549355780568551,0.0,0.1702330272338532,0.0,0.2776556516646618,0.0,FLI1,RandomForestClassifier,2,0.025306772583628206,0.014974343548366909,0.014974343548366909
4,0.8287351238935223,0.0,0.8299445460009576,0.0,0.9229368958813416,0.0,0.8446789174838761,0.0,0.0,0.0,0.8451783695349172,0.0,0.0,0.0,0.9376064906550386,0.0,0.0,0.0,0.1915834251720943,0.0,0.0,0.0,0.1984382760156852,0.0,0.0,0.0,0.3714526709690754,0.0,0.0,0.0,0.1549355780568551,0.0,0.1702330272338532,0.0,0.2776556516646618,0.0,FLI1,RandomForestClassifier,4,0.028205248781832004,0.015233823533959634,0.015233823533959634
8,0.8287351238935223,0.0,0.8299445460009576,0.0,0.9229368958813416,0.0,0.8521284573192519,0.0,0.0,0.0,0.8523021196877458,0.0,0.0,0.0,0.9382580489017378,0.0,0.0,0.0,0.2050563574446609,0.0,0.0,0.0,0.2150875203533376,0.0,0.0,0.0,0.3730221691782207,0.0,0.0,0.0,0.1549355780568551,0.0,0.1702330272338532,0.0,0.2776556516646618,0.0,FLI1,RandomForestClassifier,8,0.04485449311948442,0.022357573686788257,0.022357573686788257
16,0.8287351238935223,0.0,0.8299445460009576,0.0,0.9229368958813416,0.0,0.8854188963885156,0.0,0.0,0.0,0.8845598750439042,0.0,0.0,0.0,0.9769725352710664,0.0,0.0,0.0,0.2392074129809035,0.0,0.0,0.0,0.2446986376005279,0.0,0.0,0.0,0.522398043619021,0.0,0.0,0.0,0.1549355780568551,0.0,0.1702330272338532,0.0,0.2776556516646618,0.0,FLI1,RandomForestClassifier,16,0.0744656103666747,0.054615329042946636,0.054615329042946636
all,0.8287351238935223,0.0,0.8299445460009576,0.0,0.9229368958813416,0.0,0.887031073734759,0.0,0.0,0.0,0.8861928968350915,0.0,0.0,0.0,0.9788311027994996,0.0,0.0,0.0,0.2390453778304562,0.0,0.0,0.0,0.2442774499930592,0.0,0.0,0.0,0.5335752215813333,0.0,0.0,0.0,0.1549355780568551,0.0,0.1702330272338532,0.0,0.2776556516646618,0.0,FLI1,RandomForestClassifier,all,0.074044422759206,0.05624835083413393,0.05624835083413393
2,0.7009091048993827,0.0,0.6970707179530343,0.0,0.5486824026748469,0.0,0.7642463945706476,0.0,0.0,0.0,0.7001000589175995,0.0,0.0,0.0,0.5615676278725171,0.0,0.0,0.0,0.1019067704317132,0.0,0.0,0.0,0.0396835021685837,0.0,0.0,0.0,0.0131785982982134,0.0,0.0,0.0,0.0418732802303773,0.0,0.0352893950603427,0.0,0.0126189819272062,0.0,ZNF292,RandomForestClassifier,2,0.004394107108241001,0.003029340964565197,0.003029340964565197
4,0.7009091048993827,0.0,0.6970707179530343,0.0,0.5486824026748469,0.0,0.7910464353523481,0.0,0.0,0.0,0.7332921639592627,0.0,0.0,0.0,0.5587597284641679,0.0,0.0,0.0,0.1319317331539012,0.0,0.0,0.0,0.0484578189719811,0.0,0.0,0.0,0.0134113285895026,0.0,0.0,0.0,0.0418732802303773,0.0,0.0352893950603427,0.0,0.0126189819272062,0.0,ZNF292,RandomForestClassifier,4,0.013168423911638402,0.03622144600622834,0.03622144600622834
8,0.7009091048993827,0.0,0.6970707179530343,0.0,0.5486824026748469,0.0,0.8072940572213426,0.0,0.0,0.0,0.7371279521925764,0.0,0.0,0.0,0.589412562720396,0.0,0.0,0.0,0.1550910033573282,0.0,0.0,0.0,0.0527626506388322,0.0,0.0,0.0,0.0165679324346907,0.0,0.0,0.0,0.0418732802303773,0.0,0.0352893950603427,0.0,0.0126189819272062,0.0,ZNF292,RandomForestClassifier,8,0.0174732555784895,0.040057234239542105,0.040057234239542105
16,0.7009091048993827,0.0,0.6970707179530343,0.0,0.5486824026748469,0.0,0.8277989038956143,0.0,0.0,0.0,0.7417940240720478,0.0,0.0,0.0,0.639182323469151,0.0,0.0,0.0,0.1704699213855194,0.0,0.0,0.0,0.0576375752272958,0.0,0.0,0.0,0.0229685622733427,0.0,0.0,0.0,0.0418732802303773,0.0,0.0352893950603427,0.0,0.0126189819272062,0.0,ZNF292,RandomForestClassifier,16,0.0223481801669531,0.04472330611901343,0.04472330611901343
all,0.7009091048993827,0.0,0.6970707179530343,0.0,0.5486824026748469,0.0,0.845908854822917,0.0,0.0,0.0,0.7436926858008585,0.0,0.0,0.0,0.6779235403200482,0.0,0.0,0.0,0.1721754095665195,0.0,0.0,0.0,0.054887364621109,0.0,0.0,0.0,0.027456763977927,0.0,0.0,0.0,0.0418732802303773,0.0,0.0352893950603427,0.0,0.0126189819272062,0.0,ZNF292,RandomForestClassifier,all,0.0195979695607663,0.04662196784782413,0.04662196784782413
2,0.8457083161174,0.0,0.8408284951566678,0.0,0.8417856996825536,0.0,0.8530535433132035,0.0,0.0,0.0,0.8469636548151553,0.0,0.0,0.0,0.8626185904508398,0.0,0.0,0.0,0.0812769820375292,0.0,0.0,0.0,0.076313935298034,0.0,0.0,0.0,0.059903248814967,0.0,0.0,0.0,0.0712881822448734,0.0,0.0690515064021859,0.0,0.0463046571205803,0.0,PRDM13,RandomForestClassifier,2,0.007262428895848105,0.006135159658487543,0.006135159658487543
4,0.8457083161174,0.0,0.8408284951566678,0.0,0.8417856996825536,0.0,0.8574500867580529,0.0,0.0,0.0,0.8506346293500509,0.0,0.0,0.0,0.8722493569810981,0.0,0.0,0.0,0.0864130952043095,0.0,0.0,0.0,0.0787944162591773,0.0,0.0,0.0,0.0714471910745682,0.0,0.0,0.0,0.0712881822448734,0.0,0.0690515064021859,0.0,0.0463046571205803,0.0,PRDM13,RandomForestClassifier,4,0.009742909856991402,0.009806134193383054,0.009806134193383054
8,0.8457083161174,0.0,0.8408284951566678,0.0,0.8417856996825536,0.0,0.8581829310697467,0.0,0.0,0.0,0.8512892825441767,0.0,0.0,0.0,0.8781134409334594,0.0,0.0,0.0,0.088272130206314,0.0,0.0,0.0,0.0799114284421166,0.0,0.0,0.0,0.0741032326039756,0.0,0.0,0.0,0.0712881822448734,0.0,0.0690515064021859,0.0,0.0463046571205803,0.0,PRDM13,RandomForestClassifier,8,0.010859922039930706,0.010460787387508885,0.010460787387508885
16,0.8457083161174,0.0,0.8408284951566678,0.0,0.8417856996825536,0.0,0.8578174279293159,0.0,0.0,0.0,0.8507750357531731,0.0,0.0,0.0,0.8885362614537471,0.0,0.0,0.0,0.0891127601267789,0.0,0.0,0.0,0.0802564830002156,0.0,0.0,0.0,0.0836055564518066,0.0,0.0,0.0,0.0712881822448734,0.0,0.0690515064021859,0.0,0.0463046571205803,0.0,PRDM13,RandomForestClassifier,16,0.0112049765980297,0.009946540596505349,0.009946540596505349
all,0.8457083161174,0.0,0.8408284951566678,0.0,0.8417856996825536,0.0,0.8563155437488758,0.0,0.0,0.0,0.8490202953491073,0.0,0.0,0.0,0.8944795446969587,0.0,0.0,0.0,0.0886275158609202,0.0,0.0,0.0,0.0798485861883699,0.0,0.0,0.0,0.0914811532767043,0.0,0.0,0.0,0.0712881822448734,0.0,0.0690515064021859,0.0,0.0463046571205803,0.0,PRDM13,RandomForestClassifier,all,0.010797079786184008,0.00819180019243948,0.00819180019243948
2,0.7738421195515902,0.0,0.7693511552107567,0.0,0.869587851125245,0.0,0.8254858555091285,0.0,0.0,0.0,0.8176844917682626,0.0,0.0,0.0,0.8886288245998418,0.0,0.0,0.0,0.1417124822384754,0.0,0.0,0.0,0.1144639039688679,0.0,0.0,0.0,0.1930822167522156,0.0,0.0,0.0,0.0724785269860644,0.0,0.0707467937250669,0.0,0.0060234953322622,0.0,DNTTIP1,RandomForestClassifier,2,0.043717110243801,0.048333336557505935,0.048333336557505935
4,0.7738421195515902,0.0,0.7693511552107567,0.0,0.869587851125245,0.0,0.8341046994829378,0.0,0.0,0.0,0.826148099551075,0.0,0.0,0.0,0.8942522831459881,0.0,0.0,0.0,0.1590694274445022,0.0,0.0,0.0,0.1261906992205917,0.0,0.0,0.0,0.2289054239404156,0.0,0.0,0.0,0.0740712175255814,0.0,0.0724104030112948,0.0,0.0060535973470414,0.0,DNTTIP1,RandomForestClassifier,4,0.053780296209296904,0.056796944340318345,0.056796944340318345
8,0.7738421195515902,0.0,0.7693511552107567,0.0,0.869587851125245,0.0,0.8486534120115619,0.0,0.0,0.0,0.8386572614036857,0.0,0.0,0.0,0.9031769942987414,0.0,0.0,0.0,0.180582693012662,0.0,0.0,0.0,0.1448791462451199,0.0,0.0,0.0,0.2795145739019785,0.0,0.0,0.0,0.0740712175255814,0.0,0.0724104030112948,0.0,0.0060535973470414,0.0,DNTTIP1,RandomForestClassifier,8,0.07246874323382511,0.06930610619292898,0.06930610619292898
16,0.7738421195515902,0.0,0.7693511552107567,0.0,0.869587851125245,0.0,0.8627937096433886,0.0,0.0,0.0,0.8531431300167208,0.0,0.0,0.0,0.9081259485242495,0.0,0.0,0.0,0.2033460705002731,0.0,0.0,0.0,0.1626085607886429,0.0,0.0,0.0,0.2569134212276622,0.0,0.0,0.0,0.0740712175255814,0.0,0.0724104030112948,0.0,0.0060535973470414,0.0,DNTTIP1,RandomForestClassifier,16,0.09019815777734809,0.08379197480596412,0.08379197480596412
all,0.7738421195515902,0.0,0.7693511552107567,0.0,0.869587851125245,0.0,0.8703558740291747,0.0,0.0,0.0,0.8611957236568765,0.0,0.0,0.0,0.9296324537857454,0.0,0.0,0.0,0.2059368320920583,0.0,0.0,0.0,0.1664322814324938,0.0,0.0,0.0,0.2931775873807081,0.0,0.0,0.0,0.0740712175255814,0.0,0.0724104030112948,0.0,0.0060535973470414,0.0,DNTTIP1,RandomForestClassifier,all,0.09402187842119901,0.09184456844611977,0.09184456844611977
2,0.9647407999883024,0.0,0.9663258808238686,0.0,0.9267134241347316,0.0,0.9702717060131336,0.0,0.0,0.0,0.971575898365811,0.0,0.0,0.0,0.9361791854134206,0.0,0.0,0.0,0.4416940517329963,0.0,0.0,0.0,0.4524922016892751,0.0,0.0,0.0,0.1266450508000031,0.0,0.0,0.0,0.4001772054209288,0.0,0.4161194776674966,0.0,0.1196026248887137,0.0,ZNF362,RandomForestClassifier,2,0.036372724021778546,0.005250017541942431,0.005250017541942431
4,0.9647407999883024,0.0,0.9663258808238686,0.0,0.9267134241347316,0.0,0.9703695566097152,0.0,0.0,0.0,0.9716595163842494,0.0,0.0,0.0,0.9361693816634864,0.0,0.0,0.0,0.4432158099384782,0.0,0.0,0.0,0.4536540430099071,0.0,0.0,0.0,0.1262360619375901,0.0,0.0,0.0,0.4001772054209288,0.0,0.4161194776674966,0.0,0.1196026248887137,0.0,ZNF362,RandomForestClassifier,4,0.03753456534241051,0.0053336355603808006,0.0053336355603808006
8,0.9647407999883024,0.0,0.9663258808238686,0.0,0.9267134241347316,0.0,0.9719248138586492,0.0,0.0,0.0,0.9733328321657788,0.0,0.0,0.0,0.9368625374205634,0.0,0.0,0.0,0.4730591231585598,0.0,0.0,0.0,0.4830333389075592,0.0,0.0,0.0,0.1401559277407262,0.0,0.0,0.0,0.4007425160362806,0.0,0.4169157726288514,0.0,0.1182265208509778,0.0,ZNF362,RandomForestClassifier,8,0.0661175662787078,0.007006951341910206,0.007006951341910206
16,0.9647407999883024,0.0,0.9663258808238686,0.0,0.9267134241347316,0.0,0.9736360176887158,0.0,0.0,0.0,0.9750062552261584,0.0,0.0,0.0,0.9357202254862484,0.0,0.0,0.0,0.4825602490722362,0.0,0.0,0.0,0.4929487724714816,0.0,0.0,0.0,0.1348064111694373,0.0,0.0,0.0,0.4007425160362806,0.0,0.4169157726288514,0.0,0.1182265208509778,0.0,ZNF362,RandomForestClassifier,16,0.07603299984263023,0.008680374402289748,0.008680374402289748
all,0.9647407999883024,0.0,0.9663258808238686,0.0,0.9267134241347316,0.0,0.974870787680644,0.0,0.0,0.0,0.9760343489122716,0.0,0.0,0.0,0.9384153595000088,0.0,0.0,0.0,0.4874863800578699,0.0,0.0,0.0,0.4989529386397954,0.0,0.0,0.0,0.1363548264739237,0.0,0.0,0.0,0.4007425160362806,0.0,0.4169157726288514,0.0,0.1182265208509778,0.0,ZNF362,RandomForestClassifier,all,0.08203716601094402,0.009708468088402977,0.009708468088402977
2,0.8880693944449531,0.0,0.8791291531831726,0.0,0.9708840930851064,0.0,0.90925715342483,0.0,0.0,0.0,0.8862139136082509,0.0,0.0,0.0,0.972159584370756,0.0,0.0,0.0,0.1157465581094655,0.0,0.0,0.0,0.0779783667649069,0.0,0.0,0.0,0.3696994133576544,0.0,0.0,0.0,0.0700461422880681,0.0,0.0701022203217935,0.0,0.3567919157604777,0.0,ZNF395,RandomForestClassifier,2,0.007876146443113394,0.007084760425078218,0.007084760425078218
4,0.8880693944449531,0.0,0.8791291531831726,0.0,0.9708840930851064,0.0,0.9218780727032349,0.0,0.0,0.0,0.8974347836947969,0.0,0.0,0.0,0.9745956397125396,0.0,0.0,0.0,0.1424489123665895,0.0,0.0,0.0,0.0928216773625687,0.0,0.0,0.0,0.4002728900815492,0.0,0.0,0.0,0.0700461422880681,0.0,0.0701022203217935,0.0,0.3567919157604777,0.0,ZNF395,RandomForestClassifier,4,0.0227194570407752,0.01830563051162426,0.01830563051162426
8,0.8880693944449531,0.0,0.8791291531831726,0.0,0.9708840930851064,0.0,0.9246633762390972,0.0,0.0,0.0,0.9005430370322501,0.0,0.0,0.0,0.9761037382865552,0.0,0.0,0.0,0.1582458581739073,0.0,0.0,0.0,0.1055066680706561,0.0,0.0,0.0,0.4264593927675286,0.0,0.0,0.0,0.0700461422880681,0.0,0.0701022203217935,0.0,0.3567919157604777,0.0,ZNF395,RandomForestClassifier,8,0.0354044477488626,0.021413883849077497,0.021413883849077497
16,0.8880693944449531,0.0,0.8791291531831726,0.0,0.9708840930851064,0.0,0.924229277317369,0.0,0.0,0.0,0.9006080293290772,0.0,0.0,0.0,0.975772713218651,0.0,0.0,0.0,0.1741542075641972,0.0,0.0,0.0,0.1134849102255524,0.0,0.0,0.0,0.4417004589158341,0.0,0.0,0.0,0.0700461422880681,0.0,0.0701022203217935,0.0,0.3567919157604777,0.0,ZNF395,RandomForestClassifier,16,0.0433826899037589,0.021478876145904602,0.021478876145904602
all,0.8880693944449531,0.0,0.8791291531831726,0.0,0.9708840930851064,0.0,0.9245249007005332,0.0,0.0,0.0,0.898902793398025,0.0,0.0,0.0,0.9741089812132186,0.0,0.0,0.0,0.1745923055605266,0.0,0.0,0.0,0.1121681432395224,0.0,0.0,0.0,0.4374033812756677,0.0,0.0,0.0,0.0700461422880681,0.0,0.0701022203217935,0.0,0.3567919157604777,0.0,ZNF395,RandomForestClassifier,all,0.0420659229177289,0.019773640214852395,0.019773640214852395
2,0.8173948521717896,0.0,0.815954657819001,0.0,0.7874771471315565,0.0,0.8624763178169165,0.0,0.0,0.0,0.8615557976986917,0.0,0.0,0.0,0.8146343224719561,0.0,0.0,0.0,0.2578781052387064,0.0,0.0,0.0,0.2558311180286907,0.0,0.0,0.0,0.0521572967939716,0.0,0.0,0.0,0.169492928151554,0.0,0.1749546011055992,0.0,0.0360836238199524,0.0,TET3,RandomForestClassifier,2,0.08087651692309147,0.04560113987969072,0.04560113987969072
4,0.8173948521717896,0.0,0.815954657819001,0.0,0.7874771471315565,0.0,0.8679408420377889,0.0,0.0,0.0,0.8656687171578028,0.0,0.0,0.0,0.8140116466059977,0.0,0.0,0.0,0.2908670686527581,0.0,0.0,0.0,0.2900793396239396,0.0,0.0,0.0,0.0524061870202131,0.0,0.0,0.0,0.169492928151554,0.0,0.1749546011055992,0.0,0.0360836238199524,0.0,TET3,RandomForestClassifier,4,0.1151247385183404,0.0497140593388018,0.0497140593388018
8,0.8173948521717896,0.0,0.815954657819001,0.0,0.7874771471315565,0.0,0.8731248255547754,0.0,0.0,0.0,0.8698852353835461,0.0,0.0,0.0,0.8194302725249509,0.0,0.0,0.0,0.3044857389278343,0.0,0.0,0.0,0.3032050583566675,0.0,0.0,0.0,0.0510828946139428,0.0,0.0,0.0,0.169492928151554,0.0,0.1749546011055992,0.0,0.0360836238199524,0.0,TET3,RandomForestClassifier,8,0.1282504572510683,0.05393057756454511,0.05393057756454511
16,0.8173948521717896,0.0,0.815954657819001,0.0,0.7874771471315565,0.0,0.8825518030585147,0.0,0.0,0.0,0.8786869331258804,0.0,0.0,0.0,0.8264925638685365,0.0,0.0,0.0,0.3205927251810385,0.0,0.0,0.0,0.3185985408303047,0.0,0.0,0.0,0.0514120707444212,0.0,0.0,0.0,0.169492928151554,0.0,0.1749546011055992,0.0,0.0360836238199524,0.0,TET3,RandomForestClassifier,16,0.1436439397247055,0.06273227530687941,0.06273227530687941
all,0.8173948521717896,0.0,0.815954657819001,0.0,0.7874771471315565,0.0,0.8867513755379873,0.0,0.0,0.0,0.8819372396890326,0.0,0.0,0.0,0.8330012172874968,0.0,0.0,0.0,0.3209810234563939,0.0,0.0,0.0,0.3170457575116624,0.0,0.0,0.0,0.0531378684462004,0.0,0.0,0.0,0.169492928151554,0.0,0.1749546011055992,0.0,0.0360836238199524,0.0,TET3,RandomForestClassifier,all,0.1420911564060632,0.06598258187003159,0.06598258187003159
2,0.7406110804188661,0.0,0.7422795834538781,0.0,0.5350367520619617,0.0,0.7663534103745713,0.0,0.0,0.0,0.7631179384051026,0.0,0.0,0.0,0.5216443088231404,0.0,0.0,0.0,0.1619500068028509,0.0,0.0,0.0,0.1372550714460106,0.0,0.0,0.0,0.0952498449146031,0.0,0.0,0.0,0.1172217269877581,0.0,0.1386830173942912,0.0,0.0997612498315878,0.0,NR1H4,RandomForestClassifier,2,-0.0014279459482806067,0.020838354951224436,0.020838354951224436
4,0.7406110804188661,0.0,0.7422795834538781,0.0,0.5350367520619617,0.0,0.7679239271034567,0.0,0.0,0.0,0.7643727333752558,0.0,0.0,0.0,0.5481028426885578,0.0,0.0,0.0,0.1750989090818969,0.0,0.0,0.0,0.1401227676037827,0.0,0.0,0.0,0.0970501420580385,0.0,0.0,0.0,0.1172217269877581,0.0,0.1386830173942912,0.0,0.0997612498315878,0.0,NR1H4,RandomForestClassifier,4,0.0014397502094914971,0.022093149921377675,0.022093149921377675
