,Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,Seq_count,PR_delta_M,ROC_delta_M
528,20,0.9289675890380366,0,0.9381443260284504,0,0.9297375898454726,0,0.927412163794784,0,0,0,0.9359966628219916,0,0,0,0.8993319270234269,0,0,0,0.7928554065262702,0,0,0,0.8598422418913388,0,0,0,0.761978667846215,0,0,0,0.6910420564958577,0,0.8095847417624018,0,0.6444145594773367,0,ZNF250,LogisticRegression,mono,1275,-0.6444145594773367,-0.9297375898454726
536,30,0.9133540833048676,0,0.884008473146781,0,0.8746101115250688,0,0.955721748234613,0,0,0,0.9231366352716648,0,0,0,0.8902671432591192,0,0,0,0.3637631464129331,0,0,0,0.1880948722590034,0,0,0,0.0830015074276459,0,0,0,0.200631464825008,0,0.0951603236678248,0,0.0284242501188986,0,CXXC4,LogisticRegression,mono,3232,-0.0284242501188986,-0.8746101115250688
544,26,0.9798962012296598,0,0.9677686908512824,0,0.6310655588020453,0,0.9835684772559168,0,0,0,0.9754295969379504,0,0,0,0.5851716581446311,0,0,0,0.8935329468717055,0,0,0,0.689305799333791,0,0,0,0.0486181823906583,0,0,0,0.8758568766947377,0,0.6660670758277538,0,0.0274842044928825,0,ZNF233,LogisticRegression,mono,2169,-0.0274842044928825,-0.6310655588020453
552,20,0.9171619715528574,0,0.915809018920068,0,0.7487789247813817,0,0.9176614327384748,0,0,0,0.9146754535147392,0,0,0,0.7548445623644641,0,0,0,0.6560774373394197,0,0,0,0.6642330958539446,0,0,0,0.0506221432940167,0,0,0,0.5591422066590592,0,0.5666484364618557,0,0.0473573407475041,0,ZNF142,LogisticRegression,mono,336,-0.0473573407475041,-0.7487789247813817
560,35,0.9658033575298904,0,0.9684521049008608,0,0.840788818114745,0,0.970713944542498,0,0,0,0.9757559038831752,0,0,0,0.8157042989822095,0,0,0,0.5877740837528318,0,0,0,0.697505071291328,0,0,0,0.1643583490214862,0,0,0,0.5193502234142706,0,0.6469075919151918,0,0.1302306508022145,0,MYF6,LogisticRegression,mono,7995,-0.1302306508022145,-0.840788818114745
568,68,0.8574746840613878,0,0.8582352635129255,0,0.7525547861935595,0,0.9197331715024396,0,0,0,0.9031733752560864,0,0,0,0.7592010431399981,0,0,0,0.1813160780477068,0,0,0,0.1400814637059536,0,0,0,0.0640539862345092,0,0,0,0.1024311805103894,0,0.1137836428312737,0,0.0697686228155392,0,SOX2,LogisticRegression,mono,5603,-0.0697686228155392,-0.7525547861935595
576,30,0.9342663558792924,0,0.8937948560783607,0,0.6537831574668322,0,0.9691609240374608,0,0,0,0.9310108527131782,0,0,0,0.6036839743501943,0,0,0,0.6343898772637635,0,0,0,0.192498143863217,0,0,0,0.0161140994898973,0,0,0,0.400508358972207,0,0.1736129354998246,0,0.0159983750378617,0,ZNF500,LogisticRegression,mono,645,-0.0159983750378617,-0.6537831574668322
584,34,0.9747424863663666,0,0.9827265906162156,0,0.7181746255074631,0,0.9773504098993115,0,0,0,0.9862029525469224,0,0,0,0.7210916514682091,0,0,0,0.9534152396565068,0,0,0,0.9654432037357936,0,0,0,0.1454403341668363,0,0,0,0.953557674330794,0,0.9542972258147498,0,0.110791071140454,0,FLYWCH1,LogisticRegression,mono,774,-0.110791071140454,-0.7181746255074631
592,28,0.817657129623686,0,0.8251656535942579,0,0.8224489775563015,0,0.8698680856924688,0,0,0,0.8740965436404448,0,0,0,0.8406359792108186,0,0,0,0.1808887162670464,0,0,0,0.1940476601114067,0,0,0,0.2085436125787856,0,0,0,0.1469784854136631,0,0.154416497969529,0,0.1488629289862355,0,PRDM5,LogisticRegression,mono,3708,-0.1488629289862355,-0.8224489775563015
600,20,0.9399836127519507,0,0.9205470792570628,0,0.7821572770183731,0,0.943411804599427,0,0,0,0.9289944697871928,0,0,0,0.7803493643602821,0,0,0,0.3077501996616611,0,0,0,0.2925034404794361,0,0,0,0.057993300845675,0,0,0,0.2892332808352196,0,0.2882736256983039,0,0.0539321809606669,0,FAM200B,LogisticRegression,mono,887,-0.0539321809606669,-0.7821572770183731
608,28,0.9105987818724228,0,0.9388034999084538,0,0.7746305923909929,0,0.9307990490334316,0,0,0,0.9539411691288292,0,0,0,0.7612588560558913,0,0,0,0.162296792627627,0,0,0,0.2276505778698816,0,0,0,0.0462623506687941,0,0,0,0.1072822694529687,0,0.1492360435997122,0,0.0416970001620171,0,ZNF831,LogisticRegression,mono,4962,-0.0416970001620171,-0.7746305923909929
616,20,0.9568698923514046,0,0.9596037173627052,0,0.754447994034343,0,0.9663342455294968,0,0,0,0.9717417448613482,0,0,0,0.7802158912695593,0,0,0,0.4820576150095186,0,0,0,0.5858668070161973,0,0,0,0.070227722977431,0,0,0,0.4198244377691977,0,0.4844459342465363,0,0.0496776563903233,0,ZBED9,LogisticRegression,mono,7744,-0.0496776563903233,-0.754447994034343
624,33,0.9479201776998276,0,0.9530150070959572,0,0.779952646393493,0,0.9583818413547606,0,0,0,0.9620746176157704,0,0,0,0.7705709844269791,0,0,0,0.417695325034764,0,0,0,0.4670165498064639,0,0,0,0.19072805896341,0,0,0,0.3831868279106411,0,0.4495842888535956,0,0.1806309564833304,0,YY1,LogisticRegression,mono,8195,-0.1806309564833304,-0.779952646393493
632,32,0.957357458847492,0,0.941306973055184,0,0.8109984359948409,0,0.9670529162373004,0,0,0,0.9516743553692808,0,0,0,0.8071006516261289,0,0,0,0.3299428498016442,0,0,0,0.3828074836519913,0,0,0,0.0414846552272452,0,0,0,0.2819497542686194,0,0.3714820615168712,0,0.0272405322231551,0,MAX,LogisticRegression,mono,12534,-0.0272405322231551,-0.8109984359948409
640,52,0.8305667608323982,0,0.8279332984975225,0,0.5829950677552395,0,0.8895856581780718,0,0,0,0.877792796708141,0,0,0,0.6328072889487417,0,0,0,0.3326935807819178,0,0,0,0.1521388862935269,0,0,0,0.0157840862783655,0,0,0,0.1693172858835921,0,0.0695812099325454,0,0.0129317370602013,0,ZNF292,LogisticRegression,mono,4097,-0.0129317370602013,-0.5829950677552395
648,32,0.897224631577271,0,0.9105682163253304,0,0.664269944794324,0,0.9239877774864202,0,0,0,0.9331833202125354,0,0,0,0.6746093251753826,0,0,0,0.2355753272832917,0,0,0,0.2706977200119118,0,0,0,0.0586977377830123,0,0,0,0.2011331003465329,0,0.2407891874149009,0,0.070225262612275,0,RORB,LogisticRegression,mono,3354,-0.070225262612275,-0.664269944794324
656,27,0.869478431753703,0,0.8210490441104034,0,0.8293328817611237,0,0.917394954696008,0,0,0,0.8647367441484537,0,0,0,0.8471382627859924,0,0,0,0.173292486034364,0,0,0,0.0700492237741424,0,0,0,0.0904627017717509,0,0,0,0.074605812033731,0,0.0419991099154524,0,0.0681500987894693,0,TET3,LogisticRegression,mono,2783,-0.0681500987894693,-0.8293328817611237
664,38,0.8845080032856579,0,0.8591518106911574,0,0.6692571549728417,0,0.9319500561483052,0,0,0,0.9018822557331512,0,0,0,0.6905646654662948,0,0,0,0.2580020737910646,0,0,0,0.121906097510088,0,0,0,0.0421280307016182,0,0,0,0.0889556827745942,0,0.0695552557920774,0,0.0695455241573284,0,SP140L,LogisticRegression,mono,4031,-0.0695455241573284,-0.6692571549728417
672,34,0.8454124761936583,0,0.7375296786389414,0,0.7776673877989788,0,0.9343172174145477,0,0,0,0.8560521739130434,0,0,0,0.8751907014243483,0,0,0,0.633827122815255,0,0,0,0.4098959462982517,0,0,0,0.6135718060042562,0,0,0,0.501606445591328,0,0.3334748709333094,0,0.6142694464503448,0,ZFP3,LogisticRegression,mono,115,-0.6142694464503448,-0.7776673877989788
680,52,0.7444200281595417,0,0.8270752808976831,0,0.7590513025784721,0,0.8728711242123163,0,0,0,0.9335633663752172,0,0,0,0.8761191463453993,0,0,0,0.1661772386888146,0,0,0,0.3746303601170248,0,0,0,0.1865980251108732,0,0,0,0.0886736626909381,0,0.2008728254474181,0,0.0348281582766552,0,ZNF43,LogisticRegression,mono,9714,-0.0348281582766552,-0.7590513025784721
688,34,0.9486417513542326,0,0.9462756271445892,0,0.5964087700750244,0,0.95347148267808,0,0,0,0.9488462792717642,0,0,0,0.5964448586153632,0,0,0,0.674476131558008,0,0,0,0.6519015712523029,0,0,0,0.024522242120584,0,0,0,0.5491427528251405,0,0.5547811676040196,0,0.0258117715820782,0,ZNF35,LogisticRegression,mono,1705,-0.0258117715820782,-0.5964087700750244
696,31,0.9082359252192966,0,0.923202708462428,0,0.902743000568398,0,0.92615304596297,0,0,0,0.9358034685208848,0,0,0,0.9108616722226004,0,0,0,0.2043684133275855,0,0,0,0.2419029738418462,0,0,0,0.2212307318469096,0,0,0,0.1631018444556842,0,0.18899311782403,0,0.153715642593728,0,GCM1,LogisticRegression,mono,5735,-0.153715642593728,-0.902743000568398
704,55,0.9087565205503878,0,0.9303942304436144,0,0.8647022204095192,0,0.926162746663843,0,0,0,0.943772223217756,0,0,0,0.8576162313098729,0,0,0,0.1759931144537106,0,0,0,0.2593815823133708,0,0,0,0.1215929295527439,0,0,0,0.1423516693255005,0,0.2153867522239752,0,0.110695187193378,0,PRDM13,LogisticRegression,mono,6143,-0.110695187193378,-0.8647022204095192
712,31,0.9836612814976388,0,0.9781139278505252,0,0.6940741580780955,0,0.9854563715013844,0,0,0,0.979190311060504,0,0,0,0.7006984526963275,0,0,0,0.7967110101017785,0,0,0,0.803247281054671,0,0,0,0.1806812176373527,0,0,0,0.7309513864743624,0,0.7465821633838999,0,0.1732682929335078,0,TERF1,LogisticRegression,mono,695,-0.1732682929335078,-0.6940741580780955
720,20,0.784772864518262,0,0.7798224098444938,0,0.7869862809350542,0,0.8125833652891372,0,0,0,0.794861653613231,0,0,0,0.7243435401010412,0,0,0,0.3742205279963957,0,0,0,0.372551971992637,0,0,0,0.1367195405756099,0,0,0,0.3986405344211265,0,0.373976827113192,0,0.1364693973420213,0,RFX5,LogisticRegression,mono,774,-0.1364693973420213,-0.7869862809350542
728,33,0.98232012730977,0,0.9823636270921134,0,0.8557841127189236,0,0.9811990486093788,0,0,0,0.9815053271391948,0,0,0,0.8407007478425667,0,0,0,0.8476884205458404,0,0,0,0.8553410022663168,0,0,0,0.1889029496915401,0,0,0,0.8036911772234872,0,0.8195695334056463,0,0.1807453117819359,0,DMTF1,LogisticRegression,mono,2737,-0.1807453117819359,-0.8557841127189236
736,20,0.8190024594907407,0,0.8780824497767857,0,0.7776444541360733,0,0.8420388454861112,0,0,0,0.8836840322066326,0,0,0,0.7678569167848207,0,0,0,0.2615505259259671,0,0,0,0.2290394383806112,0,0,0,0.0456927916884621,0,0,0,0.2415934938539719,0,0.2525398909645436,0,0.0500034581463162,0,ZBTB8B,LogisticRegression,mono,224,-0.0500034581463162,-0.7776444541360733
744,47,0.9082586744411496,0,0.9094213097118594,0,0.6854072244419555,0,0.9357540947632876,0,0,0,0.9328301486313848,0,0,0,0.6573516336362153,0,0,0,0.3006224055141976,0,0,0,0.2826611707601666,0,0,0,0.0174275863586131,0,0,0,0.1595820840785562,0,0.1598447316510883,0,0.0082351304462844,0,SOX15,LogisticRegression,mono,3394,-0.0082351304462844,-0.6854072244419555
752,20,0.8330471451730089,0,0.8114002250169837,0,0.6367774115396704,0,0.8691461728365433,0,0,0,0.8322677218775761,0,0,0,0.6550504589105125,0,0,0,0.1077253236747565,0,0,0,0.0757301370959636,0,0,0,0.0229098691362581,0,0,0,0.09924803517237,0,0.081277659711254,0,0.0223351426852643,0,ZNF215,LogisticRegression,mono,1057,-0.0223351426852643,-0.6367774115396704
760,20,0.9186526767569771,0,0.9180005494276796,0,0.6350078607499536,0,0.9380169813023248,0,0,0,0.9367726618106138,0,0,0,0.6478369755350516,0,0,0,0.521837666371395,0,0,0,0.402078616365551,0,0,0,0.0212329704490143,0,0,0,0.3983123637086974,0,0.2869835445099412,0,0.0195427272031476,0,BATF2,LogisticRegression,mono,775,-0.0195427272031476,-0.6350078607499536
768,47,0.7603943276545229,0,0.7981858539778622,0,0.8811880546268717,0,0.8841876826035251,0,0,0,0.9021092225972034,0,0,0,0.914427253495401,0,0,0,0.1238024709506388,0,0,0,0.2630513847900851,0,0,0,0.1898829538347293,0,0,0,0.1530430368788533,0,0.3004110263754815,0,0.2193539594966004,0,ZNF335,LogisticRegression,mono,12096,-0.2193539594966004,-0.8811880546268717
776,47,0.945643445392972,0,0.932665527810806,0,0.8140125080035764,0,0.9572949091782808,0,0,0,0.9460678807981392,0,0,0,0.8248368648549584,0,0,0,0.2583189671566463,0,0,0,0.2294964525282444,0,0,0,0.0533229365480157,0,0,0,0.2019437268824996,0,0.2100066074473322,0,0.0325783302537626,0,MYPOP,LogisticRegression,mono,3104,-0.0325783302537626,-0.8140125080035764
784,65,0.9809070382749469,0,0.9760089980905322,0,0.8384167287282932,0,0.9905628716570164,0,0,0,0.9849865684654648,0,0,0,0.8676413905908197,0,0,0,0.7566969053863184,0,0,0,0.663845573431149,0,0,0,0.2491782444503991,0,0,0,0.5084304403006876,0,0.4455460110010169,0,0.1527618014497039,0,ZNF646,LogisticRegression,mono,7580,-0.1527618014497039,-0.8384167287282932
792,20,0.9884128341841038,0,0.9729497125382952,0,0.6698707939508507,0,0.9922315770632758,0,0,0,0.9761221726349998,0,0,0,0.6745858695652174,0,0,0,0.9352928854811648,0,0,0,0.8701613695417697,0,0,0,0.2667140725437331,0,0,0,0.9137068691977476,0,0.8506584016858749,0,0.2299146625127388,0,ZNF596,LogisticRegression,mono,421,-0.2299146625127388,-0.6698707939508507
800,20,0.8293615894370214,0,0.8611558381037075,0,0.549729787560629,0,0.8880744022202034,0,0,0,0.8977945710326188,0,0,0,0.6367141394942849,0,0,0,0.3155740409711856,0,0,0,0.307500081128269,0,0,0,0.0248338105028045,0,0,0,0.18114872282504,0,0.1608334493429036,0,0.013902017825519,0,NR1H4,LogisticRegression,mono,701,-0.013902017825519,-0.549729787560629
808,25,0.8337570075182739,0,0.8422528430449737,0,0.7464701257821936,0,0.889568889917931,0,0,0,0.8911640944583563,0,0,0,0.813974755022573,0,0,0,0.5395320105371549,0,0,0,0.5484181543753699,0,0,0,0.1168337398968834,0,0,0,0.5602767735356864,0,0.5929713513502621,0,0.1003456698815882,0,ZNF606,LogisticRegression,mono,822,-0.1003456698815882,-0.7464701257821936
816,28,0.9921653911347534,0,0.9916322817186838,0,0.8188795336951147,0,0.993063182249624,0,0,0,0.9927866988903408,0,0,0,0.8057298774934344,0,0,0,0.7861141887318289,0,0,0,0.84680885547704,0,0,0,0.2209571679334699,0,0,0,0.7466017445642757,0,0.8198227188061377,0,0.2064020516722341,0,USF3,LogisticRegression,mono,8754,-0.2064020516722341,-0.8188795336951147
824,20,0.8432945782827211,0,0.8013992875031603,0,0.6250454393121396,0,0.930151129208561,0,0,0,0.8878136474522068,0,0,0,0.6810007121574705,0,0,0,0.1685061534716917,0,0,0,0.0817571091906807,0,0,0,0.0184680710400623,0,0,0,0.0542172827196382,0,0.0364808129418571,0,0.0145542739447875,0,SP140,LogisticRegression,mono,2603,-0.0145542739447875,-0.6250454393121396
832,20,0.9849804604230316,0,0.9885064945892256,0,0.9621027891529236,0,0.9878132310269194,0,0,0,0.9914062507066966,0,0,0,0.9648873837820672,0,0,0,0.6359673561058415,0,0,0,0.7754124314927145,0,0,0,0.5591611267397302,0,0,0,0.5799754390379871,0,0.7103838493169002,0,0.5137560858069463,0,ZIM3,LogisticRegression,mono,6791,-0.5137560858069463,-0.9621027891529236
840,35,0.9417581244661836,0,0.9292173054456148,0,0.9207698666011478,0,0.9535832153800772,0,0,0,0.9371714924419032,0,0,0,0.9074532882158124,0,0,0,0.6056129017310223,0,0,0,0.5574134805763457,0,0,0,0.2622623188722108,0,0,0,0.535101006025292,0,0.4936128440591369,0,0.2102003746280779,0,CGGBP1,LogisticRegression,mono,1147,-0.2102003746280779,-0.9207698666011478
848,41,0.9694111909199422,0,0.9708248708560772,0,0.8740658812590527,0,0.9686316001088936,0,0,0,0.9708614671876696,0,0,0,0.8640027407404337,0,0,0,0.8609769614563507,0,0,0,0.8785064275813039,0,0,0,0.5246644587946235,0,0,0,0.8515303803370636,0,0.8685522903309979,0,0.5228245677610606,0,ZBTB47,LogisticRegression,mono,4136,-0.5228245677610606,-0.8740658812590527
856,20,0.9806099875897516,0,0.9821406784691142,0,0.8817139624578925,0,0.9859967679908545,0,0,0,0.986845265144834,0,0,0,0.8861943416495267,0,0,0,0.6511162235409436,0,0,0,0.7730521370403668,0,0,0,0.211621288571501,0,0,0,0.4830328258121554,0,0.6234555328669389,0,0.12592255415326,0,ZNF18,LogisticRegression,mono,4663,-0.12592255415326,-0.8817139624578925
864,38,0.9431513609272072,0,0.9414985589775006,0,0.7943575320167632,0,0.948570738604807,0,0,0,0.9460996537059724,0,0,0,0.8027467588813688,0,0,0,0.3440431056825541,0,0,0,0.3447703627148107,0,0,0,0.1099652477233164,0,0,0,0.2956705946852499,0,0.3402646530897029,0,0.0900617264432533,0,ZBED2,LogisticRegression,mono,1608,-0.0900617264432533,-0.7943575320167632
872,39,0.9734271941282135,0,0.9658087156840196,0,0.9762730582685336,0,0.986658934929896,0,0,0,0.980456183748746,0,0,0,0.9812995252011966,0,0,0,0.6900723232283271,0,0,0,0.6985343515873751,0,0,0,0.9042610449425804,0,0,0,0.4951743050132172,0,0.5032987648960219,0,0.6888393406068469,0,ZNF865,LogisticRegression,mono,11323,-0.6888393406068469,-0.9762730582685336
880,20,0.8150965391340814,0,0.7422141391035895,0,0.4878456075017382,0,0.844348945158231,0,0,0,0.7913405470856031,0,0,0,0.5207040971771617,0,0,0,0.2760102704405424,0,0,0,0.1879211964145601,0,0,0,0.0127991214694451,0,0,0,0.1951556507120089,0,0.1799333262974861,0,0.0126136104237907,0,ZNF66,LogisticRegression,mono,598,-0.0126136104237907,-0.4878456075017382
888,35,0.8592511386059909,0,0.8054341601674858,0,0.5646776025858267,0,0.9368858074049136,0,0,0,0.8881914371048285,0,0,0,0.6373227053513421,0,0,0,0.5134406322748658,0,0,0,0.2370275672613943,0,0,0,0.0629393872088552,0,0,0,0.4028690204712526,0,0.4060504163441021,0,0.0884693839647126,0,ZNF699,LogisticRegression,mono,617,-0.0884693839647126,-0.5646776025858267
896,20,0.9056441857874804,0,0.890867832201415,0,0.8698179237508012,0,0.9259048340387614,0,0,0,0.9182022591187464,0,0,0,0.8216211348859925,0,0,0,0.7261086053926993,0,0,0,0.7251922891099795,0,0,0,0.6335730118595979,0,0,0,0.7157675400661199,0,0.7125401002664197,0,0.6366330222449796,0,ZNF696,LogisticRegression,mono,629,-0.6366330222449796,-0.8698179237508012
904,26,0.7266413633551789,0,0.7276660612620046,0,0.7884321705177745,0,0.7530928219521089,0,0,0,0.762381582910986,0,0,0,0.7938614121096033,0,0,0,0.1765877778039004,0,0,0,0.2271729130925243,0,0,0,0.3004365939544833,0,0,0,0.1335505342283297,0,0.1706299786107644,0,0.1884234368048988,0,ZNF665,LogisticRegression,mono,3783,-0.1884234368048988,-0.7884321705177745
912,38,0.9458670190858766,0,0.9386618533994004,0,0.8175547304749268,0,0.940132003440008,0,0,0,0.941838109165306,0,0,0,0.8815048102020153,0,0,0,0.630568839743358,0,0,0,0.7691913383986828,0,0,0,0.5042115446096433,0,0,0,0.6560940325247445,0,0.7618779772250818,0,0.5102458055304824,0,ZNF518B,LogisticRegression,mono,6451,-0.5102458055304824,-0.8175547304749268
920,20,0.8553906775432688,0,0.8620746005206288,0,0.9296965884068746,0,0.8708995464224438,0,0,0,0.8715705450003847,0,0,0,0.9319248477222682,0,0,0,0.4325933711681486,0,0,0,0.456567324653143,0,0,0,0.665546044552567,0,0,0,0.3794982456718526,0,0.4139109916899769,0,0.6281649849732092,0,ZNF678,LogisticRegression,mono,994,-0.6281649849732092,-0.9296965884068746
928,25,0.9549841619036348,0,0.9581111926264584,0,0.8054170234565584,0,0.9572624008362418,0,0,0,0.9607277273546234,0,0,0,0.7927059144304748,0,0,0,0.5856201885816772,0,0,0,0.6166310746533746,0,0,0,0.2648174190075366,0,0,0,0.5633154102689979,0,0.5900956851494791,0,0.243362099166653,0,ZNF732,LogisticRegression,mono,2980,-0.243362099166653,-0.8054170234565584
936,20,0.8756647770092923,0,0.8524353829496035,0,0.5617327917311831,0,0.9051404249315974,0,0,0,0.8627142913297194,0,0,0,0.5757539866074122,0,0,0,0.6177251969932368,0,0,0,0.3336694238058524,0,0,0,0.2105174788026775,0,0,0,0.3831363755809082,0,0.3382981712454065,0,0.1895594937238199,0,ZNF772,LogisticRegression,mono,529,-0.1895594937238199,-0.5617327917311831
944,55,0.922660383897644,0,0.934422547538842,0,0.8439254583361916,0,0.9535350084744716,0,0,0,0.9581239975466164,0,0,0,0.8744129311362738,0,0,0,0.4747116370186531,0,0,0,0.6007895219548254,0,0,0,0.2246793514338787,0,0,0,0.3657200869236693,0,0.4175303616524803,0,0.153301519317133,0,ZNF721,LogisticRegression,mono,9800,-0.153301519317133,-0.8439254583361916
952,20,0.9018858623721596,0,0.8662861324713963,0,0.7107953963418139,0,0.9155919015225136,0,0,0,0.8846429438954896,0,0,0,0.6913645167404358,0,0,0,0.5812018803208782,0,0,0,0.5537759820571886,0,0,0,0.0398199373470538,0,0,0,0.5489080082169094,0,0.538671844770153,0,0.0388824893383679,0,ZNF676,LogisticRegression,mono,751,-0.0388824893383679,-0.7107953963418139
960,20,0.8730597931131544,0,0.8784188898283039,0,0.7020952833290348,0,0.8932442648714579,0,0,0,0.8906232375130073,0,0,0,0.713972070146846,0,0,0,0.3085357134451734,0,0,0,0.2675929503698412,0,0,0,0.0322085280482384,0,0,0,0.2079834585993707,0,0.2144102450410331,0,0.0299952707764558,0,ZNF70,LogisticRegression,mono,1240,-0.0299952707764558,-0.7020952833290348
968,48,0.8764292839003428,0,0.8880259035931923,0,0.8214686948668914,0,0.9026183742453034,0,0,0,0.9087897283158968,0,0,0,0.844513934637345,0,0,0,0.5277260140020884,0,0,0,0.5604371106822877,0,0,0,0.4318283654380321,0,0,0,0.492214648741447,0,0.5375317680475793,0,0.4009085957016392,0,ZNF724,LogisticRegression,mono,4201,-0.4009085957016392,-0.8214686948668914
976,20,0.9547919678005437,0,0.9612186618264206,0,0.8676400043858447,0,0.9539350858688028,0,0,0,0.961929898925011,0,0,0,0.8729951664336687,0,0,0,0.7619892751709928,0,0,0,0.7593086979096734,0,0,0,0.462007407632059,0,0,0,0.6865164768993198,0,0.6982329892426052,0,0.4363485620850882,0,ZNF575,LogisticRegression,mono,1153,-0.4363485620850882,-0.8676400043858447
984,30,0.895386671766248,0,0.879757494670622,0,0.954738228762844,0,0.9423356082246688,0,0,0,0.9378958833350723,0,0,0,0.991814897060484,0,0,0,0.7421603279538603,0,0,0,0.7064634721334834,0,0,0,0.897095809864937,0,0,0,0.5618754085949764,0,0.5395251617855551,0,0.7716328179961673,0,ZNF814,LogisticRegression,mono,1036,-0.7716328179961673,-0.954738228762844
992,29,0.8973786140170656,0,0.8737706150693575,0,0.5734351952574873,0,0.9354273864528004,0,0,0,0.9090046697401212,0,0,0,0.5385228860780302,0,0,0,0.5895259089051403,0,0,0,0.4350893740062878,0,0,0,0.0481794448123979,0,0,0,0.4836004612393144,0,0.4878004950732564,0,0.0482867512900184,0,ZNF551,LogisticRegression,mono,733,-0.0482867512900184,-0.5734351952574873
1000,20,0.8945938396457135,0,0.8819572601125216,0,0.8284356793968092,0,0.8984807265847048,0,0,0,0.8847996526298101,0,0,0,0.829011154321635,0,0,0,0.4940419198505638,0,0,0,0.4986422730642962,0,0,0,0.4168561073759521,0,0,0,0.4721198979674857,0,0.4698813223501342,0,0.3780486817593589,0,ZNF689,LogisticRegression,mono,2213,-0.3780486817593589,-0.8284356793968092
1008,39,0.9216069569724156,0,0.9226613917824736,0,0.8352807750046913,0,0.9400314281530898,0,0,0,0.9436248075835808,0,0,0,0.8714505535747795,0,0,0,0.5555816674156983,0,0,0,0.6053448097451617,0,0,0,0.4592506529464771,0,0,0,0.4061446751999397,0,0.4338323361914433,0,0.3551852283090128,0,ZNF672,LogisticRegression,mono,2866,-0.3551852283090128,-0.8352807750046913
1016,20,0.9325238473000912,0,0.9469372642640164,0,0.6882298986476282,0,0.947725536833741,0,0,0,0.9565299514005902,0,0,0,0.6949441844007405,0,0,0,0.5819509932655964,0,0,0,0.6615700870287246,0,0,0,0.2204520500868237,0,0,0,0.5166798602401966,0,0.5866357869399197,0,0.1930975045977148,0,ZNF850,LogisticRegression,mono,2836,-0.1930975045977148,-0.6882298986476282
1024,36,0.9005488526560267,0,0.8812177124601619,0,0.8228655693190964,0,0.9450863819923916,0,0,0,0.8995184390346296,0,0,0,0.8524203359971644,0,0,0,0.3116903525844592,0,0,0,0.1569408403110296,0,0,0,0.0637892437367283,0,0,0,0.1532828476137498,0,0.078302585365942,0,0.0150045866807466,0,ZNF800,LogisticRegression,mono,4053,-0.0150045866807466,-0.8228655693190964
1032,20,0.847777125,0,0.7359262489633676,0,0.5380616507960405,0,0.92269375,0,0,0,0.8522720123537991,0,0,0,0.656399563400956,0,0,0,0.6108055560459406,0,0,0,0.1216530423579994,0,0,0,0.1493007390963494,0,0,0,0.2467103973032492,0,0.0492823922481963,0,0.0121143170069236,0,ZNF773,LogisticRegression,mono,187,-0.0121143170069236,-0.5380616507960405
1040,22,0.9618868782192156,0,0.9603372078891362,0,0.6191954785410795,0,0.960606807625222,0,0,0,0.9591635226941552,0,0,0,0.6105189211658403,0,0,0,0.5626882827953937,0,0,0,0.5652715512681658,0,0,0,0.0492721909454369,0,0,0,0.5433500813576917,0,0.5624106233793904,0,0.0517191277352152,0,MGA,LogisticRegression,mono,2556,-0.0517191277352152,-0.6191954785410795
1048,20,0.8900221167788491,0,0.878370112112887,0,0.8582864953179047,0,0.9288124643846516,0,0,0,0.9012579548122251,0,0,0,0.7996617768936277,0,0,0,0.6273458859798139,0,0,0,0.3665783125032099,0,0,0,0.1334483902159016,0,0,0,0.4617326530992786,0,0.542007059721572,0,0.1797742879266528,0,ZNF623,LogisticRegression,mono,397,-0.1797742879266528,-0.8582864953179047
1056,22,0.8666505278406519,0,0.8630741588420342,0,0.8204165186647882,0,0.8865938542326844,0,0,0,0.8829482425101389,0,0,0,0.8195096465620647,0,0,0,0.3965510335061678,0,0,0,0.3688674054785816,0,0,0,0.1062860043247153,0,0,0,0.3362897352703811,0,0.3129302680387144,0,0.0717334265871191,0,TTF1,LogisticRegression,mono,914,-0.0717334265871191,-0.8204165186647882
1064,20,0.9618419479497964,0,0.9637854405343697,0,0.9814137356919876,0,0.9631438357101328,0,0,0,0.964952602747957,0,0,0,0.9819213319458898,0,0,0,0.6555986756831446,0,0,0,0.682354792090159,0,0,0,0.731895206659507,0,0,0,0.6255100827366316,0,0.6504895891554038,0,0.7470001987904427,0,ZNF286B,LogisticRegression,mono,3160,-0.7470001987904427,-0.9814137356919876
