,Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,Seq_count,PR_delta_M,ROC_delta_M
80,27,0.8760825350972704,0,0.8723171398337113,0,0.8470819340919962,0,0.9177665491351804,0,0,0,0.9110054341143864,0,0,0,0.855945042201451,0,0,0,0.3688675633664308,0,0,0,0.3288026920692939,0,0,0,0.256729531205174,0,0,0,0.2558351468443162,0,0.2370623352715087,0,0.2501859449572921,0,ZNF407,LogisticRegression,mono,1575,-0.2501859449572921,-0.8470819340919962
88,20,0.9143069151852142,0,0.910010691970998,0,0.8988773468193119,0,0.9387327816500032,0,0,0,0.9308515987837882,0,0,0,0.8927152685381461,0,0,0,0.7927229203990332,0,0,0,0.7550151843235795,0,0,0,0.5818670904940573,0,0,0,0.767143526329641,0,0.7242826304814638,0,0.5968435122660084,0,ZNF260,LogisticRegression,mono,346,-0.5968435122660084,-0.8988773468193119
96,20,0.9543331820423276,0,0.9373793327087048,0,0.5066845622897088,0,0.9614158248763456,0,0,0,0.9454309138325668,0,0,0,0.5879511465172151,0,0,0,0.7686791491981467,0,0,0,0.4237571670827345,0,0,0,0.020122545930331,0,0,0,0.6382165060336414,0,0.2890752943047792,0,0.0193871470154716,0,DNTTIP1,LogisticRegression,mono,2476,-0.0193871470154716,-0.5066845622897088
104,41,0.8894676343556238,0,0.8797501896640038,0,0.7000299435509769,0,0.8792483845850012,0,0,0,0.8720645027261318,0,0,0,0.7234334816180078,0,0,0,0.5839372916774607,0,0,0,0.5857326890349611,0,0,0,0.1423172360661551,0,0,0,0.5982170399630397,0,0.5987516897783969,0,0.1474942716855311,0,JRK,LogisticRegression,mono,1833,-0.1474942716855311,-0.7000299435509769
112,33,0.9300145729118868,0,0.9372838096895194,0,0.866904908263403,0,0.9434915756652146,0,0,0,0.9477298558284556,0,0,0,0.8890578453182731,0,0,0,0.6082859067433843,0,0,0,0.5660847373103026,0,0,0,0.2269578874830996,0,0,0,0.5608255026660538,0,0.5293408348064915,0,0.1532776932675756,0,ZNF471,LogisticRegression,mono,2613,-0.1532776932675756,-0.866904908263403
120,25,0.8031099774931049,0,0.7858187194681777,0,0.8114331161842127,0,0.8425092134518981,0,0,0,0.8194594600441043,0,0,0,0.8504596913112613,0,0,0,0.0750983603325285,0,0,0,0.057773292679986,0,0,0,0.10134465700001,0,0,0,0.0498096454009151,0,0.0389775509449173,0,0.0521246825988137,0,ZBTB8A,LogisticRegression,mono,1272,-0.0521246825988137,-0.8114331161842127
128,23,0.9231780663976952,0,0.8900885180979191,0,0.854522275733515,0,0.9429232377535492,0,0,0,0.9230361052386362,0,0,0,0.8834008576009938,0,0,0,0.5665705511801016,0,0,0,0.5492968913532449,0,0,0,0.4078976021938215,0,0,0,0.5201272552807142,0,0.4919483624875992,0,0.3576657789474775,0,ZNF251,LogisticRegression,mono,6019,-0.3576657789474775,-0.854522275733515
136,29,0.9621880776857962,0,0.9669892850130718,0,0.938531449440656,0,0.9670230848433308,0,0,0,0.9715344771539498,0,0,0,0.9335762818801716,0,0,0,0.4401302974903722,0,0,0,0.6437138083012907,0,0,0,0.7190856222369466,0,0,0,0.4010742176797907,0,0.5898627666074377,0,0.7414643145032178,0,ZNF493,LogisticRegression,mono,11361,-0.7414643145032178,-0.938531449440656
144,34,0.9315122843948488,0,0.9539078709643886,0,0.6097570069000716,0,0.9669364421872256,0,0,0,0.9769642719842654,0,0,0,0.6244809606956889,0,0,0,0.4711409383096179,0,0,0,0.5196068747371586,0,0,0,0.0588366399696107,0,0,0,0.3156060343768798,0,0.3386801580353271,0,0.059922189356267,0,VDR,LogisticRegression,mono,4617,-0.059922189356267,-0.6097570069000716
152,20,0.8561876495606185,0,0.8665632036967537,0,0.6075457979707847,0,0.922305533491524,0,0,0,0.9204991816267384,0,0,0,0.763560116820924,0,0,0,0.4391211933243246,0,0,0,0.372759088793116,0,0,0,0.0713439975365518,0,0,0,0.2074096964953077,0,0.194435553107305,0,0.0186551503629637,0,ZNF322,LogisticRegression,mono,876,-0.0186551503629637,-0.6075457979707847
160,28,0.9622674680119176,0,0.9493204067304148,0,0.7944714722836755,0,0.9832278975069862,0,0,0,0.9727288695726404,0,0,0,0.8229309412661462,0,0,0,0.7707035121172988,0,0,0,0.5309235692375983,0,0,0,0.2893333720622687,0,0,0,0.5151693400611302,0,0.28339871021175,0,0.1518887605130913,0,NACC2,LogisticRegression,mono,4038,-0.1518887605130913,-0.7944714722836755
168,40,0.8178759737499444,0,0.8272939677939691,0,0.645367599617262,0,0.9277178726281228,0,0,0,0.9346135976164306,0,0,0,0.8217735579835835,0,0,0,0.4696612865461239,0,0,0,0.4960462436063344,0,0,0,0.1944483506168029,0,0,0,0.4229910660290212,0,0.4372240755446419,0,0.0747318763794802,0,ZNF107,LogisticRegression,mono,2324,-0.0747318763794802,-0.645367599617262
176,27,0.7896982776468616,0,0.8324427816008836,0,0.7585906353377755,0,0.8484898347524641,0,0,0,0.8791238823167149,0,0,0,0.7676830976024144,0,0,0,0.1389097333496572,0,0,0,0.1963527241464022,0,0,0,0.0507251830779568,0,0,0,0.0819261869789587,0,0.1234761406912921,0,0.0327677323594563,0,ZNF648,LogisticRegression,mono,6362,-0.0327677323594563,-0.7585906353377755
184,20,0.934026751413046,0,0.9360696039832768,0,0.5234558823529412,0,0.938992087949684,0,0,0,0.9495113500303768,0,0,0,0.5662456747404844,0,0,0,0.4128287542016308,0,0,0,0.5036159130935444,0,0,0,0.1552911059168745,0,0,0,0.3375909283673202,0,0.4087077246325313,0,0.1285642725233358,0,CAMTA2,LogisticRegression,mono,7908,-0.1285642725233358,-0.5234558823529412
192,28,0.9429108632383202,0,0.9422768472993068,0,0.4434657546747761,0,0.9558230972488424,0,0,0,0.9623485960204456,0,0,0,0.478508061109797,0,0,0,0.6619098846250037,0,0,0,0.6962821419937839,0,0,0,0.0487640402418713,0,0,0,0.6386201638412791,0,0.6915475672150849,0,0.0389627441088815,0,ZNF841,LogisticRegression,mono,1966,-0.0389627441088815,-0.4434657546747761
200,46,0.7774512964365433,0,0.7861133311691201,0,0.6945826811491002,0,0.8381278524593431,0,0,0,0.8369598955904429,0,0,0,0.6846308204619661,0,0,0,0.3233008887734241,0,0,0,0.2774958431368811,0,0,0,0.052477882679751,0,0,0,0.302563852597579,0,0.3399482553814235,0,0.0865810219349753,0,TIGD4,LogisticRegression,mono,779,-0.0865810219349753,-0.6945826811491002
208,31,0.7863798321422852,0,0.7639617390462841,0,0.7856407152684709,0,0.8419558395583433,0,0,0,0.8037554549777318,0,0,0,0.7754019105094069,0,0,0,0.2337410058518207,0,0,0,0.1818181176383891,0,0,0,0.1760097291436781,0,0,0,0.2036880851305027,0,0.1909879228491466,0,0.1527141771855483,0,ZNF470,LogisticRegression,mono,2701,-0.1527141771855483,-0.7856407152684709
216,35,0.7790436961250493,0,0.7790898761518092,0,0.6972523410323993,0,0.9049796021605964,0,0,0,0.8824262091928182,0,0,0,0.7251434946945912,0,0,0,0.2371128920952828,0,0,0,0.1985985427756645,0,0,0,0.0763610456369381,0,0,0,0.1682404701292091,0,0.190613877269222,0,0.0756092516471711,0,ZNF510,LogisticRegression,mono,3967,-0.0756092516471711,-0.6972523410323993
224,24,0.8863325227827271,0,0.9353388664273176,0,0.9536520940467929,0,0.917768426696347,0,0,0,0.9532474122866872,0,0,0,0.94953285650134,0,0,0,0.1060818675097274,0,0,0,0.2852541479167872,0,0,0,0.4763841726048629,0,0,0,0.0602108840437436,0,0.161458722283912,0,0.462236751840962,0,ZNF384,LogisticRegression,mono,6652,-0.462236751840962,-0.9536520940467929
232,26,0.9640769800002276,0,0.9623688735170663,0,0.8752261902791849,0,0.968964841115913,0,0,0,0.9700154283122578,0,0,0,0.8784490454332289,0,0,0,0.7016054345500266,0,0,0,0.7825073776720228,0,0,0,0.5248876217893705,0,0,0,0.6528770307731149,0,0.7380541963732112,0,0.4837883865790308,0,CTCF,LogisticRegression,mono,11114,-0.4837883865790308,-0.8752261902791849
240,20,0.9607056895679044,0,0.9514239512428396,0,0.8960788915434926,0,0.9647369139272204,0,0,0,0.9589878032484428,0,0,0,0.9013417167375308,0,0,0,0.833314663485949,0,0,0,0.8136168207896272,0,0,0,0.5164351745749132,0,0,0,0.7866891219748077,0,0.7662647427491799,0,0.4826287992384865,0,ZNF134,LogisticRegression,mono,2715,-0.4826287992384865,-0.8960788915434926
248,20,0.916075144866864,0,0.9224577902145972,0,0.8802084106902408,0,0.9688050413017736,0,0,0,0.9555171530979758,0,0,0,0.9124144512446378,0,0,0,0.409341919694879,0,0,0,0.5031895508577414,0,0,0,0.2775874594943349,0,0,0,0.1224811623306041,0,0.3337287473359657,0,0.112396628888861,0,KDM2A,LogisticRegression,mono,20339,-0.112396628888861,-0.8802084106902408
256,32,0.9454231243401762,0,0.9579559075407488,0,0.7608820510233689,0,0.9604378991404392,0,0,0,0.9719643234514568,0,0,0,0.8343097209009576,0,0,0,0.4039370578453665,0,0,0,0.5251006723378394,0,0,0,0.2662234279466878,0,0,0,0.3001391029112101,0,0.3884403784296044,0,0.1313762261051302,0,TPRX1,LogisticRegression,mono,7887,-0.1313762261051302,-0.7608820510233689
264,25,0.9506148796193072,0,0.9502590468865798,0,0.883303246374116,0,0.9690480206314256,0,0,0,0.9683820632267762,0,0,0,0.9009820497832844,0,0,0,0.3327527517470802,0,0,0,0.5868835833106484,0,0,0,0.3527292836118985,0,0,0,0.2233108922579175,0,0.4591203062964949,0,0.2610437847284949,0,ELF3,LogisticRegression,mono,18174,-0.2610437847284949,-0.883303246374116
272,23,0.9235151440200604,0,0.91002766258181,0,0.65300196138526,0,0.9497129960601848,0,0,0,0.916735892608073,0,0,0,0.6717075742603092,0,0,0,0.4536759616367173,0,0,0,0.2298394784815871,0,0,0,0.0156517612283613,0,0,0,0.3358704693906719,0,0.3093682364942904,0,0.0080241545508364,0,SRY,LogisticRegression,mono,1852,-0.0080241545508364,-0.65300196138526
280,43,0.8896150960341425,0,0.8478179777021903,0,0.893343948240798,0,0.8992266597681695,0,0,0,0.865968182736952,0,0,0,0.8862772346232,0,0,0,0.4419142374090687,0,0,0,0.3660300669248117,0,0,0,0.1468916355209721,0,0,0,0.400275822839663,0,0.3617496503370547,0,0.0923684883174618,0,ZNF131,LogisticRegression,mono,1419,-0.0923684883174618,-0.893343948240798
288,102,0.838402956086354,0,0.9569041396371588,0,0.7229723199189021,0,0.8914933584824388,0,0,0,0.9721184446239384,0,0,0,0.7472911247960871,0,0,0,0.1431406844089688,0,0,0,0.4987193912138445,0,0,0,0.0479176607752519,0,0,0,0.0798643300078763,0,0.331403010731355,0,0.0454984267827538,0,SALL3,LogisticRegression,mono,5315,-0.0454984267827538,-0.7229723199189021
296,20,0.9528224135802468,0,0.953998827795367,0,0.7695515566748001,0,0.9551944074074076,0,0,0,0.9587589065345252,0,0,0,0.7691282378852755,0,0,0,0.7495755079147575,0,0,0,0.7623303083421851,0,0,0,0.132955938699308,0,0,0,0.6537430735990193,0,0.6647322201556168,0,0.1245673246558138,0,PRDM10,LogisticRegression,mono,794,-0.1245673246558138,-0.7695515566748001
304,27,0.9958844077043626,0,0.9963344273151852,0,0.9250370695213802,0,0.9966139701604476,0,0,0,0.9969414626661778,0,0,0,0.923096663353135,0,0,0,0.8903470787069708,0,0,0,0.9543747408855616,0,0,0,0.4277703756457089,0,0,0,0.8556075214912293,0,0.932942823944397,0,0.4483998219757691,0,NFKB1,LogisticRegression,mono,8969,-0.4483998219757691,-0.9250370695213802
312,28,0.9382523456616678,0,0.9520611161968064,0,0.9149078172216966,0,0.9421939630602352,0,0,0,0.9564536508790308,0,0,0,0.9164271542382711,0,0,0,0.4096648134917549,0,0,0,0.4656196306553148,0,0,0,0.5294373213254369,0,0,0,0.3834168952551839,0,0.4367044351153027,0,0.4379454195115826,0,ZNF726,LogisticRegression,mono,4042,-0.4379454195115826,-0.9149078172216966
320,20,0.8998027446272627,0,0.8745192722105092,0,0.71511880036993,0,0.8985749593955229,0,0,0,0.8698407669279783,0,0,0,0.6960433875016514,0,0,0,0.7649488818960006,0,0,0,0.672957160489572,0,0,0,0.2525789972372643,0,0,0,0.7648065280962065,0,0.670109735263745,0,0.2319430879311075,0,GLI4,LogisticRegression,mono,293,-0.2319430879311075,-0.71511880036993
328,20,0.9372335403847204,0,0.9323429124699028,0,0.7697096029576564,0,0.9400872583151236,0,0,0,0.9403760144318566,0,0,0,0.7658325426000985,0,0,0,0.5994130817956734,0,0,0,0.5529307012048449,0,0,0,0.3002512746298302,0,0,0,0.5670421531384253,0,0.5607745344639286,0,0.3246543123188475,0,ZNF20,LogisticRegression,mono,1274,-0.3246543123188475,-0.7697096029576564
336,18,0.8359712247324613,0,0.8176799450987903,0,0.6294349734949075,0,0.8671481569560047,0,0,0,0.857716811899518,0,0,0,0.6854149920806922,0,0,0,0.5541653034561973,0,0,0,0.442455014821298,0,0,0,0.2149497245404773,0,0,0,0.4148618058708477,0,0.3167043902181624,0,0.1386905962293532,0,ZNF264,LogisticRegression,mono,177,-0.1386905962293532,-0.6294349734949075
344,23,0.9520280075799628,0,0.9619535783001962,0,0.9093876475792771,0,0.9597070900651216,0,0,0,0.96671419380157,0,0,0,0.9260574393794908,0,0,0,0.3744737805611801,0,0,0,0.4367461060866058,0,0,0,0.4112075863464987,0,0,0,0.294952165320538,0,0.3613325178159797,0,0.3289567818237524,0,ZNF780B,LogisticRegression,mono,5790,-0.3289567818237524,-0.9093876475792771
352,29,0.934034713405924,0,0.9307603509345016,0,0.8626008069784622,0,0.9763240189027368,0,0,0,0.9713061415387212,0,0,0,0.8922697971961584,0,0,0,0.4280683419227007,0,0,0,0.6120567620826852,0,0,0,0.238986389069625,0,0,0,0.3029824683087497,0,0.4832000087644167,0,0.2637400593383641,0,FLI1,LogisticRegression,mono,16616,-0.2637400593383641,-0.8626008069784622
360,48,0.8168663326995388,0,0.804025885891557,0,0.7508724204938746,0,0.8771283774459541,0,0,0,0.8521225335680911,0,0,0,0.7619296547859341,0,0,0,0.2451600074731328,0,0,0,0.1661315342026351,0,0,0,0.0665710891981828,0,0,0,0.2317218121450612,0,0.1705568389461829,0,0.0557437029585838,0,CAMTA1,LogisticRegression,mono,2257,-0.0557437029585838,-0.7508724204938746
368,25,0.8760031441989603,0,0.839092072327719,0,0.6717219577788439,0,0.9101542119565218,0,0,0,0.8800258950215905,0,0,0,0.6992436744021615,0,0,0,0.409268991512594,0,0,0,0.2827102099866729,0,0,0,0.0711826753391056,0,0,0,0.4216161386212771,0,0.3193274462682604,0,0.0731598508163555,0,CREB3L3,LogisticRegression,mono,1592,-0.0731598508163555,-0.6717219577788439
376,27,0.948887199194155,0,0.9513449168304706,0,0.8520471960410014,0,0.9556663063476571,0,0,0,0.959057893695983,0,0,0,0.8264835152704655,0,0,0,0.5679786658174242,0,0,0,0.6114276106503628,0,0,0,0.1722496444302113,0,0,0,0.5220685904553235,0,0.5635813622157974,0,0.1675099653806223,0,ZSCAN25,LogisticRegression,mono,1916,-0.1675099653806223,-0.8520471960410014
384,20,0.8994041298482711,0,0.865405465118156,0,0.6726851428474656,0,0.9433613338778744,0,0,0,0.9005651956353306,0,0,0,0.673669113786855,0,0,0,0.5506955742646046,0,0,0,0.1197639549904533,0,0,0,0.0497282506180707,0,0,0,0.3148488334479758,0,0.0645495225670075,0,0.0086369594698108,0,ZNF234,LogisticRegression,mono,704,-0.0086369594698108,-0.6726851428474656
392,25,0.976843800628462,0,0.9752093917516764,0,0.7487527051933361,0,0.9763873822162552,0,0,0,0.9770507644422982,0,0,0,0.7780690967287935,0,0,0,0.7576030653061766,0,0,0,0.6826707412227072,0,0,0,0.2941494739453283,0,0,0,0.7457215845978562,0,0.6558543367487827,0,0.2885178350273232,0,TIGD3,LogisticRegression,mono,2672,-0.2885178350273232,-0.7487527051933361
400,39,0.7940605768353556,0,0.7730597305297852,0,0.8113902547474383,0,0.8336667153227594,0,0,0,0.7776573181152344,0,0,0,0.8820152917682973,0,0,0,0.1354461347304291,0,0,0,0.0877696557245321,0,0,0,0.1415291300270508,0,0,0,0.107255511008093,0,0.1275513759229148,0,0.0416891656049575,0,RLF,LogisticRegression,mono,1024,-0.0416891656049575,-0.8113902547474383
408,23,0.935738430600741,0,0.9635760138190184,0,0.9140361883755468,0,0.9448399288476026,0,0,0,0.9718577786559268,0,0,0,0.919994936383446,0,0,0,0.1567923727181756,0,0,0,0.6285371977537401,0,0,0,0.4011573970667724,0,0,0,0.1345960867961778,0,0.5648744267413839,0,0.3638213571500173,0,ZNF367,LogisticRegression,mono,31393,-0.3638213571500173,-0.9140361883755468
416,38,0.937707896255149,0,0.9496206312294478,0,0.8622479650817443,0,0.9402450670208912,0,0,0,0.950805011575034,0,0,0,0.8349358499818564,0,0,0,0.678894436366927,0,0,0,0.675739527059152,0,0,0,0.2375019938057907,0,0,0,0.6508090027072995,0,0.6427526499614569,0,0.2383672025135304,0,MSANTD1,LogisticRegression,mono,1313,-0.2383672025135304,-0.8622479650817443
424,28,0.9429979750423164,0,0.9507357733992452,0,0.7784798698737891,0,0.9422584532129044,0,0,0,0.9492461103964802,0,0,0,0.7757172779897223,0,0,0,0.8586605691165189,0,0,0,0.883796496583494,0,0,0,0.4247401358951348,0,0,0,0.8402688735230346,0,0.8691744652626429,0,0.384388292018952,0,ZBTB40,LogisticRegression,mono,3143,-0.384388292018952,-0.7784798698737891
432,24,0.921605739616077,0,0.8969236416753702,0,0.5425579460327236,0,0.952115716534186,0,0,0,0.931325521852539,0,0,0,0.5500841235201234,0,0,0,0.3043426894030615,0,0,0,0.1828572630391486,0,0,0,0.0165744853714059,0,0,0,0.182815073859921,0,0.1263137669061409,0,0.015915979705198,0,MKX,LogisticRegression,mono,1983,-0.015915979705198,-0.5425579460327236
440,58,0.9211147333382256,0,0.9524189439960784,0,0.9329514101545934,0,0.9457157614862232,0,0,0,0.9649438035048408,0,0,0,0.946333364599212,0,0,0,0.3503942618258391,0,0,0,0.4224641948076878,0,0,0,0.5665160990048359,0,0,0,0.2008375750520183,0,0.279177508352082,0,0.457937942330168,0,ZNF362,LogisticRegression,mono,478,-0.457937942330168,-0.9329514101545934
448,26,0.982776676942468,0,0.9899861546839384,0,0.6348213684290411,0,0.9831416953113772,0,0,0,0.9898889875200998,0,0,0,0.6491795373750661,0,0,0,0.8370604261922643,0,0,0,0.9004972774276784,0,0,0,0.035732611530892,0,0,0,0.8234533132132432,0,0.886043198211502,0,0.0354428399246816,0,PAX7,LogisticRegression,mono,3945,-0.0354428399246816,-0.6348213684290411
456,36,0.937968499143509,0,0.9417032280770998,0,0.6838984147441941,0,0.957336040197463,0,0,0,0.95950470431962,0,0,0,0.670477437872599,0,0,0,0.5208587085323854,0,0,0,0.4956910605445265,0,0,0,0.0838932538046374,0,0,0,0.3775459843120285,0,0.3685890098430813,0,0.0642705334248347,0,ZNF48,LogisticRegression,mono,3652,-0.0642705334248347,-0.6838984147441941
464,20,0.7760235758159701,0,0.7074665289292801,0,0.6324991206782556,0,0.8979181306913687,0,0,0,0.8260603342899661,0,0,0,0.7074489220932547,0,0,0,0.2054035817328822,0,0,0,0.0673143930690766,0,0,0,0.0197824016960744,0,0,0,0.0637757515075284,0,0.022288514119849,0,0.0101542506893531,0,SP100,LogisticRegression,mono,672,-0.0101542506893531,-0.6324991206782556
472,24,0.8899782076963036,0,0.8801747298356739,0,0.7164037192884781,0,0.9814625666947197,0,0,0,0.971991179486726,0,0,0,0.7891090175925293,0,0,0,0.5030811179921836,0,0,0,0.4735692912531159,0,0,0,0.0974981350025626,0,0,0,0.3057769022588587,0,0.3460239211122658,0,0.05692724329353,0,GABPA,LogisticRegression,mono,8634,-0.05692724329353,-0.7164037192884781
480,28,0.9055299322637664,0,0.905870461731391,0,0.7287607745468739,0,0.9435192111274548,0,0,0,0.9425124754074228,0,0,0,0.765366704347826,0,0,0,0.4623203130833384,0,0,0,0.4585737192370137,0,0,0,0.1724668574391323,0,0,0,0.3571335151441681,0,0.3670166925066301,0,0.1356333495866917,0,ZNF347,LogisticRegression,mono,3762,-0.1356333495866917,-0.7287607745468739
488,20,0.8074631947736887,0,0.8061656477464233,0,0.7747511880662684,0,0.8271974459543499,0,0,0,0.8215134999462154,0,0,0,0.8308574636086763,0,0,0,0.2840448261364706,0,0,0,0.3091465560590399,0,0,0,0.1384117070952045,0,0,0,0.2188737912138884,0,0.253356474915911,0,0.1475420884217951,0,ZNF770,LogisticRegression,mono,334,-0.1475420884217951,-0.7747511880662684
496,21,0.9531147346291512,0,0.9542082882639265,0,0.9530852790997422,0,0.9513843221832202,0,0,0,0.9552988236884802,0,0,0,0.9471382155132528,0,0,0,0.8543645634060051,0,0,0,0.8771131967131266,0,0,0,0.8832112633297919,0,0,0,0.8309046044101799,0,0.8600504091043413,0,0.8777053434460274,0,ZNF436,LogisticRegression,mono,860,-0.8777053434460274,-0.9530852790997422
504,36,0.9309820618921396,0,0.9137005700005424,0,0.8467865104177427,0,0.9338569236288264,0,0,0,0.9182951100667318,0,0,0,0.8197794340510458,0,0,0,0.5360979302708467,0,0,0,0.4709044730553331,0,0,0,0.0610532921619752,0,0,0,0.4859579013666781,0,0.4241321241162074,0,0.0688772432493578,0,SLC2A4RG,LogisticRegression,mono,768,-0.0688772432493578,-0.8467865104177427
512,20,0.8421923700827406,0,0.8424876652829902,0,0.8248413975641958,0,0.8806273007693424,0,0,0,0.8833432280892792,0,0,0,0.8543656132229361,0,0,0,0.2305356693115956,0,0,0,0.2683646149387009,0,0,0,0.2078233789750891,0,0,0,0.1414596754846621,0,0.1656516695684946,0,0.1145385966405059,0,ZBTB41,LogisticRegression,mono,1343,-0.1145385966405059,-0.8248413975641958
520,24,0.9793933830638648,0,0.9730315988132028,0,0.8600711626803843,0,0.9840719574173792,0,0,0,0.9795074907427136,0,0,0,0.903595566119632,0,0,0,0.8927093489009599,0,0,0,0.8786795211325488,0,0,0,0.263951209123679,0,0,0,0.8789230370589337,0,0.8577189803878613,0,0.2241478235074964,0,FIZ1,LogisticRegression,mono,1096,-0.2241478235074964,-0.8600711626803843
