,Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,Seq_count,PR_delta_M,ROC_delta_M
80,27,0.8760825350972704,0,0.8916286234712464,0,0.9085939389511448,0,0.9177665491351804,0,0,0,0.9170695810564664,0,0,0,0.8826537810383747,0,0,0,0.3688675633664308,0,0,0,0.882928873113722,0,0,0,0.8435270621525658,0,0,0,0.2558351468443162,0,0.8208444711328331,0,0.7851382654576774,0,ZNF407,LogisticRegression,mono,1575,-0.7851382654576774,-0.9085939389511448
88,20,0.9143069151852142,0,0.9151191666807926,0,0.9022133529436468,0,0.9387327816500032,0,0,0,0.9450697540386148,0,0,0,0.8967822690546251,0,0,0,0.7927229203990332,0,0,0,0.9371251355643078,0,0,0,0.8864501944059385,0,0,0,0.767143526329641,0,0.9174258804547312,0,0.8938794705847638,0,ZNF260,LogisticRegression,mono,346,-0.8938794705847638,-0.9022133529436468
96,20,0.9543331820423276,0,0.9417387433457376,0,0.5030279626768783,0,0.9614158248763456,0,0,0,0.9485884558092682,0,0,0,0.6123413096900991,0,0,0,0.7686791491981467,0,0,0,0.9405959616497518,0,0,0,0.4651891580651591,0,0,0,0.6382165060336414,0,0.9091120399316196,0,0.5401356532143424,0,DNTTIP1,LogisticRegression,mono,2476,-0.5401356532143424,-0.5030279626768783
104,41,0.8894676343556238,0,0.8846494016837888,0,0.7577151457447684,0,0.8792483845850012,0,0,0,0.8742607490734551,0,0,0,0.7265484661843168,0,0,0,0.5839372916774607,0,0,0,0.8705448259806191,0,0,0,0.6507828141477479,0,0,0,0.5982170399630397,0,0.8513484196751018,0,0.6669685571491607,0,JRK,LogisticRegression,mono,1833,-0.6669685571491607,-0.7577151457447684
112,33,0.9300145729118868,0,0.9368473646164142,0,0.8632813062336365,0,0.9434915756652146,0,0,0,0.9466272252472828,0,0,0,0.884269459733039,0,0,0,0.6082859067433843,0,0,0,0.9427538583434109,0,0,0,0.8246813077430466,0,0,0,0.5608255026660538,0,0.8981619052486532,0,0.7122295092899872,0,ZNF471,LogisticRegression,mono,2613,-0.7122295092899872,-0.8632813062336365
120,25,0.8031099774931049,0,0.8415790318246955,0,0.7717408372580425,0,0.8425092134518981,0,0,0,0.8856573670488018,0,0,0,0.8076571025570304,0,0,0,0.0750983603325285,0,0,0,0.8059491933150273,0,0,0,0.6807618582478235,0,0,0,0.0498096454009151,0,0.7163890489646758,0,0.5961606166146071,0,ZBTB8A,LogisticRegression,mono,1272,-0.5961606166146071,-0.7717408372580425
128,23,0.9231780663976952,0,0.924072310011112,0,0.8745331751395106,0,0.9429232377535492,0,0,0,0.9449665996998934,0,0,0,0.8991138060937937,0,0,0,0.5665705511801016,0,0,0,0.9258200524106168,0,0,0,0.8669815726440224,0,0,0,0.5201272552807142,0,0.8833322152056949,0,0.8488689035768902,0,ZNF251,LogisticRegression,mono,6019,-0.8488689035768902,-0.8745331751395106
136,29,0.9621880776857962,0,0.9645464342235672,0,0.9454823981737356,0,0.9670230848433308,0,0,0,0.9692263147923936,0,0,0,0.9410542757229492,0,0,0,0.4401302974903722,0,0,0,0.948304328667082,0,0,0,0.94596219086176,0,0,0,0.4010742176797907,0,0.9390411459136146,0,0.9490510448017828,0,ZNF493,LogisticRegression,mono,11361,-0.9490510448017828,-0.9454823981737356
144,34,0.9315122843948488,0,0.9409865947363888,0,0.5694030693259171,0,0.9669364421872256,0,0,0,0.9729809486167188,0,0,0,0.6205133356598476,0,0,0,0.4711409383096179,0,0,0,0.9484545222205704,0,0,0,0.5022968952739234,0,0,0,0.3156060343768798,0,0.8132742162277041,0,0.4788888078589787,0,VDR,LogisticRegression,mono,4617,-0.4788888078589787,-0.5694030693259171
152,20,0.8561876495606185,0,0.859673428272229,0,0.6398260608456826,0,0.922305533491524,0,0,0,0.9153776027131474,0,0,0,0.7844675232272569,0,0,0,0.4391211933243246,0,0,0,0.8939741175155932,0,0,0,0.7139928816386237,0,0,0,0.2074096964953077,0,0.8147816594066951,0,0.5084734353036524,0,ZNF322,LogisticRegression,mono,876,-0.5084734353036524,-0.6398260608456826
160,28,0.9622674680119176,0,0.9534600604601116,0,0.7846290791768652,0,0.9832278975069862,0,0,0,0.9765802928604588,0,0,0,0.8147151065302051,0,0,0,0.7707035121172988,0,0,0,0.9665240764784384,0,0,0,0.7767208288187621,0,0,0,0.5151693400611302,0,0.9191310998834152,0,0.7021981601987393,0,NACC2,LogisticRegression,mono,4038,-0.7021981601987393,-0.7846290791768652
168,40,0.8178759737499444,0,0.8290978051991242,0,0.6326036977426974,0,0.9277178726281228,0,0,0,0.9412211518786046,0,0,0,0.8281533145876321,0,0,0,0.4696612865461239,0,0,0,0.9279243410316164,0,0,0,0.7606857529303941,0,0,0,0.4229910660290212,0,0.7681930917473853,0,0.448307297779481,0,ZNF107,LogisticRegression,mono,2324,-0.448307297779481,-0.6326036977426974
176,27,0.7896982776468616,0,0.8014432128261553,0,0.8520261776601527,0,0.8484898347524641,0,0,0,0.8534212260295505,0,0,0,0.8557787162988696,0,0,0,0.1389097333496572,0,0,0,0.7749857196316338,0,0,0,0.7381966917113661,0,0,0,0.0819261869789587,0,0.6963571155276893,0,0.6227572328956752,0,ZNF648,LogisticRegression,mono,6362,-0.6227572328956752,-0.8520261776601527
184,20,0.934026751413046,0,0.948076616469989,0,0.5277267156862745,0,0.938992087949684,0,0,0,0.9526183895846524,0,0,0,0.5768995098039216,0,0,0,0.4128287542016308,0,0,0,0.9260071050014994,0,0,0,0.7334458207078086,0,0,0,0.3375909283673202,0,0.9129291705947978,0,0.7469896631812565,0,CAMTA2,LogisticRegression,mono,7908,-0.7469896631812565,-0.5277267156862745
192,28,0.9429108632383202,0,0.9505533245714926,0,0.550890116709302,0,0.9558230972488424,0,0,0,0.9671106636117454,0,0,0,0.5562695744359418,0,0,0,0.6619098846250037,0,0,0,0.9537448469244418,0,0,0,0.4403853962471273,0,0,0,0.6386201638412791,0,0.9333354503937134,0,0.4555033275256524,0,ZNF841,LogisticRegression,mono,1966,-0.4555033275256524,-0.550890116709302
200,46,0.7774512964365433,0,0.8157801715316925,0,0.7057871034949367,0,0.8381278524593431,0,0,0,0.8431217347330536,0,0,0,0.6823815225903351,0,0,0,0.3233008887734241,0,0,0,0.8019566941489521,0,0,0,0.5444758269014575,0,0,0,0.302563852597579,0,0.6638067853241628,0,0.5911249930317402,0,TIGD4,LogisticRegression,mono,779,-0.5911249930317402,-0.7057871034949367
208,31,0.7863798321422852,0,0.7644309100017037,0,0.8030032825216962,0,0.8419558395583433,0,0,0,0.8219853479098618,0,0,0,0.7809254013220018,0,0,0,0.2337410058518207,0,0,0,0.7761058046900468,0,0,0,0.7226340126476569,0,0,0,0.2036880851305027,0,0.7348180472589149,0,0.7231346077904534,0,ZNF470,LogisticRegression,mono,2701,-0.7231346077904534,-0.8030032825216962
216,35,0.7790436961250493,0,0.7938803842614138,0,0.7873348225334231,0,0.9049796021605964,0,0,0,0.9045540192870698,0,0,0,0.7866207442803221,0,0,0,0.2371128920952828,0,0,0,0.8486658452695273,0,0,0,0.6627768936482246,0,0,0,0.1682404701292091,0,0.6560069665162817,0,0.517127837483274,0,ZNF510,LogisticRegression,mono,3967,-0.517127837483274,-0.7873348225334231
224,24,0.8863325227827271,0,0.865567605859476,0,0.928096618994396,0,0.917768426696347,0,0,0,0.9067665756607736,0,0,0,0.9223082951277334,0,0,0,0.1060818675097274,0,0,0,0.8204702032436231,0,0,0,0.7907088846271321,0,0,0,0.0602108840437436,0,0.7032277851686386,0,0.7631710956731033,0,ZNF384,LogisticRegression,mono,6652,-0.7631710956731033,-0.928096618994396
232,26,0.9640769800002276,0,0.9685925634089948,0,0.8617693716722215,0,0.968964841115913,0,0,0,0.9723773167505326,0,0,0,0.8678981065706236,0,0,0,0.7016054345500266,0,0,0,0.9619245916728832,0,0,0,0.8225082014042985,0,0,0,0.6528770307731149,0,0.954254951698034,0,0.8029813140900649,0,CTCF,LogisticRegression,mono,11114,-0.8029813140900649,-0.8617693716722215
240,20,0.9607056895679044,0,0.9519446453640578,0,0.9034964299262824,0,0.9647369139272204,0,0,0,0.9596800333783052,0,0,0,0.904240433574992,0,0,0,0.833314663485949,0,0,0,0.9602391056283184,0,0,0,0.8882623736667034,0,0,0,0.7866891219748077,0,0.9535771676347374,0,0.8822816885868199,0,ZNF134,LogisticRegression,mono,2715,-0.8822816885868199,-0.9034964299262824
248,20,0.916075144866864,0,0.8467994339089152,0,0.8659825657282118,0,0.9688050413017736,0,0,0,0.9046995147451232,0,0,0,0.899497864443107,0,0,0,0.409341919694879,0,0,0,0.8134900427265693,0,0,0,0.8485469672443892,0,0,0,0.1224811623306041,0,0.7112098021277109,0,0.7703492276274845,0,KDM2A,LogisticRegression,mono,20339,-0.7703492276274845,-0.8659825657282118
256,32,0.9454231243401762,0,0.948674183407144,0,0.742895033540494,0,0.9604378991404392,0,0,0,0.962821003582025,0,0,0,0.7959149396567515,0,0,0,0.4039370578453665,0,0,0,0.9330297479841096,0,0,0,0.663153168837069,0,0,0,0.3001391029112101,0,0.8708323950199235,0,0.5245293381157851,0,TPRX1,LogisticRegression,mono,7887,-0.5245293381157851,-0.742895033540494
264,25,0.9506148796193072,0,0.9512767067626712,0,0.8795848856679267,0,0.9690480206314256,0,0,0,0.9694765262269904,0,0,0,0.8973125233221021,0,0,0,0.3327527517470802,0,0,0,0.9368440317784776,0,0,0,0.8319335711257336,0,0,0,0.2233108922579175,0,0.8973467835178054,0,0.7905297009821339,0,ELF3,LogisticRegression,mono,18174,-0.7905297009821339,-0.8795848856679267
272,23,0.9235151440200604,0,0.9199254633055928,0,0.6788523336389277,0,0.9497129960601848,0,0,0,0.9359339364738932,0,0,0,0.6978876645316641,0,0,0,0.4536759616367173,0,0,0,0.8987076653551603,0,0,0,0.4883287026595707,0,0,0,0.3358704693906719,0,0.816456716423808,0,0.3205678281209056,0,SRY,LogisticRegression,mono,1852,-0.3205678281209056,-0.6788523336389277
280,43,0.8896150960341425,0,0.8862493914113128,0,0.9101782072769452,0,0.8992266597681695,0,0,0,0.8975757271779875,0,0,0,0.9040892764328092,0,0,0,0.4419142374090687,0,0,0,0.882406202215872,0,0,0,0.8382489698509696,0,0,0,0.400275822839663,0,0.8636223486231246,0,0.76958658623272,0,ZNF131,LogisticRegression,mono,1419,-0.76958658623272,-0.9101782072769452
288,102,0.838402956086354,0,0.8943068337824897,0,0.8024050874082369,0,0.8914933584824388,0,0,0,0.9313263989209184,0,0,0,0.8255146270613796,0,0,0,0.1431406844089688,0,0,0,0.8769976252577024,0,0,0,0.7258055004360929,0,0,0,0.0798643300078763,0,0.7874793816072764,0,0.7040808442689456,0,SALL3,LogisticRegression,mono,5315,-0.7040808442689456,-0.8024050874082369
296,20,0.9528224135802468,0,0.9517715985930988,0,0.7489659017619674,0,0.9551944074074076,0,0,0,0.9564013346513454,0,0,0,0.7486399092383251,0,0,0,0.7495755079147575,0,0,0,0.9571783504235404,0,0,0,0.6523253898082466,0,0,0,0.6537430735990193,0,0.9460338594839788,0,0.642229012676012,0,PRDM10,LogisticRegression,mono,794,-0.642229012676012,-0.7489659017619674
304,27,0.9958844077043626,0,0.9965716895895608,0,0.9128539611753116,0,0.9966139701604476,0,0,0,0.9969520330233426,0,0,0,0.9088295732942252,0,0,0,0.8903470787069708,0,0,0,0.9958848808702848,0,0,0,0.8709146311787095,0,0,0,0.8556075214912293,0,0.9948596274158796,0,0.8764091344236944,0,NFKB1,LogisticRegression,mono,8969,-0.8764091344236944,-0.9128539611753116
312,28,0.9382523456616678,0,0.9443175364106132,0,0.9115472752385736,0,0.9421939630602352,0,0,0,0.9477900359063725,0,0,0,0.910095429432446,0,0,0,0.4096648134917549,0,0,0,0.9182406431526804,0,0,0,0.9012112587841892,0,0,0,0.3834168952551839,0,0.9046907812480038,0,0.8827319952972015,0,ZNF726,LogisticRegression,mono,4042,-0.8827319952972015,-0.9115472752385736
320,20,0.8998027446272627,0,0.8680810609728734,0,0.7183725860412733,0,0.8985749593955229,0,0,0,0.8623238896040247,0,0,0,0.695634171386929,0,0,0,0.7649488818960006,0,0,0,0.8531348850094445,0,0,0,0.6631302531932147,0,0,0,0.7648065280962065,0,0.8450655753860569,0,0.6198961572743236,0,GLI4,LogisticRegression,mono,293,-0.6198961572743236,-0.7183725860412733
328,20,0.9372335403847204,0,0.9436325333579392,0,0.8333925380933117,0,0.9400872583151236,0,0,0,0.9487161822632152,0,0,0,0.798290857605178,0,0,0,0.5994130817956734,0,0,0,0.9308435702156236,0,0,0,0.7576960389539746,0,0,0,0.5670421531384253,0,0.8954163420298761,0,0.7092212534774647,0,ZNF20,LogisticRegression,mono,1274,-0.7092212534774647,-0.8333925380933117
336,18,0.8359712247324613,0,0.8398811273309167,0,0.676845527632301,0,0.8671481569560047,0,0,0,0.8727997126155252,0,0,0,0.7068235862409451,0,0,0,0.5541653034561973,0,0,0,0.8515417661991209,0,0,0,0.6690141935066359,0,0,0,0.4148618058708477,0,0.7776739298339618,0,0.6257852288239745,0,ZNF264,LogisticRegression,mono,177,-0.6257852288239745,-0.676845527632301
344,23,0.9520280075799628,0,0.9632857557581292,0,0.9261617083414668,0,0.9597070900651216,0,0,0,0.9667807082947536,0,0,0,0.9368516821582352,0,0,0,0.3744737805611801,0,0,0,0.9386209637139664,0,0,0,0.917643046738452,0,0,0,0.294952165320538,0,0.9251381625746694,0,0.9083094017476264,0,ZNF780B,LogisticRegression,mono,5790,-0.9083094017476264,-0.9261617083414668
352,29,0.934034713405924,0,0.9386323614455097,0,0.85725879655633,0,0.9763240189027368,0,0,0,0.976228353955412,0,0,0,0.8874223233687653,0,0,0,0.4280683419227007,0,0,0,0.9501235884526014,0,0,0,0.8100743104389769,0,0,0,0.3029824683087497,0,0.8855398815146486,0,0.7685518122344771,0,FLI1,LogisticRegression,mono,16616,-0.7685518122344771,-0.85725879655633
360,48,0.8168663326995388,0,0.8293991924114875,0,0.8648419533166177,0,0.8771283774459541,0,0,0,0.8760055081161638,0,0,0,0.8500536700480162,0,0,0,0.2451600074731328,0,0,0,0.8279260590499048,0,0,0,0.7632549969743491,0,0,0,0.2317218121450612,0,0.6958474206588104,0,0.6333350275169989,0,CAMTA1,LogisticRegression,mono,2257,-0.6333350275169989,-0.8648419533166177
368,25,0.8760031441989603,0,0.8848919007084391,0,0.7219621555177663,0,0.9101542119565218,0,0,0,0.910662465840802,0,0,0,0.7429320238709389,0,0,0,0.409268991512594,0,0,0,0.8816389139580675,0,0,0,0.6668267006202858,0,0,0,0.4216161386212771,0,0.8194884201048259,0,0.6564466685703506,0,CREB3L3,LogisticRegression,mono,1592,-0.6564466685703506,-0.7219621555177663
376,27,0.948887199194155,0,0.9579618626487488,0,0.7847042701778458,0,0.9556663063476571,0,0,0,0.9631025198560964,0,0,0,0.7578342845390187,0,0,0,0.5679786658174242,0,0,0,0.9521794788527704,0,0,0,0.6663176464761051,0,0,0,0.5220685904553235,0,0.944727658739254,0,0.6805267539159202,0,ZSCAN25,LogisticRegression,mono,1916,-0.6805267539159202,-0.7847042701778458
384,20,0.8994041298482711,0,0.8673053403995108,0,0.6890108608035298,0,0.9433613338778744,0,0,0,0.9100102765321376,0,0,0,0.7042934113953587,0,0,0,0.5506955742646046,0,0,0,0.8481338339509734,0,0,0,0.626156312183337,0,0,0,0.3148488334479758,0,0.6554091134976989,0,0.3274422103567428,0,ZNF234,LogisticRegression,mono,704,-0.3274422103567428,-0.6890108608035298
392,25,0.976843800628462,0,0.9762987458341236,0,0.7463838812229463,0,0.9763873822162552,0,0,0,0.9778029136862024,0,0,0,0.7604588380779842,0,0,0,0.7576030653061766,0,0,0,0.9725176913788616,0,0,0,0.6683272554943157,0,0,0,0.7457215845978562,0,0.9711757652204336,0,0.6689841733646716,0,TIGD3,LogisticRegression,mono,2672,-0.6689841733646716,-0.7463838812229463
400,39,0.7940605768353556,0,0.7957469776317433,0,0.7961045974177346,0,0.8336667153227594,0,0,0,0.8375311212225275,0,0,0,0.8810999982571309,0,0,0,0.1354461347304291,0,0,0,0.767442295189649,0,0,0,0.7945675958316537,0,0,0,0.107255511008093,0,0.7062906339099987,0,0.599429219992843,0,RLF,LogisticRegression,mono,1024,-0.599429219992843,-0.7961045974177346
408,23,0.935738430600741,0,0.9394732489234862,0,0.8955684718845901,0,0.9448399288476026,0,0,0,0.9485015423722608,0,0,0,0.8989490588199062,0,0,0,0.1567923727181756,0,0,0,0.8776778238549147,0,0,0,0.837311911592056,0,0,0,0.1345960867961778,0,0.8593353323986684,0,0.8270731227620988,0,ZNF367,LogisticRegression,mono,31393,-0.8270731227620988,-0.8955684718845901
416,38,0.937707896255149,0,0.9466380279367468,0,0.8379607801646638,0,0.9402450670208912,0,0,0,0.9483710362678902,0,0,0,0.8181983964586939,0,0,0,0.678894436366927,0,0,0,0.944960907602939,0,0,0,0.7205261760747,0,0,0,0.6508090027072995,0,0.9367144419944848,0,0.7214374221227736,0,MSANTD1,LogisticRegression,mono,1313,-0.7214374221227736,-0.8379607801646638
424,28,0.9429979750423164,0,0.9473744083242536,0,0.7568902934280122,0,0.9422584532129044,0,0,0,0.9452126477745172,0,0,0,0.7523384008910281,0,0,0,0.8586605691165189,0,0,0,0.9548483445929268,0,0,0,0.7500576083209052,0,0,0,0.8402688735230346,0,0.9531721365290032,0,0.7361918574865778,0,ZBTB40,LogisticRegression,mono,3143,-0.7361918574865778,-0.7568902934280122
432,24,0.921605739616077,0,0.913669223378138,0,0.5583736013815261,0,0.952115716534186,0,0,0,0.9445166891831598,0,0,0,0.561178916418859,0,0,0,0.3043426894030615,0,0,0,0.8924044413849522,0,0,0,0.3986913864147534,0,0,0,0.182815073859921,0,0.8466785227478836,0,0.3878300235473987,0,MKX,LogisticRegression,mono,1983,-0.3878300235473987,-0.5583736013815261
440,58,0.9211147333382256,0,0.943435115515634,0,0.9186489438410554,0,0.9457157614862232,0,0,0,0.9562834407708996,0,0,0,0.9397202467525247,0,0,0,0.3503942618258391,0,0,0,0.9251159563867158,0,0,0,0.892145180827336,0,0,0,0.2008375750520183,0,0.8956497387703563,0,0.831059211208556,0,ZNF362,LogisticRegression,mono,478,-0.831059211208556,-0.9186489438410554
448,26,0.982776676942468,0,0.9867267220235524,0,0.5781270931883057,0,0.9831416953113772,0,0,0,0.986892393084804,0,0,0,0.5954172306038434,0,0,0,0.8370604261922643,0,0,0,0.9848693651078216,0,0,0,0.4334480371813931,0,0,0,0.8234533132132432,0,0.9822945275363784,0,0.4329635049449205,0,PAX7,LogisticRegression,mono,3945,-0.4329635049449205,-0.5781270931883057
456,36,0.937968499143509,0,0.9396290114414108,0,0.7700764196673461,0,0.957336040197463,0,0,0,0.9588118519653492,0,0,0,0.6986497452461459,0,0,0,0.5208587085323854,0,0,0,0.9275905943712542,0,0,0,0.5866700472584656,0,0,0,0.3775459843120285,0,0.8639792414265358,0,0.6300539915247121,0,ZNF48,LogisticRegression,mono,3652,-0.6300539915247121,-0.7700764196673461
464,20,0.7760235758159701,0,0.7955643132452342,0,0.712847677289495,0,0.8979181306913687,0,0,0,0.8527889325586694,0,0,0,0.696253813978123,0,0,0,0.2054035817328822,0,0,0,0.7688122352141281,0,0,0,0.5043394315125433,0,0,0,0.0637757515075284,0,0.5698225331498344,0,0.3826731232719293,0,SP100,LogisticRegression,mono,672,-0.3826731232719293,-0.712847677289495
472,24,0.8899782076963036,0,0.8867975921740792,0,0.7400248610209234,0,0.9814625666947197,0,0,0,0.9817481891992376,0,0,0,0.8284242079713946,0,0,0,0.5030811179921836,0,0,0,0.9630094490113108,0,0,0,0.7434331160692155,0,0,0,0.3057769022588587,0,0.7965859864325936,0,0.5827628942770775,0,GABPA,LogisticRegression,mono,8634,-0.5827628942770775,-0.7400248610209234
480,28,0.9055299322637664,0,0.9121064591298438,0,0.7149581752890918,0,0.9435192111274548,0,0,0,0.9512061835974268,0,0,0,0.7488975377924548,0,0,0,0.4623203130833384,0,0,0,0.9264219604340472,0,0,0,0.6637409917740886,0,0,0,0.3571335151441681,0,0.8670311311308927,0,0.6026266583841425,0,ZNF347,LogisticRegression,mono,3762,-0.6026266583841425,-0.7149581752890918
488,20,0.8074631947736887,0,0.8192028157425607,0,0.7750252305905038,0,0.8271974459543499,0,0,0,0.8218540019198245,0,0,0,0.8181499760237352,0,0,0,0.2840448261364706,0,0,0,0.7870160286594282,0,0,0,0.6844103097809762,0,0,0,0.2188737912138884,0,0.7894259112362955,0,0.6769847091310459,0,ZNF770,LogisticRegression,mono,334,-0.6769847091310459,-0.7750252305905038
496,21,0.9531147346291512,0,0.9515764303204948,0,0.952672957473258,0,0.9513843221832202,0,0,0,0.9531623307222966,0,0,0,0.9470529514164638,0,0,0,0.8543645634060051,0,0,0,0.956379822509254,0,0,0,0.956467436742478,0,0,0,0.8309046044101799,0,0.9528616308542228,0,0.957323376588962,0,ZNF436,LogisticRegression,mono,860,-0.957323376588962,-0.952672957473258
504,36,0.9309820618921396,0,0.9511835548172758,0,0.9224255751001038,0,0.9338569236288264,0,0,0,0.9517909053156146,0,0,0,0.9047796637132236,0,0,0,0.5360979302708467,0,0,0,0.9437888304088604,0,0,0,0.8139696783486706,0,0,0,0.4859579013666781,0,0.9389071010632384,0,0.8450125107076256,0,SLC2A4RG,LogisticRegression,mono,768,-0.8450125107076256,-0.9224255751001038
512,20,0.8421923700827406,0,0.8599506342078223,0,0.7645355803741751,0,0.8806273007693424,0,0,0,0.8995379636920743,0,0,0,0.7943039536202179,0,0,0,0.2305356693115956,0,0,0,0.8456038562512885,0,0,0,0.6881784095571827,0,0,0,0.1414596754846621,0,0.7825304008310849,0,0.6041829109431436,0,ZBTB41,LogisticRegression,mono,1343,-0.6041829109431436,-0.7645355803741751
