,Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,Seq_count,PR_delta_M,ROC_delta_M
39,20,0.8967304429638012,0,0.9080136104112432,0,0.9140554811587815,0,0.9008595847707233,0,0,0,0.9161279184805092,0,0,0,0.91914294916346,0,0,0,0.5654698497551254,0,0,0,0.9085549984022456,0,0,0,0.9165041790707515,0,0,0,0.4881669958715807,0,0.8955391649365914,0,0.9071203592660292,0,ZNF260,LogisticRegression,mono,,-0.9071203592660292,-0.9140554811587815
40,24,0.7738421195515902,0,0.7857411358927706,0,0.8278056824788282,0,0.827313775780799,0,0,0,0.838449994361537,0,0,0,0.7272357752165398,0,0,0,0.1211819767011232,0,0,0,0.7434640355994615,0,0,0,0.6082837470513346,0,0,0,0.0740712175255814,0,0.6507803122804645,0,0.2329996063437275,0,DNTTIP1,LogisticRegression,mono,,-0.2329996063437275,-0.8278056824788282
41,28,0.8124372627296406,0,0.8304171238011878,0,0.8428766818038619,0,0.8163065229614204,0,0,0,0.8137990619118795,0,0,0,0.8271928122654824,0,0,0,0.1156915431734021,0,0,0,0.7285365192501452,0,0,0,0.8446652133279694,0,0,0,0.1304286017462729,0,0.5907421690275695,0,0.830638722503959,0,JRK,LogisticRegression,mono,,-0.830638722503959,-0.8428766818038619
42,30,0.85270864173643,0,0.8613890370305636,0,0.9145176800060276,0,0.9148864403728856,0,0,0,0.9184390856907516,0,0,0,0.9027951411035988,0,0,0,0.3319329145565972,0,0,0,0.8749693149732387,0,0,0,0.8386482610224721,0,0,0,0.2516671571370378,0,0.7575172989348883,0,0.5627700523439186,0,ZNF471,LogisticRegression,mono,,-0.5627700523439186,-0.9145176800060276
43,38,0.7599692599905523,0,0.7722271523372936,0,0.8106600725957328,0,0.8370081531243903,0,0,0,0.8429991965462549,0,0,0,0.8407112354211448,0,0,0,0.1071396008702482,0,0,0,0.7432588516547043,0,0,0,0.7272634056623815,0,0,0,0.0544490181422074,0,0.6141671026029485,0,0.5721869869158392,0,ZBTB8A,LogisticRegression,mono,,-0.5721869869158392,-0.8106600725957328
44,25,0.891643577867023,0,0.8974053415539599,0,0.8933717834691722,0,0.8991860575523389,0,0,0,0.9044001001568674,0,0,0,0.8912472163513079,0,0,0,0.4433003943973101,0,0,0,0.8769044951902735,0,0,0,0.8920440088999769,0,0,0,0.3773454854730654,0,0.8657573180076988,0,0.8898549770915338,0,ZNF251,LogisticRegression,mono,,-0.8898549770915338,-0.8933717834691722
45,34,0.8956597741610302,0,0.940151577429697,0,0.9147951335932932,0,0.9097703807882414,0,0,0,0.9470806958523306,0,0,0,0.935578936405248,0,0,0,0.6806989328543909,0,0,0,0.9446067581818276,0,0,0,0.8946685951905442,0,0,0,0.6562780116953343,0,0.936257031147497,0,0.8837731332647858,0,ZNF493,LogisticRegression,mono,,-0.8837731332647858,-0.9147951335932932
46,23,0.7516144202242215,0,0.8483023069950408,0,0.7728656327863661,0,0.7653991753818998,0,0,0,0.8506698392050283,0,0,0,0.7748672417131457,0,0,0,0.0487049298263731,0,0,0,0.7534986290112567,0,0,0,0.7093411615001636,0,0,0,0.0488326776579147,0,0.5936246817039925,0,0.7525180490699401,0,VDR,LogisticRegression,mono,,-0.7525180490699401,-0.7728656327863661
47,20,0.880264405657228,0,0.8882069112481475,0,0.6667483959791836,0,0.90922415653184,0,0,0,0.9129348809071992,0,0,0,0.6733445495186609,0,0,0,0.3877441559097818,0,0,0,0.8999593939415785,0,0,0,0.6058322420225902,0,0,0,0.2991891689092597,0,0.8672917710488609,0,0.6115764731605204,0,ZNF322,LogisticRegression,mono,,-0.6115764731605204,-0.6667483959791836
48,33,0.8072895080601898,0,0.7989042496296168,0,0.9202560627021352,0,0.8374098903495012,0,0,0,0.8297727701498507,0,0,0,0.9542126599809644,0,0,0,0.340850645485912,0,0,0,0.7830642065562411,0,0,0,0.9353317265626389,0,0,0,0.2151607140428434,0,0.7342735677219403,0,0.8957631961868534,0,NACC2,LogisticRegression,mono,,-0.8957631961868534,-0.9202560627021352
49,25,0.8618025283699793,0,0.8767199712818364,0,0.6571043543254272,0,0.8673543005312229,0,0,0,0.8822186756385648,0,0,0,0.6682995839039706,0,0,0,0.2099754794361047,0,0,0,0.8343822273447052,0,0,0,0.6079719935345625,0,0,0,0.1899166920932206,0,0.8249296834101757,0,0.6097087271178796,0,ZNF107,LogisticRegression,mono,,-0.6097087271178796,-0.6571043543254272
50,27,0.7829299134920569,0,0.8737735390613304,0,0.7512039044325683,0,0.8170638383474095,0,0,0,0.8981079012946018,0,0,0,0.7817926941213454,0,0,0,0.0710180130831285,0,0,0,0.8150309491437077,0,0,0,0.6361116292666009,0,0,0,0.0473083084507284,0,0.7582471639327782,0,0.6095873140008958,0,ZNF648,LogisticRegression,mono,,-0.6095873140008958,-0.7512039044325683
51,20,0.6935470863683663,0,0.7311580882352942,0,0.8934943645881753,0,0.7776456815816858,0,0,0,0.7539828431372549,0,0,0,0.8505956198396987,0,0,0,0.1592170536451976,0,0,0,0.8386038512550557,0,0,0,0.7940902514118954,0,0,0,0.1882569928428164,0,0.8140337972419608,0,0.8588417531880422,0,CAMTA2,LogisticRegression,mono,68.0,-0.8588417531880422,-0.8934943645881753
59,29,0.57190309787848,0,0.587321679971708,0,0.757679592769788,0,0.5913065488112856,0,0,0,0.6133814978904341,0,0,0,0.8326503178880924,0,0,0,0.060322766205524,0,0,0,0.4899021124104812,0,0,0,0.8238640717547907,0,0,0,0.0478613971906721,0,0.4598392963689688,0,0.7330647971170696,0,ZNF841,LogisticRegression,mono,,-0.7330647971170696,-0.757679592769788
60,29,0.7786542787076034,0,0.7535479832990453,0,0.6569087086751875,0,0.8277893678188037,0,0,0,0.810472579187677,0,0,0,0.6393978293849925,0,0,0,0.0773477348709439,0,0,0,0.6987116845632954,0,0,0,0.6580134202618558,0,0,0,0.0604200790585616,0,0.6272280459483738,0,0.6344502075805437,0,TIGD4,LogisticRegression,mono,,-0.6344502075805437,-0.6569087086751875
61,26,0.7653759609654911,0,0.7748945546112684,0,0.742844533230163,0,0.7750567052592187,0,0,0,0.7788430235172444,0,0,0,0.7478661480484134,0,0,0,0.2087767587748905,0,0,0,0.7311889900202356,0,0,0,0.7313183980742631,0,0,0,0.2041923485439429,0,0.7019371532188311,0,0.7118489360856192,0,ZNF470,LogisticRegression,mono,,-0.7118489360856192,-0.742844533230163
62,26,0.7537050378134861,0,0.8142289136852987,0,0.7554777939056566,0,0.7819512900531336,0,0,0,0.8403183899175669,0,0,0,0.7966132687846399,0,0,0,0.0538107970724882,0,0,0,0.7279080137240381,0,0,0,0.7289140468112448,0,0,0,0.0566343547145813,0,0.5325842203484316,0,0.6790876887568764,0,ZNF510,LogisticRegression,mono,,-0.6790876887568764,-0.7554777939056566
63,20,0.9465423450603512,0,0.9413539169163566,0,0.8188971238280904,0,0.9635630532287112,0,0,0,0.9610826245015404,0,0,0,0.8479593788086391,0,0,0,0.2842580861264653,0,0,0,0.9189791195127924,0,0,0,0.6469220689704728,0,0,0,0.214286290474676,0,0.8857400273736408,0,0.6051182067234124,0,ZNF384,LogisticRegression,mono,,-0.6051182067234124,-0.8188971238280904
64,40,0.8815302484810333,0,0.868781635461222,0,0.9654607410137296,0,0.8939593756685874,0,0,0,0.8831969019232809,0,0,0,0.9745788531868746,0,0,0,0.3534777680008755,0,0,0,0.8415537425436017,0,0,0,0.9635832793382724,0,0,0,0.3078114705528816,0,0.8155701329199188,0,0.9498114882312204,0,CTCF,LogisticRegression,mono,51547.0,-0.9498114882312204,-0.9654607410137296
72,20,0.907876138906938,0,0.9072387879382884,0,0.9486505212795244,0,0.9155852703015932,0,0,0,0.9125585718942598,0,0,0,0.9555030257638792,0,0,0,0.4795154609738322,0,0,0,0.8956056299870503,0,0,0,0.9570064503583582,0,0,0,0.4186472546634627,0,0.8781865564847761,0,0.950918183922279,0,ZNF134,LogisticRegression,mono,,-0.950918183922279,-0.9486505212795244
73,43,0.8927092424894211,0,0.9052417797668088,0,0.8613394283247733,0,0.9143913812852312,0,0,0,0.9166088276177892,0,0,0,0.8901018555001949,0,0,0,0.4463540337967496,0,0,0,0.8842636024674247,0,0,0,0.7963697644317852,0,0,0,0.3125369946128026,0,0.8632316544647037,0,0.7533836579781626,0,KDM2A,LogisticRegression,mono,,-0.7533836579781626,-0.8613394283247733
74,30,0.8799598126331718,0,0.8799641328618847,0,0.8041944026852235,0,0.9015215233227076,0,0,0,0.8999290261607,0,0,0,0.8230286614470129,0,0,0,0.1145399129764741,0,0,0,0.809919854348773,0,0,0,0.7303983094092339,0,0,0,0.0979326928942601,0,0.780290825472963,0,0.7402051988855387,0,TPRX1,LogisticRegression,mono,,-0.7402051988855387,-0.8041944026852235
75,21,0.8905086231983705,0,0.905083480786606,0,0.9556253335806538,0,0.9080516388709716,0,0,0,0.9202945380186296,0,0,0,0.9683828808437576,0,0,0,0.1758964948158443,0,0,0,0.8649743695444847,0,0,0,0.9338650767889712,0,0,0,0.1466507950558658,0,0.8417273829346011,0,0.9060822307305684,0,ELF3,LogisticRegression,mono,,-0.9060822307305684,-0.9556253335806538
76,26,0.7444850361413525,0,0.7537484679448172,0,0.7009242701143349,0,0.7831703546192558,0,0,0,0.7975856636757623,0,0,0,0.7319704269812262,0,0,0,0.050545272251399,0,0,0,0.6574048456347186,0,0,0,0.5946411488592737,0,0,0,0.0413563926782278,0,0.6003842212458713,0,0.5160447323119689,0,SRY,LogisticRegression,mono,,-0.5160447323119689,-0.7009242701143349
77,23,0.911841120418347,0,0.9220219462604178,0,0.7696484852537885,0,0.9312544645897284,0,0,0,0.93983104597893,0,0,0,0.8165289394370029,0,0,0,0.3128312871315278,0,0,0,0.9035426956483146,0,0,0,0.7137416547519688,0,0,0,0.174688125482499,0,0.8601093357337469,0,0.6246790533644875,0,ZNF131,LogisticRegression,mono,,-0.6246790533644875,-0.7696484852537885
78,30,0.7109144719823636,0,0.840161503646596,0,0.8741524895442542,0,0.7373455335682756,0,0,0,0.8724295565700941,0,0,0,0.8870940268804791,0,0,0,0.0744554393046045,0,0,0,0.7821080741110387,0,0,0,0.7896628750003228,0,0,0,0.0474511462148331,0,0.729667873268801,0,0.7150073356711851,0,SALL3,LogisticRegression,mono,,-0.7150073356711851,-0.8741524895442542
79,22,0.7306352802547162,0,0.7634280089548113,0,0.9483487630501248,0,0.7654677163546423,0,0,0,0.7918612819106791,0,0,0,0.9526533748879308,0,0,0,0.0584393949662629,0,0,0,0.6818017660870077,0,0,0,0.9445256330597606,0,0,0,0.0527899769029941,0,0.6538356653230405,0,0.9348073727863572,0,PRDM10,LogisticRegression,mono,,-0.9348073727863572,-0.9483487630501248
80,24,0.9090790669298116,0,0.9239785604790616,0,0.9881616381488278,0,0.9150685061454789,0,0,0,0.93146979033121,0,0,0,0.9912541020419248,0,0,0,0.3953300107208344,0,0,0,0.9005149186658795,0,0,0,0.9805827935061472,0,0,0,0.403105008671017,0,0.8555042117724944,0,0.9256070110195072,0,NFKB1,LogisticRegression,mono,16856.0,-0.9256070110195072,-0.9881616381488278
88,23,0.875347173553719,0,0.91156297086891,0,0.8667176409410716,0,0.8860630743801653,0,0,0,0.915714465092918,0,0,0,0.9044251872914224,0,0,0,0.5278344669996554,0,0,0,0.9065393964982904,0,0,0,0.854293656475825,0,0,0,0.5092324852262621,0,0.900398388573557,0,0.8063199548777302,0,ZNF726,LogisticRegression,mono,,-0.8063199548777302,-0.8667176409410716
89,20,0.773825440677827,0,0.7839660141111001,0,0.8426255063358409,0,0.7912955148151493,0,0,0,0.8057802510848322,0,0,0,0.8661915278056616,0,0,0,0.3383029242003024,0,0,0,0.7734991977170748,0,0,0,0.8561606193204105,0,0,0,0.3312169144629054,0,0.7267196989463728,0,0.8446702835074147,0,GLI4,LogisticRegression,mono,,-0.8446702835074147,-0.8426255063358409
90,31,0.8084093842765488,0,0.850194364381068,0,0.9296372242304388,0,0.8092053512719845,0,0,0,0.8362390018203884,0,0,0,0.932731897060162,0,0,0,0.3260854255218896,0,0,0,0.792933780974134,0,0,0,0.9118772991851294,0,0,0,0.3052944936658485,0,0.7092212534774647,0,0.8954163420298761,0,ZNF20,LogisticRegression,mono,,-0.8954163420298761,-0.9296372242304388
91,20,0.7488314970985382,0,0.7812793580433713,0,0.6876245060579341,0,0.7605649490127312,0,0,0,0.7906302000919923,0,0,0,0.6360994089023873,0,0,0,0.3462499785075029,0,0,0,0.7570955505970612,0,0,0,0.6112463134169838,0,0,0,0.3080471734622403,0,0.697744356063971,0,0.581156481702638,0,ZNF264,LogisticRegression,mono,1086.0,-0.581156481702638,-0.6876245060579341
99,27,0.92821534405323,0,0.9370967939684152,0,0.9496382733891648,0,0.9416612399121044,0,0,0,0.948406980792077,0,0,0,0.9585638508399515,0,0,0,0.3872145499424835,0,0,0,0.9276513764034018,0,0,0,0.9269394082255302,0,0,0,0.3079797269209856,0,0.8808053953799228,0,0.8773033212538249,0,ZNF780B,LogisticRegression,mono,3301.0,-0.8773033212538249,-0.9496382733891648
107,28,0.8287351238935223,0,0.846410194633607,0,0.9245770531039954,0,0.8782043521342552,0,0,0,0.8957584557998476,0,0,0,0.9682156906832716,0,0,0,0.1742096573390076,0,0,0,0.8264601142288501,0,0,0,0.9363402318964076,0,0,0,0.1549355780568551,0,0.6794283397055442,0,0.7320383825402412,0,FLI1,LogisticRegression,mono,,-0.7320383825402412,-0.9245770531039954
108,20,0.8326791168131271,0,0.8362913313995728,0,0.7994451605107343,0,0.8626982283979165,0,0,0,0.8849767566356938,0,0,0,0.8105689370443468,0,0,0,0.0837610589651474,0,0,0,0.8120718356552754,0,0,0,0.7423586354517149,0,0,0,0.061523415935543,0,0.7266076076271674,0,0.7321847674769507,0,CAMTA1,LogisticRegression,mono,,-0.7321847674769507,-0.7994451605107343
109,20,0.7718302982261595,0,0.7584181999987262,0,0.8189574645132881,0,0.9202703557378916,0,0,0,0.924072198763144,0,0,0,0.7567865098689323,0,0,0,0.2497681185552161,0,0,0,0.8636155402725396,0,0,0,0.7377729907416185,0,0,0,0.106090798759689,0,0.670047496871874,0,0.8024125234090993,0,CREB3L3,LogisticRegression,mono,398.0,-0.8024125234090993,-0.8189574645132881
117,32,0.8595221177401283,0,0.8283521431719394,0,0.9235789973840688,0,0.8766348553392747,0,0,0,0.8383038340233616,0,0,0,0.9161275962595594,0,0,0,0.1422303621410009,0,0,0,0.740856065198467,0,0,0,0.8552094387383742,0,0,0,0.1075305632938271,0,0.7077238115314368,0,0.8819707622222934,0,ZSCAN25,LogisticRegression,mono,,-0.8819707622222934,-0.9235789973840688
118,23,0.7433548237807048,0,0.7834330321157355,0,0.4542720860510938,0,0.868387255250979,0,0,0,0.8943850494251411,0,0,0,0.4054176858268786,0,0,0,0.372649535745617,0,0,0,0.8538833531211134,0,0,0,0.464050467384068,0,0,0,0.1747178618840091,0,0.6671822096671912,0,0.3219981349504479,0,ZNF234,LogisticRegression,mono,,-0.3219981349504479,-0.4542720860510938
119,22,0.7767416824245272,0,0.7831426064742659,0,0.9585741554221872,0,0.7858352859750171,0,0,0,0.8019470638208388,0,0,0,0.9647704026336468,0,0,0,0.1109721941080735,0,0,0,0.7303425331423763,0,0,0,0.9458021059348256,0,0,0,0.0970406630808909,0,0.7126574226850485,0,0.9198218537868998,0,TIGD3,LogisticRegression,mono,70744.0,-0.9198218537868998,-0.9585741554221872
127,23,0.901266203522243,0,0.9188885758822616,0,0.7811346368475275,0,0.911504400073772,0,0,0,0.9347899644906056,0,0,0,0.793159965034965,0,0,0,0.3968122472439331,0,0,0,0.9003447600891837,0,0,0,0.6394965268833017,0,0,0,0.2410159672015937,0,0.8443721971856399,0,0.6245220478641057,0,RLF,LogisticRegression,mono,,-0.6245220478641057,-0.7811346368475275
128,20,0.8983206840332837,0,0.9003058605514397,0,0.9283196772465164,0,0.904027106658303,0,0,0,0.9063823993303324,0,0,0,0.9398294027184873,0,0,0,0.1705724468454297,0,0,0,0.8476902689665156,0,0,0,0.8576858018750319,0,0,0,0.1483938993828824,0,0.8187358877634348,0,0.8217185140311226,0,ZNF367,LogisticRegression,mono,,-0.8217185140311226,-0.9283196772465164
129,23,0.8353566826010841,0,0.8455243393001327,0,0.927823611918016,0,0.8551140705701421,0,0,0,0.8692232226507148,0,0,0,0.9423765989099644,0,0,0,0.0969257294298281,0,0,0,0.783812610695854,0,0,0,0.931803073969894,0,0,0,0.0717367044232843,0,0.734478362633652,0,0.9029954830516086,0,MSANTD1,LogisticRegression,mono,,-0.9029954830516086,-0.927823611918016
130,24,0.7464504202576816,0,0.769169152904663,0,0.9477528319560894,0,0.7536777651500122,0,0,0,0.7744009956154638,0,0,0,0.949010799153619,0,0,0,0.2957355437383092,0,0,0,0.7668160349969637,0,0,0,0.9562899318458516,0,0,0,0.2944813029033823,0,0.7663689387131445,0,0.9555884653829796,0,ZBTB40,LogisticRegression,mono,,-0.9555884653829796,-0.9477528319560894
131,30,0.5947052252617028,0,0.6007980594759931,0,0.6716537585941408,0,0.6309310754811011,0,0,0,0.6335249734685953,0,0,0,0.7265917318814865,0,0,0,0.0163969618489889,0,0,0,0.4659055214608271,0,0,0,0.578103252482432,0,0,0,0.0158377557196667,0,0.4596708488931804,0,0.5217692808466476,0,MKX,LogisticRegression,mono,,-0.5217692808466476,-0.6716537585941408
132,37,0.9647407999883024,0,0.9604723365965714,0,0.9150908175122496,0,0.9663622437547236,0,0,0,0.9633695011551588,0,0,0,0.9338750867085224,0,0,0,0.444372015100421,0,0,0,0.9443838050854254,0,0,0,0.8740274667048822,0,0,0,0.4007425160362806,0,0.93218378185128,0,0.848191588466295,0,ZNF362,LogisticRegression,mono,80770.0,-0.848191588466295,-0.9150908175122496
140,23,0.7257732458617195,0,0.7311953857803056,0,0.5332135835446518,0,0.8164531051461483,0,0,0,0.8251407433040087,0,0,0,0.5581928222956318,0,0,0,0.0857137720874869,0,0,0,0.7255812734160046,0,0,0,0.374323905421744,0,0,0,0.0592733736066821,0,0.6166083516656555,0,0.4169517067121364,0,PAX7,LogisticRegression,mono,26424.0,-0.4169517067121364,-0.5332135835446518
148,35,0.8391107997606314,0,0.865527841605804,0,0.8403877139780066,0,0.8738895242181511,0,0,0,0.8938498107283243,0,0,0,0.8891034644105448,0,0,0,0.1340724840055616,0,0,0,0.7897639632753157,0,0,0,0.8266622958875579,0,0,0,0.0769259202379471,0,0.7388148899998881,0,0.7730608879692837,0,ZNF48,LogisticRegression,mono,3301.0,-0.7730608879692837,-0.8403877139780066
156,28,0.747778953231579,0,0.7008429883194186,0,0.633433726361358,0,0.8263702887925412,0,0,0,0.7791729725327304,0,0,0,0.7166543252069568,0,0,0,0.0543755057071352,0,0,0,0.6229158279814847,0,0,0,0.6011281258736889,0,0,0,0.0272806503092713,0,0.5341537662788539,0,0.4807876048847086,0,SP100,LogisticRegression,mono,,-0.4807876048847086,-0.633433726361358
157,23,0.7845622832170005,0,0.8137221858903404,0,0.8507895325723526,0,0.8212660270241924,0,0,0,0.8650974297825402,0,0,0,0.8793903158900809,0,0,0,0.1254848728921542,0,0,0,0.7975364457587364,0,0,0,0.8609420369647985,0,0,0,0.0571129347675192,0,0.7006417319523056,0,0.8101281336076059,0,GABPA,LogisticRegression,mono,,-0.8101281336076059,-0.8507895325723526
158,31,0.7395997765346456,0,0.7653590837524504,0,0.8758455656426539,0,0.7715962910192522,0,0,0,0.7929317103055876,0,0,0,0.9123260969746788,0,0,0,0.1059970742699184,0,0,0,0.7092622194989496,0,0,0,0.8759734156145832,0,0,0,0.0835842847277901,0,0.6690931301809575,0,0.826620820646672,0,ZNF347,LogisticRegression,mono,,-0.826620820646672,-0.8758455656426539
159,20,0.8757108012242628,0,0.8816333837741899,0,0.8012113178223705,0,0.90855224524614,0,0,0,0.9102786255659636,0,0,0,0.8072770489555241,0,0,0,0.1288263383053396,0,0,0,0.828804586709181,0,0,0,0.7433070513318694,0,0,0,0.0788274769984525,0,0.7304243858117248,0,0.4770362862135164,0,ZNF770,LogisticRegression,mono,,-0.4770362862135164,-0.8012113178223705
160,20,0.9729133062557964,0,0.9501838612909442,0,0.9518074326609576,0,0.971124762815564,0,0,0,0.947785431716,0,0,0,0.949987147746797,0,0,0,0.8836981366382847,0,0,0,0.9586758695773054,0,0,0,0.9534990402497168,0,0,0,0.8605807087589095,0,0.9577936822529608,0,0.9526264642929132,0,ZNF436,LogisticRegression,mono,,-0.9526264642929132,-0.9518074326609576
161,32,0.93723783549079,0,0.9475740067345764,0,0.9134940822259136,0,0.9528923309905096,0,0,0,0.959447650681746,0,0,0,0.9141957364341086,0,0,0,0.2844752054812225,0,0,0,0.90737502526107,0,0,0,0.8354717782862148,0,0,0,0.1799736826416101,0,0.8789410458327876,0,0.8484907480889533,0,SLC2A4RG,LogisticRegression,mono,3836.0,-0.8484907480889533,-0.9134940822259136
169,40,0.8407123417595046,0,0.815537303870847,0,0.8511025008130869,0,0.868324472451322,0,0,0,0.8362065178211211,0,0,0,0.8446744636585362,0,0,0,0.165024704855827,0,0,0,0.7443955381126426,0,0,0,0.733541872263215,0,0,0,0.1101296906116621,0,0.7178015769275096,0,0.7719725991102917,0,ZBTB41,LogisticRegression,mono,,-0.7719725991102917,-0.8511025008130869
170,21,0.9198842433752786,0,0.922839311078085,0,0.9695628059003844,0,0.9291004174430018,0,0,0,0.9311205615668052,0,0,0,0.9770614933866242,0,0,0,0.2810180874979271,0,0,0,0.8893705082399387,0,0,0,0.9729380863972262,0,0,0,0.2228243474474873,0,0.8695561958481774,0,0.9582274210007876,0,FIZ1,LogisticRegression,mono,,-0.9582274210007876,-0.9695628059003844
