,Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,Seq_count,PR_delta_M,ROC_delta_M
160,28,0.9622674680119176,0,0.960377355256318,0,0.7871058151590097,0,0.9832278975069862,0,0,0,0.98170133729569,0,0,0,0.8185375597157644,0,0,0,0.7707035121172988,0,0,0,0.7782831303553871,0,0,0,0.3474339871108594,0,0,0,0.5151693400611302,0,0.5340065676400724,0,0.2122868364849793,0,NACC2,LogisticRegression,mono,4038,-0.2122868364849793,-0.7871058151590097
168,40,0.8178759737499444,0,0.8255109983825145,0,0.6339861749282594,0,0.9277178726281228,0,0,0,0.9373677683440916,0,0,0,0.8133301972580066,0,0,0,0.4696612865461239,0,0,0,0.4940715377942242,0,0,0,0.1478113070861111,0,0,0,0.4229910660290212,0,0.4340780438812532,0,0.0660139085171723,0,ZNF107,LogisticRegression,mono,2324,-0.0660139085171723,-0.6339861749282594
176,27,0.7896982776468616,0,0.778240872573233,0,0.7386491710130174,0,0.8484898347524641,0,0,0,0.8388229207360468,0,0,0,0.7448988159954906,0,0,0,0.1389097333496572,0,0,0,0.1286461018787905,0,0,0,0.04380199295637,0,0,0,0.0819261869789587,0,0.0753875848221839,0,0.026915665759331,0,ZNF648,LogisticRegression,mono,6362,-0.026915665759331,-0.7386491710130174
184,20,0.934026751413046,0,0.9388322919089254,0,0.555414143598616,0,0.938992087949684,0,0,0,0.944387576502567,0,0,0,0.5985661764705882,0,0,0,0.4128287542016308,0,0,0,0.4380563363165908,0,0,0,0.1749702495643114,0,0,0,0.3375909283673202,0,0.3562874051103905,0,0.175042225320691,0,CAMTA2,LogisticRegression,mono,7908,-0.175042225320691,-0.555414143598616
192,28,0.9429108632383202,0,0.9520955738914548,0,0.5410985328920103,0,0.9558230972488424,0,0,0,0.9679409977242835,0,0,0,0.5463785408737718,0,0,0,0.6619098846250037,0,0,0,0.7245833989394503,0,0,0,0.0457694645177719,0,0,0,0.6386201638412791,0,0.6989005197337678,0,0.0395897993246567,0,ZNF841,LogisticRegression,mono,1966,-0.0395897993246567,-0.5410985328920103
200,46,0.7774512964365433,0,0.7962565647344197,0,0.7032526361197924,0,0.8381278524593431,0,0,0,0.8490126079154178,0,0,0,0.6800488968278955,0,0,0,0.3233008887734241,0,0,0,0.3459681670020387,0,0,0,0.0317343026969229,0,0,0,0.302563852597579,0,0.3268217909945285,0,0.0517320286021801,0,TIGD4,LogisticRegression,mono,779,-0.0517320286021801,-0.7032526361197924
208,31,0.7863798321422852,0,0.7617233123991403,0,0.7925115360848735,0,0.8419558395583433,0,0,0,0.8240827598099132,0,0,0,0.7857865358396621,0,0,0,0.2337410058518207,0,0,0,0.2243663048256103,0,0,0,0.1957361306732974,0,0,0,0.2036880851305027,0,0.2024624812119014,0,0.1744360894733093,0,ZNF470,LogisticRegression,mono,2701,-0.1744360894733093,-0.7925115360848735
216,35,0.7790436961250493,0,0.7879212225971398,0,0.7358955869505049,0,0.9049796021605964,0,0,0,0.9073457282982892,0,0,0,0.7529913317154568,0,0,0,0.2371128920952828,0,0,0,0.263480134006597,0,0,0,0.0777915208021811,0,0,0,0.1682404701292091,0,0.1928782820645064,0,0.0730904496265663,0,ZNF510,LogisticRegression,mono,3967,-0.0730904496265663,-0.7358955869505049
224,24,0.8863325227827271,0,0.8911633198267698,0,0.9382744936160468,0,0.917768426696347,0,0,0,0.9194312855464823,0,0,0,0.9356612685860348,0,0,0,0.1060818675097274,0,0,0,0.123202345681573,0,0,0,0.0893438115896521,0,0,0,0.0602108840437436,0,0.0643022771416737,0,0.0805972953904678,0,ZNF384,LogisticRegression,mono,6652,-0.0805972953904678,-0.9382744936160468
232,26,0.9640769800002276,0,0.9638271097247304,0,0.8568012311080353,0,0.968964841115913,0,0,0,0.9685439894768978,0,0,0,0.8616581735447127,0,0,0,0.7016054345500266,0,0,0,0.7010162603881348,0,0,0,0.3131922231502049,0,0,0,0.6528770307731149,0,0.64913162285033,0,0.2739890484952986,0,CTCF,LogisticRegression,mono,11114,-0.2739890484952986,-0.8568012311080353
240,20,0.9607056895679044,0,0.949906470769784,0,0.8962961262791148,0,0.9647369139272204,0,0,0,0.9573397569603426,0,0,0,0.8975916813208108,0,0,0,0.833314663485949,0,0,0,0.8225212944641698,0,0,0,0.4892204602951529,0,0,0,0.7866891219748077,0,0.7733187022828764,0,0.4584337713026276,0,ZNF134,LogisticRegression,mono,2715,-0.4584337713026276,-0.8962961262791148
248,20,0.916075144866864,0,0.9174000676850314,0,0.8435591727203875,0,0.9688050413017736,0,0,0,0.9696173471197688,0,0,0,0.8803165969851924,0,0,0,0.409341919694879,0,0,0,0.4171421643573044,0,0,0,0.226947864739256,0,0,0,0.1224811623306041,0,0.1211472620348469,0,0.0831554774485318,0,KDM2A,LogisticRegression,mono,20339,-0.0831554774485318,-0.8435591727203875
256,32,0.9454231243401762,0,0.9466665284136012,0,0.7523029897315824,0,0.9604378991404392,0,0,0,0.9617156850144396,0,0,0,0.8020363865031799,0,0,0,0.4039370578453665,0,0,0,0.4060717439720301,0,0,0,0.0515631655452547,0,0,0,0.3001391029112101,0,0.2916012220285742,0,0.0264666732997729,0,TPRX1,LogisticRegression,mono,7887,-0.0264666732997729,-0.7523029897315824
264,25,0.9506148796193072,0,0.9525605182603892,0,0.8684583367630335,0,0.9690480206314256,0,0,0,0.9703009449973032,0,0,0,0.8874279339754608,0,0,0,0.3327527517470802,0,0,0,0.339581234670599,0,0,0,0.1418294845584821,0,0,0,0.2233108922579175,0,0.2292184063073417,0,0.0935871108949074,0,ELF3,LogisticRegression,mono,18174,-0.0935871108949074,-0.8684583367630335
272,23,0.9235151440200604,0,0.925824232981448,0,0.6591204166951268,0,0.9497129960601848,0,0,0,0.9452956744561946,0,0,0,0.669076660128962,0,0,0,0.4536759616367173,0,0,0,0.4331080693615071,0,0,0,0.0169244012705666,0,0,0,0.3358704693906719,0,0.3326032193016961,0,0.0094312263177012,0,SRY,LogisticRegression,mono,1852,-0.0094312263177012,-0.6591204166951268
280,43,0.8896150960341425,0,0.8795173923213649,0,0.8852465694325174,0,0.8992266597681695,0,0,0,0.8907652214161874,0,0,0,0.8759067624106741,0,0,0,0.4419142374090687,0,0,0,0.4434767737908041,0,0,0,0.1664525103564351,0,0,0,0.400275822839663,0,0.4148387811818077,0,0.0864728162702145,0,ZNF131,LogisticRegression,mono,1419,-0.0864728162702145,-0.8852465694325174
288,102,0.838402956086354,0,0.844793163352269,0,0.6692299492632048,0,0.8914933584824388,0,0,0,0.8974974538239546,0,0,0,0.6935215776473568,0,0,0,0.1431406844089688,0,0,0,0.1536452431610141,0,0,0,0.0331782038065638,0,0,0,0.0798643300078763,0,0.0868232016496923,0,0.0311810769797215,0,SALL3,LogisticRegression,mono,5315,-0.0311810769797215,-0.6692299492632048
296,20,0.9528224135802468,0,0.9523698757685156,0,0.7180046549385445,0,0.9551944074074076,0,0,0,0.9564743447391962,0,0,0,0.7110700059271049,0,0,0,0.7495755079147575,0,0,0,0.7398377136563467,0,0,0,0.0584145728025208,0,0,0,0.6537430735990193,0,0.6518292115362297,0,0.0532113953073036,0,PRDM10,LogisticRegression,mono,794,-0.0532113953073036,-0.7180046549385445
304,27,0.9958844077043626,0,0.995494361526548,0,0.8949699454186206,0,0.9966139701604476,0,0,0,0.9960792187274152,0,0,0,0.8870587877642588,0,0,0,0.8903470787069708,0,0,0,0.8973833717144144,0,0,0,0.2612138961068832,0,0,0,0.8556075214912293,0,0.8653988113792729,0,0.2947987433134245,0,NFKB1,LogisticRegression,mono,8969,-0.2947987433134245,-0.8949699454186206
312,28,0.9382523456616678,0,0.9449482551590292,0,0.9144855163151308,0,0.9421939630602352,0,0,0,0.9488598549960692,0,0,0,0.9157177741827172,0,0,0,0.4096648134917549,0,0,0,0.4217669783486386,0,0,0,0.5346549706472937,0,0,0,0.3834168952551839,0,0.3908146710632173,0,0.440991531222685,0,ZNF726,LogisticRegression,mono,4042,-0.440991531222685,-0.9144855163151308
320,20,0.8998027446272627,0,0.8628956656454938,0,0.7102669573259347,0,0.8985749593955229,0,0,0,0.8531032394087293,0,0,0,0.6864471396485665,0,0,0,0.7649488818960006,0,0,0,0.6684322886847116,0,0,0,0.2439795736027834,0,0,0,0.7648065280962065,0,0.6567965560488138,0,0.2278971950985949,0,GLI4,LogisticRegression,mono,293,-0.2278971950985949,-0.7102669573259347
328,20,0.9372335403847204,0,0.9437951734854068,0,0.793145626878646,0,0.9400872583151236,0,0,0,0.9509807427378631,0,0,0,0.7817133649626627,0,0,0,0.5994130817956734,0,0,0,0.611699970464271,0,0,0,0.3063208772796943,0,0,0,0.5670421531384253,0,0.5719932912263672,0,0.3211680028484716,0,ZNF20,LogisticRegression,mono,1274,-0.3211680028484716,-0.793145626878646
336,18,0.8359712247324613,0,0.8042698458297424,0,0.6251096959799762,0,0.8671481569560047,0,0,0,0.858909636439082,0,0,0,0.6769757316456898,0,0,0,0.5541653034561973,0,0,0,0.4987629744180158,0,0,0,0.2226475974247119,0,0,0,0.4148618058708477,0,0.3435581852007798,0,0.1473830669492293,0,ZNF264,LogisticRegression,mono,177,-0.1473830669492293,-0.6251096959799762
344,23,0.9520280075799628,0,0.95635874535036,0,0.9102525241586804,0,0.9597070900651216,0,0,0,0.962678962000471,0,0,0,0.9260769720759712,0,0,0,0.3744737805611801,0,0,0,0.390907093152383,0,0,0,0.3774272049380685,0,0,0,0.294952165320538,0,0.3128264634232116,0,0.3144609222799363,0,ZNF780B,LogisticRegression,mono,5790,-0.3144609222799363,-0.9102525241586804
352,29,0.934034713405924,0,0.9375248263024843,0,0.8389247165714646,0,0.9763240189027368,0,0,0,0.9766811933325464,0,0,0,0.8713360501389376,0,0,0,0.4280683419227007,0,0,0,0.4467608722377725,0,0,0,0.1352481213170945,0,0,0,0.3029824683087497,0,0.3373564409344927,0,0.1678511052497421,0,FLI1,LogisticRegression,mono,16616,-0.1678511052497421,-0.8389247165714646
360,48,0.8168663326995388,0,0.8126161713403228,0,0.8117427070739567,0,0.8771283774459541,0,0,0,0.8682568031834795,0,0,0,0.8173221522304264,0,0,0,0.2451600074731328,0,0,0,0.2339990682867977,0,0,0,0.0751402075913653,0,0,0,0.2317218121450612,0,0.2259343961310695,0,0.062320402615236,0,CAMTA1,LogisticRegression,mono,2257,-0.062320402615236,-0.8117427070739567
368,25,0.8760031441989603,0,0.8709997143380218,0,0.694382370394687,0,0.9101542119565218,0,0,0,0.90573136568521,0,0,0,0.7084726395798085,0,0,0,0.409268991512594,0,0,0,0.4135099256326775,0,0,0,0.0981868744657604,0,0,0,0.4216161386212771,0,0.4267691575904698,0,0.0882655180692086,0,CREB3L3,LogisticRegression,mono,1592,-0.0882655180692086,-0.694382370394687
376,27,0.948887199194155,0,0.9506703711411648,0,0.7915934900908584,0,0.9556663063476571,0,0,0,0.9578330036371008,0,0,0,0.7517267406181785,0,0,0,0.5679786658174242,0,0,0,0.5858483224054255,0,0,0,0.0758184245664647,0,0,0,0.5220685904553235,0,0.5426132210228918,0,0.0750771131722146,0,ZSCAN25,LogisticRegression,mono,1916,-0.0750771131722146,-0.7915934900908584
384,20,0.8994041298482711,0,0.8947769644240703,0,0.6698526435672069,0,0.9433613338778744,0,0,0,0.9406067398954028,0,0,0,0.680567621805619,0,0,0,0.5506955742646046,0,0,0,0.4978889051067695,0,0,0,0.0781883834982178,0,0,0,0.3148488334479758,0,0.2976262899042339,0,0.0090830272521713,0,ZNF234,LogisticRegression,mono,704,-0.0090830272521713,-0.6698526435672069
392,25,0.976843800628462,0,0.9788315152535498,0,0.7361739727524337,0,0.9763873822162552,0,0,0,0.979693348379962,0,0,0,0.7462744282143462,0,0,0,0.7576030653061766,0,0,0,0.750589355250761,0,0,0,0.0757047655465121,0,0,0,0.7457215845978562,0,0.7391770816134465,0,0.0736004005820881,0,TIGD3,LogisticRegression,mono,2672,-0.0736004005820881,-0.7361739727524337
400,39,0.7940605768353556,0,0.7994409370422363,0,0.8041601692413509,0,0.8336667153227594,0,0,0,0.8227656221389771,0,0,0,0.8733164484183349,0,0,0,0.1354461347304291,0,0,0,0.1380819418597424,0,0,0,0.1287399073627274,0,0,0,0.107255511008093,0,0.1268279612924496,0,0.0379603277936168,0,RLF,LogisticRegression,mono,1024,-0.0379603277936168,-0.8041601692413509
408,23,0.935738430600741,0,0.9361627010795796,0,0.8910599534122985,0,0.9448399288476026,0,0,0,0.9454139345007156,0,0,0,0.8941504967932773,0,0,0,0.1567923727181756,0,0,0,0.1563460610625751,0,0,0,0.1507921081226419,0,0,0,0.1345960867961778,0,0.1337506340519725,0,0.1318359007703131,0,ZNF367,LogisticRegression,mono,31393,-0.1318359007703131,-0.8910599534122985
416,38,0.937707896255149,0,0.9488915026894336,0,0.8188761905462159,0,0.9402450670208912,0,0,0,0.950272093059678,0,0,0,0.8057735312505168,0,0,0,0.678894436366927,0,0,0,0.6732462450892395,0,0,0,0.0710128582451388,0,0,0,0.6508090027072995,0,0.6371663015999344,0,0.0648855358050561,0,MSANTD1,LogisticRegression,mono,1313,-0.0648855358050561,-0.8188761905462159
424,28,0.9429979750423164,0,0.9451031255007744,0,0.7538720995865368,0,0.9422584532129044,0,0,0,0.9426955537250836,0,0,0,0.7482672835960656,0,0,0,0.8586605691165189,0,0,0,0.8630164410251373,0,0,0,0.3052854239138947,0,0,0,0.8402688735230346,0,0.846366563252423,0,0.2713666452730743,0,ZBTB40,LogisticRegression,mono,3143,-0.2713666452730743,-0.7538720995865368
432,24,0.921605739616077,0,0.917127979403345,0,0.5662516499374441,0,0.952115716534186,0,0,0,0.9505984847502305,0,0,0,0.5704942995308325,0,0,0,0.3043426894030615,0,0,0,0.3142309208835473,0,0,0,0.0139981088603005,0,0,0,0.182815073859921,0,0.1834922370147462,0,0.013004067108622,0,MKX,LogisticRegression,mono,1983,-0.013004067108622,-0.5662516499374441
440,58,0.9211147333382256,0,0.9491839691181876,0,0.927946249711575,0,0.9457157614862232,0,0,0,0.96300156684932,0,0,0,0.9448744478407632,0,0,0,0.3503942618258391,0,0,0,0.3924795844433594,0,0,0,0.2320607445198835,0,0,0,0.2008375750520183,0,0.2423734122013068,0,0.1294129741894449,0,ZNF362,LogisticRegression,mono,478,-0.1294129741894449,-0.927946249711575
448,26,0.982776676942468,0,0.9854956488214855,0,0.5804516684394979,0,0.9831416953113772,0,0,0,0.9860123941200368,0,0,0,0.5976570024120609,0,0,0,0.8370604261922643,0,0,0,0.8555085001528968,0,0,0,0.016431119099262,0,0,0,0.8234533132132432,0,0.844662506148244,0,0.0161041912380832,0,PAX7,LogisticRegression,mono,3945,-0.0161041912380832,-0.5804516684394979
456,36,0.937968499143509,0,0.940326190753255,0,0.7014351264215327,0,0.957336040197463,0,0,0,0.9595788504760868,0,0,0,0.6530374916912164,0,0,0,0.5208587085323854,0,0,0,0.5365693985603718,0,0,0,0.0747349880354387,0,0,0,0.3775459843120285,0,0.406993290423122,0,0.0569194100017709,0,ZNF48,LogisticRegression,mono,3652,-0.0569194100017709,-0.7014351264215327
464,20,0.7760235758159701,0,0.766948419341695,0,0.6802503508091077,0,0.8979181306913687,0,0,0,0.8941336938421203,0,0,0,0.7664187742607227,0,0,0,0.2054035817328822,0,0,0,0.1750026455059372,0,0,0,0.0307944788683015,0,0,0,0.0637757515075284,0,0.0576988780248389,0,0.011223572233312,0,SP100,LogisticRegression,mono,672,-0.011223572233312,-0.6802503508091077
472,24,0.8899782076963036,0,0.8891258621728588,0,0.7217172871066866,0,0.9814625666947197,0,0,0,0.9805047181231388,0,0,0,0.7885551806347624,0,0,0,0.5030811179921836,0,0,0,0.5042359551272221,0,0,0,0.0903409408935252,0,0,0,0.3057769022588587,0,0.3078569884927309,0,0.0500181357641527,0,GABPA,LogisticRegression,mono,8634,-0.0500181357641527,-0.7217172871066866
480,28,0.9055299322637664,0,0.9083343115957696,0,0.6970819608143524,0,0.9435192111274548,0,0,0,0.9455788480230272,0,0,0,0.717883021174308,0,0,0,0.4623203130833384,0,0,0,0.4906575555377087,0,0,0,0.1077984995974153,0,0,0,0.3571335151441681,0,0.390032444824111,0,0.0894821144271652,0,ZNF347,LogisticRegression,mono,3762,-0.0894821144271652,-0.6970819608143524
488,20,0.8074631947736887,0,0.7858128204668507,0,0.768571888381086,0,0.8271974459543499,0,0,0,0.7974299006776866,0,0,0,0.8062182447472479,0,0,0,0.2840448261364706,0,0,0,0.2176013584911221,0,0,0,0.0497886033798166,0,0,0,0.2188737912138884,0,0.2069337909327068,0,0.0429028092928829,0,ZNF770,LogisticRegression,mono,334,-0.0429028092928829,-0.768571888381086
496,21,0.9531147346291512,0,0.9522779340183884,0,0.952818592138856,0,0.9513843221832202,0,0,0,0.95228854786371,0,0,0,0.946603150406504,0,0,0,0.8543645634060051,0,0,0,0.868089281296079,0,0,0,0.8552175516270168,0,0,0,0.8309046044101799,0,0.8469350077091472,0,0.8452340683762002,0,ZNF436,LogisticRegression,mono,860,-0.8452340683762002,-0.952818592138856
