,Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,Seq_count,PR_delta_M,ROC_delta_M
504,36,0.9309820618921396,0,0.923830812242296,0,0.9003797226973266,0,0.9338569236288264,0,0,0,0.9282659149169922,0,0,0,0.8619121052571487,0,0,0,0.5360979302708467,0,0,0,0.5170334485165505,0,0,0,0.0924665286107063,0,0,0,0.4859579013666781,0,0.4679906776052249,0,0.1160248143096525,0,SLC2A4RG,LogisticRegression,mono,768,-0.1160248143096525,-0.9003797226973266
512,20,0.8421923700827406,0,0.833326728204878,0,0.7657881410973085,0,0.8806273007693424,0,0,0,0.8768002172263009,0,0,0,0.8000614264471572,0,0,0,0.2305356693115956,0,0,0,0.2391184634368326,0,0,0,0.092064129163734,0,0,0,0.1414596754846621,0,0.1473123222567086,0,0.0463541569208558,0,ZBTB41,LogisticRegression,mono,1343,-0.0463541569208558,-0.7657881410973085
520,24,0.9793933830638648,0,0.9718670497229476,0,0.8513305770917908,0,0.9840719574173792,0,0,0,0.978603773176514,0,0,0,0.8926126082536417,0,0,0,0.8927093489009599,0,0,0,0.8900526741405494,0,0,0,0.2352666360860764,0,0,0,0.8789230370589337,0,0.8757535729402096,0,0.208333770700225,0,FIZ1,LogisticRegression,mono,1096,-0.208333770700225,-0.8513305770917908
528,20,0.9289675890380366,0,0.936440064590542,0,0.9295667413768804,0,0.927412163794784,0,0,0,0.933476555171088,0,0,0,0.8991453484935966,0,0,0,0.7928554065262702,0,0,0,0.7914716024671179,0,0,0,0.6260259194783979,0,0,0,0.6910420564958577,0,0.6842731206622705,0,0.5160057448572505,0,ZNF250,LogisticRegression,mono,1275,-0.5160057448572505,-0.9295667413768804
536,30,0.9133540833048676,0,0.9077863278186576,0,0.828993894124236,0,0.955721748234613,0,0,0,0.9526493161286274,0,0,0,0.859779695105289,0,0,0,0.3637631464129331,0,0,0,0.358020073567535,0,0,0,0.0856487777623301,0,0,0,0.200631464825008,0,0.2094010099105028,0,0.0296558947881747,0,CXXC4,LogisticRegression,mono,3232,-0.0296558947881747,-0.828993894124236
544,26,0.9798962012296598,0,0.978379510861906,0,0.6780262356951546,0,0.9835684772559168,0,0,0,0.9816490444060564,0,0,0,0.6346846846846846,0,0,0,0.8935329468717055,0,0,0,0.8927771938627572,0,0,0,0.057651177860839,0,0,0,0.8758568766947377,0,0.8703002452207103,0,0.029177966648723,0,ZNF233,LogisticRegression,mono,2169,-0.029177966648723,-0.6780262356951546
552,20,0.9171619715528574,0,0.9181243799603176,0,0.7584019822368717,0,0.9176614327384748,0,0,0,0.9160532702664398,0,0,0,0.7683392505304053,0,0,0,0.6560774373394197,0,0,0,0.6799627363032377,0,0,0,0.0539048545929465,0,0,0,0.5591422066590592,0,0.5982857871806624,0,0.0506650068926748,0,ZNF142,LogisticRegression,mono,336,-0.0506650068926748,-0.7584019822368717
560,35,0.9658033575298904,0,0.9695076510060814,0,0.8015769218766501,0,0.970713944542498,0,0,0,0.9746593269480108,0,0,0,0.7843053063867571,0,0,0,0.5877740837528318,0,0,0,0.6049076023693514,0,0,0,0.0513997747369252,0,0,0,0.5193502234142706,0,0.5318688114000434,0,0.0425238263880468,0,MYF6,LogisticRegression,mono,7995,-0.0425238263880468,-0.8015769218766501
568,68,0.8574746840613878,0,0.8575325579801927,0,0.7403174923270023,0,0.9197331715024396,0,0,0,0.9172528370344424,0,0,0,0.7529097375300607,0,0,0,0.1813160780477068,0,0,0,0.1817567968747095,0,0,0,0.0296729775624717,0,0,0,0.1024311805103894,0,0.1028246370292982,0,0.0279324395265427,0,SOX2,LogisticRegression,mono,5603,-0.0279324395265427,-0.7403174923270023
576,30,0.9342663558792924,0,0.9324462352022114,0,0.6447110637934724,0,0.9691609240374608,0,0,0,0.9609059070969292,0,0,0,0.5823665300754709,0,0,0,0.6343898772637635,0,0,0,0.6063146300799732,0,0,0,0.0188458639048867,0,0,0,0.400508358972207,0,0.3773149663244607,0,0.0160182813260608,0,ZNF500,LogisticRegression,mono,645,-0.0160182813260608,-0.6447110637934724
584,34,0.9747424863663666,0,0.9822097530196504,0,0.7694025241521931,0,0.9773504098993115,0,0,0,0.985806441920558,0,0,0,0.761818954893013,0,0,0,0.9534152396565068,0,0,0,0.936094785480271,0,0,0,0.1694519759927782,0,0,0,0.953557674330794,0,0.932467911748748,0,0.1464071536183197,0,FLYWCH1,LogisticRegression,mono,774,-0.1464071536183197,-0.7694025241521931
592,28,0.817657129623686,0,0.8290000533846758,0,0.7852336044113103,0,0.8698680856924688,0,0,0,0.8732372496447807,0,0,0,0.7962875217208698,0,0,0,0.1808887162670464,0,0,0,0.2023398923162482,0,0,0,0.0630518372731216,0,0,0,0.1469784854136631,0,0.1508134622731292,0,0.0535164072955252,0,PRDM5,LogisticRegression,mono,3708,-0.0535164072955252,-0.7852336044113103
600,20,0.9399836127519507,0,0.9334528177902282,0,0.8877391196583716,0,0.943411804599427,0,0,0,0.937406157334618,0,0,0,0.8771809490429099,0,0,0,0.3077501996616611,0,0,0,0.3093599900849982,0,0,0,0.0926761428109565,0,0,0,0.2892332808352196,0,0.2830539009238926,0,0.0728660963903951,0,FAM200B,LogisticRegression,mono,887,-0.0728660963903951,-0.8877391196583716
608,28,0.9105987818724228,0,0.9048554832933438,0,0.7262683540064655,0,0.9307990490334316,0,0,0,0.9257906634151924,0,0,0,0.7022097854689999,0,0,0,0.162296792627627,0,0,0,0.1587194043191954,0,0,0,0.0324551200843371,0,0,0,0.1072822694529687,0,0.1008611342353144,0,0.0312225715144012,0,ZNF831,LogisticRegression,mono,4962,-0.0312225715144012,-0.7262683540064655
616,20,0.9568698923514046,0,0.9592263150910488,0,0.7122490919422818,0,0.9663342455294968,0,0,0,0.9675673628690404,0,0,0,0.7286406252225227,0,0,0,0.4820576150095186,0,0,0,0.5011807633584401,0,0,0,0.0316092516455707,0,0,0,0.4198244377691977,0,0.4441467064392717,0,0.0250680464984215,0,ZBED9,LogisticRegression,mono,7744,-0.0250680464984215,-0.7122490919422818
624,33,0.9479201776998276,0,0.948773769478778,0,0.7263070180770801,0,0.9583818413547606,0,0,0,0.9576950174606828,0,0,0,0.7195692520454715,0,0,0,0.417695325034764,0,0,0,0.4226273083469992,0,0,0,0.0990529872393104,0,0,0,0.3831868279106411,0,0.3845965153761338,0,0.0933948075411909,0,YY1,LogisticRegression,mono,8195,-0.0933948075411909,-0.7263070180770801
632,32,0.957357458847492,0,0.957285594321152,0,0.769074145707482,0,0.9670529162373004,0,0,0,0.9674374808546908,0,0,0,0.7638981917371748,0,0,0,0.3299428498016442,0,0,0,0.3232208775383969,0,0,0,0.037226360902195,0,0,0,0.2819497542686194,0,0.2810254743182154,0,0.0244457285601267,0,MAX,LogisticRegression,mono,12534,-0.0244457285601267,-0.769074145707482
640,52,0.8305667608323982,0,0.838771734427204,0,0.5900198468142412,0,0.8895856581780718,0,0,0,0.8869879429211406,0,0,0,0.6394324383469405,0,0,0,0.3326935807819178,0,0,0,0.3554718494740411,0,0,0,0.0163284152915729,0,0,0,0.1693172858835921,0,0.1841399708252334,0,0.0138079714867348,0,ZNF292,LogisticRegression,mono,4097,-0.0138079714867348,-0.5900198468142412
648,32,0.897224631577271,0,0.8973916440786266,0,0.6245955735809949,0,0.9239877774864202,0,0,0,0.9233744211648066,0,0,0,0.6385214046556122,0,0,0,0.2355753272832917,0,0,0,0.2680585891207449,0,0,0,0.045267857185297,0,0,0,0.2011331003465329,0,0.2263593445528168,0,0.0597285382600863,0,RORB,LogisticRegression,mono,3354,-0.0597285382600863,-0.6245955735809949
656,27,0.869478431753703,0,0.8460505489349445,0,0.8202793441072805,0,0.917394954696008,0,0,0,0.898803129312007,0,0,0,0.8406499012510612,0,0,0,0.173292486034364,0,0,0,0.1581522171205176,0,0,0,0.1500140498049054,0,0,0,0.074605812033731,0,0.0661562556731264,0,0.0908443154654456,0,TET3,LogisticRegression,mono,2783,-0.0908443154654456,-0.8202793441072805
664,38,0.8845080032856579,0,0.8857609203443839,0,0.7963443427894367,0,0.9319500561483052,0,0,0,0.9341689102460152,0,0,0,0.807372829550698,0,0,0,0.2580020737910646,0,0,0,0.2546146772547799,0,0,0,0.0436947166123702,0,0,0,0.0889556827745942,0,0.0862570456043334,0,0.0433952046336225,0,SP140L,LogisticRegression,mono,4031,-0.0433952046336225,-0.7963443427894367
672,34,0.8454124761936583,0,0.7942453686200378,0,0.7910678581026606,0,0.9343172174145477,0,0,0,0.8831909262759925,0,0,0,0.8787515855952701,0,0,0,0.633827122815255,0,0,0,0.5393479039496146,0,0,0,0.6434873849976884,0,0,0,0.501606445591328,0,0.3450328723933031,0,0.61385389197219,0,ZFP3,LogisticRegression,mono,115,-0.61385389197219,-0.7910678581026606
680,52,0.7444200281595417,0,0.7456753551511461,0,0.7411819068627159,0,0.8728711242123163,0,0,0,0.8771309248925272,0,0,0,0.860169091155596,0,0,0,0.1661772386888146,0,0,0,0.1722047936926145,0,0,0,0.1568026125156043,0,0,0,0.0886736626909381,0,0.0945378255584192,0,0.031202809483718,0,ZNF43,LogisticRegression,mono,9714,-0.031202809483718,-0.7411819068627159
688,34,0.9486417513542326,0,0.9447305320731676,0,0.5765369730263021,0,0.95347148267808,0,0,0,0.9485431549436282,0,0,0,0.5842610721034025,0,0,0,0.674476131558008,0,0,0,0.6632586223180746,0,0,0,0.0148963146994017,0,0,0,0.5491427528251405,0,0.5366435101857371,0,0.0151780173932165,0,ZNF35,LogisticRegression,mono,1705,-0.0151780173932165,-0.5765369730263021
696,31,0.9082359252192966,0,0.9063307884029372,0,0.8694649923105996,0,0.92615304596297,0,0,0,0.9232797699012396,0,0,0,0.8764991905798328,0,0,0,0.2043684133275855,0,0,0,0.1992071249269846,0,0,0,0.0813456367111411,0,0,0,0.1631018444556842,0,0.1507565318161055,0,0.0540967777769532,0,GCM1,LogisticRegression,mono,5735,-0.0540967777769532,-0.8694649923105996
704,55,0.9087565205503878,0,0.9067374161251898,0,0.8086861818446093,0,0.926162746663843,0,0,0,0.9240492954172768,0,0,0,0.7921746296376494,0,0,0,0.1759931144537106,0,0,0,0.1768703182989376,0,0,0,0.0529873542045499,0,0,0,0.1423516693255005,0,0.1432602426339681,0,0.0493375617939589,0,PRDM13,LogisticRegression,mono,6143,-0.0493375617939589,-0.8086861818446093
712,31,0.9836612814976388,0,0.9768205165364112,0,0.704783361609087,0,0.9854563715013844,0,0,0,0.97779513482739,0,0,0,0.6959197407098273,0,0,0,0.7967110101017785,0,0,0,0.7862273989361201,0,0,0,0.1717573519721983,0,0,0,0.7309513864743624,0,0.7266086059933206,0,0.1687135973162921,0,TERF1,LogisticRegression,mono,695,-0.1687135973162921,-0.704783361609087
720,20,0.784772864518262,0,0.7902624625256228,0,0.7406837881028921,0,0.8125833652891372,0,0,0,0.8002510866734771,0,0,0,0.6758351985804697,0,0,0,0.3742205279963957,0,0,0,0.3995208975544499,0,0,0,0.1044448716814939,0,0,0,0.3986405344211265,0,0.4249889983129721,0,0.1090386865255935,0,RFX5,LogisticRegression,mono,774,-0.1090386865255935,-0.7406837881028921
728,33,0.98232012730977,0,0.9823319771587052,0,0.814014870416749,0,0.9811990486093788,0,0,0,0.9810820520802552,0,0,0,0.7934404311109473,0,0,0,0.8476884205458404,0,0,0,0.8547239560352279,0,0,0,0.1270566020659495,0,0,0,0.8036911772234872,0,0.8164571327524678,0,0.1179735686926347,0,DMTF1,LogisticRegression,mono,2737,-0.1179735686926347,-0.814014870416749
736,20,0.8190024594907407,0,0.8657742745535715,0,0.744890042666991,0,0.8420388454861112,0,0,0,0.877176737882653,0,0,0,0.7375067755937382,0,0,0,0.2615505259259671,0,0,0,0.2766286361440226,0,0,0,0.0373668313177459,0,0,0,0.2415934938539719,0,0.2813269407717746,0,0.0404566919505766,0,ZBTB8B,LogisticRegression,mono,224,-0.0404566919505766,-0.744890042666991
744,47,0.9082586744411496,0,0.9086607575363504,0,0.6723086363757346,0,0.9357540947632876,0,0,0,0.9355879565276722,0,0,0,0.6547348810208026,0,0,0,0.3006224055141976,0,0,0,0.300755279339083,0,0,0,0.0178380120464469,0,0,0,0.1595820840785562,0,0.1569646547966711,0,0.0093163070846233,0,SOX15,LogisticRegression,mono,3394,-0.0093163070846233,-0.6723086363757346
752,20,0.8330471451730089,0,0.8313807172796753,0,0.7053181516509043,0,0.8691461728365433,0,0,0,0.860051591006123,0,0,0,0.729153099669374,0,0,0,0.1077253236747565,0,0,0,0.1048881986665682,0,0,0,0.04122982746598,0,0,0,0.09924803517237,0,0.0979473307203369,0,0.0403709546170029,0,ZNF215,LogisticRegression,mono,1057,-0.0403709546170029,-0.7053181516509043
760,20,0.9186526767569771,0,0.9280988387096776,0,0.6366649229391012,0,0.9380169813023248,0,0,0,0.9454354547346512,0,0,0,0.6497149620370389,0,0,0,0.521837666371395,0,0,0,0.5428983352414358,0,0,0,0.0231771589052087,0,0,0,0.3983123637086974,0,0.4092756813538993,0,0.0220437669434097,0,BATF2,LogisticRegression,mono,775,-0.0220437669434097,-0.6366649229391012
768,47,0.7603943276545229,0,0.7674465112912288,0,0.8191367726763356,0,0.8841876826035251,0,0,0,0.8845538664805231,0,0,0,0.8478883554935562,0,0,0,0.1238024709506388,0,0,0,0.1276979132394873,0,0,0,0.0900597399901534,0,0,0,0.1530430368788533,0,0.1697888343353466,0,0.115445252977985,0,ZNF335,LogisticRegression,mono,12096,-0.115445252977985,-0.8191367726763356
776,47,0.945643445392972,0,0.94672162654689,0,0.769274897390201,0,0.9572949091782808,0,0,0,0.9579170619345512,0,0,0,0.7885471846283139,0,0,0,0.2583189671566463,0,0,0,0.2724686667827036,0,0,0,0.0391917238682004,0,0,0,0.2019437268824996,0,0.2225759783988609,0,0.0262979058948007,0,MYPOP,LogisticRegression,mono,3104,-0.0262979058948007,-0.769274897390201
784,65,0.9809070382749469,0,0.9813347642734316,0,0.8480346537729678,0,0.9905628716570164,0,0,0,0.9906704477656124,0,0,0,0.8754225942451461,0,0,0,0.7566969053863184,0,0,0,0.7726314179952309,0,0,0,0.4054154564119229,0,0,0,0.5084304403006876,0,0.5193862874106433,0,0.2951479175317812,0,ZNF646,LogisticRegression,mono,7580,-0.2951479175317812,-0.8480346537729678
792,20,0.9884128341841038,0,0.973261970988654,0,0.6819385869565218,0,0.9922315770632758,0,0,0,0.979110589536281,0,0,0,0.6886777882797731,0,0,0,0.9352928854811648,0,0,0,0.9258841523432764,0,0,0,0.2901816894162281,0,0,0,0.9137068691977476,0,0.9160690129660954,0,0.2567560416333274,0,ZNF596,LogisticRegression,mono,421,-0.2567560416333274,-0.6819385869565218
800,20,0.8293615894370214,0,0.8307152305347364,0,0.4973885901107786,0,0.8880744022202034,0,0,0,0.8820506673775592,0,0,0,0.5934173362353675,0,0,0,0.3155740409711856,0,0,0,0.2990411925669025,0,0,0,0.0177775361397313,0,0,0,0.18114872282504,0,0.1707574066895087,0,0.0118018267116352,0,NR1H4,LogisticRegression,mono,701,-0.0118018267116352,-0.4973885901107786
808,25,0.8337570075182739,0,0.8519711729151497,0,0.7898473668866416,0,0.889568889917931,0,0,0,0.9015353922839672,0,0,0,0.8350300720201784,0,0,0,0.5395320105371549,0,0,0,0.5659951639123199,0,0,0,0.1429718234793723,0,0,0,0.5602767735356864,0,0.5881345253143023,0,0.1162402444741746,0,ZNF606,LogisticRegression,mono,822,-0.1162402444741746,-0.7898473668866416
816,28,0.9921653911347534,0,0.9922914035603372,0,0.8367786959961084,0,0.993063182249624,0,0,0,0.9932451265204434,0,0,0,0.7971549527214168,0,0,0,0.7861141887318289,0,0,0,0.7758848780187904,0,0,0,0.1287590923555605,0,0,0,0.7466017445642757,0,0.734008748429828,0,0.1175230844660535,0,USF3,LogisticRegression,mono,8754,-0.1175230844660535,-0.8367786959961084
824,20,0.8432945782827211,0,0.8318856327158194,0,0.6547975980394724,0,0.930151129208561,0,0,0,0.9250729631830878,0,0,0,0.7188680492645403,0,0,0,0.1685061534716917,0,0,0,0.1535047821009939,0,0,0,0.0254560895049548,0,0,0,0.0542172827196382,0,0.0507901413593657,0,0.0174040068068603,0,SP140,LogisticRegression,mono,2603,-0.0174040068068603,-0.6547975980394724
832,20,0.9849804604230316,0,0.9840838808655622,0,0.9614193810682744,0,0.9878132310269194,0,0,0,0.9867083594250988,0,0,0,0.9648219866672088,0,0,0,0.6359673561058415,0,0,0,0.6476507200543161,0,0,0,0.5222347164689982,0,0,0,0.5799754390379871,0,0.5974437289753682,0,0.4755401886029211,0,ZIM3,LogisticRegression,mono,6791,-0.4755401886029211,-0.9614193810682744
840,35,0.9417581244661836,0,0.941599027522615,0,0.9137220682951358,0,0.9535832153800772,0,0,0,0.947336982340498,0,0,0,0.8978633683829864,0,0,0,0.6056129017310223,0,0,0,0.6288908690378842,0,0,0,0.2550497567214085,0,0,0,0.535101006025292,0,0.5585781192911883,0,0.2131844472709247,0,CGGBP1,LogisticRegression,mono,1147,-0.2131844472709247,-0.9137220682951358
848,41,0.9694111909199422,0,0.9704381534359812,0,0.8753721410122349,0,0.9686316001088936,0,0,0,0.9698770917200108,0,0,0,0.8613280199680352,0,0,0,0.8609769614563507,0,0,0,0.8643857968700923,0,0,0,0.49568711654597,0,0,0,0.8515303803370636,0,0.8563513520502728,0,0.4937874494347056,0,ZBTB47,LogisticRegression,mono,4136,-0.4937874494347056,-0.8753721410122349
856,20,0.9806099875897516,0,0.981028297378411,0,0.8729310128745192,0,0.9859967679908545,0,0,0,0.985861334217947,0,0,0,0.8770203410218153,0,0,0,0.6511162235409436,0,0,0,0.6601925571118636,0,0,0,0.141464510821978,0,0,0,0.4830328258121554,0,0.4765719485674535,0,0.0903433585004207,0,ZNF18,LogisticRegression,mono,4663,-0.0903433585004207,-0.8729310128745192
864,38,0.9431513609272072,0,0.9405021785506548,0,0.8345578698192803,0,0.948570738604807,0,0,0,0.9448675272579884,0,0,0,0.8325520792001571,0,0,0,0.3440431056825541,0,0,0,0.3447889410846688,0,0,0,0.1064319366973867,0,0,0,0.2956705946852499,0,0.2947477385904859,0,0.0847339390056114,0,ZBED2,LogisticRegression,mono,1608,-0.0847339390056114,-0.8345578698192803
872,39,0.9734271941282135,0,0.9759649828213138,0,0.979543020940464,0,0.986658934929896,0,0,0,0.9874912815721728,0,0,0,0.9835023408619286,0,0,0,0.6900723232283271,0,0,0,0.6979086248810206,0,0,0,0.768570994470743,0,0,0,0.4951743050132172,0,0.5100933424017495,0,0.5161610307581743,0,ZNF865,LogisticRegression,mono,11323,-0.5161610307581743,-0.979543020940464
880,20,0.8150965391340814,0,0.7705659472489123,0,0.4695706354554448,0,0.844348945158231,0,0,0,0.8169459513875683,0,0,0,0.5224673242286024,0,0,0,0.2760102704405424,0,0,0,0.2567997528337459,0,0,0,0.0118306832890067,0,0,0,0.1951556507120089,0,0.1968605740461367,0,0.0108151586837686,0,ZNF66,LogisticRegression,mono,598,-0.0108151586837686,-0.4695706354554448
888,35,0.8592511386059909,0,0.8474228175755013,0,0.5571504049925752,0,0.9368858074049136,0,0,0,0.9286416996550992,0,0,0,0.6537722168093764,0,0,0,0.5134406322748658,0,0,0,0.4771664986149758,0,0,0,0.072405144384944,0,0,0,0.4028690204712526,0,0.4308497812457544,0,0.0883369147108642,0,ZNF699,LogisticRegression,mono,617,-0.0883369147108642,-0.5571504049925752
896,20,0.9056441857874804,0,0.8920057577450264,0,0.8729084887518695,0,0.9259048340387614,0,0,0,0.9186880783336407,0,0,0,0.8220106223863741,0,0,0,0.7261086053926993,0,0,0,0.7255502526155563,0,0,0,0.6251238312664521,0,0,0,0.7157675400661199,0,0.7134267700944116,0,0.6274561288770057,0,ZNF696,LogisticRegression,mono,629,-0.6274561288770057,-0.8729084887518695
904,26,0.7266413633551789,0,0.7240233646789563,0,0.7933032856229436,0,0.7530928219521089,0,0,0,0.7477055572081203,0,0,0,0.7979143150749213,0,0,0,0.1765877778039004,0,0,0,0.2019662073950583,0,0,0,0.2982498980627313,0,0,0,0.1335505342283297,0,0.1632649427745463,0,0.1903834698696267,0,ZNF665,LogisticRegression,mono,3783,-0.1903834698696267,-0.7933032856229436
912,38,0.9458670190858766,0,0.9489902294825898,0,0.8241617334546175,0,0.940132003440008,0,0,0,0.9447037453754203,0,0,0,0.8768397748298481,0,0,0,0.630568839743358,0,0,0,0.6486249655351464,0,0,0,0.3145345402885187,0,0,0,0.6560940325247445,0,0.6726760796689836,0,0.3188791739048011,0,ZNF518B,LogisticRegression,mono,6451,-0.3188791739048011,-0.8241617334546175
920,20,0.8553906775432688,0,0.8585637011202021,0,0.9280020875632704,0,0.8708995464224438,0,0,0,0.8724750515163415,0,0,0,0.9298126912408132,0,0,0,0.4325933711681486,0,0,0,0.4559392587568681,0,0,0,0.6621455211929452,0,0,0,0.3794982456718526,0,0.4033267153028009,0,0.6095091631168015,0,ZNF678,LogisticRegression,mono,994,-0.6095091631168015,-0.9280020875632704
928,25,0.9549841619036348,0,0.9569957879149588,0,0.7919016126853068,0,0.9572624008362418,0,0,0,0.9595099179091028,0,0,0,0.7797750684931507,0,0,0,0.5856201885816772,0,0,0,0.583901384334314,0,0,0,0.2091193547328274,0,0,0,0.5633154102689979,0,0.5589305086564841,0,0.1959933758985739,0,ZNF732,LogisticRegression,mono,2980,-0.1959933758985739,-0.7919016126853068
936,20,0.8756647770092923,0,0.8721024260204902,0,0.5833882643930102,0,0.9051404249315974,0,0,0,0.8932180416736647,0,0,0,0.5949285125379558,0,0,0,0.6177251969932368,0,0,0,0.5597017226179424,0,0,0,0.2108102937528358,0,0,0,0.3831363755809082,0,0.3592054272693175,0,0.1904837512058533,0,ZNF772,LogisticRegression,mono,529,-0.1904837512058533,-0.5833882643930102
944,55,0.922660383897644,0,0.9240540427946689,0,0.8547767215931645,0,0.9535350084744716,0,0,0,0.9535597653581844,0,0,0,0.8813774075090334,0,0,0,0.4747116370186531,0,0,0,0.474346370836529,0,0,0,0.2303144268869079,0,0,0,0.3657200869236693,0,0.3185919913036846,0,0.1454028692636028,0,ZNF721,LogisticRegression,mono,9800,-0.1454028692636028,-0.8547767215931645
952,20,0.9018858623721596,0,0.8880778668832148,0,0.7655231774567778,0,0.9155919015225136,0,0,0,0.9042144251517286,0,0,0,0.7370090622686148,0,0,0,0.5812018803208782,0,0,0,0.5805585166007461,0,0,0,0.0589016498694291,0,0,0,0.5489080082169094,0,0.5490903687668983,0,0.0627892648411336,0,ZNF676,LogisticRegression,mono,751,-0.0627892648411336,-0.7655231774567778
960,20,0.8730597931131544,0,0.8755896039281998,0,0.705323978045083,0,0.8932442648714579,0,0,0,0.8904611017169615,0,0,0,0.711424185526925,0,0,0,0.3085357134451734,0,0,0,0.3210799680986232,0,0,0,0.030557669843229,0,0,0,0.2079834585993707,0,0.2256240663689034,0,0.0271432928027422,0,ZNF70,LogisticRegression,mono,1240,-0.0271432928027422,-0.705323978045083
968,48,0.8764292839003428,0,0.8849135465586939,0,0.8204416325219048,0,0.9026183742453034,0,0,0,0.9082033499805447,0,0,0,0.8421385420665687,0,0,0,0.5277260140020884,0,0,0,0.5588055863493322,0,0,0,0.417088158242328,0,0,0,0.492214648741447,0,0.5276358765933401,0,0.3871261250908788,0,ZNF724,LogisticRegression,mono,4201,-0.3871261250908788,-0.8204416325219048
976,20,0.9547919678005437,0,0.9629510068007664,0,0.8878381135994688,0,0.9539350858688028,0,0,0,0.9625988427940536,0,0,0,0.888401527126754,0,0,0,0.7619892751709928,0,0,0,0.7898949755961164,0,0,0,0.4316486108523206,0,0,0,0.6865164768993198,0,0.7278816228297947,0,0.4093483145927756,0,ZNF575,LogisticRegression,mono,1153,-0.4093483145927756,-0.8878381135994688
984,30,0.895386671766248,0,0.8929888493015906,0,0.9524455192141216,0,0.9423356082246688,0,0,0,0.9404718083361904,0,0,0,0.9909499792991832,0,0,0,0.7421603279538603,0,0,0,0.7350716098750473,0,0,0,0.8939558186072084,0,0,0,0.5618754085949764,0,0.5587472402129148,0,0.777220929104036,0,ZNF814,LogisticRegression,mono,1036,-0.777220929104036,-0.9524455192141216
992,29,0.8973786140170656,0,0.8938568721861047,0,0.5949733072046789,0,0.9354273864528004,0,0,0,0.930641014426128,0,0,0,0.5557706479122636,0,0,0,0.5895259089051403,0,0,0,0.5628249447721018,0,0,0,0.0522438303083297,0,0,0,0.4836004612393144,0,0.4820660502719299,0,0.0521103888684318,0,ZNF551,LogisticRegression,mono,733,-0.0521103888684318,-0.5949733072046789
1000,20,0.8945938396457135,0,0.886807572596633,0,0.8342009596717173,0,0.8984807265847048,0,0,0,0.8906669244241143,0,0,0,0.8348800072752914,0,0,0,0.4940419198505638,0,0,0,0.5106495893434042,0,0,0,0.4209302747004408,0,0,0,0.4721198979674857,0,0.4883299174800639,0,0.3837492949498577,0,ZNF689,LogisticRegression,mono,2213,-0.3837492949498577,-0.8342009596717173
1008,39,0.9216069569724156,0,0.916904159822624,0,0.8259197316569713,0,0.9400314281530898,0,0,0,0.9363870521098482,0,0,0,0.8626280728091574,0,0,0,0.5555816674156983,0,0,0,0.5552841735872704,0,0,0,0.4171777133508843,0,0,0,0.4061446751999397,0,0.4022245052700852,0,0.305105235767557,0,ZNF672,LogisticRegression,mono,2866,-0.305105235767557,-0.8259197316569713
1016,20,0.9325238473000912,0,0.9391061155086426,0,0.6882556524806553,0,0.947725536833741,0,0,0,0.9497141819314836,0,0,0,0.6962140133431408,0,0,0,0.5819509932655964,0,0,0,0.6151797656249264,0,0,0,0.1966812219617418,0,0,0,0.5166798602401966,0,0.5596419353586867,0,0.1836817418318869,0,ZNF850,LogisticRegression,mono,2836,-0.1836817418318869,-0.6882556524806553
1024,36,0.9005488526560267,0,0.890323923532562,0,0.8009942136680056,0,0.9450863819923916,0,0,0,0.9204513104157964,0,0,0,0.8386949648160834,0,0,0,0.3116903525844592,0,0,0,0.3051738118724541,0,0,0,0.0916259160513007,0,0,0,0.1532828476137498,0,0.1512365693567747,0,0.0159673371565575,0,ZNF800,LogisticRegression,mono,4053,-0.0159673371565575,-0.8009942136680056
1032,20,0.847777125,0,0.7717215247790901,0,0.5650270992510068,0,0.92269375,0,0,0,0.8907949898481512,0,0,0,0.6851872482968874,0,0,0,0.6108055560459406,0,0,0,0.5462568331328306,0,0,0,0.2042954312056187,0,0,0,0.2467103973032492,0,0.2127195060207761,0,0.0155164990450916,0,ZNF773,LogisticRegression,mono,187,-0.0155164990450916,-0.5650270992510068
1040,22,0.9618868782192156,0,0.9627027739817448,0,0.5903389947400925,0,0.960606807625222,0,0,0,0.9607495450883008,0,0,0,0.5857082757930795,0,0,0,0.5626882827953937,0,0,0,0.5662861886445165,0,0,0,0.0423922956308883,0,0,0,0.5433500813576917,0,0.5486120642549891,0,0.045526090047752,0,MGA,LogisticRegression,mono,2556,-0.045526090047752,-0.5903389947400925
