Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,PR_delta_H,ROC_delta_H,dLR
2,0.9694111909199422,0.0,0.9704381534359812,0.0,0.8753721410122349,0.0,0.977238007836896,0.0,0.0,0.0,0.9780857125854412,0.0,0.0,0.0,0.8565937251618755,0.0,0.0,0.0,0.8681917990918667,0.0,0.0,0.0,0.8585144402113185,0.0,0.0,0.0,0.4861998648337675,0.0,0.0,0.0,0.8515303803370636,0.0,0.8563513520502728,0.0,0.4937874494347056,0.0,ZBTB47,RandomForestClassifier,2,0.002163088161045712,0.007647559149460026,0.007647559149460026
4,0.9694111909199422,0.0,0.9704381534359812,0.0,0.8753721410122349,0.0,0.9775192789858598,0.0,0.0,0.0,0.9785900835565624,0.0,0.0,0.0,0.8552409149249455,0.0,0.0,0.0,0.8709896265331386,0.0,0.0,0.0,0.8605797115801646,0.0,0.0,0.0,0.485915482176563,0.0,0.0,0.0,0.8515303803370636,0.0,0.8563513520502728,0.0,0.4937874494347056,0.0,ZBTB47,RandomForestClassifier,4,0.0042283595298917565,0.008151930120581241,0.008151930120581241
8,0.9694111909199422,0.0,0.9704381534359812,0.0,0.8753721410122349,0.0,0.9787093393577982,0.0,0.0,0.0,0.9808978980850316,0.0,0.0,0.0,0.8629561781033805,0.0,0.0,0.0,0.8761035875971045,0.0,0.0,0.0,0.8651528213718339,0.0,0.0,0.0,0.4917744836140922,0.0,0.0,0.0,0.8515303803370636,0.0,0.8563513520502728,0.0,0.4937874494347056,0.0,ZBTB47,RandomForestClassifier,8,0.008801469321561117,0.010459744649050418,0.010459744649050418
16,0.9694111909199422,0.0,0.9704381534359812,0.0,0.8753721410122349,0.0,0.9766521108005534,0.0,0.0,0.0,0.9797711980290996,0.0,0.0,0.0,0.8567603951426115,0.0,0.0,0.0,0.877580599289915,0.0,0.0,0.0,0.8684763138799202,0.0,0.0,0.0,0.4916723414259043,0.0,0.0,0.0,0.8515303803370636,0.0,0.8563513520502728,0.0,0.4937874494347056,0.0,ZBTB47,RandomForestClassifier,16,0.012124961829647396,0.009333044593118456,0.009333044593118456
all,0.9694111909199422,0.0,0.9704381534359812,0.0,0.8753721410122349,0.0,0.978004881245527,0.0,0.0,0.0,0.98051852144355,0.0,0.0,0.0,0.8632584625042081,0.0,0.0,0.0,0.8775988645678229,0.0,0.0,0.0,0.8677349802715472,0.0,0.0,0.0,0.4895893649120756,0.0,0.0,0.0,0.8515303803370636,0.0,0.8563513520502728,0.0,0.4937874494347056,0.0,ZBTB47,RandomForestClassifier,all,0.011383628221274367,0.01008036800756884,0.01008036800756884
2,0.9658033575298904,0.0,0.9695076510060814,0.0,0.8015769218766501,0.0,0.9736251833212664,0.0,0.0,0.0,0.9758135984771596,0.0,0.0,0.0,0.7701196934175073,0.0,0.0,0.0,0.6129306574435488,0.0,0.0,0.0,0.6161082610018084,0.0,0.0,0.0,0.0512607098872261,0.0,0.0,0.0,0.5193502234142706,0.0,0.5318688114000434,0.0,0.0425238263880468,0.0,MYF6,RandomForestClassifier,2,0.08423944960176499,0.006305947471078266,0.006305947471078266
4,0.9658033575298904,0.0,0.9695076510060814,0.0,0.8015769218766501,0.0,0.9745156637004,0.0,0.0,0.0,0.9768348744388008,0.0,0.0,0.0,0.7446754312270097,0.0,0.0,0.0,0.6414018319974334,0.0,0.0,0.0,0.646191032479843,0.0,0.0,0.0,0.0502036117366874,0.0,0.0,0.0,0.5193502234142706,0.0,0.5318688114000434,0.0,0.0425238263880468,0.0,MYF6,RandomForestClassifier,4,0.11432222107979961,0.00732722343271941,0.00732722343271941
8,0.9658033575298904,0.0,0.9695076510060814,0.0,0.8015769218766501,0.0,0.9768240065648548,0.0,0.0,0.0,0.9792374077607134,0.0,0.0,0.0,0.7733309963475051,0.0,0.0,0.0,0.6578319642914698,0.0,0.0,0.0,0.666877737100938,0.0,0.0,0.0,0.0502903874254134,0.0,0.0,0.0,0.5193502234142706,0.0,0.5318688114000434,0.0,0.0425238263880468,0.0,MYF6,RandomForestClassifier,8,0.13500892570089462,0.009729756754632057,0.009729756754632057
16,0.9658033575298904,0.0,0.9695076510060814,0.0,0.8015769218766501,0.0,0.9771507207684148,0.0,0.0,0.0,0.9789887647884994,0.0,0.0,0.0,0.7617668114127775,0.0,0.0,0.0,0.6700472520521418,0.0,0.0,0.0,0.6790863002674753,0.0,0.0,0.0,0.0497477864554974,0.0,0.0,0.0,0.5193502234142706,0.0,0.5318688114000434,0.0,0.0425238263880468,0.0,MYF6,RandomForestClassifier,16,0.1472174888674319,0.009481113782418005,0.009481113782418005
all,0.9658033575298904,0.0,0.9695076510060814,0.0,0.8015769218766501,0.0,0.9785013002126052,0.0,0.0,0.0,0.9801270873251378,0.0,0.0,0.0,0.7648741304098718,0.0,0.0,0.0,0.6723403514184797,0.0,0.0,0.0,0.6808132444026664,0.0,0.0,0.0,0.0492422961553339,0.0,0.0,0.0,0.5193502234142706,0.0,0.5318688114000434,0.0,0.0425238263880468,0.0,MYF6,RandomForestClassifier,all,0.14894443300262306,0.010619436319056375,0.010619436319056375
2,0.9747424863663666,0.0,0.9822097530196504,0.0,0.7694025241521931,0.0,0.9914603716515392,0.0,0.0,0.0,0.989180354412462,0.0,0.0,0.0,0.706011952569366,0.0,0.0,0.0,0.9699296227532176,0.0,0.0,0.0,0.9388260838221228,0.0,0.0,0.0,0.1050441013458626,0.0,0.0,0.0,0.9507596486567514,0.0,0.9103970706165032,0.0,0.086590188965852,0.0,FLYWCH1,RandomForestClassifier,2,0.028429013205619635,0.006970601392811582,0.006970601392811582
4,0.9747424863663666,0.0,0.9822097530196504,0.0,0.7694025241521931,0.0,0.9950987058435284,0.0,0.0,0.0,0.9903682170542636,0.0,0.0,0.0,0.570635478350783,0.0,0.0,0.0,0.9804947418918788,0.0,0.0,0.0,0.948570454288252,0.0,0.0,0.0,0.0925731395666487,0.0,0.0,0.0,0.9507596486567514,0.0,0.9103970706165032,0.0,0.086590188965852,0.0,FLYWCH1,RandomForestClassifier,4,0.03817338367174883,0.008158464034613178,0.008158464034613178
8,0.9747424863663666,0.0,0.9822097530196504,0.0,0.7694025241521931,0.0,0.9986905657868808,0.0,0.0,0.0,0.994500313816611,0.0,0.0,0.0,0.5870261276746742,0.0,0.0,0.0,0.9857770696802588,0.0,0.0,0.0,0.9534646335129258,0.0,0.0,0.0,0.0906700125382412,0.0,0.0,0.0,0.953557674330794,0.0,0.932467911748748,0.0,0.1464071536183197,0.0,FLYWCH1,RandomForestClassifier,8,0.020996721764177773,0.012290560796960559,0.012290560796960559
16,0.9747424863663666,0.0,0.9822097530196504,0.0,0.7694025241521931,0.0,0.998907588063656,0.0,0.0,0.0,0.993806770760304,0.0,0.0,0.0,0.567250560880315,0.0,0.0,0.0,0.9880389794522452,0.0,0.0,0.0,0.9571417754042342,0.0,0.0,0.0,0.0962229469262915,0.0,0.0,0.0,0.953557674330794,0.0,0.932467911748748,0.0,0.1464071536183197,0.0,FLYWCH1,RandomForestClassifier,16,0.024673863655486183,0.011597017740653581,0.011597017740653581
all,0.9747424863663666,0.0,0.9822097530196504,0.0,0.7694025241521931,0.0,0.9983350941711916,0.0,0.0,0.0,0.9947447736180384,0.0,0.0,0.0,0.593830950863832,0.0,0.0,0.0,0.987504184435422,0.0,0.0,0.0,0.9543959705532792,0.0,0.0,0.0,0.1010721788593619,0.0,0.0,0.0,0.953557674330794,0.0,0.932467911748748,0.0,0.1464071536183197,0.0,FLYWCH1,RandomForestClassifier,all,0.021928058804531192,0.012535020598387958,0.012535020598387958
2,0.934026751413046,0.0,0.9388322919089254,0.0,0.555414143598616,0.0,0.9421695984151156,0.0,0.0,0.0,0.9461797583406698,0.0,0.0,0.0,0.5821799307958477,0.0,0.0,0.0,0.4478954396239832,0.0,0.0,0.0,0.4673325072532201,0.0,0.0,0.0,0.1309345088002323,0.0,0.0,0.0,0.2896331274424135,0.0,0.3139608072638626,0.0,0.1156499883171951,0.0,CAMTA2,RandomForestClassifier,2,0.1533716999893575,0.007347466431744443,0.007347466431744443
4,0.934026751413046,0.0,0.9388322919089254,0.0,0.555414143598616,0.0,0.9429827306970656,0.0,0.0,0.0,0.9468021756874516,0.0,0.0,0.0,0.5879746972318339,0.0,0.0,0.0,0.4687002400903814,0.0,0.0,0.0,0.4850300808438085,0.0,0.0,0.0,0.155106887252718,0.0,0.0,0.0,0.3375909283673202,0.0,0.3562874051103905,0.0,0.175042225320691,0.0,CAMTA2,RandomForestClassifier,4,0.12874267573341802,0.007969883778526254,0.007969883778526254
8,0.934026751413046,0.0,0.9388322919089254,0.0,0.555414143598616,0.0,0.9430781703811336,0.0,0.0,0.0,0.9469183106515264,0.0,0.0,0.0,0.6204811851211073,0.0,0.0,0.0,0.4860083328540069,0.0,0.0,0.0,0.4986724258446583,0.0,0.0,0.0,0.1717294241814307,0.0,0.0,0.0,0.3375909283673202,0.0,0.3562874051103905,0.0,0.175042225320691,0.0,CAMTA2,RandomForestClassifier,8,0.14238502073426784,0.008086018742601064,0.008086018742601064
16,0.934026751413046,0.0,0.9388322919089254,0.0,0.555414143598616,0.0,0.9439761569726558,0.0,0.0,0.0,0.9478422692718924,0.0,0.0,0.0,0.6345404411764706,0.0,0.0,0.0,0.4917553866932672,0.0,0.0,0.0,0.5042752269956257,0.0,0.0,0.0,0.1538248433325709,0.0,0.0,0.0,0.3375909283673202,0.0,0.3562874051103905,0.0,0.175042225320691,0.0,CAMTA2,RandomForestClassifier,16,0.14798782188523518,0.009009977362967048,0.009009977362967048
all,0.934026751413046,0.0,0.9388322919089254,0.0,0.555414143598616,0.0,0.944973935909268,0.0,0.0,0.0,0.9484522043811112,0.0,0.0,0.0,0.643598615916955,0.0,0.0,0.0,0.4925899773411072,0.0,0.0,0.0,0.5059612628222464,0.0,0.0,0.0,0.1506081378683829,0.0,0.0,0.0,0.3375909283673202,0.0,0.3562874051103905,0.0,0.175042225320691,0.0,CAMTA2,RandomForestClassifier,all,0.14967385771185593,0.009619912472185854,0.009619912472185854
2,0.8178759737499444,0.0,0.8255109983825145,0.0,0.6339861749282594,0.0,0.8360287244594327,0.0,0.0,0.0,0.8344646088040384,0.0,0.0,0.0,0.6532027530215485,0.0,0.0,0.0,0.4862373375067327,0.0,0.0,0.0,0.4692964190505139,0.0,0.0,0.0,0.1006472850594645,0.0,0.0,0.0,0.4208448462772133,0.0,0.4332346310724089,0.0,0.0658793752069418,0.0,ZNF107,RandomForestClassifier,2,0.036061787978105,0.008953610421523872,0.008953610421523872
4,0.8178759737499444,0.0,0.8255109983825145,0.0,0.6339861749282594,0.0,0.8374736297058002,0.0,0.0,0.0,0.8353800414962036,0.0,0.0,0.0,0.6483001573573304,0.0,0.0,0.0,0.500443363799453,0.0,0.0,0.0,0.4769805758799692,0.0,0.0,0.0,0.1041877132696604,0.0,0.0,0.0,0.4229910660290212,0.0,0.4340780438812532,0.0,0.0660139085171723,0.0,ZNF107,RandomForestClassifier,4,0.04290253199871602,0.00986904311368908,0.00986904311368908
8,0.8178759737499444,0.0,0.8255109983825145,0.0,0.6339861749282594,0.0,0.9447685460853654,0.0,0.0,0.0,0.9491629605463902,0.0,0.0,0.0,0.7671115180178734,0.0,0.0,0.0,0.6708508594276263,0.0,0.0,0.0,0.6561437695027097,0.0,0.0,0.0,0.1730831157986254,0.0,0.0,0.0,0.4229910660290212,0.0,0.4340780438812532,0.0,0.0660139085171723,0.0,ZNF107,RandomForestClassifier,8,0.2220657256214565,0.12365196216387564,0.12365196216387564
16,0.8178759737499444,0.0,0.8255109983825145,0.0,0.6339861749282594,0.0,0.939307872182795,0.0,0.0,0.0,0.9384089607137672,0.0,0.0,0.0,0.7656515240446599,0.0,0.0,0.0,0.6695060553106666,0.0,0.0,0.0,0.6579789828053423,0.0,0.0,0.0,0.1775914171343121,0.0,0.0,0.0,0.4229910660290212,0.0,0.4340780438812532,0.0,0.0660139085171723,0.0,ZNF107,RandomForestClassifier,16,0.22390093892408908,0.11289796233125271,0.11289796233125271
all,0.8178759737499444,0.0,0.8255109983825145,0.0,0.6339861749282594,0.0,0.942874667724658,0.0,0.0,0.0,0.9458398333930756,0.0,0.0,0.0,0.7356211280930616,0.0,0.0,0.0,0.680486308795218,0.0,0.0,0.0,0.6683410063794062,0.0,0.0,0.0,0.1817834053785244,0.0,0.0,0.0,0.4229910660290212,0.0,0.4340780438812532,0.0,0.0660139085171723,0.0,ZNF107,RandomForestClassifier,all,0.23426296249815298,0.12032883501056113,0.12032883501056113
2,0.9342663558792924,0.0,0.9324462352022114,0.0,0.6447110637934724,0.0,0.9599907180020812,0.0,0.0,0.0,0.9484415840394208,0.0,0.0,0.0,0.6409907505210667,0.0,0.0,0.0,0.5398647197457659,0.0,0.0,0.0,0.3883655069041739,0.0,0.0,0.0,0.0200664137707026,0.0,0.0,0.0,0.400508358972207,0.0,0.3773149663244607,0.0,0.0160182813260608,0.0,ZNF500,RandomForestClassifier,2,0.011050540579713164,0.015995348837209433,0.015995348837209433
4,0.9342663558792924,0.0,0.9324462352022114,0.0,0.6447110637934724,0.0,0.9710470842872008,0.0,0.0,0.0,0.95187209903251,0.0,0.0,0.0,0.6033336989034875,0.0,0.0,0.0,0.6712746133802189,0.0,0.0,0.0,0.4882238104768003,0.0,0.0,0.0,0.0178784948880704,0.0,0.0,0.0,0.400508358972207,0.0,0.3773149663244607,0.0,0.0160182813260608,0.0,ZNF500,RandomForestClassifier,4,0.11090884415233959,0.01942586383029865,0.01942586383029865
8,0.9342663558792924,0.0,0.9324462352022114,0.0,0.6447110637934724,0.0,0.9713882622268472,0.0,0.0,0.0,0.9617589447749534,0.0,0.0,0.0,0.6031560639388925,0.0,0.0,0.0,0.7432050859051783,0.0,0.0,0.0,0.5869970725037676,0.0,0.0,0.0,0.023199262470975,0.0,0.0,0.0,0.400508358972207,0.0,0.3773149663244607,0.0,0.0160182813260608,0.0,ZNF500,RandomForestClassifier,8,0.20968210617930694,0.029312709572742013,0.029312709572742013
16,0.9342663558792924,0.0,0.9324462352022114,0.0,0.6447110637934724,0.0,0.9759898272632676,0.0,0.0,0.0,0.9662524728081248,0.0,0.0,0.0,0.6255608162278594,0.0,0.0,0.0,0.7564271554610871,0.0,0.0,0.0,0.6022444121196024,0.0,0.0,0.0,0.0250851567045707,0.0,0.0,0.0,0.400508358972207,0.0,0.3773149663244607,0.0,0.0160182813260608,0.0,ZNF500,RandomForestClassifier,16,0.22492944579514174,0.03380623760591339,0.03380623760591339
all,0.9342663558792924,0.0,0.9324462352022114,0.0,0.6447110637934724,0.0,0.9795173943808532,0.0,0.0,0.0,0.972996081966228,0.0,0.0,0.0,0.6587903055131056,0.0,0.0,0.0,0.7519184326246718,0.0,0.0,0.0,0.5994847996041753,0.0,0.0,0.0,0.0293485089287823,0.0,0.0,0.0,0.400508358972207,0.0,0.3773149663244607,0.0,0.0160182813260608,0.0,ZNF500,RandomForestClassifier,all,0.22216983327971462,0.04054984676401663,0.04054984676401663
2,0.9921653911347534,0.0,0.9922914035603372,0.0,0.8367786959961084,0.0,0.9930016308411996,0.0,0.0,0.0,0.9929305259923868,0.0,0.0,0.0,0.8125433669049412,0.0,0.0,0.0,0.7971436002810173,0.0,0.0,0.0,0.7795940973158559,0.0,0.0,0.0,0.1245508307777768,0.0,0.0,0.0,0.7412801701988145,0.0,0.7327621769082632,0.0,0.1024049267321596,0.0,USF3,RandomForestClassifier,2,0.046831920407592764,0.0006391224320496658,0.0006391224320496658
4,0.9921653911347534,0.0,0.9922914035603372,0.0,0.8367786959961084,0.0,0.993211152982844,0.0,0.0,0.0,0.9929579524049558,0.0,0.0,0.0,0.7936459360977627,0.0,0.0,0.0,0.8095571338007006,0.0,0.0,0.0,0.7874369216514041,0.0,0.0,0.0,0.1241856158677357,0.0,0.0,0.0,0.7466017445642757,0.0,0.734008748429828,0.0,0.1175230844660535,0.0,USF3,RandomForestClassifier,4,0.053428173221576114,0.0006665488446185863,0.0006665488446185863
8,0.9921653911347534,0.0,0.9922914035603372,0.0,0.8367786959961084,0.0,0.9933654021688444,0.0,0.0,0.0,0.9935425269085514,0.0,0.0,0.0,0.7853368134957258,0.0,0.0,0.0,0.8194808257017574,0.0,0.0,0.0,0.7973781057451054,0.0,0.0,0.0,0.1262859597353396,0.0,0.0,0.0,0.7466017445642757,0.0,0.734008748429828,0.0,0.1175230844660535,0.0,USF3,RandomForestClassifier,8,0.06336935731527737,0.0012511233482142003,0.0012511233482142003
16,0.9921653911347534,0.0,0.9922914035603372,0.0,0.8367786959961084,0.0,0.9937945363264004,0.0,0.0,0.0,0.9938122202590868,0.0,0.0,0.0,0.8097001217134956,0.0,0.0,0.0,0.8246717375176033,0.0,0.0,0.0,0.806337470748404,0.0,0.0,0.0,0.1278852751165311,0.0,0.0,0.0,0.7466017445642757,0.0,0.734008748429828,0.0,0.1175230844660535,0.0,USF3,RandomForestClassifier,16,0.07232872231857601,0.0015208166987495941,0.0015208166987495941
all,0.9921653911347534,0.0,0.9922914035603372,0.0,0.8367786959961084,0.0,0.9936712442012374,0.0,0.0,0.0,0.9934714894392872,0.0,0.0,0.0,0.8035032517128037,0.0,0.0,0.0,0.8324237810716177,0.0,0.0,0.0,0.8144942495990101,0.0,0.0,0.0,0.1309644203538469,0.0,0.0,0.0,0.7466017445642757,0.0,0.734008748429828,0.0,0.1175230844660535,0.0,USF3,RandomForestClassifier,all,0.08048550116918207,0.0011800858789500213,0.0011800858789500213
2,0.9143069151852142,0.0,0.9102481289050752,0.0,0.8955635389745612,0.0,0.973078332071597,0.0,0.0,0.0,0.9056935580874736,0.0,0.0,0.0,0.8207512389033363,0.0,0.0,0.0,0.8489577943547081,0.0,0.0,0.0,0.7625214559135651,0.0,0.0,0.0,0.3246269869332259,0.0,0.0,0.0,0.767143526329641,0.0,0.7346965865416515,0.0,0.4028600272191752,0.0,ZNF260,RandomForestClassifier,2,0.02782486937191364,-0.0045545708176015776,-0.0045545708176015776
4,0.9143069151852142,0.0,0.9102481289050752,0.0,0.8955635389745612,0.0,0.9608792996928324,0.0,0.0,0.0,0.9337542600821944,0.0,0.0,0.0,0.8514464335687482,0.0,0.0,0.0,0.8449322591285986,0.0,0.0,0.0,0.7654772064839286,0.0,0.0,0.0,0.2576883207326773,0.0,0.0,0.0,0.767143526329641,0.0,0.7346965865416515,0.0,0.4028600272191752,0.0,ZNF260,RandomForestClassifier,4,0.0307806199422771,0.023506131177119194,0.023506131177119194
8,0.9143069151852142,0.0,0.9102481289050752,0.0,0.8955635389745612,0.0,0.9620431861887732,0.0,0.0,0.0,0.9387759363827726,0.0,0.0,0.0,0.90376180424468,0.0,0.0,0.0,0.8557812523785006,0.0,0.0,0.0,0.7817690265654517,0.0,0.0,0.0,0.3211496813561472,0.0,0.0,0.0,0.767143526329641,0.0,0.7346965865416515,0.0,0.4028600272191752,0.0,ZNF260,RandomForestClassifier,8,0.04707244002380018,0.028527807477697342,0.028527807477697342
16,0.9143069151852142,0.0,0.9102481289050752,0.0,0.8955635389745612,0.0,0.9690185431731362,0.0,0.0,0.0,0.9379159009656186,0.0,0.0,0.0,0.9092540695457754,0.0,0.0,0.0,0.8654729738546334,0.0,0.0,0.0,0.7901743669983741,0.0,0.0,0.0,0.3708756421067702,0.0,0.0,0.0,0.767143526329641,0.0,0.7346965865416515,0.0,0.4028600272191752,0.0,ZNF260,RandomForestClassifier,16,0.05547778045672258,0.027667772060543383,0.027667772060543383
all,0.9143069151852142,0.0,0.9102481289050752,0.0,0.8955635389745612,0.0,0.9775078967290574,0.0,0.0,0.0,0.9541441411340172,0.0,0.0,0.0,0.9120453250746142,0.0,0.0,0.0,0.8730522908539167,0.0,0.0,0.0,0.7937404059387603,0.0,0.0,0.0,0.3842466643840782,0.0,0.0,0.0,0.767143526329641,0.0,0.7346965865416515,0.0,0.4028600272191752,0.0,ZNF260,RandomForestClassifier,all,0.05904381939710879,0.043896012228942016,0.043896012228942016
2,0.9479201776998276,0.0,0.948773769478778,0.0,0.7263070180770801,0.0,0.951004716512602,0.0,0.0,0.0,0.9506252989125276,0.0,0.0,0.0,0.7254133991622044,0.0,0.0,0.0,0.4229527358229309,0.0,0.0,0.0,0.4103957185788,0.0,0.0,0.0,0.0935393649868149,0.0,0.0,0.0,0.3831868279106411,0.0,0.3845965153761338,0.0,0.0933948075411909,0.0,YY1,RandomForestClassifier,2,0.025799203202666154,0.0018515294337495547,0.0018515294337495547
4,0.9479201776998276,0.0,0.948773769478778,0.0,0.7263070180770801,0.0,0.9534926447657353,0.0,0.0,0.0,0.9527369828103194,0.0,0.0,0.0,0.7231406245781079,0.0,0.0,0.0,0.4524576943584245,0.0,0.0,0.0,0.4365607185074686,0.0,0.0,0.0,0.0957136648911916,0.0,0.0,0.0,0.3831868279106411,0.0,0.3845965153761338,0.0,0.0933948075411909,0.0,YY1,RandomForestClassifier,4,0.05196420313133476,0.003963213331541371,0.003963213331541371
