Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,PR_delta_H,ROC_delta_H,dLR
2,0.8760031441989603,0.0,0.8709997143380218,0.0,0.694382370394687,0.0,0.900166921668242,0.0,0.0,0.0,0.8849280755220827,0.0,0.0,0.0,0.6867498295497588,0.0,0.0,0.0,0.5104561932679442,0.0,0.0,0.0,0.4717270059202777,0.0,0.0,0.0,0.0841634319104662,0.0,0.0,0.0,0.4216161386212771,0.0,0.4267691575904698,0.0,0.0882655180692086,0.0,CREB3L3,RandomForestClassifier,2,0.044957848329807926,0.013928361184060933,0.013928361184060933
4,0.8760031441989603,0.0,0.8709997143380218,0.0,0.694382370394687,0.0,0.8985690571833648,0.0,0.0,0.0,0.8793049339031843,0.0,0.0,0.0,0.6817835092548168,0.0,0.0,0.0,0.5364762340443029,0.0,0.0,0.0,0.5005038605270643,0.0,0.0,0.0,0.0827455463946069,0.0,0.0,0.0,0.4216161386212771,0.0,0.4267691575904698,0.0,0.0882655180692086,0.0,CREB3L3,RandomForestClassifier,4,0.07373470293659451,0.008305219565162503,0.008305219565162503
8,0.8760031441989603,0.0,0.8709997143380218,0.0,0.694382370394687,0.0,0.9137184620155956,0.0,0.0,0.0,0.8946436721926214,0.0,0.0,0.0,0.7051686194793061,0.0,0.0,0.0,0.5421094166008479,0.0,0.0,0.0,0.5000271206625398,0.0,0.0,0.0,0.0931907589403965,0.0,0.0,0.0,0.4216161386212771,0.0,0.4267691575904698,0.0,0.0882655180692086,0.0,CREB3L3,RandomForestClassifier,8,0.07325796307207005,0.023643957854599607,0.023643957854599607
16,0.8760031441989603,0.0,0.8709997143380218,0.0,0.694382370394687,0.0,0.9222670471999056,0.0,0.0,0.0,0.9032068082245398,0.0,0.0,0.0,0.6919290863867074,0.0,0.0,0.0,0.5479689367427888,0.0,0.0,0.0,0.4996566755555081,0.0,0.0,0.0,0.0988453715596388,0.0,0.0,0.0,0.4216161386212771,0.0,0.4267691575904698,0.0,0.0882655180692086,0.0,CREB3L3,RandomForestClassifier,16,0.07288751796503828,0.03220709388651799,0.03220709388651799
all,0.8760031441989603,0.0,0.8709997143380218,0.0,0.694382370394687,0.0,0.9245876594990547,0.0,0.0,0.0,0.909526661258554,0.0,0.0,0.0,0.7012414459230828,0.0,0.0,0.0,0.5509235662669466,0.0,0.0,0.0,0.5053097736655606,0.0,0.0,0.0,0.1151221211612173,0.0,0.0,0.0,0.4216161386212771,0.0,0.4267691575904698,0.0,0.0882655180692086,0.0,CREB3L3,RandomForestClassifier,all,0.07854061607509083,0.03852694692053216,0.03852694692053216
2,0.7603943276545229,0.0,0.7674465112912288,0.0,0.8191367726763356,0.0,0.7682048259631845,0.0,0.0,0.0,0.7726872157604683,0.0,0.0,0.0,0.8208361382049676,0.0,0.0,0.0,0.1763399780515353,0.0,0.0,0.0,0.1814204104474338,0.0,0.0,0.0,0.120157588012463,0.0,0.0,0.0,0.1530430368788533,0.0,0.1697888343353466,0.0,0.115445252977985,0.0,ZNF335,RandomForestClassifier,2,0.011631576112087177,0.005240704469239521,0.005240704469239521
4,0.7603943276545229,0.0,0.7674465112912288,0.0,0.8191367726763356,0.0,0.7745732134789447,0.0,0.0,0.0,0.7802655834931549,0.0,0.0,0.0,0.8300351438927804,0.0,0.0,0.0,0.1880780576935357,0.0,0.0,0.0,0.1892358707623707,0.0,0.0,0.0,0.1208272294348806,0.0,0.0,0.0,0.1530430368788533,0.0,0.1697888343353466,0.0,0.115445252977985,0.0,ZNF335,RandomForestClassifier,4,0.019447036427024084,0.01281907220192613,0.01281907220192613
8,0.7603943276545229,0.0,0.7674465112912288,0.0,0.8191367726763356,0.0,0.7889471054284558,0.0,0.0,0.0,0.7932133369278138,0.0,0.0,0.0,0.8425891717502573,0.0,0.0,0.0,0.1993411870791238,0.0,0.0,0.0,0.2003851644784135,0.0,0.0,0.0,0.1243913263050871,0.0,0.0,0.0,0.1530430368788533,0.0,0.1697888343353466,0.0,0.115445252977985,0.0,ZNF335,RandomForestClassifier,8,0.030596330143066897,0.025766825636585056,0.025766825636585056
16,0.7603943276545229,0.0,0.7674465112912288,0.0,0.8191367726763356,0.0,0.905927601292601,0.0,0.0,0.0,0.9050758485480902,0.0,0.0,0.0,0.8404608629982133,0.0,0.0,0.0,0.2358563783298848,0.0,0.0,0.0,0.2348198840962225,0.0,0.0,0.0,0.12215285002471,0.0,0.0,0.0,0.1530430368788533,0.0,0.1697888343353466,0.0,0.115445252977985,0.0,ZNF335,RandomForestClassifier,16,0.0650310497608759,0.13762933725686144,0.13762933725686144
all,0.7603943276545229,0.0,0.7674465112912288,0.0,0.8191367726763356,0.0,0.9061503856147934,0.0,0.0,0.0,0.9067497270718184,0.0,0.0,0.0,0.8090430755659879,0.0,0.0,0.0,0.2218271610361888,0.0,0.0,0.0,0.2215456227171723,0.0,0.0,0.0,0.1026313583088383,0.0,0.0,0.0,0.1530430368788533,0.0,0.1697888343353466,0.0,0.115445252977985,0.0,ZNF335,RandomForestClassifier,all,0.05175678838182568,0.13930321578058968,0.13930321578058968
2,0.9382523456616678,0.0,0.9449482551590292,0.0,0.9144855163151308,0.0,0.9430592089098352,0.0,0.0,0.0,0.945914897534326,0.0,0.0,0.0,0.9105399713073472,0.0,0.0,0.0,0.4237966904732992,0.0,0.0,0.0,0.4055976743489532,0.0,0.0,0.0,0.4659613533137759,0.0,0.0,0.0,0.3834168952551839,0.0,0.3908146710632173,0.0,0.440991531222685,0.0,ZNF726,RandomForestClassifier,2,0.014783003285735896,0.0009666423752967557,0.0009666423752967557
4,0.9382523456616678,0.0,0.9449482551590292,0.0,0.9144855163151308,0.0,0.9418966920397572,0.0,0.0,0.0,0.9437387735555488,0.0,0.0,0.0,0.909408900827203,0.0,0.0,0.0,0.4398478681085479,0.0,0.0,0.0,0.419684559798022,0.0,0.0,0.0,0.4848973219687911,0.0,0.0,0.0,0.3834168952551839,0.0,0.3908146710632173,0.0,0.440991531222685,0.0,ZNF726,RandomForestClassifier,4,0.028869888734804672,-0.0012094816034804445,-0.0012094816034804445
8,0.9382523456616678,0.0,0.9449482551590292,0.0,0.9144855163151308,0.0,0.9442848296154848,0.0,0.0,0.0,0.94664851261164,0.0,0.0,0.0,0.914364488263484,0.0,0.0,0.0,0.4681429076858447,0.0,0.0,0.0,0.442626953133914,0.0,0.0,0.0,0.561173688541338,0.0,0.0,0.0,0.3834168952551839,0.0,0.3908146710632173,0.0,0.440991531222685,0.0,ZNF726,RandomForestClassifier,8,0.05181228207069666,0.0017002574526107095,0.0017002574526107095
16,0.9382523456616678,0.0,0.9449482551590292,0.0,0.9144855163151308,0.0,0.9484487518054956,0.0,0.0,0.0,0.9493667955419114,0.0,0.0,0.0,0.916145111565581,0.0,0.0,0.0,0.4806855218717301,0.0,0.0,0.0,0.4546734266558714,0.0,0.0,0.0,0.5698539944030184,0.0,0.0,0.0,0.3834168952551839,0.0,0.3908146710632173,0.0,0.440991531222685,0.0,ZNF726,RandomForestClassifier,16,0.06385875559265408,0.004418540382882141,0.004418540382882141
all,0.9382523456616678,0.0,0.9449482551590292,0.0,0.9144855163151308,0.0,0.9492411251822824,0.0,0.0,0.0,0.9504627925216694,0.0,0.0,0.0,0.9195700680687402,0.0,0.0,0.0,0.4850510162901925,0.0,0.0,0.0,0.4580548818146375,0.0,0.0,0.0,0.5694448647789426,0.0,0.0,0.0,0.3834168952551839,0.0,0.3908146710632173,0.0,0.440991531222685,0.0,ZNF726,RandomForestClassifier,all,0.06724021075142017,0.005514537362640182,0.005514537362640182
2,0.7266413633551789,0.0,0.7240233646789563,0.0,0.7933032856229436,0.0,0.7396978957050414,0.0,0.0,0.0,0.7313446349191176,0.0,0.0,0.0,0.7899359896670626,0.0,0.0,0.0,0.1825035263311037,0.0,0.0,0.0,0.1859618952895376,0.0,0.0,0.0,0.2281173640408361,0.0,0.0,0.0,0.1335505342283297,0.0,0.1632649427745463,0.0,0.1903834698696267,0.0,ZNF665,RandomForestClassifier,2,0.022696952514991292,0.007321270240161271,0.007321270240161271
4,0.7266413633551789,0.0,0.7240233646789563,0.0,0.7933032856229436,0.0,0.7441224571810745,0.0,0.0,0.0,0.7297629174132031,0.0,0.0,0.0,0.7950867773644933,0.0,0.0,0.0,0.1936114773788701,0.0,0.0,0.0,0.1962238086417085,0.0,0.0,0.0,0.2638906759762663,0.0,0.0,0.0,0.1335505342283297,0.0,0.1632649427745463,0.0,0.1903834698696267,0.0,ZNF665,RandomForestClassifier,4,0.03295886586716218,0.005739552734246756,0.005739552734246756
8,0.7266413633551789,0.0,0.7240233646789563,0.0,0.7933032856229436,0.0,0.7470137041231071,0.0,0.0,0.0,0.7333660331509363,0.0,0.0,0.0,0.7979730522608702,0.0,0.0,0.0,0.2182038152951469,0.0,0.0,0.0,0.2148760973091949,0.0,0.0,0.0,0.3263035391061066,0.0,0.0,0.0,0.1335505342283297,0.0,0.1632649427745463,0.0,0.1903834698696267,0.0,ZNF665,RandomForestClassifier,8,0.051611154534648596,0.009342668471979954,0.009342668471979954
16,0.7266413633551789,0.0,0.7240233646789563,0.0,0.7933032856229436,0.0,0.7583504220253378,0.0,0.0,0.0,0.7439450051634785,0.0,0.0,0.0,0.8037782807110173,0.0,0.0,0.0,0.217406129772421,0.0,0.0,0.0,0.2113398421722923,0.0,0.0,0.0,0.3156133352558645,0.0,0.0,0.0,0.1335505342283297,0.0,0.1632649427745463,0.0,0.1903834698696267,0.0,ZNF665,RandomForestClassifier,16,0.04807489939774598,0.019921640484522163,0.019921640484522163
all,0.7266413633551789,0.0,0.7240233646789563,0.0,0.7933032856229436,0.0,0.7599580670545628,0.0,0.0,0.0,0.746125319324057,0.0,0.0,0.0,0.8039854492201346,0.0,0.0,0.0,0.214116255941986,0.0,0.0,0.0,0.2066189100753325,0.0,0.0,0.0,0.3106130097030683,0.0,0.0,0.0,0.1335505342283297,0.0,0.1632649427745463,0.0,0.1903834698696267,0.0,ZNF665,RandomForestClassifier,all,0.043353967300786195,0.022101954645100674,0.022101954645100674
2,0.8660992644316604,0.0,0.8726930025782766,0.0,0.7936707105172212,0.0,0.9121717389406864,0.0,0.0,0.0,0.9071183715477088,0.0,0.0,0.0,0.6859059290383867,0.0,0.0,0.0,0.2467238216470121,0.0,0.0,0.0,0.2205395581223437,0.0,0.0,0.0,0.0465382779537732,0.0,0.0,0.0,0.193064833934855,0.0,0.2115619003875326,0.0,0.0563881901861471,0.0,ZBED5,RandomForestClassifier,2,0.0089776577348111,0.03442536896943216,0.03442536896943216
4,0.8660992644316604,0.0,0.8726930025782766,0.0,0.7936707105172212,0.0,0.913929963102559,0.0,0.0,0.0,0.912191904423389,0.0,0.0,0.0,0.6907570160859065,0.0,0.0,0.0,0.2936393573764577,0.0,0.0,0.0,0.2473306290115929,0.0,0.0,0.0,0.0480875668645832,0.0,0.0,0.0,0.193064833934855,0.0,0.2115619003875326,0.0,0.0563881901861471,0.0,ZBED5,RandomForestClassifier,4,0.0357687286240603,0.0394989018451124,0.0394989018451124
8,0.8660992644316604,0.0,0.8726930025782766,0.0,0.7936707105172212,0.0,0.9173496433247372,0.0,0.0,0.0,0.9158804252565014,0.0,0.0,0.0,0.6950790140938518,0.0,0.0,0.0,0.2970644602552523,0.0,0.0,0.0,0.24822047086694,0.0,0.0,0.0,0.049100896333817,0.0,0.0,0.0,0.193064833934855,0.0,0.2115619003875326,0.0,0.0563881901861471,0.0,ZBED5,RandomForestClassifier,8,0.036658570479407404,0.04318742267822473,0.04318742267822473
16,0.8660992644316604,0.0,0.8726930025782766,0.0,0.7936707105172212,0.0,0.9177760587185084,0.0,0.0,0.0,0.9173828454413308,0.0,0.0,0.0,0.7177334835117446,0.0,0.0,0.0,0.3119831799858066,0.0,0.0,0.0,0.2545484759926601,0.0,0.0,0.0,0.0595563406918667,0.0,0.0,0.0,0.193064833934855,0.0,0.2115619003875326,0.0,0.0563881901861471,0.0,ZBED5,RandomForestClassifier,16,0.04298657560512753,0.04468984286305411,0.04468984286305411
all,0.8660992644316604,0.0,0.8726930025782766,0.0,0.7936707105172212,0.0,0.9261848696687164,0.0,0.0,0.0,0.9235764772040022,0.0,0.0,0.0,0.7108011635016704,0.0,0.0,0.0,0.3167576354689892,0.0,0.0,0.0,0.2581579213440073,0.0,0.0,0.0,0.0624282235857843,0.0,0.0,0.0,0.193064833934855,0.0,0.2115619003875326,0.0,0.0563881901861471,0.0,ZBED5,RandomForestClassifier,all,0.04659602095647469,0.05088347462572551,0.05088347462572551
2,0.9618419479497964,0.0,0.9616503104470436,0.0,0.9816278876170657,0.0,0.9743914935364728,0.0,0.0,0.0,0.9716510244752444,0.0,0.0,0.0,0.9792994797086368,0.0,0.0,0.0,0.6759204840882846,0.0,0.0,0.0,0.6400077067292882,0.0,0.0,0.0,0.7220823013849217,0.0,0.0,0.0,0.6255100827366316,0.0,0.6185060962391433,0.0,0.7290207032701129,0.0,ZNF286B,RandomForestClassifier,2,0.021501610490144873,0.010000714028200797,0.010000714028200797
4,0.9618419479497964,0.0,0.9616503104470436,0.0,0.9816278876170657,0.0,0.9708139162477344,0.0,0.0,0.0,0.9690700323465792,0.0,0.0,0.0,0.9787825182101976,0.0,0.0,0.0,0.7118350874997963,0.0,0.0,0.0,0.6763895917870847,0.0,0.0,0.0,0.7237666764162725,0.0,0.0,0.0,0.6255100827366316,0.0,0.6185060962391433,0.0,0.7290207032701129,0.0,ZNF286B,RandomForestClassifier,4,0.057883495547941366,0.007419721899535547,0.007419721899535547
8,0.9618419479497964,0.0,0.9616503104470436,0.0,0.9816278876170657,0.0,0.9728542436134194,0.0,0.0,0.0,0.9718135404983176,0.0,0.0,0.0,0.9777078043704476,0.0,0.0,0.0,0.7156593102583956,0.0,0.0,0.0,0.676422519834055,0.0,0.0,0.0,0.730031104328897,0.0,0.0,0.0,0.6255100827366316,0.0,0.6185060962391433,0.0,0.7290207032701129,0.0,ZNF286B,RandomForestClassifier,8,0.05791642359491167,0.010163230051273953,0.010163230051273953
16,0.9618419479497964,0.0,0.9616503104470436,0.0,0.9816278876170657,0.0,0.9775855883006735,0.0,0.0,0.0,0.9749412509012978,0.0,0.0,0.0,0.9783710718002082,0.0,0.0,0.0,0.7305276107469898,0.0,0.0,0.0,0.6925798712293174,0.0,0.0,0.0,0.7298270918855293,0.0,0.0,0.0,0.6255100827366316,0.0,0.6185060962391433,0.0,0.7290207032701129,0.0,ZNF286B,RandomForestClassifier,16,0.07407377499017409,0.013290940454254163,0.013290940454254163
all,0.9618419479497964,0.0,0.9616503104470436,0.0,0.9816278876170657,0.0,0.9782079280804348,0.0,0.0,0.0,0.9733352001882712,0.0,0.0,0.0,0.9804861602497398,0.0,0.0,0.0,0.7319836927361467,0.0,0.0,0.0,0.6920554028492443,0.0,0.0,0.0,0.7286234363812341,0.0,0.0,0.0,0.6255100827366316,0.0,0.6185060962391433,0.0,0.7290207032701129,0.0,ZNF286B,RandomForestClassifier,all,0.07354930661010095,0.011684889741227611,0.011684889741227611
2,0.9506148796193072,0.0,0.9525605182603892,0.0,0.8684583367630335,0.0,0.962874703482921,0.0,0.0,0.0,0.9638903802710768,0.0,0.0,0.0,0.8657045592372141,0.0,0.0,0.0,0.2991355880133709,0.0,0.0,0.0,0.2960400178176839,0.0,0.0,0.0,0.1172054846778377,0.0,0.0,0.0,0.2233108922579175,0.0,0.2292184063073417,0.0,0.0935871108949074,0.0,ELF3,RandomForestClassifier,2,0.06682161151034222,0.01132986201068753,0.01132986201068753
4,0.9506148796193072,0.0,0.9525605182603892,0.0,0.8684583367630335,0.0,0.965178204537492,0.0,0.0,0.0,0.9658740915934008,0.0,0.0,0.0,0.8705855142931055,0.0,0.0,0.0,0.3190177913283167,0.0,0.0,0.0,0.3150872362373303,0.0,0.0,0.0,0.1200399465012404,0.0,0.0,0.0,0.2233108922579175,0.0,0.2292184063073417,0.0,0.0935871108949074,0.0,ELF3,RandomForestClassifier,4,0.08586882992998862,0.01331357333301153,0.01331357333301153
8,0.9506148796193072,0.0,0.9525605182603892,0.0,0.8684583367630335,0.0,0.96862918006279,0.0,0.0,0.0,0.9689940672632186,0.0,0.0,0.0,0.8774827156631239,0.0,0.0,0.0,0.352494034070884,0.0,0.0,0.0,0.3460922943339604,0.0,0.0,0.0,0.1322686322386332,0.0,0.0,0.0,0.2233108922579175,0.0,0.2292184063073417,0.0,0.0935871108949074,0.0,ELF3,RandomForestClassifier,8,0.11687388802661869,0.01643354900282934,0.01643354900282934
16,0.9506148796193072,0.0,0.9525605182603892,0.0,0.8684583367630335,0.0,0.9693021315165696,0.0,0.0,0.0,0.9699528368908218,0.0,0.0,0.0,0.8814562717877886,0.0,0.0,0.0,0.3716035567756622,0.0,0.0,0.0,0.3652582080511071,0.0,0.0,0.0,0.1386558399213468,0.0,0.0,0.0,0.2233108922579175,0.0,0.2292184063073417,0.0,0.0935871108949074,0.0,ELF3,RandomForestClassifier,16,0.1360398017437654,0.017392318630432557,0.017392318630432557
all,0.9506148796193072,0.0,0.9525605182603892,0.0,0.8684583367630335,0.0,0.9688040869193466,0.0,0.0,0.0,0.969466532611059,0.0,0.0,0.0,0.8805438238761094,0.0,0.0,0.0,0.368882900599283,0.0,0.0,0.0,0.363387067318312,0.0,0.0,0.0,0.1327471378513961,0.0,0.0,0.0,0.2233108922579175,0.0,0.2292184063073417,0.0,0.0935871108949074,0.0,ELF3,RandomForestClassifier,all,0.1341686610109703,0.01690601435066974,0.01690601435066974
2,0.9018858623721596,0.0,0.8880778668832148,0.0,0.7655231774567778,0.0,0.9315610347540376,0.0,0.0,0.0,0.9106207081193118,0.0,0.0,0.0,0.7603632698457964,0.0,0.0,0.0,0.6664378931639978,0.0,0.0,0.0,0.6162096397124653,0.0,0.0,0.0,0.055696267781439,0.0,0.0,0.0,0.5300692044043891,0.0,0.5427513639228406,0.0,0.0657941068028915,0.0,ZNF676,RandomForestClassifier,2,0.07345827578962472,0.022542841236097066,0.022542841236097066
4,0.9018858623721596,0.0,0.8880778668832148,0.0,0.7655231774567778,0.0,0.9344601138414548,0.0,0.0,0.0,0.9055640415531178,0.0,0.0,0.0,0.7580635715899369,0.0,0.0,0.0,0.6921315243984681,0.0,0.0,0.0,0.6269939567560064,0.0,0.0,0.0,0.0550401736115628,0.0,0.0,0.0,0.5489080082169094,0.0,0.5490903687668983,0.0,0.0627892648411336,0.0,ZNF676,RandomForestClassifier,4,0.07790358798910813,0.017486174669902987,0.017486174669902987
8,0.9018858623721596,0.0,0.8880778668832148,0.0,0.7655231774567778,0.0,0.935131491508168,0.0,0.0,0.0,0.9163068239240711,0.0,0.0,0.0,0.7495023264165289,0.0,0.0,0.0,0.7249190972239377,0.0,0.0,0.0,0.668174688050279,0.0,0.0,0.0,0.0528264009152703,0.0,0.0,0.0,0.5489080082169094,0.0,0.5490903687668983,0.0,0.0627892648411336,0.0,ZNF676,RandomForestClassifier,8,0.1190843192833807,0.028228957040856373,0.028228957040856373
16,0.9018858623721596,0.0,0.8880778668832148,0.0,0.7655231774567778,0.0,0.9402466379749178,0.0,0.0,0.0,0.907616334013592,0.0,0.0,0.0,0.7235865131906918,0.0,0.0,0.0,0.7363248487665344,0.0,0.0,0.0,0.6653066638542583,0.0,0.0,0.0,0.0557555425926887,0.0,0.0,0.0,0.5489080082169094,0.0,0.5490903687668983,0.0,0.0627892648411336,0.0,ZNF676,RandomForestClassifier,16,0.11621629508735998,0.019538467130377213,0.019538467130377213
all,0.9018858623721596,0.0,0.8880778668832148,0.0,0.7655231774567778,0.0,0.9383304826692582,0.0,0.0,0.0,0.9095220487197718,0.0,0.0,0.0,0.7151294459553484,0.0,0.0,0.0,0.7372490292304881,0.0,0.0,0.0,0.6637825458129395,0.0,0.0,0.0,0.05456384462096,0.0,0.0,0.0,0.5489080082169094,0.0,0.5490903687668983,0.0,0.0627892648411336,0.0,ZNF676,RandomForestClassifier,all,0.11469217704604118,0.021444181836557052,0.021444181836557052
2,0.7863798321422852,0.0,0.7617233123991403,0.0,0.7925115360848735,0.0,0.8203088559324985,0.0,0.0,0.0,0.8074091670903354,0.0,0.0,0.0,0.7726150509906098,0.0,0.0,0.0,0.2589859447281691,0.0,0.0,0.0,0.2296775762929847,0.0,0.0,0.0,0.1843988627597906,0.0,0.0,0.0,0.2036880851305027,0.0,0.2024624812119014,0.0,0.1744360894733093,0.0,ZNF470,RandomForestClassifier,2,0.027215095081083274,0.04568585469119513,0.04568585469119513
4,0.7863798321422852,0.0,0.7617233123991403,0.0,0.7925115360848735,0.0,0.8302047976813723,0.0,0.0,0.0,0.815953785131208,0.0,0.0,0.0,0.7824761275491962,0.0,0.0,0.0,0.2807049091419771,0.0,0.0,0.0,0.239744613050349,0.0,0.0,0.0,0.188190644644218,0.0,0.0,0.0,0.2036880851305027,0.0,0.2024624812119014,0.0,0.1744360894733093,0.0,ZNF470,RandomForestClassifier,4,0.037282131838447585,0.054230472732067714,0.054230472732067714
