,Count,roc_auc_train_H_PWM,roc_auc_train_H_PWM_di,roc_auc_test_H_PWM,roc_auc_test_H_PWM_di,roc_auc_test_M_PWM,roc_auc_test_M_PWM_di,roc_auc_train_H,mean_auc_train_H,median_auc_train_H,std_auc_train_H,roc_auc_test_H,mean_auc_test_H,median_auc_test_H,std_auc_test_H,roc_auc_test_M,mean_auc_test_M,median_auc_test_M,std_auc_test_M,pr_auc_train_H,mean_pr_auc_train_H,median_pr_auc_train_H,std_pr_auc_train_H,pr_auc_test_H,mean_pr_auc_test_H,median_pr_auc_test_H,std_pr_auc_test_H,pr_auc_test_M,mean_pr_auc_test_M,median_pr_auc_test_M,std_pr_auc_test_M,pr_auc_train_H_PWM,pr_auc_train_H_PWM_di,pr_auc_test_H_PWM,pr_auc_test_H_PWM_di,pr_auc_test_M_PWM,pr_auc_test_M_PWM_di,TF_name,Model,PWM,Seq_count,PR_delta_M,ROC_delta_M
159,20,0.8757108012242628,0,0.8932037521996196,0,0.7984620280397289,0,0.90855224524614,0,0,0,0.9326658941030198,0,0,0,0.7992921940550037,0,0,0,0.1288263383053396,0,0,0,0.3325877515653483,0,0,0,0.1500826971330077,0,0,0,0.0788274769984525,0,0.2715225017620442,0,0.0176287414986153,0,ZNF770,LogisticRegression,mono,,-0.0176287414986153,-0.7984620280397289
160,20,0.9729133062557964,0,0.9507213859247968,0,0.9553112020010815,0,0.971124762815564,0,0,0,0.947797289663064,0,0,0,0.953346714440238,0,0,0,0.8836981366382847,0,0,0,0.8940254493913622,0,0,0,0.8583186347422529,0,0,0,0.8605807087589095,0,0.8741500672392841,0,0.8426704406131686,0,ZNF436,LogisticRegression,mono,,-0.8426704406131686,-0.9553112020010815
161,32,0.93723783549079,0,0.8786515032114396,0,0.8303855217827691,0,0.9528923309905096,0,0,0,0.8999598131716322,0,0,0,0.82291015625,0,0,0,0.2844752054812225,0,0,0,0.0808881381893085,0,0,0,0.0508144884495871,0,0,0,0.1799736826416101,0,0.0628793530817616,0,0.0727128537022564,0,SLC2A4RG,LogisticRegression,mono,3836.0,-0.0727128537022564,-0.8303855217827691
169,40,0.8407123417595046,0,0.8686543550019585,0,0.8073699899481551,0,0.868324472451322,0,0,0,0.8849204953550648,0,0,0,0.7840034563265914,0,0,0,0.165024704855827,0,0,0,0.1935691936817696,0,0,0,0.0487434128636052,0,0,0,0.1101296906116621,0,0.2027039230851819,0,0.1072572004783729,0,ZBTB41,LogisticRegression,mono,,-0.1072572004783729,-0.8073699899481551
170,21,0.9198842433752786,0,0.9312886178246342,0,0.9722811093092332,0,0.9291004174430018,0,0,0,0.942553985178951,0,0,0,0.978881063022804,0,0,0,0.2810180874979271,0,0,0,0.3763182878090469,0,0,0,0.8338560227078023,0,0,0,0.2228243474474873,0,0.2485768014055211,0,0.6777925488588642,0,FIZ1,LogisticRegression,mono,,-0.6777925488588642,-0.9722811093092332
171,20,0.9625299989807296,0,0.957539063743118,0,0.9471315801614764,0,0.9666964828994226,0,0,0,0.9646763744481976,0,0,0,0.955814735870819,0,0,0,0.7114203086564275,0,0,0,0.7990940894688595,0,0,0,0.822504776038594,0,0,0,0.5997514425783043,0,0.7300804015309434,0,0.7390663916852832,0,ZNF250,LogisticRegression,mono,,-0.7390663916852832,-0.9471315801614764
172,28,0.8712808081215029,0,0.9104214815626496,0,0.7895022518089525,0,0.8986974357572737,0,0,0,0.9329987831087236,0,0,0,0.8096895792998237,0,0,0,0.3936249384711074,0,0,0,0.5085551003660064,0,0,0,0.0347178291454479,0,0,0,0.2283443545356731,0,0.3348469827522836,0,0.0337165662526862,0,CXXC4,LogisticRegression,mono,,-0.0337165662526862,-0.7895022518089525
173,20,0.8870989990234375,0,0.8672321645970295,0,0.9345177849750488,0,0.8990929412841797,0,0,0,0.8671380163947731,0,0,0,0.9229474779899762,0,0,0,0.4578639652279565,0,0,0,0.5585833384497854,0,0,0,0.1620039007189258,0,0,0,0.4102016097768519,0,0.5161986890761814,0,0.1151576564793962,0,ZNF233,LogisticRegression,mono,,-0.1151576564793962,-0.9345177849750488
174,32,0.8050545403147856,0,0.8000902461094107,0,0.8877019557823129,0,0.8086782470278785,0,0,0,0.8010548845919854,0,0,0,0.8488241390306123,0,0,0,0.2138157303441797,0,0,0,0.1661228380166517,0,0,0,0.1318376226551808,0,0,0,0.1840685131327341,0,0.1685227393345814,0,0.1776731758479058,0,ZNF142,LogisticRegression,mono,,-0.1776731758479058,-0.8877019557823129
175,23,0.8343175882148746,0,0.867763613997292,0,0.866982430020885,0,0.8508298078935771,0,0,0,0.8834631522186072,0,0,0,0.9095212103570706,0,0,0,0.0769276941651385,0,0,0,0.2548097256891638,0,0,0,0.1479591288001592,0,0,0,0.0559473006187104,0,0.1903300579331832,0,0.0636338723957981,0,MYF6,LogisticRegression,mono,,-0.0636338723957981,-0.866982430020885
176,25,0.7778010345696218,0,0.8426844774182739,0,0.8042523299201484,0,0.8068459508982219,0,0,0,0.8765012765323168,0,0,0,0.8130440590898288,0,0,0,0.0379489627588815,0,0,0,0.1245856196060052,0,0,0,0.1150104479862367,0,0,0,0.0309295843012515,0,0.0891880754991959,0,0.0750254556826233,0,SOX2,LogisticRegression,mono,35190.0,-0.0750254556826233,-0.8042523299201484
184,25,0.7281886705064629,0,0.7215428479313247,0,0.7454913166276065,0,0.7397913556576692,0,0,0,0.7219718905253821,0,0,0,0.7001726819301725,0,0,0,0.0536338163207022,0,0,0,0.0349603508753085,0,0,0,0.0958825119237837,0,0,0,0.0479228541473338,0,0.0356083082080214,0,0.1209628538889087,0,ZNF500,LogisticRegression,mono,,-0.1209628538889087,-0.7454913166276065
185,36,0.8308724405367792,0,0.8226277838931961,0,0.9458820416775168,0,0.9307360873890822,0,0,0,0.910268044511767,0,0,0,0.9759248743064316,0,0,0,0.287678717116962,0,0,0,0.2805478201491165,0,0,0,0.9499072691897672,0,0,0,0.1259673070944142,0,0.1408180817267804,0,0.7494652903725255,0,FLYWCH1,LogisticRegression,mono,,-0.7494652903725255,-0.9458820416775168
186,25,0.8687969804570368,0,0.8946470495056112,0,0.758060954389995,0,0.8805420538931931,0,0,0,0.9047755554194428,0,0,0,0.7888802291526295,0,0,0,0.1532007506497835,0,0,0,0.3745498429888076,0,0,0,0.0613649534670067,0,0,0,0.1208664736187387,0,0.3293559219706943,0,0.0527431708824004,0,PRDM5,LogisticRegression,mono,38555.0,-0.0527431708824004,-0.758060954389995
194,23,0.9047749064735991,0,0.7608069288714624,0,0.8408799660383162,0,0.9252222421878314,0,0,0,0.7935955053726105,0,0,0,0.8689228541033011,0,0,0,0.1382068204548306,0,0,0,0.0465966581851074,0,0,0,0.1065224767854037,0,0,0,0.0972809268746002,0,0.0394913891558701,0,0.0755020578114234,0,FAM200B,LogisticRegression,mono,957.0,-0.0755020578114234,-0.8408799660383162
202,27,0.7817459849114429,0,0.7975035451295854,0,0.8248896407131929,0,0.8074375997810396,0,0,0,0.8253033646941222,0,0,0,0.8716747545351113,0,0,0,0.0650271412567434,0,0,0,0.0598826007287522,0,0,0,0.0571755207596172,0,0,0,0.0478866257929483,0,0.0490873289075326,0,0.047933637659801,0,ZNF831,LogisticRegression,mono,,-0.047933637659801,-0.8248896407131929
203,21,0.8919495943792345,0,0.9218018602544924,0,0.573826217151351,0,0.9095410324627792,0,0,0,0.932763642197729,0,0,0,0.5770312437568238,0,0,0,0.2540636083569239,0,0,0,0.4568132460364416,0,0,0,0.0266726541034294,0,0,0,0.1847441726151616,0,0.4455594118830404,0,0.0398146090882684,0,ZBED9,LogisticRegression,mono,,-0.0398146090882684,-0.573826217151351
204,55,0.7995100144579224,0,0.8351729288327949,0,0.9127302372503426,0,0.8230896151769351,0,0,0,0.8514565077137681,0,0,0,0.8913631880788394,0,0,0,0.1267734510583731,0,0,0,0.210445327529137,0,0,0,0.2097067759062135,0,0,0,0.1014451684379431,0,0.1936371795798831,0,0.2409512718676477,0,YY1,LogisticRegression,mono,,-0.2409512718676477,-0.9127302372503426
205,34,0.8279910114916428,0,0.8469213346929898,0,0.7633155976262486,0,0.8581206134435425,0,0,0,0.8836850596289499,0,0,0,0.8192201612291872,0,0,0,0.2488795968643956,0,0,0,0.1216083222032843,0,0,0,0.0735945262007472,0,0,0,0.1160877733818803,0,0.0835462779512623,0,0.0531324113835032,0,MAX,LogisticRegression,mono,9289.0,-0.0531324113835032,-0.7633155976262486
213,29,0.7009091048993827,0,0.6902214628398283,0,0.5823346288434199,0,0.7741891943882842,0,0,0,0.7207360996549111,0,0,0,0.6069781332108142,0,0,0,0.0725664211605268,0,0,0,0.0519732296257922,0,0,0,0.0182880021374249,0,0,0,0.0418732802303773,0,0.0370598363838912,0,0.014753760893843,0,ZNF292,LogisticRegression,mono,545.0,-0.014753760893843,-0.5823346288434199
221,20,0.6761930483417756,0,0.6775207270408163,0,0.8851052117302065,0,0.6948645133812457,0,0,0,0.6920432577327806,0,0,0,0.8894866114526427,0,0,0,0.0974698070899382,0,0,0,0.0721661225954972,0,0,0,0.1927274711519392,0,0,0,0.0860939565239156,0,0.0588826370351012,0,0.173076066825583,0,RORB,LogisticRegression,mono,,-0.173076066825583,-0.8851052117302065
222,26,0.8173948521717896,0,0.8320338442929727,0,0.7963781881654297,0,0.8483608843441895,0,0,0,0.8583091036440892,0,0,0,0.8071297231058288,0,0,0,0.2872433906937668,0,0,0,0.155826918792257,0,0,0,0.0400340191793359,0,0,0,0.169492928151554,0,0.1047809480603611,0,0.0305926743442713,0,TET3,LogisticRegression,mono,,-0.0305926743442713,-0.7963781881654297
223,23,0.840980673650605,0,0.8308802492146489,0,0.8182892093839108,0,0.8550149168818049,0,0,0,0.8296766297527419,0,0,0,0.8515401421666282,0,0,0,0.0574785931712154,0,0,0,0.1255627634065964,0,0,0,0.072690272632016,0,0,0,0.0489927415773687,0,0.1232464894373578,0,0.0475148619666982,0,SP140L,LogisticRegression,mono,40773.0,-0.0475148619666982,-0.8182892093839108
231,20,0.9447063235789244,0,0.9247638941144852,0,0.7023776937618147,0,0.9557753355845328,0,0,0,0.9350184627788228,0,0,0,0.769011720226843,0,0,0,0.822348483725978,0,0,0,0.7420626716324666,0,0,0,0.3648186755046511,0,0,0,0.7949432261234772,0,0.7007959609466815,0,0.2928050559194077,0,ZFP3,LogisticRegression,mono,610.0,-0.2928050559194077,-0.7023776937618147
239,20,0.7481756969592839,0,0.7681763683835143,0,0.8305042251221827,0,0.8381999676830066,0,0,0,0.8525619613876098,0,0,0,0.9084787084599192,0,0,0,0.1520129730955478,0,0,0,0.1732932805603861,0,0,0,0.3086599864874345,0,0,0,0.078464831523534,0,0.0856369847056592,0,0.1596685565003477,0,ZNF43,LogisticRegression,mono,,-0.1596685565003477,-0.8305042251221827
240,20,0.6468410969846782,0,0.6192550134420802,0,0.6212526638057808,0,0.6927452448170928,0,0,0,0.668838903779385,0,0,0,0.7679676954962547,0,0,0,0.0567604426494397,0,0,0,0.0681829364954401,0,0,0,0.0452750957973314,0,0,0,0.0444246307761549,0,0.0476218206586372,0,0.1036882113230518,0,ZNF35,LogisticRegression,mono,,-0.1036882113230518,-0.6212526638057808
241,21,0.8964816679663313,0,0.9205037471351378,0,0.895950181089584,0,0.9068053799290544,0,0,0,0.928559392624396,0,0,0,0.9008190455511168,0,0,0,0.1160400208366062,0,0,0,0.2571363551951859,0,0,0,0.1125982179575851,0,0,0,0.0985823460424457,0,0.2306656835990357,0,0.1193331040841103,0,GCM1,LogisticRegression,mono,,-0.1193331040841103,-0.895950181089584
242,24,0.8457083161174,0,0.875915769988929,0,0.873037209303104,0,0.8507036734067948,0,0,0,0.8843637286326792,0,0,0,0.8967659698723274,0,0,0,0.0786573371735125,0,0,0,0.1324065036820688,0,0,0,0.0879691772385532,0,0,0,0.0712881822448734,0,0.1127962006945977,0,0.0614951697942299,0,PRDM13,LogisticRegression,mono,,-0.0614951697942299,-0.873037209303104
243,31,0.6851419493773603,0,0.618484245717811,0,0.8309557062263858,0,0.7305061390093942,0,0,0,0.7119744679017274,0,0,0,0.9736033331608094,0,0,0,0.1559966792432782,0,0,0,0.1678256332939115,0,0,0,0.7059476264607195,0,0,0,0.1533585840373284,0,0.1793637263899375,0,0.7255727137262822,0,TERF1,LogisticRegression,mono,664.0,-0.7255727137262822,-0.8309557062263858
251,21,0.7956489071781186,0,0.8225397977886266,0,0.6012579121847645,0,0.8012551879371294,0,0,0,0.8276881965971858,0,0,0,0.616337543149784,0,0,0,0.1452579108266523,0,0,0,0.1856998454551488,0,0,0,0.1836680977753178,0,0,0,0.1512344955474089,0,0.1854520248861944,0,0.3197294457026673,0,RFX5,LogisticRegression,mono,,-0.3197294457026673,-0.6012579121847645
252,26,0.892725589379034,0,0.9199989014099278,0,0.9432747045220846,0,0.9036922441383736,0,0,0,0.9328402817362892,0,0,0,0.9540840488313634,0,0,0,0.1337619134461036,0,0,0,0.2157197136938506,0,0,0,0.4680137081542355,0,0,0,0.1213760728036535,0,0.2034498448253519,0,0.4526278764551348,0,DMTF1,LogisticRegression,mono,14047.0,-0.4526278764551348,-0.9432747045220846
260,20,0.8465802543984947,0,0.8523779574125577,0,0.6913273278061225,0,0.8768665618025693,0,0,0,0.8715835582033903,0,0,0,0.7518341438137756,0,0,0,0.1610949134265248,0,0,0,0.0996343116426601,0,0,0,0.0463020185453328,0,0,0,0.1106357709229568,0,0.0725061168412559,0,0.0343906018014071,0,ZBTB8B,LogisticRegression,mono,,-0.0343906018014071,-0.6913273278061225
261,24,0.6824891719344343,0,0.6918853187256919,0,0.7993885497267353,0,0.6984874368634172,0,0,0,0.7136680011673218,0,0,0,0.8602604816847229,0,0,0,0.0229947912847321,0,0,0,0.023450650412494,0,0,0,0.0672393565750503,0,0,0,0.0210495105917451,0,0.0206885542081703,0,0.0386664382242238,0,SOX15,LogisticRegression,mono,,-0.0386664382242238,-0.7993885497267353
262,24,0.7780337373389318,0,0.6606916740521313,0,0.6566414335568884,0,0.7856947288661382,0,0,0,0.675620431297643,0,0,0,0.7136356801393422,0,0,0,0.0574212830794893,0,0,0,0.026563932348662,0,0,0,0.0334952717960791,0,0,0,0.0479532629978359,0,0.0226703986669187,0,0.0248290568361207,0,ZNF215,LogisticRegression,mono,,-0.0248290568361207,-0.6566414335568884
263,21,0.7506864436516645,0,0.736886318805762,0,0.6707981852237253,0,0.7757698680665966,0,0,0,0.7515079376773496,0,0,0,0.6755520332986472,0,0,0,0.0457631351431554,0,0,0,0.0307054578537974,0,0,0,0.0264686053510659,0,0,0,0.0445652441672077,0,0.0319040314817104,0,0.0298177941717661,0,BATF2,LogisticRegression,mono,,-0.0298177941717661,-0.6707981852237253
264,22,0.8028298250309506,0,0.8706338258282817,0,0.7835110490990246,0,0.8469199060334927,0,0,0,0.904875678895743,0,0,0,0.8195757328319377,0,0,0,0.1289633294069096,0,0,0,0.2400204439991772,0,0,0,0.3004215378231126,0,0,0,0.1195236980652143,0,0.2193539594966004,0,0.3004110263754815,0,ZNF335,LogisticRegression,mono,,-0.3004110263754815,-0.7835110490990246
265,24,0.7834506186427123,0,0.7986264719822281,0,0.9265062451633742,0,0.8089777142545498,0,0,0,0.8602587821934123,0,0,0,0.836850192053486,0,0,0,0.2116637390574119,0,0,0,0.2354887344931425,0,0,0,0.0729984177205753,0,0,0,0.1112945933458965,0,0.1115049272962888,0,0.0436662378654762,0,MYPOP,LogisticRegression,mono,,-0.0436662378654762,-0.9265062451633742
266,34,0.8612037416311171,0,0.8536706604437022,0,0.9551002998953928,0,0.8757469836649826,0,0,0,0.8707216811027834,0,0,0,0.980200455754712,0,0,0,0.4062736275350925,0,0,0,0.2091698482412764,0,0,0,0.5228642428409096,0,0,0,0.3692659839892641,0,0.1812844492568985,0,0.4277574352310693,0,ZNF646,LogisticRegression,mono,,-0.4277574352310693,-0.9551002998953928
267,20,0.7675262234578543,0,0.7386018431001891,0,0.9787721520415704,0,0.823629793975889,0,0,0,0.7607224952741021,0,0,0,0.9762624900559128,0,0,0,0.3053325236460041,0,0,0,0.2606263886274544,0,0,0,0.7516773959391265,0,0,0,0.2490790393514488,0,0.2163054107849825,0,0.7948040619566704,0,ZNF596,LogisticRegression,mono,,-0.7948040619566704,-0.9787721520415704
268,29,0.7406110804188661,0,0.6698772070302415,0,0.5519902584650825,0,0.7543980475288473,0,0,0,0.7155819641923689,0,0,0,0.6467108939542248,0,0,0,0.1198894330995179,0,0,0,0.129415922291895,0,0,0,0.0968665103577816,0,0,0,0.1172217269877581,0,0.1685637892344798,0,0.1020641969914757,0,NR1H4,LogisticRegression,mono,,-0.1020641969914757,-0.5519902584650825
269,41,0.9075863112493908,0,0.8830752378488831,0,0.7432213727126882,0,0.9199569094240492,0,0,0,0.8954720677423789,0,0,0,0.7545383788871721,0,0,0,0.4789634300671191,0,0,0,0.5139146373036733,0,0,0,0.4153086094338858,0,0,0,0.4425212855937398,0,0.5172016961872647,0,0.2310267208732327,0,ZNF606,LogisticRegression,mono,,-0.2310267208732327,-0.7432213727126882
270,28,0.8486134612912146,0,0.8302101950901397,0,0.9831726801694516,0,0.8602765903059445,0,0,0,0.8238391149138055,0,0,0,0.9821598318201948,0,0,0,0.1270816300146914,0,0,0,0.1607591226132972,0,0,0,0.5660463649590008,0,0,0,0.1188964555666253,0,0.1889292087391742,0,0.5983242233993012,0,USF3,LogisticRegression,mono,2814.0,-0.5983242233993012,-0.9831726801694516
278,20,0.7422458537364357,0,0.7063147814566763,0,0.7288945038003226,0,0.7640272307519858,0,0,0,0.7275717393922573,0,0,0,0.7955614344039036,0,0,0,0.0304163117608774,0,0,0,0.0246655103980638,0,0,0,0.0408930559200045,0,0,0,0.0260094161585695,0,0.0210654707750682,0,0.0414528542490675,0,SP140,LogisticRegression,mono,,-0.0414528542490675,-0.7288945038003226
279,20,0.963751074438539,0,0.9646156013513988,0,0.9823350444954146,0,0.9715750357189408,0,0,0,0.9719479366124892,0,0,0,0.9891235490553252,0,0,0,0.563360724721582,0,0,0,0.607648803043112,0,0,0,0.7337922289912261,0,0,0,0.4642814137408684,0,0.5182978220311648,0,0.6174592701148802,0,ZIM3,LogisticRegression,mono,,-0.6174592701148802,-0.9823350444954146
280,20,0.9349436386938998,0,0.940249654148669,0,0.8847861408670813,0,0.9495230701151288,0,0,0,0.9503431076067432,0,0,0,0.8857955479173524,0,0,0,0.3749354763216143,0,0,0,0.3641103404704035,0,0,0,0.3654242923575796,0,0,0,0.3150309820573999,0,0.3045024443086416,0,0.2417603722723311,0,CGGBP1,LogisticRegression,mono,,-0.2417603722723311,-0.8847861408670813
281,40,0.8591555251515853,0,0.860627057982894,0,0.9511685172112396,0,0.865081974878197,0,0,0,0.8760733948467884,0,0,0,0.9706909758140996,0,0,0,0.4809095028457082,0,0,0,0.5284173260725383,0,0,0,0.8423304341977408,0,0,0,0.4670087070934821,0,0.5048387307769027,0,0.8304242723235326,0,ZBTB47,LogisticRegression,mono,,-0.8304242723235326,-0.9511685172112396
282,20,0.882311943757213,0,0.8922258540809171,0,0.932274856303489,0,0.889980762728331,0,0,0,0.9006034716869895,0,0,0,0.9494985326465956,0,0,0,0.1796078475983332,0,0,0,0.2198654640586738,0,0,0,0.2415857111055197,0,0,0,0.1643070092751594,0,0.2015027836685846,0,0.2908926768408063,0,ZNF18,LogisticRegression,mono,,-0.2908926768408063,-0.932274856303489
283,29,0.8366193638598387,0,0.8132917933386742,0,0.9336218259603722,0,0.8488015336666527,0,0,0,0.818077420057288,0,0,0,0.9346911818395583,0,0,0,0.1052935980656151,0,0,0,0.1098475225773579,0,0,0,0.284241490694116,0,0,0,0.0984480699846689,0,0.1012072889499808,0,0.2786761616933506,0,ZBED2,LogisticRegression,mono,,-0.2786761616933506,-0.9336218259603722
284,29,0.977121702736014,0,0.9779312823361216,0,0.9623685545759147,0,0.983483506064383,0,0,0,0.982540195576072,0,0,0,0.9638233472440404,0,0,0,0.849637928953673,0,0,0,0.9288534726154898,0,0,0,0.604493708047769,0,0,0,0.818042092185792,0,0.9143342033133792,0,0.5559346809030891,0,ZNF865,LogisticRegression,mono,,-0.5559346809030891,-0.9623685545759147
285,20,0.6663752366707377,0,0.587943745405469,0,0.5761634936969385,0,0.7166622660825238,0,0,0,0.6134279119503706,0,0,0,0.5975962237558864,0,0,0,0.0375763276590567,0,0,0,0.0151095613884574,0,0,0,0.016115763046479,0,0,0,0.0258340837400518,0,0.015221100621452,0,0.0262541627616509,0,ZNF66,LogisticRegression,mono,,-0.0262541627616509,-0.5761634936969385
286,30,0.6809435029207653,0,0.6597548305734866,0,0.7235833843373463,0,0.7135295943993734,0,0,0,0.7134990781850358,0,0,0,0.7188133883563749,0,0,0,0.0862614807920045,0,0,0,0.1016801550673656,0,0,0,0.3465593058822501,0,0,0,0.0682593873164814,0,0.0906928583701111,0,0.2870225664276416,0,ZNF699,LogisticRegression,mono,2918.0,-0.2870225664276416,-0.7235833843373463
294,28,0.8610704223252486,0,0.8888855651536889,0,0.890891414186093,0,0.8617371535904355,0,0,0,0.8669246970483196,0,0,0,0.9062357794060776,0,0,0,0.5787847917367307,0,0,0,0.6588625848039698,0,0,0,0.6708419781104319,0,0,0,0.5652863995603798,0,0.6612951104597785,0,0.6125868552592583,0,ZNF696,LogisticRegression,mono,,-0.6125868552592583,-0.890891414186093
295,31,0.7550512864842729,0,0.7913124363221926,0,0.7068666577365287,0,0.7899232682722587,0,0,0,0.8112325390304027,0,0,0,0.760727189244648,0,0,0,0.2764713743343888,0,0,0,0.3525474238844567,0,0,0,0.2134825312044098,0,0,0,0.1523995838382311,0,0.201932534120189,0,0.0726272325618021,0,ZNF665,LogisticRegression,mono,,-0.0726272325618021,-0.7068666577365287
296,22,0.8890027428082512,0,0.89467623422971,0,0.9163150209703492,0,0.8902459958096038,0,0,0,0.9044711805512912,0,0,0,0.913271040294517,0,0,0,0.3516305872754537,0,0,0,0.5842962271537122,0,0,0,0.7893289995784138,0,0,0,0.342766788368356,0,0.571536634832448,0,0.7830885667136606,0,ZNF518B,LogisticRegression,mono,,-0.7830885667136606,-0.9163150209703492
297,20,0.943467616213152,0,0.9238920186450856,0,0.7755987585472595,0,0.9653068310657597,0,0,0,0.9452620892790756,0,0,0,0.8360543239315166,0,0,0,0.7551830089314312,0,0,0,0.779588500214536,0,0,0,0.3327497477950234,0,0,0,0.6660335049070152,0,0.678898312318284,0,0.2304839783382495,0,ZNF678,LogisticRegression,mono,187.0,-0.2304839783382495,-0.7755987585472595
305,28,0.827938979966732,0,0.8416954156502158,0,0.9392307503040404,0,0.8452083061182791,0,0,0,0.8605839992493901,0,0,0,0.9533342349443718,0,0,0,0.2109452070345948,0,0,0,0.2639544715675537,0,0,0,0.4945393806810832,0,0,0,0.1963843594828412,0,0.246356976255233,0,0.5664692613817438,0,ZNF732,LogisticRegression,mono,,-0.5664692613817438,-0.9392307503040404
306,36,0.7092862532065791,0,0.7341903114882664,0,0.5734800475984577,0,0.8511064584276445,0,0,0,0.8575599750648516,0,0,0,0.488834373805125,0,0,0,0.4250314272024891,0,0,0,0.4469722206219116,0,0,0,0.2221067261842235,0,0,0,0.2017382083466685,0,0.2091808484890695,0,0.2304844691891394,0,ZNF772,LogisticRegression,mono,,-0.2304844691891394,-0.5734800475984577
307,31,0.8891338750616736,0,0.8741565134737289,0,0.9111354895704632,0,0.9022371160338364,0,0,0,0.8841771605028514,0,0,0,0.9196727874721208,0,0,0,0.2545603151338336,0,0,0,0.229754813729435,0,0,0,0.4870108593327676,0,0,0,0.2154725383464082,0,0.1956166635969481,0,0.4458453289542485,0,ZNF721,LogisticRegression,mono,,-0.4458453289542485,-0.9111354895704632
308,20,0.7928145388502316,0,0.7231665482519095,0,0.6997726777080182,0,0.820022511616769,0,0,0,0.7443856677023014,0,0,0,0.7174374513520366,0,0,0,0.0917253064489696,0,0,0,0.0356372486766893,0,0,0,0.4487593385330063,0,0,0,0.0465775767302019,0,0.0254785686449299,0,0.389487430238321,0,ZNF676,LogisticRegression,mono,5201.0,-0.389487430238321,-0.6997726777080182
316,21,0.7583112055512095,0,0.7023440389660395,0,0.7380113651144641,0,0.7688628793939158,0,0,0,0.7398502747226986,0,0,0,0.7874219920655567,0,0,0,0.0516106566391277,0,0,0,0.0488154947962976,0,0,0,0.0658887318706073,0,0,0,0.0440821684514869,0,0.0528190541468622,0,0.037847093959388,0,ZNF70,LogisticRegression,mono,,-0.037847093959388,-0.7380113651144641
317,25,0.8054935282677392,0,0.8143882868847919,0,0.8761574629338941,0,0.81789118650255,0,0,0,0.824205817207791,0,0,0,0.8912552995594332,0,0,0,0.3770823634997493,0,0,0,0.416436893815075,0,0,0,0.528847574223942,0,0,0,0.3363578579544523,0,0.3725718566508808,0,0.489190784002121,0,ZNF724,LogisticRegression,mono,,-0.489190784002121,-0.8761574629338941
318,25,0.8617296198314717,0,0.8670511742794575,0,0.9599390932361672,0,0.8671077237479353,0,0,0,0.8739355798604449,0,0,0,0.9598601295763758,0,0,0,0.3879866644210338,0,0,0,0.4628543196808666,0,0,0,0.7184375022097369,0,0,0,0.3502530117773341,0,0.4204503645973039,0,0.6260080686951262,0,ZNF575,LogisticRegression,mono,573.0,-0.6260080686951262,-0.9599390932361672
326,20,0.9522684992364292,0,0.9658218224246302,0,0.8283205099059346,0,0.9760030542829377,0,0,0,0.9848906620497572,0,0,0,0.901219514467584,0,0,0,0.865938788367169,0,0,0,0.8978526736002017,0,0,0,0.6264082628613659,0,0,0,0.7936605488198485,0,0.8359767162158704,0,0.5623442267809782,0,ZNF814,LogisticRegression,mono,,-0.5623442267809782,-0.8283205099059346
327,24,0.6811105925841413,0,0.6437130726680809,0,0.7178564701678241,0,0.7431430640954144,0,0,0,0.686842223845738,0,0,0,0.7223940746972299,0,0,0,0.073108921298713,0,0,0,0.0449159714250263,0,0,0,0.3653760903914922,0,0,0,0.0484885156103186,0,0.0390748187406174,0,0.3455586419910048,0,ZNF551,LogisticRegression,mono,,-0.3455586419910048,-0.7178564701678241
328,21,0.8205508505955699,0,0.809610182158698,0,0.7880106900256035,0,0.8345904748432456,0,0,0,0.8251001523633409,0,0,0,0.8393323170053145,0,0,0,0.4940391625229364,0,0,0,0.5226714027367452,0,0,0,0.4181774636980256,0,0,0,0.3866834698468087,0,0.3981371597825499,0,0.3139563979511895,0,ZNF689,LogisticRegression,mono,,-0.3139563979511895,-0.7880106900256035
329,20,0.7958142166284332,0,0.8134157440420341,0,0.8222610213641272,0,0.8164442928885858,0,0,0,0.8851796772377557,0,0,0,0.9313962060424962,0,0,0,0.4049714278795217,0,0,0,0.4392681343071624,0,0,0,0.4726658630044335,0,0,0,0.2995781398968421,0,0.3618844701680255,0,0.3748008892138673,0,ZNF672,LogisticRegression,mono,,-0.3748008892138673,-0.8222610213641272
330,23,0.7193562599208243,0,0.7134124255588685,0,0.9051243588130444,0,0.7279227339008313,0,0,0,0.7275174280673926,0,0,0,0.9252666775748436,0,0,0,0.1778916063692452,0,0,0,0.2118532889780012,0,0,0,0.5546940039392351,0,0,0,0.1363856944869382,0,0.1746661641403032,0,0.4755272771111569,0,ZNF850,LogisticRegression,mono,,-0.4755272771111569,-0.9051243588130444
331,24,0.8526124788869962,0,0.869853642444649,0,0.7648173887576096,0,0.8916121310820607,0,0,0,0.9117149807323964,0,0,0,0.7475872569042471,0,0,0,0.327733218018238,0,0,0,0.2172929824270751,0,0,0,0.0582510794390221,0,0,0,0.1474950849390705,0,0.1149984337483915,0,0.0523032941871259,0,ZNF800,LogisticRegression,mono,,-0.0523032941871259,-0.7648173887576096
